block,variant,n,log_loss,brier,roc_auc,pr_auc,Delta_LogLoss_vs_PGM0,Delta_Brier_vs_PGM0
TB2,PGM0,124556,0.32453465076961363,0.0913873340662173,0.6307159322328165,0.1676265133078181,0.0,0.0
TB2,PGM_U,124556,0.32452038957528645,0.09138570312482099,0.6308107561815776,0.16763050846759764,1.426119432718087e-05,1.6309413963105923e-06
TB2,PGM_E,124556,0.3241064725045009,0.09130429580450883,0.633373717038583,0.16901601140090095,0.00042817826511271084,8.303826170846795e-05
TB2,PGM_UE,124556,0.3239765833166908,0.09129109267170493,0.6343878106473286,0.1690723763612324,0.0005580674529228058,9.624139451236413e-05
TB3,PGM0,120180,0.33098955816835507,0.09323347591630243,0.6107210912529906,0.15975455027857643,0.0,0.0
TB3,PGM_U,120180,0.33098915801192846,0.0932249227605904,0.6108889320789326,0.16002889255024783,4.001564266054025e-07,8.553155712034965e-06
TB3,PGM_E,120180,0.3304880006289491,0.09310085527531037,0.6149904981575018,0.16242105869399287,0.0005015575394059502,0.00013262064099206494
TB3,PGM_UE,120180,0.3302866139458,0.09310158205561707,0.6160983079500072,0.16166298493669412,0.0007029442225550686,0.00013189386068536424
