bit,n,prevalence,M3_minus_M2,M3_minus_M2_ci_lo,M3_minus_M2_ci_hi,M1_minus_M0,M1_minus_M0_ci_lo,M1_minus_M0_ci_hi
UP_PEN,12519,0.3040178928029395,-0.0006130906020899916,-0.0018798130788631115,0.000730242719226333,-0.0019561130925321436,-0.003519993277198063,-0.0006273954001040877
DOWN_PEN,12519,0.2774982027318476,-0.0005461073500909774,-0.0016268599541669746,0.0003021786371812765,-0.001970057850794126,-0.003882047452001959,-0.0006640929268226736
NEW_UPPER,12519,0.3572170301142264,-5.3607447326174776e-05,-0.0013932011132721828,0.001202946294885037,-0.01439557179644638,-0.017811941757360512,-0.01133156243791338
NEW_LOWER,12519,0.3755092259765157,0.002333324857768127,-0.001525270669484359,0.008223642491899847,-0.013315654827484164,-0.016910788866701727,-0.010204333527735338
