window,target,train_positive_n,eval_positive_n,train_p_occ,eval_p_occ,constant_ztp_lambda,expected_magnitude,actual_train_positive_mean,actual_eval_positive_mean,predicted_p_y1,predicted_p_y2,predicted_p_y_ge3,actual_train_p_y1,actual_train_p_y2,actual_train_p_y_ge3,actual_eval_p_y1,actual_eval_p_y2,actual_eval_p_y_ge3,k1_occ_logloss,k1_occ_brier,k1_occ_pr_auc,k0_occ_logloss,k0_occ_brier,k0_mean_nll,k1_mean_nll,k0_mean_occ_nll,k1_mean_occ_nll,shared_mean_mag_nll,delta_nll
A_TB1_to_TB2,z_delta_upper_count,506,661,0.004925485004526385,0.0059252220837778,0.011834365529763295,1.0059288537549302,1.0059288537549407,1.0121028744326777,0.994094488225167,0.0058822387723898,2.327300244320523e-05,0.9940711462450593,0.005928853754940711,0.0,0.9878971255673222,0.012102874432677761,0.0,0.03553256032817303,0.0058809172205116925,0.01089235718781777,0.036391073733295996,0.0058911133012633414,0.036794045072572105,0.03593553166744913,0.036391073733295996,0.03553256032817303,0.0004029713392761054,-0.0008585134051229751
A_TB1_to_TB2,z_delta_lower_count,504,637,0.004906016684350391,0.005710085427180724,0.0433377763064234,1.0218253968253967,1.0218253968253967,1.0156985871271587,0.9784876205189732,0.021202738808327886,0.00030964067269891385,0.9781746031746031,0.021825396825396824,0.0,0.9843014128728415,0.015698587127158554,0.0,0.034493664664385394,0.005675090935082818,0.009847820661928986,0.03525220485763576,0.005678126878138217,0.03571987347793277,0.03496133328468242,0.035252204857635736,0.034493664664385394,0.00046766862029703316,-0.0007585401932503483
B_TB1TB2_to_TB3,z_delta_upper_count,1167,511,0.00544594190995296,0.00475618723182457,0.018792894837825362,1.0094258783203753,1.00942587832048,1.015655577299413,0.99063298348255,0.009308430740734376,5.8585776715601445e-05,0.9905741216795202,0.009425878320479864,0.0,0.9843444227005871,0.015655577299412915,0.0,0.029604651938152086,0.004745252457500142,0.009155953933435563,0.030228307348947787,0.0047340416763564,0.030620608962057705,0.029996953551262,0.030228307348947794,0.029604651938152086,0.00039230161310990726,-0.0006236554107957037
B_TB1TB2_to_TB3,z_delta_lower_count,1141,511,0.005324609870828044,0.00475618723182457,0.036586722879524844,1.01840490797546,1.01840490797546,1.0136986301369864,0.9818181850959351,0.017960754928091502,0.000221059975973395,0.9815950920245399,0.018404907975460124,0.0,0.9863013698630136,0.0136986301369863,0.0,0.02941984297777216,0.004724994954470107,0.010063611185691117,0.030214061565570306,0.00473388901913693,0.030562025782364242,0.02976780719456611,0.030214061565570292,0.02941984297777216,0.0003479642167939449,-0.0007942185877981324
