window,model,mean_reset_nll,mean_gap_occ_nll,mean_gap_mag_nll,mean_geometry_nll,mean_logratio_resid_nll,mean_shape_nll,mean_age_nll,mean_count_nll,n_pairs
A_TB1_to_TB2,R0_ENDPOINT_ONLY,-6.140183999205777,0.056472626856313664,0.03504070385594167,4.0005463550421725,-17.09826858027866,0.7950836687686564,0.9139820459845079,1.619929373843113,12984
A_TB1_to_TB2,R1_STATE_PHI,-6.960087457231333,0.05727316927869849,0.03504070385594167,3.836281243852364,-17.095780663748243,0.7821034424221134,0.7824441096198125,1.5131147662064288,12984
A_TB1_to_TB2,R2_STATE_PHI_MEM,-6.96222488460913,0.05725097128967992,0.03504070385594167,3.8347735801187453,-17.095813594257066,0.7818937333645402,0.7822689882923732,1.513660034484997,12984
B_TB1TB2_to_TB3,R0_ENDPOINT_ONLY,-6.702154068349344,0.07446298222756431,0.07482268257784021,4.017807144941101,-17.57928128754807,0.8073683374849576,0.8847767431350092,1.5561907619422688,12726
B_TB1TB2_to_TB3,R1_STATE_PHI,-7.523508970709451,0.07267808898944829,0.07482268257784021,3.8778685071899037,-17.579454511979247,0.7918440928764716,0.7494814726998213,1.448962185960374,12726
B_TB1TB2_to_TB3,R2_STATE_PHI_MEM,-7.523167353272111,0.07264534794919496,0.07482268257784021,3.875366252785682,-17.57945058671164,0.7927149800199795,0.7497075573164023,1.4491887608212428,12726
