model,n,logloss,brier,ece_up,ece_down,up_pct,down_pct
M0_GLOBAL_PRIOR,124612,0.6930189280542756,0.24993587399737824,0.017657167284562236,0.017657167284562236,0.5193881809135557,0.48061181908644435
M1_SYMBOL_ONLY,124612,0.6928665361439083,0.24985396404246818,0.017657693585724128,0.017657693585724204,0.5193881809135557,0.48061181908644435
M2_GEOMETRY_ONLY,124612,0.5925973546603013,0.20348207294001752,0.016568770039005542,0.01656877003900554,0.5193881809135557,0.48061181908644435
M3_GEOMETRY_SYMBOL,124612,0.5938093809219754,0.2039953173098139,0.0180042115133877,0.01800421151338768,0.5193881809135557,0.48061181908644435
