event_id,symbol,trigger_time,timeframe,object_type,structure_class,bias,object_price_center,source_index,confirmed_index,age_bars,zone_low,zone_high,canonical_bar_low,canonical_bar_high,canonical_endpoints_swapped,relation,distance_pct
AG:5m:1:-1:7452:7461:1,AG,2025-04-18 13:35:00,4h,current_internal_low,internal,0,8055.0,258,263,9,8055.0,8055.0,,,,below,1.3351298383145516
AG:5m:1:-1:7452:7461:1,AG,2025-04-18 13:35:00,4h,current_swing_high,swing,0,8544.0009765625,218,268,4,8544.0009765625,8544.0009765625,,,,above,4.654593049516169
AG:5m:1:-1:7452:7461:1,AG,2025-04-18 13:35:00,4h,current_swing_low,swing,0,7804.0,140,190,82,7804.0,7804.0,,,,below,4.409603135717785
AG:5m:1:-1:7452:7461:1,AG,2025-04-18 13:35:00,4h,active_bear_internal_ob,internal,-1,8454.0009765625,226,235,37,8426.0009765625,8482.0009765625,8426.0009765625,8482.0009765625,False,above,3.209223132808672
AG:5m:1:-1:7452:7461:1,AG,2025-04-18 13:35:00,4h,active_bear_swing_ob,swing,-1,8507.0009765625,218,236,36,8470.0009765625,8544.0009765625,8470.0009765625,8544.0009765625,False,above,3.7481746271741794
AG:5m:1:-1:7452:7461:1,AG,2025-04-18 13:35:00,4h,active_bull_internal_ob,internal,1,8089.5,258,264,8,8055.0,8124.0,8055.0,8124.0,False,below,0.4899559039686428
AG:5m:1:-1:7452:7461:1,AG,2025-04-18 13:35:00,4h,EQL,equal,0,8340.0,214,227,45,8340.0,8340.0,,,,above,2.1558059774620286
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,current_internal_high,internal,0,8146.0,7623,7628,10,8146.0,8146.0,,,,below,0.5979255643685174
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,current_internal_low,internal,0,8140.0,7620,7625,13,8140.0,8140.0,,,,below,0.6711409395973155
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,current_swing_high,swing,0,8184.0,7554,7604,34,8184.0,8184.0,,,,below,0.1342281879194631
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,current_swing_low,swing,0,8072.0,7480,7530,108,8072.0,8072.0,,,,below,1.50091519219036
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,active_bear_internal_ob,internal,-1,8267.5,7415,7421,217,8260.0,8275.0,8260.0,8275.0,False,above,0.7931665649786455
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,active_bear_swing_ob,swing,-1,8270.0,7403,7421,217,8265.0,8275.0,8265.0,8275.0,False,above,0.8541793776693106
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,active_bear_internal_ob,internal,-1,8282.5,6527,6528,1110,8278.0,8287.0,8278.0,8287.0,False,above,1.0128126906650396
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,EQL,equal,0,8204.0,5573,5580,2058,8204.0,8204.0,,,,above,0.10982306284319707
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,5m,EQH,equal,0,8150.0,7209,7218,420,8150.0,8150.0,,,,below,0.5491153142159854
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,current_internal_high,internal,0,8147.0,2538,2543,2,8147.0,8147.0,,,,below,0.5857230018303844
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,current_internal_low,internal,0,8135.0,2535,2540,5,8135.0,8135.0,,,,below,0.7321537522879805
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,current_swing_high,swing,0,8278.0,2450,2500,45,8278.0,8278.0,,,,above,1.0128126906650396
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,current_swing_low,swing,0,8072.0,2493,2543,2,8072.0,8072.0,,,,below,1.50091519219036
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,active_bear_internal_ob,internal,-1,8263.0,2467,2473,72,8251.0,8275.0,8251.0,8275.0,False,above,0.6833435021354485
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,active_bear_internal_ob,internal,-1,8432.5009765625,2164,2170,375,8423.0009765625,8442.0009765625,8423.0009765625,8442.0009765625,False,above,2.7821961752593047
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,active_bear_internal_ob,internal,-1,8184.0,2480,2492,53,8175.0,8193.0,8175.0,8193.0,False,below,0.024405125076266018
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,active_bear_internal_ob,internal,-1,8143.5,2538,2543,2,8140.0,8147.0,8140.0,8147.0,False,below,0.5857230018303844
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,EQL,equal,0,8228.0,2459,2468,77,8228.0,8228.0,,,,above,0.4026845637583893
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,15m,EQH,equal,0,8165.0,2415,2434,111,8165.0,8165.0,,,,below,0.36607687614399026
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,current_internal_high,internal,0,8184.0,750,755,2,8184.0,8184.0,,,,below,0.1342281879194631
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,current_internal_low,internal,0,8072.0,742,747,10,8072.0,8072.0,,,,below,1.50091519219036
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,current_swing_high,swing,0,8544.0009765625,599,649,108,8544.0009765625,8544.0009765625,,,,above,4.258706242373399
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,current_swing_low,swing,0,7535.0,648,698,59,7535.0,7535.0,,,,below,8.053691275167784
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,active_bear_internal_ob,internal,-1,8250.5,730,742,15,8223.0,8278.0,8223.0,8278.0,False,above,0.34167175106772424
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,active_bear_internal_ob,internal,-1,8438.5009765625,640,644,113,8416.0009765625,8461.0009765625,8416.0009765625,8461.0009765625,False,above,2.6967782374923734
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,active_bear_internal_ob,internal,-1,8454.0009765625,622,628,129,8426.0009765625,8482.0009765625,8426.0009765625,8482.0009765625,False,above,2.818803862873703
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,active_bull_internal_ob,internal,1,7904.5,687,694,63,7869.0,7940.0,7869.0,7940.0,False,below,3.111653447223917
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,EQH,equal,0,8275.0,730,738,19,8275.0,8275.0,,,,above,0.9762050030506406
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,1h,EQL,equal,0,8055.0,703,711,46,8055.0,8055.0,,,,below,1.7083587553386212
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,current_internal_high,internal,0,8278.0,266,271,4,8278.0,8278.0,,,,above,1.0128126906650396
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,current_internal_low,internal,0,8072.0,270,275,0,8072.0,8072.0,,,,below,1.50091519219036
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,current_swing_high,swing,0,8544.0009765625,218,268,7,8544.0009765625,8544.0009765625,,,,above,4.258706242373399
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,current_swing_low,swing,0,7804.0,140,190,85,7804.0,7804.0,,,,below,4.771201952410006
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,active_bear_internal_ob,internal,-1,8454.0009765625,226,235,40,8426.0009765625,8482.0009765625,8426.0009765625,8482.0009765625,False,above,2.818803862873703
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,active_bear_swing_ob,swing,-1,8507.0009765625,218,236,39,8470.0009765625,8544.0009765625,8470.0009765625,8544.0009765625,False,above,3.3557166145515556
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,active_bull_internal_ob,internal,1,8089.5,258,264,11,8055.0,8124.0,8055.0,8124.0,False,below,0.8663819402074436
AG:5m:1:-1:7452:7461:2,AG,2025-04-21 09:05:00,4h,EQL,equal,0,8340.0,214,227,48,8340.0,8340.0,,,,above,1.7693715680292863
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,current_internal_high,internal,0,8113.0,7487,7492,15,8113.0,8113.0,,,,below,0.47841020608439644
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,current_internal_low,internal,0,8098.0,7492,7497,10,8098.0,8098.0,,,,below,0.662414131501472
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,current_swing_high,swing,0,8193.0,7442,7492,15,8193.0,8193.0,,,,above,0.5029440628066731
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,current_swing_low,swing,0,8109.0,7427,7477,30,8109.0,8109.0,,,,below,0.52747791952895
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,active_bear_internal_ob,internal,-1,8167.0,7469,7478,29,8159.0,8175.0,8159.0,8175.0,False,above,0.08586849852796859
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,active_bear_internal_ob,internal,-1,8180.0,7452,7461,46,8176.0,8184.0,8176.0,8184.0,False,above,0.2944062806673209
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,active_bear_swing_ob,swing,-1,8189.0,7442,7478,29,8185.0,8193.0,8185.0,8193.0,False,above,0.4048086359175663
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,active_bull_internal_ob,internal,1,8104.5,7487,7497,10,8096.0,8113.0,8096.0,8113.0,False,below,0.47841020608439644
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,EQL,equal,0,8204.0,5573,5580,1927,8204.0,8204.0,,,,above,0.6378802747791953
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,5m,EQH,equal,0,8150.0,7209,7218,289,8150.0,8150.0,,,,below,0.02453385672227674
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,current_internal_high,internal,0,8193.0,2480,2485,16,8193.0,8193.0,,,,above,0.5029440628066731
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,current_internal_low,internal,0,8072.0,2493,2498,3,8072.0,8072.0,,,,below,0.9813542688910697
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,current_swing_high,swing,0,8278.0,2450,2500,1,8278.0,8278.0,,,,above,1.5456329735034346
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,current_swing_low,swing,0,8055.0,2378,2428,73,8055.0,8055.0,,,,below,1.1898920510304218
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,active_bear_internal_ob,internal,-1,8184.0,2480,2492,9,8175.0,8193.0,8175.0,8193.0,False,above,0.28213935230618253
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,active_bear_internal_ob,internal,-1,8263.0,2467,2473,28,8251.0,8275.0,8251.0,8275.0,False,above,1.2144259077526987
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,active_bull_swing_ob,swing,1,8069.5,2378,2435,66,8055.0,8084.0,8055.0,8084.0,False,below,0.8341511285574091
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,EQH,equal,0,8165.0,2415,2434,67,8165.0,8165.0,,,,above,0.15947006869479882
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,15m,EQL,equal,0,8139.0,1604,1612,889,8139.0,8139.0,,,,below,0.15947006869479882
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,current_internal_high,internal,0,8278.0,730,735,8,8278.0,8278.0,,,,above,1.5456329735034346
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,current_internal_low,internal,0,8121.0,721,726,17,8121.0,8121.0,,,,below,0.3802747791952895
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,current_swing_high,swing,0,8544.0009765625,599,649,94,8544.0009765625,8544.0009765625,,,,above,4.808647896988469
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,current_swing_low,swing,0,7535.0,648,698,45,7535.0,7535.0,,,,below,7.568694798822374
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,active_bear_internal_ob,internal,-1,8250.5,730,742,1,8223.0,8278.0,8223.0,8278.0,False,above,0.8709519136408242
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,active_bear_internal_ob,internal,-1,8438.5009765625,640,644,99,8416.0009765625,8461.0009765625,8416.0009765625,8461.0009765625,False,above,3.2384810667627577
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,active_bull_internal_ob,internal,1,7904.5,687,694,49,7869.0,7940.0,7869.0,7940.0,False,below,2.600588812561335
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,active_bull_internal_ob,internal,1,7682.0,671,678,65,7666.0,7698.0,7666.0,7698.0,False,below,5.569185475956821
AG:5m:1:-1:7469:7478:1,AG,2025-04-18 00:55:00,1h,EQH,equal,0,8275.0,730,738,5,8275.0,8275.0,,,,above,1.5088321884200195
