meta_base_bar_index,meta_base_bar_time,meta_decision_time,feat_15m_ret_1,feat_15m_ret_4,feat_15m_ret_8,feat_15m_ret_16,feat_15m_location_32,feat_15m_volume_ratio_32,feat_15m_oi_log_change_4,feat_time_tod_sin,feat_time_tod_cos,feat_time_dow_sin,feat_time_dow_cos,feat_time_decision_gap_minutes,feat_time_after_long_gap,feat_time_bars_since_segment_start,feat_5m_1h_rv,feat_5m_4h_rv,feat_5m_rv_rate_ratio_1h_4h,target_raw_return_h4,target_long_mfe_h4,target_short_mfe_h4,target_raw_return_h8,target_long_mfe_h8,target_short_mfe_h8,target_raw_return_h16,target_long_mfe_h16,target_short_mfe_h16
6699,2026-04-01 00:45:00,2026-04-01 09:00:00,0.0020691089525506356,0.006116227017436415,0.0072606895051485765,0.014784235965146664,0.9877300613496932,1.0173095270546544,-0.000557942921894039,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,495.0,1,15,7.5086321204558715e-06,4.8255652103580605e-05,0.6224043645157766,-0.00020637705160444383,0.003399086550230668,0.0013422127873277763,0.0009281700248672823,0.003399086550230668,0.0013422127873277763,-0.0032036404189067307,0.003399086550230668,0.006833032073361738
6700,2026-04-01 09:00:00,2026-04-01 09:15:00,0.004331243235929705,0.009823769609447197,0.009512065102793343,0.015451129186583756,0.9854368932038835,2.8151010097060043,0.0034538464361784094,0.6593458151000686,-0.7518398074789776,0.9749279121818236,-0.22252093395631434,15.0,0,0,1.569054733092822e-05,4.293519412453152e-05,1.4617888798097451,-0.001647786160686455,0.0007200535207987752,0.004021245816759756,-0.0025758604732403195,0.0007200535207987752,0.004021245816759756,-0.006814688220925991,0.0007200535207987752,0.0095120651027937
6701,2026-04-01 09:15:00,2026-04-01 09:30:00,-0.002472698560525899,0.0070393665422674445,0.00807875963033311,0.014128637267218025,0.8523809523809524,1.572520032300143,0.005767929697075402,0.6087614290087204,-0.7933533402912353,0.9749279121818236,-0.22252093395631434,15.0,0,1,2.4908176826298747e-05,5.064265981720456e-05,1.9673671893384108,0.0010310342185647658,0.0021639454062191955,0.001548547256232811,0.00010315127143090431,0.0021639454062191955,0.001548547256232811,-0.0044456004981852345,0.0021639454062191955,0.007039366542266533
6702,2026-04-01 09:30:00,2026-04-01 09:45:00,-0.0004127115205090348,0.003514942107445407,0.007250161225060836,0.012983823010459972,0.8333333333333334,1.014275099988934,0.003731637281084943,0.5555702330196022,-0.8314696123025453,0.9749279121818236,-0.22252093395631434,15.0,0,2,2.2718916504352833e-05,5.1021722955261044e-05,1.7811171546891245,0.00020637705160442274,0.0025766569267285017,0.0011358357357232536,-0.0020661164374718927,0.0025766569267285017,0.0024798524797825334,-0.006211200092640636,0.0025766569267285017,0.0066266550217572336
6703,2026-04-01 09:45:00,2026-04-01 10:00:00,0.0,0.0014458331548947712,0.0075620601723311864,0.011938890835965665,0.8333333333333334,0.7651444471048655,0.0031825319933211915,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,15.0,0,3,2.0831016653909474e-05,5.117702287954569e-05,1.6281538457552727,0.0011345470764716657,0.0025766569267285017,0.0004128819216374062,-0.00030964545842699043,0.0025766569267285017,0.0024798524797825334,-0.0061073633239475825,0.0025766569267285017,0.007146216523547345
6704,2026-04-01 10:00:00,2026-04-01 10:30:00,0.0012376239203497619,-0.0016477861606851718,0.008175983448762025,0.007760399027196385,0.8904761904761904,1.0078192875760208,8.018024523437361e-05,0.3826834323650899,-0.9238795325112867,0.9749279121818236,-0.22252093395631434,30.0,1,4,1.8459010544060956e-05,4.5297409701616644e-05,1.6300279124704264,-0.0006188119009348215,0.0015453565121472874,0.001341243430368339,0.0003092624116190139,0.0015453565121472874,0.003408213988513474,-0.007035724832678523,0.0015453565121472874,0.008074578032278217
6705,2026-04-01 10:30:00,2026-04-01 10:45:00,0.00020612181872436963,0.0010310342185650967,0.008070400760832541,0.007135869775419579,0.9,0.7723905440141587,-0.0020347734190035993,0.32143946530316175,-0.9469301294951056,0.9749279121818236,-0.22252093395631434,15.0,0,0,1.0759225991427183e-05,4.451689710708617e-05,0.9667543508745163,-0.0009278829471338258,0.0010299722818040617,0.001856627660711542,-0.0012373686874696736,0.0010299722818040617,0.0039235982188565825,-0.006720802839917953,0.0010299722818040617,0.008589962262621487
6706,2026-04-01 10:45:00,2026-04-01 11:00:00,-0.0012373686874695977,0.0002063770516045338,0.0037213191590499406,0.007664460098808945,0.8428571428571429,0.8486119095120549,-0.0011442444156539722,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,15.0,0,1,1.5857953457736467e-05,4.9000214555632794e-05,1.2945211445743372,-0.0022724934890763254,0.0015464717758099556,0.0026862295313869865,0.0011343130888831039,0.0015464717758099556,0.0026862295313869865,-0.0025827794718109804,0.0015464717758099556,0.007352593575151685
6707,2026-04-01 11:00:00,2026-04-01 11:15:00,0.0009281700248671143,0.001134547076471648,0.0025803802313664193,0.009841069736514996,0.8857142857142857,0.8107677981884365,-0.0002032933530085046,0.19509032201612816,-0.9807852804032304,0.9749279121818236,-0.22252093395631434,15.0,0,2,1.612280201648025e-05,4.912314046009816e-05,1.3128478240984212,-0.0014441925348986008,0.0006183017509426499,0.0036143995562542565,-0.004131810443774005,0.0006183017509426499,0.007761202098228904,-0.0038213317866873505,0.0006183017509426499,0.008280763600018887
6708,2026-04-01 11:15:00,2026-04-01 13:30:00,-0.0008249974686762584,-0.0009280743125543722,-0.002575860473239544,0.006936204629553799,0.8476190476190476,0.7619626823437988,-0.0030031258267406713,-0.3826834323650892,-0.923879532511287,0.9749279121818236,-0.22252093395631434,135.0,1,3,1.0896474384609786e-05,4.710954192535637e-05,0.9252031702515737,0.001650505841987362,0.002062707001986946,0.002066970558145025,-0.003516396218252089,0.002062707001986946,0.006213773100119845,-0.0014464306685458344,0.002062707001986946,0.006733334601909842
6709,2026-04-01 13:30:00,2026-04-01 13:45:00,0.00020631318414388033,-0.0009278829471348615,0.00010315127143023517,0.008181910901763345,0.8571428571428571,1.0267825619126079,-0.0034380673602747436,-0.44228869021900147,-0.8968727415326881,0.9749279121818236,-0.22252093395631434,15.0,0,0,1.0046895248729162e-05,4.716179842241255e-05,0.8521214699017592,-0.00030948574033578554,0.001030927926358529,0.002995715271722843,-0.004548751769616174,0.0011339622884092692,0.007142517813697559,-0.0027888258533786047,0.0011339622884092692,0.007662079315487592
6710,2026-04-01 13:45:00,2026-04-01 14:00:00,-0.002581979229411502,-0.0022724934890767656,-0.002066116437472232,0.005184044787588604,0.7355769230769231,1.0649471223234106,-0.004251572594359487,-0.5000000000000001,-0.8660254037844386,0.9749279121818236,-0.22252093395631434,15.0,0,1,5.730112345776283e-06,4.9322734494478306e-05,0.4647035412375824,0.0034068065779595015,0.00371594151782158,0.0002068466239663473,-0.004145083655168775,0.00371594151782158,0.004560538584285302,0.0011368922727315954,0.00371594151782158,0.005080100086075505
6711,2026-04-01 14:00:00,2026-04-01 14:15:00,0.001756470979044522,-0.0014441925348993578,-0.00030964545842770974,0.007252414713903477,0.8173076923076923,0.6605629026788742,-0.004423825049816088,-0.5555702330196023,-0.8314696123025452,0.9749279121818236,-0.22252093395631434,15.0,0,2,7.078818441878232e-06,5.154126923272383e-05,0.5493709058591714,-0.0026876179088752717,0.0019594705387766956,0.006317009563330232,-0.0057977178655206005,0.0019594705387766956,0.006836571065120257,-0.0004130098148537739,0.0019594705387766956,0.006836571065120257
6712,2026-04-01 14:15:00,2026-04-01 14:30:00,0.0015472693787774716,0.0009280743125543722,0.0,0.008175983448762025,0.8894230769230769,0.7774498829754757,-0.0010137827028682267,-0.6087614290087207,-0.7933533402912352,0.9749279121818236,-0.22252093395631434,15.0,0,3,7.496322310602363e-06,5.2542354570201324e-05,0.5706879618869459,-0.005166902060239473,0.00041220115999965665,0.007864278942107136,-0.007344987244297508,0.00041220115999965665,0.008383840443897148,-0.002166848085090314,0.00041220115999965665,0.008383840443897148
6713,2026-04-01 14:30:00,2026-04-01 14:45:00,-0.001031246868745228,-0.0003094857403347362,-0.0012373686874695977,0.0068330320733629435,0.8382352941176471,0.6853134948332511,-0.00043998262241906616,-0.6593458151000688,-0.7518398074789775,0.9749279121818236,-0.22252093395631434,15.0,0,4,7.964479767034894e-06,5.367877783348999e-05,0.5934918855075635,-0.004239266029280323,0.0014434480287450948,0.006833032073361738,-0.005483434152448152,0.0014434480287450948,0.007352593575151685,0.0,0.0014434480287450948,0.007352593575151685
6714,2026-04-01 14:45:00,2026-04-01 21:00:00,0.001134313088883232,0.0034068065779599976,0.001134313088883232,0.004855632247933173,0.8921568627450981,1.0151316893138735,0.0006874808930881215,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,375.0,1,5,6.147631548947046e-06,5.045461385681263e-05,0.4873791377251389,-0.00010383676869309788,0.0038344002625093207,0.0005192916978096839,0.003730960903741186,0.00393782892268316,0.001038853199599658,0.006829496743681838,0.006829496743681838,0.001038853199599658
6715,2026-04-01 21:00:00,2026-04-01 21:15:00,-0.0043379535077914255,-0.00268761790887595,-0.004131810443775308,-0.0015514302124088886,0.6235294117647059,3.1016914739094443,-0.003321323291427092,-0.6593458151000687,0.7518398074789775,0.9749279121818236,-0.22252093395631434,15.0,0,0,5.685811457778875e-05,0.00010089075169005671,2.2542448589325916,-0.003110099956645238,0.0005174108875198392,0.0041489531562450685,0.0003104786570865815,0.0012413366650373492,0.0041489531562450685,-0.0003105750840223681,0.003719396787036686,0.0041489531562450685
6716,2026-04-01 21:15:00,2026-04-01 21:30:00,-0.0009320147725873085,-0.00516690206024073,-0.004238827747686358,-0.006814688220925902,0.5705882352941176,0.734286577548404,-0.004475050497386945,-0.6087614290087209,0.7933533402912349,0.9749279121818236,-0.22252093395631434,15.0,0,1,5.678444898802442e-05,9.363625622729754e-05,2.425746234457853,-0.0021780851840581014,0.001345964897508871,0.003216938383657818,0.0020699655497063278,0.0034131490961739285,0.003216938383657818,-0.0020742591963200433,0.004651411559623792,0.003216938383657818
6717,2026-04-01 21:30:00,2026-04-01 21:45:00,-0.00010361083778498426,-0.004239266029280486,-0.004548751769615222,-0.004445600498184987,0.5647058823529412,0.8439451500872316,-0.0062233716515667226,-0.5555702330196022,0.8314696123025452,0.9749279121818236,-0.22252093395631434,15.0,0,2,5.682708370454285e-05,8.55976847117341e-05,2.65554302763765,-0.0012441681231678528,0.0004143789554786919,0.003113327545871331,0.0017599259162376715,0.003516759933960151,0.003113327545871331,-0.0035291711946543033,0.00475502239741011,0.003841167453230047
6718,2026-04-01 21:45:00,2026-04-01 22:00:00,-0.002178311114965581,-0.007551890233129299,-0.0041450836551693016,-0.006211200092641533,0.41358024691358025,0.6753015028507936,-0.006625894223104112,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,15.0,0,3,5.84284764043942e-05,8.6164173756854e-05,2.7124255410037614,0.00383479767243418,0.004041665691376202,0.0009350164309066464,0.005281975927900264,0.00569507104892503,0.0009350164309066464,-0.00041545492911659236,0.006933333512375113,0.0017668767263551263
6719,2026-04-01 22:00:00,2026-04-01 22:15:00,0.00010383676869274439,-0.0031100999566451293,-0.005797717865521079,-0.006107363323948789,0.37748344370860926,0.8003990410143366,-0.002997029516269123,-0.4422886902190014,0.8968727415326883,0.9749279121818236,-0.22252093395631434,15.0,0,4,5.972994001941057e-06,8.60327290380883e-05,0.2777079871218173,0.0034205786137319425,0.004351436621682774,0.0009349193014653176,0.005384708050666824,0.006210557173685855,0.0009349193014653176,-0.0010388531995997453,0.006829496743681838,0.0018707134950481494
6720,2026-04-01 22:15:00,2026-04-01 22:30:00,0.0,-0.002178085184057821,-0.007344987244298551,-0.007344987244298551,0.27692307692307694,0.5026339008814613,-0.002828734031208313,-0.38268343236508956,0.9238795325112868,0.9749279121818236,-0.22252093395631434,15.0,0,5,5.453507311185126e-06,8.06307529944217e-05,0.270542298498064,0.004248050733764225,0.005591234280232045,0.0009349193014653176,0.0051781391592071535,0.006520074844457106,0.0009349193014653176,-0.0038491594988550567,0.006829496743681838,0.005622672039245031
6721,2026-04-01 22:30:00,2026-04-01 22:45:00,0.0008303062231043157,-0.0012441681231685209,-0.005483434152449007,-0.006720802839918605,0.3384615384615385,0.5886672906616747,-0.0030775162953453616,-0.32143946530316186,0.9469301294951056,0.9749279121818236,-0.22252093395631434,15.0,0,6,4.694368297199552e-06,7.953282701750645e-05,0.23609714243736094,0.0030040940394055675,0.004760928057128133,0.0003112840492060578,0.005483434152448131,0.005689768621353176,0.0003112840492060578,-0.004158442420431183,0.005999190520578048,0.0064529782623487745
6722,2026-04-01 22:45:00,2026-04-01 23:00:00,0.0029006546806371603,0.0038347976724342203,-0.003717092560695079,-0.002582779471811847,0.5538461538461539,0.9303336433708755,-0.0026410228743305453,-0.2588190451025207,0.9659258262890683,0.9749279121818236,-0.22252093395631434,15.0,0,7,5.42908675014302e-06,7.573530704926055e-05,0.2867400667755543,0.0014471782554660718,0.0018602733764907712,0.0008279002853095023,0.003098535839940875,0.003098535839940875,0.0008279002853095023,-0.006954925008677802,0.003098535839940875,0.009353632942986108
6723,2026-04-01 23:00:00,2026-04-01 23:15:00,-0.0003103822900083486,0.0034205786137331273,0.00031047865708799804,-0.0038213317866873098,0.48739495798319327,0.5621609466790342,-0.0018621374484570907,-0.19509032201612872,0.9807852804032303,0.9749279121818236,-0.22252093395631434,15.0,0,8,4.868180573540472e-06,7.477810759514851e-05,0.2604067275891487,0.0019641294369348674,0.002789978559953788,0.00020697506024420367,-0.0006210537411089641,0.0034089181299499635,0.0033167526259938207,-0.005499365351311786,0.0034089181299499635,0.009043250652976856
6724,2026-04-01 23:15:00,2026-04-01 23:30:00,0.000827472120031203,0.00424805073376433,0.0020699655497065095,-0.0021688621979798484,0.5267857142857143,0.6393534627904366,-0.0024464976425324636,-0.13052619222005168,0.9914448613738104,0.9749279121818236,-0.22252093395631434,15.0,0,9,5.137786815116986e-06,7.48720654249289e-05,0.2744835092211223,0.0009300884254428527,0.0022720241106927454,0.0005170898300230761,-0.004144224746026365,0.0025814460099175987,0.004663462516661976,-0.010706406515365684,0.0025814460099175987,0.011647386249181596
