bar_start_time,bar_end_time,availability_time,trading_day,tdx_datetime_raw,open,high,low,close,trade,position
2025-01-02 09:00:00,2025-01-02 09:05:00,2025-01-02 09:05:00,2025-01-02,2025-01-02 09:05:00,777.0,777.5,771.0,774.0,25191,382284
2025-01-02 09:05:00,2025-01-02 09:10:00,2025-01-02 09:10:00,2025-01-02,2025-01-02 09:10:00,774.5,775.5,774.0,775.0,6129,381807
2025-01-02 09:10:00,2025-01-02 09:15:00,2025-01-02 09:15:00,2025-01-02,2025-01-02 09:15:00,775.0,780.5,774.5,779.5,12495,382480
2025-01-02 09:15:00,2025-01-02 09:20:00,2025-01-02 09:20:00,2025-01-02,2025-01-02 09:20:00,779.5,782.5,778.0,778.5,12048,381971
2025-01-02 09:20:00,2025-01-02 09:25:00,2025-01-02 09:25:00,2025-01-02,2025-01-02 09:25:00,778.0,781.5,778.0,781.0,5096,382417
2025-01-02 09:25:00,2025-01-02 09:30:00,2025-01-02 09:30:00,2025-01-02,2025-01-02 09:30:00,780.5,781.0,778.5,780.0,4455,383785
2025-01-02 09:30:00,2025-01-02 09:35:00,2025-01-02 09:35:00,2025-01-02,2025-01-02 09:35:00,780.0,781.5,779.5,780.5,4928,385130
2025-01-02 09:35:00,2025-01-02 09:40:00,2025-01-02 09:40:00,2025-01-02,2025-01-02 09:40:00,780.5,782.0,780.0,781.0,3968,385980
2025-01-02 09:40:00,2025-01-02 09:45:00,2025-01-02 09:45:00,2025-01-02,2025-01-02 09:45:00,781.0,781.5,779.0,780.0,3365,386029
2025-01-02 09:45:00,2025-01-02 09:50:00,2025-01-02 09:50:00,2025-01-02,2025-01-02 09:50:00,779.5,780.5,778.5,779.5,2797,386218
2025-01-02 09:50:00,2025-01-02 09:55:00,2025-01-02 09:55:00,2025-01-02,2025-01-02 09:55:00,779.0,781.5,779.0,781.0,2776,386678
2025-01-02 09:55:00,2025-01-02 10:00:00,2025-01-02 10:00:00,2025-01-02,2025-01-02 10:00:00,781.5,781.5,780.0,781.0,2891,387364
2025-01-02 10:00:00,2025-01-02 10:05:00,2025-01-02 10:05:00,2025-01-02,2025-01-02 10:05:00,781.0,782.5,780.0,782.0,6866,388415
2025-01-02 10:05:00,2025-01-02 10:10:00,2025-01-02 10:10:00,2025-01-02,2025-01-02 10:10:00,781.5,784.0,780.0,783.5,9670,387890
2025-01-02 10:10:00,2025-01-02 10:15:00,2025-01-02 10:15:00,2025-01-02,2025-01-02 10:15:00,783.5,784.0,782.0,784.0,5814,388395
2025-01-02 10:30:00,2025-01-02 10:35:00,2025-01-02 10:35:00,2025-01-02,2025-01-02 10:35:00,783.0,784.5,783.0,784.0,5318,389443
2025-01-02 10:35:00,2025-01-02 10:40:00,2025-01-02 10:40:00,2025-01-02,2025-01-02 10:40:00,784.0,784.5,783.0,783.5,3322,389507
2025-01-02 10:40:00,2025-01-02 10:45:00,2025-01-02 10:45:00,2025-01-02,2025-01-02 10:45:00,783.5,784.5,782.0,783.5,3557,389840
2025-01-02 10:45:00,2025-01-02 10:50:00,2025-01-02 10:50:00,2025-01-02,2025-01-02 10:50:00,783.5,785.0,783.5,784.0,3921,390237
2025-01-02 10:50:00,2025-01-02 10:55:00,2025-01-02 10:55:00,2025-01-02,2025-01-02 10:55:00,784.5,786.5,784.0,786.0,12711,391288
2025-01-02 10:55:00,2025-01-02 11:00:00,2025-01-02 11:00:00,2025-01-02,2025-01-02 11:00:00,785.5,786.5,785.0,786.5,4241,391810
2025-01-02 11:00:00,2025-01-02 11:05:00,2025-01-02 11:05:00,2025-01-02,2025-01-02 11:05:00,786.5,788.0,786.5,787.5,13253,392426
2025-01-02 11:05:00,2025-01-02 11:10:00,2025-01-02 11:10:00,2025-01-02,2025-01-02 11:10:00,787.5,787.5,785.5,786.0,4645,393000
2025-01-02 11:10:00,2025-01-02 11:15:00,2025-01-02 11:15:00,2025-01-02,2025-01-02 11:15:00,786.0,786.0,784.5,785.5,4101,393629
2025-01-02 11:15:00,2025-01-02 11:20:00,2025-01-02 11:20:00,2025-01-02,2025-01-02 11:20:00,785.5,786.5,784.5,784.5,3087,394175
2025-01-02 11:20:00,2025-01-02 11:25:00,2025-01-02 11:25:00,2025-01-02,2025-01-02 11:25:00,785.0,786.0,784.5,785.5,1858,394546
