bar_start_time,bar_end_time,availability_time,trading_day,tdx_datetime_raw,open,high,low,close,trade,position
2025-01-02 09:00:00,2025-01-02 09:05:00,2025-01-02 09:05:00,2025-01-02,2025-01-02 09:05:00,242700.0,243920.0,242050.0,243140.0,7149,28516
2025-01-02 09:05:00,2025-01-02 09:10:00,2025-01-02 09:10:00,2025-01-02,2025-01-02 09:10:00,243100.0,243180.0,242830.0,242980.0,1805,28555
2025-01-02 09:10:00,2025-01-02 09:15:00,2025-01-02 09:15:00,2025-01-02,2025-01-02 09:15:00,243030.0,243640.0,242970.0,243460.0,1440,28574
2025-01-02 09:15:00,2025-01-02 09:20:00,2025-01-02 09:20:00,2025-01-02,2025-01-02 09:20:00,243480.0,244090.0,243450.0,243750.0,1901,28641
2025-01-02 09:20:00,2025-01-02 09:25:00,2025-01-02 09:25:00,2025-01-02,2025-01-02 09:25:00,243750.0,244210.0,243610.0,244120.0,1048,28600
2025-01-02 09:25:00,2025-01-02 09:30:00,2025-01-02 09:30:00,2025-01-02,2025-01-02 09:30:00,244150.0,244580.0,244060.0,244470.0,839,28543
2025-01-02 09:30:00,2025-01-02 09:35:00,2025-01-02 09:35:00,2025-01-02,2025-01-02 09:35:00,244470.0,244780.0,244400.0,244750.0,1043,28475
2025-01-02 09:35:00,2025-01-02 09:40:00,2025-01-02 09:40:00,2025-01-02,2025-01-02 09:40:00,244770.0,244890.0,244610.0,244730.0,885,28420
2025-01-02 09:40:00,2025-01-02 09:45:00,2025-01-02 09:45:00,2025-01-02,2025-01-02 09:45:00,244750.0,244760.0,244480.0,244490.0,595,28322
2025-01-02 09:45:00,2025-01-02 09:50:00,2025-01-02 09:50:00,2025-01-02,2025-01-02 09:50:00,244490.0,244490.0,243430.0,243480.0,1478,28212
2025-01-02 09:50:00,2025-01-02 09:55:00,2025-01-02 09:55:00,2025-01-02,2025-01-02 09:55:00,243460.0,243660.0,243260.0,243430.0,1399,28284
2025-01-02 09:55:00,2025-01-02 10:00:00,2025-01-02 10:00:00,2025-01-02,2025-01-02 10:00:00,243400.0,243530.0,243220.0,243320.0,615,28345
2025-01-02 10:00:00,2025-01-02 10:05:00,2025-01-02 10:05:00,2025-01-02,2025-01-02 10:05:00,243330.0,243550.0,243070.0,243490.0,1206,28359
2025-01-02 10:05:00,2025-01-02 10:10:00,2025-01-02 10:10:00,2025-01-02,2025-01-02 10:10:00,243500.0,244590.0,243480.0,244370.0,1254,28278
2025-01-02 10:10:00,2025-01-02 10:15:00,2025-01-02 10:15:00,2025-01-02,2025-01-02 10:15:00,244370.0,244370.0,244100.0,244180.0,768,28223
2025-01-02 10:30:00,2025-01-02 10:35:00,2025-01-02 10:35:00,2025-01-02,2025-01-02 10:35:00,244180.0,244810.0,244180.0,244720.0,1286,28058
2025-01-02 10:35:00,2025-01-02 10:40:00,2025-01-02 10:40:00,2025-01-02,2025-01-02 10:40:00,244720.0,244830.0,244530.0,244580.0,885,28019
2025-01-02 10:40:00,2025-01-02 10:45:00,2025-01-02 10:45:00,2025-01-02,2025-01-02 10:45:00,244580.0,244650.0,244350.0,244490.0,452,27956
2025-01-02 10:45:00,2025-01-02 10:50:00,2025-01-02 10:50:00,2025-01-02,2025-01-02 10:50:00,244500.0,244960.0,244470.0,244850.0,726,27964
2025-01-02 10:50:00,2025-01-02 10:55:00,2025-01-02 10:55:00,2025-01-02,2025-01-02 10:55:00,244850.0,244930.0,244670.0,244700.0,446,27958
2025-01-02 10:55:00,2025-01-02 11:00:00,2025-01-02 11:00:00,2025-01-02,2025-01-02 11:00:00,244700.0,244740.0,244550.0,244610.0,381,27878
2025-01-02 11:00:00,2025-01-02 11:05:00,2025-01-02 11:05:00,2025-01-02,2025-01-02 11:05:00,244590.0,244730.0,244410.0,244730.0,410,27851
2025-01-02 11:05:00,2025-01-02 11:10:00,2025-01-02 11:10:00,2025-01-02,2025-01-02 11:10:00,244730.0,244730.0,244330.0,244500.0,547,27755
