instrument,horizon,model,stratum,n,up_rate,auc,brier,brier_skill,log_loss,logloss_skill,calibration_slope,return_spread,mean_ret_top20,mean_ret_bottom20,mfe_up_top20,mae_up_top20,mfe_up_bottom20,folds_evaluated,nonoverlap
AL,H15,D0c,TOP50,13912,0.4713916043703278,0.4948568900436373,0.2500813657258658,-0.003611045807140778,0.6933433859725086,-0.0026521408041573213,-0.03642324117289298,-7.89648921480883e-05,-4.5379913308411734e-05,3.3584978839676565e-05,0.0019250318245610802,0.0005086905862833974,0.001513735462513734,7,
AL,H15,D0c,TOP30,8896,0.47369604316546765,0.5011944532241037,0.25072635854395453,-0.0056887709567226,0.6946779876250141,-0.004214222839246551,-0.012238728924760913,2.5866689340563594e-06,5.5663759435362184e-05,5.3077090501305824e-05,0.002595449898418322,0.0006432342700145796,0.0015349800804858613,7,
AL,H15,D0c,TOP20,6600,0.4777272727272727,0.4991967532268576,0.25254514038928527,-0.012189045771104912,0.6984081333233388,-0.009034728613799059,0.0036419615811304432,-0.00032150904207845106,-0.00013594639257705354,0.0001855626495013975,0.002715028782393433,0.0007708499321011237,0.0015722415618767112,7,
AL,H30,D0a,ALL,18297,0.48040662403672735,0.502213775060422,0.24990512386959451,-0.0011578750396090687,0.6929623981109478,-0.000842334598238903,0.06239150289452716,4.236319032934115e-05,7.298041636024802e-05,3.061722603090687e-05,0.0020727330223424285,0.0008029392604212955,0.0019483342314706473,7,
AL,H30,D0a,TOP50,13910,0.4843278217109993,0.5068315449341112,0.24988810393230154,-0.0005354104424906136,0.6929274268807053,-0.0003920577988600904,0.10733094983428099,-1.1717942821330525e-05,9.398752424635486e-05,0.00010570546706768538,0.0022939811834321944,0.0008868340282965233,0.0024937031185766553,7,
AL,H30,D0a,TOP30,8894,0.48302226219923544,0.49884420134897933,0.2506286882934701,-0.0036719611741564684,0.6944257696034192,-0.002678697423920129,-0.03130020669020387,-0.00013870037344024933,-6.240525665480386e-05,7.629511678544548e-05,0.0026989668420633094,0.00114287191602467,0.0025856798540496574,7,
AL,H30,D0a,TOP20,6600,0.48772727272727273,0.499707399471803,0.2503188106909908,-0.0018788540735663606,0.6937894951136621,-0.0013618965839197195,-0.001337120669473034,-0.00027452134041580813,-0.00017985297164295675,9.466836877285136e-05,0.003128556648753897,0.0013607788911628382,0.0027281392169962483,7,
AL,H30,D0b,ALL,18297,0.48040662403672735,0.4967570509389345,0.25016527093190566,-0.002200063675313446,0.693487863396472,-0.001601261640381324,-0.055868133547131826,3.198609283823142e-05,3.094292981868661e-05,-1.0431630195448156e-06,0.002014461819934175,0.0007617697184533439,0.002224972260029221,7,
AL,H30,D0b,TOP50,13910,0.4843278217109993,0.48442709217007746,0.25053949644794177,-0.003143542913542019,0.6942422825569267,-0.0022903390973285642,-0.11633862587024832,-0.00012334796072618632,-0.00012529969777456813,-1.9517370483817993e-06,0.002003120096321146,0.0008377694341872756,0.0027931762634703255,7,
AL,H30,D0b,TOP30,8894,0.48302226219923544,0.48212527934985905,0.2516903732176091,-0.007923602904459592,0.6965996289322224,-0.005817524546410047,-0.08710442147458247,-9.181264230932092e-05,-0.00018539031759124756,-9.357767528192664e-05,0.002615237212619387,0.0011377369815618434,0.003006992504349259,7,
AL,H30,D0b,TOP20,6600,0.48772727272727273,0.4836965135744317,0.25168874536299596,-0.0073618961811705574,0.6965589665651929,-0.005359136675866738,-0.07613882877443724,-6.02540855460723e-05,-0.00021621073988782382,-0.00015595665434175153,0.0029901755055849804,0.0012900402615592477,0.003056646597308768,7,
AL,H30,D0c,ALL,18297,0.48040662403672735,0.5047005421907551,0.2500210096996703,-0.001622131272492,0.6931982796264283,-0.0011830171623803398,0.04005008154011133,-0.0001558880373573012,-3.8632707201530374e-05,0.00011725533015577083,0.002869862585243527,0.0011867322423395913,0.0015801523287672494,7,
AL,H30,D0c,TOP50,13910,0.4843278217109993,0.5024586699819207,0.25069126506121436,-0.0037512143848261736,0.694559851025953,-0.0027488185309560986,0.0012181062062701844,-0.000290890104222801,-0.00015088774320325048,0.00014000236101955054,0.0031322127421878165,0.0013914945839816723,0.0020373952208223734,7,
AL,H30,D0c,TOP30,8894,0.48302226219923544,0.49557933151244615,0.2560091628408481,-0.02521870220282585,0.7063718903399341,-0.019927655201218863,-0.014376829169488663,-0.00019324213073023566,-9.384343101309779e-05,9.939869971713787e-05,0.003586794840769963,0.001579840007631571,0.002291088366559539,7,
AL,H30,D0c,TOP20,6600,0.48772727272727273,0.48678129220001143,0.2566324882536318,-0.027148788937779722,0.7072533483789143,-0.02079457715342281,-0.022073656854944917,-0.0005452890639589936,-0.0003058521260685873,0.00023943693789040636,0.0038929282468726702,0.001783114622143806,0.002656707682658452,7,
SN,H5,D0a,ALL,18305,0.5034143676591095,0.5062150067421284,0.25023248465304404,-0.0009766157794042218,0.6936187760913007,-0.000714030422111156,0.05525909129076997,-0.00015467396621247014,-8.006838656920986e-05,7.460557964326029e-05,0.0016645968758970512,0.0,0.0018654116767573001,7,
SN,H5,D0a,TOP50,14243,0.5017201432282524,0.5018820801558319,0.25034439703709427,-0.0013894401640974774,0.6938441800890317,-0.0010141039986701905,0.04036641025378039,-0.0002264897262166159,-0.00010945859268860453,0.00011703113352801137,0.0017718299787892215,0.0,0.0021339106927751534,7,
SN,H5,D0a,TOP30,10703,0.5014481920956742,0.5001310307674558,0.25037242570873486,-0.0014981044439834612,0.6938946223201269,-0.0010843885055225044,0.019441457669027152,-0.00023122459962485214,-9.615786276780007e-05,0.00013506673685705206,0.0020844949784753672,0.0,0.0019934637481648734,7,
SN,H5,D0a,TOP20,8489,0.49558251855342206,0.5023760747944946,0.2502878534032773,-0.0012295661581485096,0.6937258841304643,-0.0008912495998742997,0.009557290447207564,-7.556308610432195e-05,-9.343000566775617e-06,6.622008553754634e-05,0.0025944080640348606,0.0,0.001975748843276265,6,
SN,H5,D0b,ALL,18305,0.5034143676591095,0.4912305593011824,0.2500789024929073,-0.00036225849037796465,0.6933049915244575,-0.00026131975539667174,-0.2827635190643367,-0.00013316826084826123,-6.404399827806366e-05,6.912426257019757e-05,0.0016507020265694842,0.0,0.001710597689400964,7,
SN,H5,D0b,TOP50,14243,0.5017201432282524,0.4926621845356622,0.2502233573108969,-0.0009052755289431502,0.6935940862882768,-0.0006532918321024983,-0.10841548732002416,-0.00012586201616614933,-4.8681598717691016e-05,7.71804174484583e-05,0.0017076798861492912,0.0,0.0020116296085664225,7,
SN,H5,D0b,TOP30,10703,0.5014481920956742,0.4928139095628262,0.2503360332184329,-0.001352533261572919,0.6938194650925796,-0.000975958889899653,-0.12262408370166913,-0.00010653600197855579,-1.4248299282813394e-05,9.228770269574239e-05,0.002014797584632671,0.0,0.0018442926990156138,7,
SN,H5,D0b,TOP20,8489,0.49558251855342206,0.4935246986656322,0.250240818303186,-0.0010414110710428304,0.6936290401468572,-0.0007515253975831637,-0.11393300345544644,-0.00014963310741763513,-0.00011446838307709813,3.516472434053699e-05,0.002403836411275332,0.0,0.0023246033136564955,6,
SN,H5,D0c,ALL,18305,0.5034143676591095,0.5061608966105509,0.2502567986516297,-0.0010738763091635573,0.6936651069761519,-0.0007808740084018773,0.08841493438220915,-0.0001057755694145217,-3.8839324790493855e-05,6.693624462402785e-05,0.001248089234114351,0.0,0.0022317659920629384,7,
SN,H5,D0c,TOP50,14243,0.5017201432282524,0.5042478519540172,0.25036697266646,-0.0014797437503548672,0.6938868965716993,-0.0010757313825275894,0.0703332822913079,-0.00017031189611149306,-7.452149296841862e-05,9.579040314307444e-05,0.0013689390118703938,0.0,0.0023735312137215677,7,
SN,H5,D0c,TOP30,10703,0.5014481920956742,0.5040235786243267,0.25037521168219296,-0.0015092484313030674,0.6939005694916344,-0.0010929685122849087,0.08201971240106298,-9.967108045249906e-05,3.7536966832900606e-06,0.00010342477713578912,0.0017158764752931756,0.0,0.002486362024009885,7,
SN,H5,D0c,TOP20,8489,0.49558251855342206,0.5035699547483582,0.25048758733970433,-0.0020285642709081397,0.6941450972628835,-0.0014960803630821307,0.09385127112091796,-1.9046152089607557e-05,-0.0001280431107347379,-0.00010899695864513033,0.0018174392239666084,0.0,0.002782125125720521,6,
SN,H15,D0a,ALL,18298,0.5064487922177288,0.5035593859965358,0.25064213447808575,-0.002735340614189674,0.6944578659204541,-0.0020111584209929756,-0.06444316858887354,-0.00023297096191255133,1.2630241634669099e-05,0.00024560120354722044,0.003175553478413539,0.0008064661902869989,0.0034227060205266487,7,
SN,H15,D0a,TOP50,14239,0.5034061380714938,0.5006640238297271,0.2505553830530897,-0.0022680445719927,0.6942766800772517,-0.0016630549345275636,-0.09941890967767306,-0.0003973984818509077,-0.00015452456082510225,0.00024287392102580543,0.0033372422311298646,0.0009205122208755892,0.004034949556173828,7,
SN,H15,D0a,TOP30,10699,0.509019534535938,0.4886174551184189,0.25091651739886095,-0.003992776890017868,0.69500097489604,-0.002909887972730729,-0.15556092544039085,-0.00044317037597721236,-8.398621721121789e-05,0.00035918415876599446,0.0040967287819512165,0.001058501123881072,0.003536651739853365,7,
SN,H15,D0a,TOP20,8488,0.5038878416588124,0.4868775883241543,0.25062081625564486,-0.002543880079808103,0.6943959527830543,-0.0018452919870992623,-0.19062364711978189,-0.0005639079126016867,-0.00013109278466129763,0.0004328151279403891,0.0045703659453004775,0.001239132156690002,0.003341451984353918,6,
SN,H15,D0b,ALL,18298,0.5064487922177288,0.490389917098733,0.25003647228454545,-0.00031228877096545204,0.6932201403141792,-0.00022528352575057475,-0.5515193267579837,-0.00019764235138904158,-2.5309546480414965e-05,0.00017233280490862662,0.003863040967287128,0.0009969114341250704,0.002955229599346991,7,
SN,H15,D0b,TOP50,14239,0.5034061380714938,0.4901076114777158,0.25021022830796824,-0.000887361518001617,0.6935679221356602,-0.0006404991360169365,-0.13456097022614918,-0.00022553257467470178,-0.00011331985682993893,0.00011221271784476284,0.003982723403452996,0.0010330545998967424,0.0035867981857433426,7,
SN,H15,D0b,TOP30,10699,0.509019534535938,0.4870050997911831,0.25040622182248223,-0.0019509301512128374,0.6939603410038394,-0.0014082181075860678,-0.14683123793561492,-0.0003091460986939936,-7.155155079888451e-05,0.0002375945478951091,0.004064004618465518,0.0010322441504841521,0.003126389209438303,7,
SN,H15,D0b,TOP20,8488,0.5038878416588124,0.4862998125476842,0.25044567395860345,-0.0018432685317917308,0.6940395876914244,-0.00133114341257623,-0.17089812290559034,-0.0002581056894594007,-9.192351296009936e-05,0.00016618217649930138,0.004772713526934333,0.001253976535190465,0.0030260468745137723,6,
SN,H15,D0c,ALL,18298,0.5064487922177288,0.49979175000221354,0.25080063800282254,-0.003369460197460983,0.6947811364207065,-0.0024775951399604867,-0.07501639462399536,-0.00041251635618841874,-0.00017319626630012174,0.00023932008988829698,0.0027659731670711613,0.0007948078057506563,0.003833789348899717,7,
SN,H15,D0c,TOP50,14239,0.5034061380714938,0.4893405787219427,0.2510397917225518,-0.004205769174032481,0.6952522058398586,-0.00307048822960998,-0.11668720533422745,-0.0004617201843694867,-0.00010502301176856612,0.00035669717260092054,0.00380240251849358,0.0010369563870196276,0.004035189496551423,7,
SN,H15,D0c,TOP30,10699,0.509019534535938,0.48753900941413325,0.2511978677719291,-0.005118544716161688,0.6955650976905227,-0.003723936224536706,-0.1134347047844377,-0.0006625714995203945,-0.00011811080898817856,0.0005444606905322159,0.004266329900788355,0.0011490889239924743,0.004076097775140202,7,
SN,H15,D0c,TOP20,8488,0.5038878416588124,0.4901087685386154,0.25083230455924793,-0.0033898844447026732,0.6948211169318192,-0.0024587009493126644,-0.12524783913577384,-0.0002705771248155133,0.000129423663285685,0.0004000007881011983,0.00399701476780001,0.0009752957551814441,0.004358408628505951,6,
SN,H30,D0a,ALL,18297,0.5175165327649341,0.5008124608845701,0.25075808976099206,-0.00426490911421995,0.6947216977074516,-0.003159848440170032,-0.08844874608528284,-0.0003215806450545355,0.00012839467506828487,0.00044997532012282037,0.004702683534029583,0.0018742803154231282,0.004986008322675446,7,
SN,H30,D0a,TOP50,14237,0.5196319449322189,0.48277169001268544,0.25058484272945736,-0.0038870163957878123,0.6943473615695385,-0.002847015594980462,-0.1811303763262997,-0.0009728860764235748,-0.0004461070746320704,0.0005267790017915043,0.004261158137327665,0.0020585882867166345,0.005109620509820473,7,
SN,H30,D0a,TOP30,10697,0.5217350659063289,0.483807330915416,0.25059966799915506,-0.00429644314034916,0.6943673748839481,-0.003128159290982424,-0.22340184169799385,-0.00118502570248384,-0.0006065768706893843,0.0005784488317944556,0.006445321980564458,0.0030548993249457624,0.0047942719908387115,7,
SN,H30,D0a,TOP20,8488,0.5184967012252591,0.4936047577326749,0.2503427944483322,-0.0027434440538232074,0.6938371868227354,-0.0019848263213151363,-0.11587135727195536,0.00014287063373576462,0.00047092362101355535,0.0003280529872777907,0.007295768944699001,0.0026641698611126283,0.0050773784752367445,6,
SN,H30,D0b,ALL,18297,0.5175165327649341,0.49433410949702905,0.24994965236572494,-0.0010271858245891607,0.6930481425538235,-0.0007432788414227787,-0.19848174523426756,-0.0002368048011381959,-6.987846568809405e-05,0.00016692633545010185,0.005797258312347991,0.0024665925038702572,0.00394534445623768,7,
SN,H30,D0b,TOP50,14237,0.5196319449322189,0.48918945857847157,0.25032156576547926,-0.0028322825061604107,0.6938008670107358,-0.002057712621184482,-0.1115503299720913,-0.00019092201855874563,8.505003480359275e-05,0.0002759720533623384,0.005984057233140941,0.002402473062258332,0.0052315568557476004,7,
SN,H30,D0b,TOP30,10697,0.5217350659063289,0.4926691791469969,0.25059055682042025,-0.004259929427185671,0.6943600522723183,-0.0031175805711418647,-0.05755858974265913,-0.0004644477436475396,-9.48683343963184e-05,0.0003695794092512212,0.00621533931807851,0.0025568771205753344,0.0049184842023898764,7,
SN,H30,D0b,TOP20,8488,0.5184967012252591,0.4917541039758575,0.250402301922368,-0.0029818001430930163,0.693961552911471,-0.0021644259971302926,-0.09117804725761063,-0.0007089184808914564,-0.0003790439035339909,0.00032987457735746546,0.006660033945247875,0.0029102210702804197,0.0045818048033555185,6,
SN,H30,D0c,ALL,18297,0.5175165327649341,0.4912150076157703,0.2508013868553425,-0.004438310309627713,0.6947848587341001,-0.0032510513004362362,-0.07832569682764015,-0.0005273509178265355,-0.00026187272019781595,0.00026547819762871947,0.003172153894750366,0.0015069387672712342,0.0062293861990719585,7,
SN,H30,D0c,TOP50,14237,0.5196319449322189,0.4883000017274461,0.25093184202882807,-0.005277156707317987,0.6950399388694334,-0.0038473061076402804,-0.09773079202965423,-0.0007659601772966383,-0.0003574264167111202,0.00040853376058551816,0.004378831389147027,0.002069954076887261,0.00631329188057402,7,
SN,H30,D0c,TOP30,10697,0.5217350659063289,0.499822239086345,0.25080737093522976,-0.005128827802288738,0.694793765247609,-0.0037441504739064158,-0.02720453966103425,-0.0007256864177709774,-0.0002001744905968952,0.0005255119271740822,0.0050208437174847145,0.002187073235511721,0.007059151918629706,7,
SN,H30,D0c,TOP20,8488,0.5184967012252591,0.49597506783691914,0.25091272868147396,-0.005026305108738471,0.6949865693392077,-0.003644673707728474,0.0027666134991537147,-0.00038702626654866503,-0.0002844835382013188,0.00010254272834734628,0.005009830783307842,0.0023196745578849755,0.008016938688109558,6,
I,H5,D0a,ALL,13629,0.37926480299361653,0.5200285663715357,0.23537519936331708,0.0002030933172805227,0.663602981609629,0.00015079510818882813,0.3664439494643667,0.00010997596362423954,5.389484004039372e-05,-5.608112358384583e-05,0.0010491711181450092,0.0,0.0010225703238224523,7,
I,H5,D0a,TOP50,4728,0.37521150592216584,0.4892826801638655,0.2347945353926116,-0.0015642496204246736,0.6624412046322454,-0.0011637491153206891,-0.31205538011687084,-4.882200279453037e-05,-3.049437542662508e-05,1.8327627367905285e-05,0.0010332795611669133,0.0,0.0011184331019005271,7,
I,H5,D0a,TOP30,2415,0.3763975155279503,0.47983862131233035,0.23539898562365813,-0.00288238240944505,0.6636878600342421,-0.0021364296330679267,-0.2775596567109134,3.495943574698879e-05,1.9266250475828553e-05,-1.569318527116024e-05,0.001165159616603026,0.0,0.0011801188688511227,7,
I,H5,D0a,TOP20,1365,0.3912087912087912,0.48191565597155184,0.23883849598404638,-0.0028300740497546606,0.6706792482292483,-0.002082106487907298,-0.29250260294219116,0.0001330887576873412,6.598613019706453e-05,-6.710262749027667e-05,0.0011610919353895115,0.0,0.0012799927411262454,7,
I,H5,D0b,ALL,13629,0.37926480299361653,0.5148786615241709,0.23545661008400393,-0.000142712812395418,0.6637735501023668,-0.00010620007804407194,0.25073152269458565,3.0051156898878513e-05,2.1412823440036607e-05,-8.638333458841907e-06,0.0010346609627382099,0.0,0.0010271940093288085,7,
I,H5,D0b,TOP50,4728,0.37521150592216584,0.5092775431475026,0.23456106305527488,-0.0005683254778086066,0.6619532005458767,-0.00042621649012164475,0.19778999855832502,3.91001247752898e-05,3.285449152972609e-05,-6.245633245563709e-06,0.001138081307422163,0.0,0.0011647800152598453,7,
I,H5,D0b,TOP30,2415,0.3763975155279503,0.5044902896664168,0.2349350557868757,-0.0009058783104554102,0.6627238163391576,-0.0006807704824658423,0.0370517629944131,-4.0431687154633826e-05,-4.366045819045682e-05,-3.2287710358229975e-06,0.0012317960264471206,0.0,0.0012495173164087095,7,
I,H5,D0b,TOP20,1365,0.3912087912087912,0.5052664314011818,0.23831310202248954,-0.0006240608892609245,0.6696021627087454,-0.00047280050430509313,-0.03480138831153363,-2.7101923692541722e-05,0.00011465934880304919,0.0001417612724955909,0.0013167217023306726,0.0,0.0013847960226228788,7,
I,H5,D0c,ALL,13629,0.37926480299361653,0.5185321934225998,0.23539669775010882,0.000111775197651931,0.6636471821483179,8.419825029559735e-05,0.24724520140080442,8.565556162462409e-05,4.22817153552363e-05,-4.337384626938779e-05,0.0010464352157823467,0.0,0.0010124294849824381,7,
I,H5,D0c,TOP50,4728,0.37521150592216584,0.4971416282280957,0.23487482816256564,-0.0019067548995805872,0.6626181074703067,-0.001431106742449062,-0.046690940643272213,-4.5323566776541145e-05,-4.4160531900570075e-05,1.1630348759710683e-06,0.0010494837176969053,0.0,0.0011449653866262785,7,
I,H5,D0c,TOP30,2415,0.3763975155279503,0.4923255273734545,0.23549140229961954,-0.003276109918155301,0.6639018472891319,-0.0024595399933979856,-0.10108964908436383,3.4523820296060795e-05,3.4818407231069386e-05,2.945869350085937e-07,0.0011996087859462187,0.0,0.0012435149894950948,7,
I,H5,D0c,TOP20,1365,0.3912087912087912,0.47671006909233493,0.23941025078857459,-0.005230746146608123,0.6719328534319934,-0.003955155856271819,-0.23412450210273342,-0.000185763409947657,-0.00011676885037368936,6.899455957396763e-05,0.0010991778870885613,0.0,0.0013293333754494103,7,
I,H15,D0a,ALL,13629,0.43201995744368626,0.5046797530126149,0.2454408766442984,-0.00025333424114259984,0.684002008926872,-0.00018437327373499457,0.06855379772010688,8.053834828729226e-05,5.312336455093376e-05,-2.74149837363585e-05,0.001712503477254092,0.0003605643869309882,0.0017939885643413892,7,
I,H15,D0a,TOP50,4726,0.42530681337283116,0.4788362128972222,0.24467908617982545,-0.0010562037817085645,0.6824716596350258,-0.000769120705488735,-0.5457435023242813,-0.00025014573183758214,-0.00023826647608628349,1.1879255751298633e-05,0.0018836526180660293,0.0004800173628250552,0.0018327079577849625,7,
I,H15,D0a,TOP30,2415,0.42567287784679086,0.48574836096156926,0.24461141892792646,-0.0005560476498880362,0.6823313322515357,-0.0004020948857770268,-0.08634325720437026,8.848297361100678e-05,0.00010809165203411276,1.9608678423105975e-05,0.002199434456989826,0.00043904376502676163,0.002243707925711688,7,
I,H15,D0a,TOP20,1365,0.43663003663003663,0.48737028826768836,0.24645117275595513,-0.0018981907083510663,0.6860346100579022,-0.0013729137997826601,-0.2288993232834724,-0.0002857357858605297,-0.00013970043419835515,0.00014603535166217454,0.0021346588454022397,0.0004645842341699822,0.002231284416566609,7,
I,H15,D0b,ALL,13629,0.43201995744368626,0.5009838191300697,0.24547429623234204,-0.00038953019524212706,0.6840698842662783,-0.00028362423048489127,0.019716892157129216,-3.159247692784941e-05,1.043180492465627e-05,4.202428185250568e-05,0.0017274137528182781,0.0003863796108224391,0.0017978474901527912,7,
I,H15,D0b,TOP50,4726,0.42530681337283116,0.4918672469757252,0.24461217265871055,-0.0007824403126897028,0.6823355051139699,-0.0005694651763639147,-0.2561390607637152,-0.00024745073017617964,-0.0001754930624087346,7.195766776744503e-05,0.001866407996821779,0.0004915451025941603,0.0018265402523323963,7,
I,H15,D0b,TOP30,2415,0.42567287784679086,0.515677118546593,0.24445053696553257,0.00010202228460853835,0.6820037453713942,7.819758455307468e-05,0.14554244910617642,-9.662387735498388e-05,-0.000130033732904504,-3.340985554952012e-05,0.0020808773614632917,0.0005518952051049342,0.002111094726730659,7,
I,H15,D0b,TOP20,1365,0.43663003663003663,0.5214106178162173,0.2458188846473634,0.000672250750378578,0.6847555212897503,0.0004941127729215511,0.3050882609060312,-9.960217086787967e-05,0.00015121510833657255,0.0002508172792044522,0.002225113229730445,0.0004109796975649752,0.002265589992630873,7,
I,H15,D0c,ALL,13629,0.43201995744368626,0.5006721625007722,0.24556444013677986,-0.0007568966348028283,0.6842524624283496,-0.0005505997981314348,0.04114790085654985,0.0001288669335498598,4.9265898339205355e-05,-7.960103521065446e-05,0.0016494403295951678,0.0003530710485357064,0.0018375767805284238,7,
I,H15,D0c,TOP50,4726,0.42530681337283116,0.489593270759604,0.2448151799625574,-0.0016130046412630161,0.6827455890903499,-0.001170807920290784,-0.09521491740659735,-0.00012535172295720522,-5.890230183360795e-05,6.644942112359726e-05,0.0018285693385077227,0.0004404587506889129,0.002057658523253941,7,
I,H15,D0c,TOP30,2415,0.42567287784679086,0.5057566227813015,0.24468410833009066,-0.0008533756374946577,0.6824740088292173,-0.0006112805708791136,0.0521200045409572,-0.0003277992633425939,-0.00029347849607525874,3.432076726733517e-05,0.001885507596050705,0.0005747647075795177,0.002217038017670857,7,
I,H15,D0c,TOP20,1365,0.43663003663003663,0.5068008657630847,0.2461583794315195,-0.0007078977236469886,0.6854236219046973,-0.0004810827196854994,0.09753937044251265,-6.15756852531831e-06,6.224092598532966e-05,6.839849451064797e-05,0.002161702785074012,0.0003612371803567641,0.0022238246075958396,7,
I,H30,D0a,ALL,13626,0.4501687949508293,0.5112642051314903,0.24760148307399418,-0.0003419244803073429,0.6883427017044791,-0.0002471376242871859,0.27631564419087584,0.00012176770470313779,-9.802532759537563e-06,-0.00013157023746267535,0.002381825342017107,0.000863966324175427,0.00248929074277918,7,
I,H30,D0a,TOP50,4723,0.44526783823840776,0.4825441118286127,0.24739587406708083,-0.0015849256664413058,0.6879320501959754,-0.0011469377432493655,-0.3786660478679022,-1.9233405282562647e-05,-0.00013166877068108122,-0.00011243536539851857,0.0026922396308240865,0.0010230223067366406,0.0024883682000128872,7,
I,H30,D0a,TOP30,2414,0.4386909693454847,0.4779838251640307,0.2468147585987335,-0.0023292439774522666,0.6867639943598804,-0.001682238449986162,-0.13203327074660823,0.00010587042880662348,2.387928585481055e-06,-0.00010348250022114243,0.0027751648613011295,0.000961046075770247,0.0029478176603729023,7,
I,H30,D0a,TOP20,1365,0.4468864468864469,0.4597242427532299,0.24840943718744796,-0.004978120950130727,0.6899592216813647,-0.0035851919244083152,-0.22132291076498703,-0.0004340302424308411,-0.00014377332540563555,0.0002902569170252056,0.0028209755023510747,0.001040528923036359,0.0031508663638277618,7,
I,H30,D0b,ALL,13626,0.4501687949508293,0.5062096667920621,0.24765733701229803,-0.0005675815944692353,0.6884553947773869,-0.0004108946065679575,0.1535765168289056,-3.224159853610094e-05,-4.243535228175488e-06,2.7998063307925453e-05,0.002429467172325228,0.0008691169189538444,0.002597307778866195,7,
I,H30,D0b,TOP50,4723,0.44526783823840776,0.48856359326734256,0.24723718456941238,-0.0009424694843176429,0.6876132672275791,-0.0006830131557500341,-0.2552093741121368,-0.0005298963357893378,-0.00045163570024249423,7.826063554684355e-05,0.0026225447193550804,0.0011973671383204902,0.002579573525497766,7,
I,H30,D0b,TOP30,2414,0.4386909693454847,0.4991888190836583,0.24633714612791915,-0.00038963165644090303,0.6858033267226593,-0.000281053010503296,-0.005799576043213636,-0.0002150992888952022,-0.0005166271425166852,-0.00030152785362148296,0.0027912230623260838,0.0013300503909128398,0.0027157912449973206,7,
I,H30,D0b,TOP20,1365,0.4468864468864469,0.4484746498751493,0.24806140216155642,-0.003570092373175404,0.6892828384813287,-0.0026013538332696484,-1.4134117243923832,-0.0012110225424381317,-0.0007004696855729111,0.0005105528568652208,0.00262148881517851,0.0012411111538274525,0.002979481859273569,7,
I,H30,D0c,ALL,13626,0.4501687949508293,0.5055692488681764,0.24782431295333057,-0.0012421859309241778,0.6887911476657675,-0.0008987851075061837,0.10162086063882995,0.00026302378679477487,0.000180035434163042,-8.298835263173291e-05,0.002337003981625496,0.0007139745865425984,0.0026065889383537185,7,
I,H30,D0c,TOP50,4723,0.44526783823840776,0.4913008678986399,0.24751778161598775,-0.0020784697231908122,0.6881816404512167,-0.001510166233118504,-0.09619235351079963,-0.0003488019915359865,-0.00014053370999210727,0.0002082682815438792,0.0024943894999385273,0.0009252515957679036,0.002809816160587977,7,
I,H30,D0c,TOP30,2414,0.4386909693454847,0.48999195091101055,0.24690106885446758,-0.0026797549998425207,0.6869313968544771,-0.0019264039957731516,-0.08024787209971238,-0.00033537673262543696,-0.00013706116521437488,0.0001983155674110621,0.0027135112686210673,0.0009789081108282562,0.003056209331328449,7,
I,H30,D0c,TOP20,1365,0.4468864468864469,0.472485072196287,0.24855815230626388,-0.005579770558763464,0.6902377117771116,-0.003990271713773419,-0.12436818664571314,-0.001088284149615708,-0.0005534635833709873,0.0005348205662447208,0.002780584635510998,0.0011287058337383288,0.0033349470735964414,7,
SC,H5,D0a,ALL,21805,0.4689750057326301,0.51498197899929,0.24945226567366494,-0.0016656769630583046,0.6920606091781787,-0.0012149031809476352,0.2644114144118258,7.978664707389548e-05,8.26093744013343e-05,2.822727327438824e-06,0.0015535467488911135,0.0,0.0015042722241095402,7,
SC,H5,D0a,TOP50,16506,0.47237368229734644,0.5096060069916573,0.24943428575077733,-0.0007924158520222768,0.692018410525212,-0.0005760886733676696,0.18510089523326262,-6.640691798463461e-05,-3.7984845222528018e-06,6.260843346238181e-05,0.001511181950231583,0.0,0.002291585960259597,7,
SC,H5,D0a,TOP30,13452,0.4791852512637526,0.5088322637154501,0.24989121615457494,-0.0013001328278825497,0.6929340605832629,-0.0009441809763717224,0.1182551136660464,-1.0842642163135678e-05,4.116949452853556e-05,5.2012136691671236e-05,0.0015937860284668528,0.0,0.0015740447858049397,7,
SC,H5,D0a,TOP20,10393,0.48080438756855576,0.5077847857713886,0.2500672357605317,-0.0017454017120026588,0.6932915278535686,-0.0012730483821674632,0.10117755305846501,-9.313826429827658e-05,-1.8812315604228876e-05,7.432594869404771e-05,0.0015950473669559529,0.0,0.001817753208905599,7,
SC,H5,D0b,ALL,21805,0.4689750057326301,0.503295049963915,0.24951471195685102,-0.0019164275359284666,0.6921869603027417,-0.0013976973282643357,0.06501113313133883,6.118728651285418e-06,1.9403504766852608e-05,1.328477611556719e-05,0.0015494576078267503,0.0,0.0014492152322496297,7,
SC,H5,D0b,TOP50,16506,0.47237368229734644,0.5024123074325748,0.24965578588330922,-0.0016811294948997357,0.6924689801532761,-0.0012275586187715515,0.05503739598225072,-9.210696191755168e-06,6.842660132349437e-06,1.6053356324104605e-05,0.0016454151396612263,0.0,0.002184271588361412,7,
SC,H5,D0b,TOP30,13452,0.4791852512637526,0.5087706614489118,0.2501029232635838,-0.0021484313780808506,0.6933640804752639,-0.0015653452877928409,0.0572039981736783,2.8725565860250743e-05,3.564474563436793e-06,-2.516109129681395e-05,0.0016857931819658388,0.0,0.0014942252144299185,7,
