feature,wf,action,structure_scale,rr_bin,decile,n,target_first_rate,E_R_lower
path_efficiency,WF1,OUTWARD,0.4,1.0-1.5,3,4148,0.40814850530376084,-0.07918405546240928
path_efficiency,WF1,OUTWARD,0.4,<0.5,3,3387,0.7596693238854444,-0.007862491634614222
path_efficiency,WF1,OUTWARD,0.4,1.5-2.0,3,2936,0.2935967302452316,-0.16415968566678907
path_efficiency,WF2,OUTWARD,0.4,1.0-1.5,3,4160,0.4199519230769231,-0.05382375140792721
path_efficiency,WF2,OUTWARD,0.4,>=3.0,3,23351,0.05558648451886429,-0.5643455959247327
path_efficiency,WF2,OUTWARD,0.4,0.75-1.0,3,1747,0.47109330280480827,-0.1126748773739311
path_efficiency,WF2,OUTWARD,0.4,<0.5,3,3260,0.7061349693251534,-0.05206577419471875
path_efficiency,WF2,OUTWARD,0.4,1.5-2.0,3,2943,0.2857628270472307,-0.20179583490208752
path_efficiency,WF2,OUTWARD,0.4,0.5-0.75,3,2583,0.5753000387146728,-0.05671035992169919
path_efficiency,WF2,OUTWARD,0.4,2.0-3.0,3,5058,0.22538552787663108,-0.23302275066100833
path_efficiency,WF3,OUTWARD,0.4,>=3.0,3,24828,0.06307394876752054,-0.5049875986755319
path_efficiency,WF3,OUTWARD,0.4,0.75-1.0,3,2020,0.5282178217821782,0.0022832487022068962
path_efficiency,WF3,OUTWARD,0.4,2.0-3.0,3,4837,0.22555302873682034,-0.21356151668802345
path_efficiency,WF3,OUTWARD,0.4,<0.5,3,2885,0.7341421143847487,-0.025139652848315343
path_efficiency,WF3,OUTWARD,0.4,0.5-0.75,3,2270,0.5894273127753304,-0.03309660885282236
path_efficiency,WF3,OUTWARD,0.4,1.5-2.0,3,2794,0.29241231209735147,-0.18897563070233406
path_efficiency,WF3,OUTWARD,0.4,1.0-1.5,3,3815,0.44272608125819135,-0.011816465823392831
path_efficiency,WF1,OUTWARD,0.8,>=3.0,3,14673,0.07121924623458052,-0.47357329844196727
path_efficiency,WF1,OUTWARD,0.8,2.0-3.0,3,4763,0.19756456015116522,-0.30858254925336726
path_efficiency,WF1,OUTWARD,0.8,0.75-1.0,3,1721,0.5194654270772806,-0.030296578159107752
path_efficiency,WF1,OUTWARD,0.8,0.5-0.75,3,2899,0.6071058985857192,0.007546972315105933
path_efficiency,WF1,OUTWARD,0.8,1.0-1.5,3,3853,0.4092914611990657,-0.06851253542392656
path_efficiency,WF1,OUTWARD,0.8,<0.5,3,3359,0.7576659720154808,-0.004623713464372561
path_efficiency,WF1,OUTWARD,0.8,1.5-2.0,3,2800,0.2960714285714286,-0.14331321643367326
path_efficiency,WF2,OUTWARD,0.8,>=3.0,3,12881,0.07646921822839842,-0.4596130031793797
path_efficiency,WF2,OUTWARD,0.8,1.0-1.5,3,3979,0.4114099019854235,-0.06959828075938465
path_efficiency,WF2,OUTWARD,0.8,0.75-1.0,3,1733,0.47951529140219273,-0.09799458646057237
path_efficiency,WF2,OUTWARD,0.8,1.5-2.0,3,2669,0.2899962532783814,-0.1922421296597573
path_efficiency,WF2,OUTWARD,0.8,0.5-0.75,3,2581,0.5641224331654398,-0.07481276616337316
path_efficiency,WF2,OUTWARD,0.8,<0.5,3,3336,0.704136690647482,-0.05501235935527003
path_efficiency,WF2,OUTWARD,0.8,2.0-3.0,3,3966,0.23071104387291982,-0.20767347666605626
path_efficiency,WF3,OUTWARD,0.8,>=3.0,3,13820,0.08031837916063676,-0.39463542442327343
path_efficiency,WF3,OUTWARD,0.8,0.75-1.0,3,1922,0.5202913631633714,-0.009704321735598168
path_efficiency,WF3,OUTWARD,0.8,2.0-3.0,3,4065,0.22238622386223864,-0.2124200732331839
path_efficiency,WF3,OUTWARD,0.8,<0.5,3,2954,0.7427217332430602,-0.010665104816803937
path_efficiency,WF3,OUTWARD,0.8,0.5-0.75,3,2285,0.5938730853391685,-0.017319735378619614
path_efficiency,WF3,OUTWARD,0.8,1.5-2.0,3,2474,0.2809215844785772,-0.21084477371700847
path_efficiency,WF3,OUTWARD,0.8,1.0-1.5,3,3704,0.4400647948164147,-0.013491490416351426
path_efficiency,WF1,OUTWARD,1.2,>=3.0,3,7241,0.0843806104129264,-0.4338859188343222
path_efficiency,WF1,OUTWARD,1.2,0.75-1.0,3,1570,0.4980891719745223,-0.06233350702861906
path_efficiency,WF1,OUTWARD,1.2,2.0-3.0,3,3055,0.1983633387888707,-0.2596873252210532
path_efficiency,WF1,OUTWARD,1.2,1.0-1.5,3,3126,0.40115163147792704,-0.05626955146736883
path_efficiency,WF1,OUTWARD,1.2,0.5-0.75,3,2553,0.6169212690951822,0.03913457102193198
path_efficiency,WF1,OUTWARD,1.2,1.5-2.0,3,2136,0.2687265917602996,-0.19077010338644176
path_efficiency,WF1,OUTWARD,1.2,<0.5,3,3276,0.7652625152625152,0.0071920455498479495
path_efficiency,WF2,OUTWARD,1.2,>=3.0,3,6517,0.08209298757096824,-0.4721876113500737
path_efficiency,WF2,OUTWARD,1.2,1.0-1.5,3,3238,0.3965410747374923,-0.09678989324758414
path_efficiency,WF2,OUTWARD,1.2,0.75-1.0,3,1617,0.47000618429189855,-0.10495009374017594
path_efficiency,WF2,OUTWARD,1.2,0.5-0.75,3,2317,0.5602071644367717,-0.07145989634401746
path_efficiency,WF2,OUTWARD,1.2,<0.5,3,3346,0.696652719665272,-0.060731047082084315
path_efficiency,WF2,OUTWARD,1.2,1.5-2.0,3,2023,0.28769154720711815,-0.18722711740251163
path_efficiency,WF2,OUTWARD,1.2,2.0-3.0,3,2617,0.2376767290790982,-0.1511906299401456
path_efficiency,WF3,OUTWARD,1.2,0.75-1.0,3,1592,0.5018844221105527,-0.01947702248875985
path_efficiency,WF3,OUTWARD,1.2,>=3.0,3,6429,0.08041686109814901,-0.422969171936313
path_efficiency,WF3,OUTWARD,1.2,0.5-0.75,3,2102,0.6022835394862036,-0.002114028997580495
path_efficiency,WF3,OUTWARD,1.2,2.0-3.0,3,2632,0.22492401215805471,-0.17950811363645333
path_efficiency,WF3,OUTWARD,1.2,1.5-2.0,3,1780,0.2797752808988764,-0.19797859323783135
path_efficiency,WF3,OUTWARD,1.2,1.0-1.5,3,3114,0.42357096981374437,-0.015660934463989938
path_efficiency,WF3,OUTWARD,1.2,<0.5,3,2937,0.7330609465440926,-0.019947736283132737
path_efficiency,WF1,INWARD,0.2,>=3.0,3,32742,0.057540773318673265,-0.5507715491164294
path_efficiency,WF1,INWARD,0.2,2.0-3.0,3,5551,0.23581336696090793,-0.1453453601573916
path_efficiency,WF1,INWARD,0.2,<0.5,3,1805,0.7130193905817175,-0.05560832951547365
path_efficiency,WF1,INWARD,0.2,0.5-0.75,3,1708,0.5901639344262295,-0.020098774144301036
path_efficiency,WF1,INWARD,0.2,1.0-1.5,3,3429,0.39428404782735493,-0.08813309548057129
path_efficiency,WF1,INWARD,0.2,1.5-2.0,3,2723,0.310319500550863,-0.12150653679689523
path_efficiency,WF1,INWARD,0.2,0.75-1.0,3,1333,0.463615903975994,-0.08356353219267465
path_efficiency,WF2,INWARD,0.2,>=3.0,3,33255,0.056863629529394076,-0.5735680351988388
path_efficiency,WF2,INWARD,0.2,2.0-3.0,3,5274,0.21937808115282517,-0.19911215576895164
path_efficiency,WF2,INWARD,0.2,1.0-1.5,3,3004,0.4167776298268975,-0.0511389957438365
path_efficiency,WF2,INWARD,0.2,1.5-2.0,3,2790,0.3293906810035842,-0.05137772985642966
path_efficiency,WF2,INWARD,0.2,<0.5,3,1618,0.7095179233621756,-0.05809811221578044
path_efficiency,WF2,INWARD,0.2,0.75-1.0,3,1226,0.531810766721044,0.032822676952816
path_efficiency,WF2,INWARD,0.2,0.5-0.75,3,1629,0.6040515653775322,-0.00501445958576526
path_efficiency,WF3,INWARD,0.2,>=3.0,3,33344,0.06001079654510556,-0.5201448285637461
path_efficiency,WF3,INWARD,0.2,1.5-2.0,3,2440,0.3114754098360656,-0.11127166270325012
path_efficiency,WF3,INWARD,0.2,2.0-3.0,3,5289,0.24257893741728115,-0.09327124211035986
path_efficiency,WF3,INWARD,0.2,0.75-1.0,3,1171,0.4807856532877882,-0.0739273164200138
path_efficiency,WF3,INWARD,0.2,1.0-1.5,3,2953,0.4073823230612936,-0.05554889850642179
path_efficiency,WF3,INWARD,0.2,0.5-0.75,3,1560,0.6128205128205129,0.015962395569280554
path_efficiency,WF3,INWARD,0.2,<0.5,3,1585,0.6883280757097792,-0.08537204926949489
path_efficiency,WF1,INWARD,0.4,>=3.0,3,30455,0.06301099983582334,-0.5166189024790054
path_efficiency,WF1,INWARD,0.4,2.0-3.0,3,5638,0.23554451933309684,-0.14135564289382654
path_efficiency,WF1,INWARD,0.4,<0.5,3,1806,0.7142857142857143,-0.0539687278198859
path_efficiency,WF1,INWARD,0.4,0.5-0.75,3,1705,0.5906158357771261,-0.019278882052766694
path_efficiency,WF1,INWARD,0.4,1.0-1.5,3,3460,0.3930635838150289,-0.09075451682623369
path_efficiency,WF1,INWARD,0.4,1.5-2.0,3,2781,0.30708378281193816,-0.13255791673022058
path_efficiency,WF1,INWARD,0.4,0.75-1.0,3,1339,0.46601941747572817,-0.07941923693774622
path_efficiency,WF2,INWARD,0.4,>=3.0,3,30727,0.06225794903505061,-0.5314235892026953
path_efficiency,WF2,INWARD,0.4,2.0-3.0,3,5334,0.22178477690288714,-0.18352299267491406
path_efficiency,WF2,INWARD,0.4,1.0-1.5,3,3050,0.419344262295082,-0.0451872883429276
path_efficiency,WF2,INWARD,0.4,1.5-2.0,3,2842,0.3346235045742435,-0.03778861238028847
path_efficiency,WF2,INWARD,0.4,<0.5,3,1608,0.7089552238805971,-0.059062281038394185
path_efficiency,WF2,INWARD,0.4,0.75-1.0,3,1244,0.5289389067524116,0.02639450403067795
path_efficiency,WF2,INWARD,0.4,0.5-0.75,3,1637,0.6035430665852168,-0.005751819369916855
path_efficiency,WF3,INWARD,0.4,>=3.0,3,30665,0.06554704060003261,-0.4936078962497032
path_efficiency,WF3,INWARD,0.4,1.5-2.0,3,2519,0.3025009924573243,-0.1379930870748034
path_efficiency,WF3,INWARD,0.4,2.0-3.0,3,5350,0.24523364485981308,-0.0812408144354495
path_efficiency,WF3,INWARD,0.4,0.75-1.0,3,1184,0.4847972972972973,-0.0670205435075777
path_efficiency,WF3,INWARD,0.4,1.0-1.5,3,3011,0.41016273663234804,-0.05026352463552294
path_efficiency,WF3,INWARD,0.4,0.5-0.75,3,1559,0.6132135984605517,0.016637902481228217
path_efficiency,WF3,INWARD,0.4,<0.5,3,1588,0.6983627204030227,-0.07265840719435224
path_efficiency,WF1,INWARD,0.8,>=3.0,3,20057,0.07832676870917885,-0.43575070892073503
path_efficiency,WF1,INWARD,0.8,2.0-3.0,3,5611,0.23204419889502761,-0.14424178645912103
path_efficiency,WF1,INWARD,0.8,<0.5,3,1883,0.7259691980881572,-0.03807096506672043
path_efficiency,WF1,INWARD,0.8,0.5-0.75,3,1773,0.5882684715172025,-0.022914470191580015
path_efficiency,WF1,INWARD,0.8,1.0-1.5,3,3643,0.4004940982706561,-0.07003427956909156
path_efficiency,WF1,INWARD,0.8,1.5-2.0,3,3008,0.2898936170212766,-0.16682766882829614
path_efficiency,WF1,INWARD,0.8,0.75-1.0,3,1430,0.4643356643356643,-0.08423722584008494
path_efficiency,WF2,INWARD,0.8,>=3.0,3,20085,0.0736370425690814,-0.4717314995287778
path_efficiency,WF2,INWARD,0.8,2.0-3.0,3,5254,0.22896840502474305,-0.13972247532066134
path_efficiency,WF2,INWARD,0.8,1.0-1.5,3,3208,0.42674563591022446,-0.018342167045844484
path_efficiency,WF2,INWARD,0.8,1.5-2.0,3,2919,0.3391572456320658,-0.02191022802803256
path_efficiency,WF2,INWARD,0.8,<0.5,3,1637,0.722052535125229,-0.03742070406124849
path_efficiency,WF2,INWARD,0.8,0.75-1.0,3,1361,0.5224099926524615,0.023588319447909494
path_efficiency,WF2,INWARD,0.8,0.5-0.75,3,1694,0.5867768595041323,-0.03248644565548247
path_efficiency,WF3,INWARD,0.8,>=3.0,3,19799,0.07924642658720138,-0.4218003969231027
path_efficiency,WF3,INWARD,0.8,1.5-2.0,3,2580,0.30077519379844964,-0.11465845339966078
path_efficiency,WF3,INWARD,0.8,2.0-3.0,3,5348,0.24158563949139866,-0.07321035735328651
path_efficiency,WF3,INWARD,0.8,0.75-1.0,3,1275,0.4776470588235294,-0.07798958348906139
path_efficiency,WF3,INWARD,0.8,1.0-1.5,3,3179,0.4174268637936458,-0.02570260080659691
path_efficiency,WF3,INWARD,0.8,0.5-0.75,3,1625,0.6178461538461538,0.02737478513912998
path_efficiency,WF3,INWARD,0.8,<0.5,3,1645,0.7051671732522796,-0.06280365856140604
path_efficiency,WF1,INWARD,1.2,>=3.0,3,9911,0.08374533346786399,-0.4611956370044687
path_efficiency,WF1,INWARD,1.2,<0.5,3,2002,0.7422577422577422,-0.011460923191039212
path_efficiency,WF1,INWARD,1.2,0.5-0.75,3,1708,0.5942622950819673,-0.005740704130388359
path_efficiency,WF1,INWARD,1.2,1.0-1.5,3,3516,0.40671217292377704,-0.027059263212201028
path_efficiency,WF1,INWARD,1.2,2.0-3.0,3,4263,0.22120572366877786,-0.149052112665853
path_efficiency,WF1,INWARD,1.2,1.5-2.0,3,2630,0.3129277566539924,-0.07178646698058914
path_efficiency,WF1,INWARD,1.2,0.75-1.0,3,1492,0.45911528150134046,-0.08574630650776921
path_efficiency,WF2,INWARD,1.2,2.0-3.0,3,3983,0.22470499623399448,-0.13016281466798715
path_efficiency,WF2,INWARD,1.2,>=3.0,3,10305,0.08025230470645318,-0.42711882696494136
path_efficiency,WF2,INWARD,1.2,1.0-1.5,3,3050,0.42721311475409834,0.012790456611469879
path_efficiency,WF2,INWARD,1.2,1.5-2.0,3,2529,0.3376828786081455,0.00805687755209716
path_efficiency,WF2,INWARD,1.2,<0.5,3,1812,0.7257174392935982,-0.028403983293827168
path_efficiency,WF2,INWARD,1.2,0.75-1.0,3,1408,0.5227272727272727,0.04061413855703934
path_efficiency,WF2,INWARD,1.2,0.5-0.75,3,1780,0.5910112359550562,-0.009244394743779718
path_efficiency,WF3,INWARD,1.2,1.5-2.0,3,2327,0.2952299097550494,-0.07550047394841336
path_efficiency,WF3,INWARD,1.2,2.0-3.0,3,4154,0.22604718343765046,-0.10428081329088067
path_efficiency,WF3,INWARD,1.2,>=3.0,3,9685,0.08187919463087248,-0.42294925586822085
path_efficiency,WF3,INWARD,1.2,0.75-1.0,3,1377,0.4829339143064633,-0.06589753209889718
path_efficiency,WF3,INWARD,1.2,0.5-0.75,3,1676,0.6044152744630071,0.008924041628999912
path_efficiency,WF3,INWARD,1.2,1.0-1.5,3,2900,0.42310344827586205,0.02100585430874429
path_efficiency,WF3,INWARD,1.2,<0.5,3,1709,0.7208894090111176,-0.04128237113352939
path_efficiency,WF1,OUTWARD,0.2,>=3.0,2,14190,0.06370683579985906,-0.4688188264946224
path_efficiency,WF1,OUTWARD,0.2,>=3.0,1,14453,0.07368712378053,-0.47890091452099887
path_efficiency,WF1,OUTWARD,0.2,2.0-3.0,1,2488,0.25763665594855306,-0.10468980091696446
path_efficiency,WF1,OUTWARD,0.2,<0.5,0,239,0.7280334728033473,-0.03895755660979186
path_efficiency,WF1,OUTWARD,0.2,>=3.0,0,14314,0.0721671091239346,-0.47698717372636884
path_efficiency,WF1,OUTWARD,0.2,1.0-1.5,2,1421,0.41027445460942996,-0.06454474566834875
path_efficiency,WF1,OUTWARD,0.2,2.0-3.0,0,2560,0.231640625,-0.1926427920714001
path_efficiency,WF1,OUTWARD,0.2,2.0-3.0,2,2118,0.22757318224740322,-0.22897988365219826
path_efficiency,WF1,OUTWARD,0.2,1.5-2.0,2,976,0.3739754098360656,0.02418952886624468
path_efficiency,WF1,OUTWARD,0.2,1.5-2.0,0,1232,0.37987012987012986,0.0471323981135047
path_efficiency,WF1,OUTWARD,0.2,0.75-1.0,1,333,0.5225225225225225,-0.021202803056304398
path_efficiency,WF1,OUTWARD,0.2,1.0-1.5,0,1378,0.38316400580551524,-0.14681837937714198
path_efficiency,WF1,OUTWARD,0.2,0.75-1.0,0,396,0.5277777777777778,-0.030354122513966575
path_efficiency,WF1,OUTWARD,0.2,0.5-0.75,1,488,0.6004098360655737,-0.03409206505534747
path_efficiency,WF1,OUTWARD,0.2,0.75-1.0,2,505,0.4891089108910891,-0.09382026423418305
path_efficiency,WF1,OUTWARD,0.2,1.5-2.0,1,1071,0.2987861811391223,-0.18730355576513255
path_efficiency,WF1,OUTWARD,0.2,<0.5,2,694,0.7406340057636888,-0.0342981564277942
path_efficiency,WF1,OUTWARD,0.2,0.5-0.75,2,610,0.5737704918032787,-0.08837574270753723
path_efficiency,WF2,OUTWARD,0.2,>=3.0,2,13528,0.07392075694855116,-0.3978133560515068
path_efficiency,WF2,OUTWARD,0.2,>=3.0,1,13874,0.07041948969295084,-0.47016393472549073
path_efficiency,WF2,OUTWARD,0.2,0.5-0.75,0,414,0.6473429951690821,0.05561666766969126
path_efficiency,WF2,OUTWARD,0.2,0.75-1.0,0,364,0.6401098901098901,0.18607406060194734
path_efficiency,WF2,OUTWARD,0.2,>=3.0,0,13804,0.07765864966676325,-0.4108426790464103
path_efficiency,WF2,OUTWARD,0.2,2.0-3.0,1,2458,0.21358828315703823,-0.2713566547093823
path_efficiency,WF2,OUTWARD,0.2,1.0-1.5,0,1225,0.4710204081632653,0.03875956927966793
path_efficiency,WF2,OUTWARD,0.2,0.5-0.75,2,615,0.5544715447154471,-0.10636697288387681
path_efficiency,WF2,OUTWARD,0.2,<0.5,2,674,0.7507418397626113,-0.02757000485304489
path_efficiency,WF2,OUTWARD,0.2,2.0-3.0,2,2005,0.2174563591022444,-0.24472354997220327
path_efficiency,WF2,OUTWARD,0.2,1.5-2.0,2,954,0.3448637316561845,-0.05087203296677088
path_efficiency,WF2,OUTWARD,0.2,2.0-3.0,0,2466,0.2587185725871857,-0.12051103830009567
path_efficiency,WF2,OUTWARD,0.2,1.0-1.5,1,1229,0.41985353946297804,-0.07474891268531828
path_efficiency,WF2,OUTWARD,0.2,1.0-1.5,2,1251,0.35571542765787373,-0.21463378832296298
path_efficiency,WF2,OUTWARD,0.2,1.5-2.0,1,1053,0.29534662867996203,-0.19749847991186867
path_efficiency,WF2,OUTWARD,0.2,0.75-1.0,2,583,0.4751286449399657,-0.08076782608494666
path_efficiency,WF2,OUTWARD,0.2,0.5-0.75,1,482,0.6327800829875518,0.01110433924853369
path_efficiency,WF2,OUTWARD,0.2,1.5-2.0,0,1132,0.2959363957597173,-0.18598385215412774
path_efficiency,WF3,OUTWARD,0.2,>=3.0,2,14408,0.06447806774014436,-0.4609500959743481
path_efficiency,WF3,OUTWARD,0.2,>=3.0,1,14045,0.07532929868280527,-0.4377282197749345
path_efficiency,WF3,OUTWARD,0.2,2.0-3.0,0,2313,0.24989191526156507,-0.13556517189471531
path_efficiency,WF3,OUTWARD,0.2,>=3.0,0,14076,0.07452401250355215,-0.37763696129278096
path_efficiency,WF3,OUTWARD,0.2,0.75-1.0,2,440,0.5863636363636363,0.10396545558854922
path_efficiency,WF3,OUTWARD,0.2,0.5-0.75,0,352,0.6079545454545454,0.0050117931752672144
path_efficiency,WF3,OUTWARD,0.2,2.0-3.0,2,2009,0.2578397212543554,-0.07167166828224959
path_efficiency,WF3,OUTWARD,0.2,2.0-3.0,1,2101,0.23131841980009518,-0.19484403581535006
path_efficiency,WF3,OUTWARD,0.2,1.5-2.0,2,1035,0.32367149758454106,-0.09390168787551455
path_efficiency,WF3,OUTWARD,0.2,1.0-1.5,0,1149,0.4151436031331593,-0.07049713565670149
path_efficiency,WF3,OUTWARD,0.2,0.5-0.75,1,396,0.601010101010101,-0.035851595121231775
path_efficiency,WF3,OUTWARD,0.2,1.0-1.5,2,1254,0.4298245614035088,-0.03852726832601787
path_efficiency,WF3,OUTWARD,0.2,<0.5,2,682,0.7873900293255132,0.03684600564129909
path_efficiency,WF3,OUTWARD,0.2,1.5-2.0,0,1089,0.34251606978879706,-0.041896059618839555
path_efficiency,WF3,OUTWARD,0.2,1.0-1.5,1,1075,0.467906976744186,0.03583175796592444
path_efficiency,WF3,OUTWARD,0.2,0.5-0.75,2,626,0.6277955271565495,0.01314435942499209
path_efficiency,WF1,OUTWARD,0.4,>=3.0,2,13981,0.06544596237751234,-0.45433033246883736
path_efficiency,WF1,OUTWARD,0.4,>=3.0,1,14256,0.07547699214365881,-0.474127863960861
path_efficiency,WF1,OUTWARD,0.4,2.0-3.0,1,2669,0.2529037092544024,-0.11206929671108314
path_efficiency,WF1,OUTWARD,0.4,<0.5,0,241,0.7302904564315352,-0.03547003151683148
path_efficiency,WF1,OUTWARD,0.4,>=3.0,0,14259,0.07342730906795708,-0.4928663963355925
path_efficiency,WF1,OUTWARD,0.4,1.0-1.5,2,1449,0.422360248447205,-0.03837000658953035
path_efficiency,WF1,OUTWARD,0.4,2.0-3.0,0,2671,0.2265069262448521,-0.21153287584499836
path_efficiency,WF1,OUTWARD,0.4,2.0-3.0,2,2238,0.21447721179624665,-0.26637982090321893
path_efficiency,WF1,OUTWARD,0.4,1.5-2.0,2,1044,0.35727969348659006,-0.02104610753315497
path_efficiency,WF1,OUTWARD,0.4,1.5-2.0,0,1337,0.3717277486910995,0.022863742944541368
path_efficiency,WF1,OUTWARD,0.4,0.75-1.0,1,341,0.5278592375366569,-0.012854622006120774
path_efficiency,WF1,OUTWARD,0.4,1.0-1.5,0,1407,0.38877043354655294,-0.1330746541132605
path_efficiency,WF1,OUTWARD,0.4,0.75-1.0,0,424,0.5070754716981132,-0.07021103885887153
path_efficiency,WF1,OUTWARD,0.4,0.5-0.75,1,493,0.5983772819472617,-0.03629524971258734
path_efficiency,WF1,OUTWARD,0.4,0.75-1.0,2,528,0.4715909090909091,-0.12663437555919413
path_efficiency,WF1,OUTWARD,0.4,1.5-2.0,1,1176,0.28996598639455784,-0.21265327251618357
path_efficiency,WF1,OUTWARD,0.4,<0.5,2,729,0.7530864197530864,-0.011681920325862953
path_efficiency,WF1,OUTWARD,0.4,0.5-0.75,2,627,0.580542264752791,-0.07716954226526286
path_efficiency,WF2,OUTWARD,0.4,>=3.0,2,13183,0.072214215277251,-0.44782222487695883
path_efficiency,WF2,OUTWARD,0.4,>=3.0,1,13596,0.07244777875845837,-0.46875870924565555
path_efficiency,WF2,OUTWARD,0.4,0.5-0.75,0,443,0.6613995485327314,0.06648622503697124
path_efficiency,WF2,OUTWARD,0.4,>=3.0,0,13529,0.07812846477936285,-0.4247561336221837
path_efficiency,WF2,OUTWARD,0.4,0.75-1.0,0,350,0.5657142857142857,0.04692334923461312
path_efficiency,WF2,OUTWARD,0.4,2.0-3.0,1,2660,0.21390977443609022,-0.26572903472581916
path_efficiency,WF2,OUTWARD,0.4,1.0-1.5,0,1199,0.46205170975813176,0.021676243168971383
path_efficiency,WF2,OUTWARD,0.4,0.5-0.75,2,673,0.5156017830609212,-0.12365336311434932
path_efficiency,WF2,OUTWARD,0.4,<0.5,2,732,0.6939890710382514,-0.07344937980516021
path_efficiency,WF2,OUTWARD,0.4,2.0-3.0,2,2249,0.20631391729657625,-0.28608936989018563
path_efficiency,WF2,OUTWARD,0.4,1.5-2.0,2,1002,0.34830339321357284,-0.04086194328208347
path_efficiency,WF2,OUTWARD,0.4,2.0-3.0,0,2678,0.26960418222554144,-0.08000904241771667
path_efficiency,WF2,OUTWARD,0.4,1.0-1.5,1,1278,0.41784037558685444,-0.07981822958583817
path_efficiency,WF2,OUTWARD,0.4,1.0-1.5,2,1250,0.3704,-0.18032905419069278
path_efficiency,WF2,OUTWARD,0.4,1.5-2.0,1,1110,0.2954954954954955,-0.19423505194842686
path_efficiency,WF2,OUTWARD,0.4,0.75-1.0,2,515,0.5106796116504855,-0.04832733010204373
path_efficiency,WF2,OUTWARD,0.4,0.5-0.75,1,513,0.6510721247563352,0.039925097978850944
path_efficiency,WF2,OUTWARD,0.4,1.5-2.0,0,1198,0.2988313856427379,-0.17844073871517324
path_efficiency,WF3,OUTWARD,0.4,>=3.0,2,14199,0.06373688287907599,-0.4697555488599075
path_efficiency,WF3,OUTWARD,0.4,2.0-3.0,1,2256,0.2296099290780142,-0.1888104102923251
path_efficiency,WF3,OUTWARD,0.4,2.0-3.0,0,2650,0.25169811320754715,-0.1208592867267179
path_efficiency,WF3,OUTWARD,0.4,>=3.0,0,13576,0.07542722451384797,-0.4368214573118135
path_efficiency,WF3,OUTWARD,0.4,0.75-1.0,2,444,0.5788288288288288,0.09210593795370353
path_efficiency,WF3,OUTWARD,0.4,0.5-0.75,0,361,0.5955678670360111,-0.015464708796026723
path_efficiency,WF3,OUTWARD,0.4,2.0-3.0,2,2160,0.25925925925925924,-0.06440857563159638
path_efficiency,WF3,OUTWARD,0.4,1.5-2.0,2,1016,0.32086614173228345,-0.10062226904768864
path_efficiency,WF3,OUTWARD,0.4,>=3.0,1,13870,0.07945205479452055,-0.42599232410898163
