model,weighted_q_rmse,q_rmse_minus_full,weighted_selected_R,selected_R_minus_full
ACTION_LABEL_ONLY,1.2763348697841388,0.06742269133150969,-0.016255135184777933,-0.32973966107486724
EVENT_ACTION,1.2888152348258575,0.07990305637322836,-0.017399567287186588,-0.3308840931772759
FULL,1.208912178452629,0.0,0.3134845258900893,0.0
FULL_NO_SMC,1.2166643188811606,0.007752140428531451,0.3366504474650054,0.023165921574916093
FULL_NO_DSA,1.2926218700699774,0.08370969161734831,-0.008902705333431299,-0.3223872312235206
FULL_NO_MOMENTUM,1.207192973959513,-0.0017192044931160222,0.32068722889365897,0.007202703003569677
FULL_NO_QUANTILE,1.2099432381206763,0.001031059668047174,0.29385403020545886,-0.019630495684630433
