group,horizon,features,stratum,learner,instrument_count,median_auc,positive_share_auc,median_brier_skill,positive_share_brier_skill,median_logloss_skill,positive_share_logloss_skill,median_return_spread,positive_share_return_spread,median_calibration_slope,positive_share_calibration_slope
EX_I_7,H5,B1,TOP50,gbr,7,0.5316526400591989,1.0,-0.0010281452339255814,0.2857142857142857,-0.0007720784173537165,0.2857142857142857,-2.839711468453834e-06,0.42857142857142855,0.1291975660103157,1.0
EX_I_7,H5,B1,TOP50,logistic,7,0.5216737268219901,1.0,-0.00520485368964585,0.0,-0.00928628531911313,0.0,-3.6328559637871257e-06,0.42857142857142855,0.03321692331381244,1.0
EX_I_7,H5,B2,ALL,gbr,7,0.52727186555688,1.0,-0.00041594225970009724,0.42857142857142855,-0.0003486220555521946,0.42857142857142855,2.0697514337640656e-05,0.7142857142857143,0.12514904508205904,1.0
EX_I_7,H5,B2,ALL,logistic,7,0.5252613986972917,1.0,-0.00391446792136807,0.0,-0.006408149619620662,0.0,9.11172540613427e-06,0.5714285714285714,0.04476822693953169,1.0
EX_I_7,H5,B2,TOP20,gbr,7,0.5270021031510403,1.0,-0.003281319575861641,0.2857142857142857,-0.002409904972413557,0.2857142857142857,-4.4926851457467896e-05,0.42857142857142855,0.08465612981950947,1.0
EX_I_7,H5,B2,TOP20,logistic,7,0.5267032690536978,1.0,-0.016013002051940672,0.0,-0.015579523816700913,0.0,3.874940673762665e-05,0.5714285714285714,0.023610123259119133,0.8571428571428571
EX_I_7,H5,B2,TOP30,gbr,7,0.5303134864123829,1.0,-0.0006847694879277277,0.42857142857142855,-0.0005707734511091189,0.42857142857142855,3.5560365853838224e-06,0.5714285714285714,0.1298698438596037,1.0
EX_I_7,H5,B2,TOP30,logistic,7,0.5200264180189108,1.0,-0.012832364953595299,0.0,-0.01180564701204645,0.0,-7.328965029512123e-06,0.42857142857142855,0.02986800393869891,0.8571428571428571
EX_I_7,H5,B2,TOP50,gbr,7,0.5288758306185721,1.0,-0.0018183101387523326,0.14285714285714285,-0.0016225090442769652,0.14285714285714285,2.32993158073328e-06,0.5714285714285714,0.12236307997572096,1.0
EX_I_7,H5,B2,TOP50,logistic,7,0.523047223750164,1.0,-0.0074186861982765695,0.0,-0.009149901891825296,0.0,1.735285467355899e-05,0.5714285714285714,0.030132021538967817,0.8571428571428571
EX_I_7,H5,B3,ALL,gbr,7,0.5305938812714183,1.0,0.0007505836277551525,0.5714285714285714,0.0003597386381677392,0.5714285714285714,2.3403570937959913e-05,0.8571428571428571,0.1372856074550504,1.0
EX_I_7,H5,B3,ALL,logistic,7,0.5266307879162972,1.0,-0.0042658872570122686,0.0,-0.007828366976264212,0.0,3.17521323437842e-05,0.8571428571428571,0.032786491947093814,1.0
EX_I_7,H5,B3,TOP20,gbr,7,0.5254611456710224,1.0,-0.0027823788221490453,0.42857142857142855,-0.0020124768256579717,0.42857142857142855,4.840162074569389e-05,0.7142857142857143,0.08814438373164579,1.0
EX_I_7,H5,B3,TOP20,logistic,7,0.5292187970018494,1.0,-0.018373679914427843,0.0,-0.01938973113951792,0.0,-1.291786169931108e-05,0.42857142857142855,0.025317381532577173,0.8571428571428571
EX_I_7,H5,B3,TOP30,gbr,7,0.5309843248859375,1.0,0.00011799924319855215,0.5714285714285714,5.068545313369199e-05,0.5714285714285714,3.798121144863474e-05,0.8571428571428571,0.12783143306569922,1.0
EX_I_7,H5,B3,TOP30,logistic,7,0.5240910082518258,1.0,-0.015006303813819732,0.0,-0.013728036724666604,0.0,2.384057676160786e-05,0.5714285714285714,0.027308855667638066,1.0
EX_I_7,H5,B3,TOP50,gbr,7,0.5304832569940219,1.0,-0.001536058941545626,0.2857142857142857,-0.001334176907884066,0.2857142857142857,6.536894363517993e-05,0.8571428571428571,0.12363985434817674,1.0
EX_I_7,H5,B3,TOP50,logistic,7,0.525388088793157,1.0,-0.009489272493288237,0.0,-0.01031496058157022,0.0,2.764789157329833e-05,0.7142857142857143,0.028896986166238214,1.0
