g,每日收益
2025-09-04,0.05084745762711865
2025-09-05,-0.034482758620689655
2025-09-08,0.09535317619648337
2025-09-09,-0.04477611940298507
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,-0.09782608695652174
2025-09-15,-0.015625
2025-09-16,0.0
2025-09-17,0.02727272727272727
2025-09-18,-0.009433962264150943
2025-09-19,0.0
2025-09-22,0.022239194183212355
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,-0.13157894736842105
2025-09-26,-0.025
2025-09-29,0.0
2025-09-30,0.045454545454545456
2025-10-09,0.0
2025-10-10,0.0
2025-10-13,0.10606060606060606
2025-10-14,0.025423728813559324
2025-10-15,0.0
2025-10-16,-0.046511627906976744
2025-10-17,0.010416666666666666
2025-10-20,0.06521739130434782
2025-10-21,0.0
2025-10-22,-0.06666666666666667
2025-10-23,-0.014492753623188406
2025-10-24,-0.018867924528301886
2025-10-27,0.0
2025-10-28,0.0375
2025-10-29,-0.008771929824561403
2025-10-30,0.16216216216216217
2025-10-31,0.00941577877288637
2025-11-03,-0.0196078431372549
2025-11-04,-0.07940474427404744
2025-11-05,0.2641509433962264
2025-11-06,-0.030303030303030304
2025-11-07,0.023809523809523808
2025-11-10,-0.02857142857142857
2025-11-11,0.018867924528301886
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,-0.017857142857142856
2025-11-17,0.07142857142857142
2025-11-18,-0.011087888910691669
2025-11-19,0.0
2025-11-20,0.028846153846153848
2025-11-21,-0.044444444444444446
2025-11-24,0.0
2025-11-25,0.03333333333333333
2025-11-26,0.10204081632653061
2025-11-27,-0.02564102564102564
2025-11-28,0.0
2025-12-01,-0.0784313725490196
2025-12-02,-0.1699317572549812
2025-12-03,0.0
2025-12-04,-0.037037037037037035
2025-12-05,0.01020408163265306
2025-12-08,0.029411764705882353
2025-12-09,-0.023255813953488372
2025-12-10,0.058823529411764705
2025-12-11,0.0
2025-12-12,0.0
2025-12-15,0.0
2025-12-16,-0.011111111111111112
2025-12-17,0.0
2025-12-18,-0.05
2025-12-19,0.0
2025-12-22,0.0625
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,-0.029411764705882353
2025-12-26,0.0
2025-12-29,-0.18340568615427022
2025-12-30,-0.09259259259259259
2025-12-31,0.08064516129032258
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.5357142857142857
2026-01-08,-0.0031746456889109984
2026-01-09,-0.23887678599276108
2026-01-12,-0.37417712898145256
2026-01-13,0.0015311984069985754
2026-01-14,0.19704583244439733
2026-01-15,-0.12693687119909444
2026-01-16,-0.11538461538461539
2026-01-19,0.3239390243506408
2026-01-20,0.13720533056600084
2026-01-21,0.08274140434431801
2026-01-22,-0.23219247008305405
2026-01-23,0.6626281690151029
2026-01-26,-0.06097325841024949
2026-01-27,-0.22259668434600086
2026-01-28,0.22811306247686067
2026-01-29,-0.034740485639188814
2026-01-30,-0.04767336367746282
2026-02-02,-0.0471247694388825
2026-02-03,-0.2714579223725613
2026-02-04,-0.21824631910857722
2026-02-05,0.048514197239046125
2026-02-06,-0.0365860779602138
2026-02-09,0.025946913727408986
2026-02-10,0.14965447562292525
2026-02-11,-0.2612395251549214
2026-02-12,-0.1447111970833588
2026-02-13,0.03813554703125842
2026-02-24,0.4190599636560843
2026-02-25,0.06944860297467131
2026-02-26,0.21419112451867767
2026-02-27,-0.1422106396433056
2026-03-02,-0.011680960650898731
2026-03-03,0.3383111481727049
2026-03-04,-0.17310615133367027
2026-03-05,-0.22899754722856264
2026-03-06,-0.06510856008603141
2026-03-09,-0.23105792316886617
2026-03-10,0.09294688109345041
2026-03-11,-0.007684376375549553
2026-03-12,0.49635388162915123
2026-03-13,-0.14937172371159815
2026-03-16,-0.26567549192069817
2026-03-17,-0.22329028575498266
2026-03-18,-0.03680999775892883
2026-03-19,-0.03037331120710776
2026-03-20,0.18580192672446036
2026-03-23,-0.09045298028821551
2026-03-24,0.1141124732117499
2026-03-25,-0.04192824415702533
2026-03-26,-0.17026247308575676
2026-03-27,0.3926035194534582
2026-03-30,-0.01764849021846285
2026-03-31,0.3629032258064516
2026-04-01,0.07803513127241367
2026-04-02,-0.044889358671419875
2026-04-03,-0.005113369761091214
2026-04-07,0.7904836800476438
2026-04-08,0.11256650047341907
2026-04-09,-0.040954396142242666
2026-04-10,-0.18181818181818182
2026-04-13,-0.03060042469963431
2026-04-14,-0.2459569485275394
2026-04-15,-0.38628600060261936
2026-04-16,0.325589204535769
2026-04-17,-0.3259560865966979
2026-04-20,-0.19415044612888743
2026-04-21,-0.011432445167096286
2026-04-22,0.30652084995327417
2026-04-23,0.14565961455949777
2026-04-24,0.06858656902402956
2026-04-27,-0.18691401421408366
2026-04-28,0.11640070769810228
2026-04-29,-0.049917230186700697
2026-04-30,0.007606051609250586
2026-05-06,-0.25493224389444674
2026-05-07,0.26435583417559216
2026-05-08,0.059110892709348224
2026-05-11,-0.19684124162439387
2026-05-12,0.15517241379310345
2026-05-13,0.334789068641406
2026-05-14,-0.05084745762711865
2026-05-15,-0.06398219647663375
2026-05-18,0.033197735599064
2026-05-19,-0.02564102564102564
2026-05-20,0.0
2026-05-21,0.0
2026-05-22,-0.04385162023849665
2026-05-25,0.0
2026-05-26,-0.023255813953488372
2026-05-27,-0.050585590467062055
2026-05-28,-0.13043478260869565
2026-05-29,0.0
2026-06-01,0.0
2026-06-02,0.0
2026-06-03,0.0
2026-06-04,0.05084745762711865
2026-06-05,-0.06779661016949153
2026-06-08,-0.03247362601808668
2026-06-09,0.02142857142857143
2026-06-10,-0.03389830508474576
2026-06-11,0.03080889125943746
2026-06-12,-0.01968824391491822
2026-06-15,-0.018867924528301886
2026-06-16,-0.023809523809523808
2026-06-17,0.0
2026-06-18,0.0
2026-06-22,0.0
2026-06-23,-0.10052877713525181
2026-06-24,0.0
2026-06-25,0.00641025641025641
2026-06-26,-0.03636363636363636
2026-06-29,-0.04938271604938271
2026-06-30,0.01020408163265306
2026-07-01,0.01712677013930542
2026-07-02,0.0
2026-07-03,0.0
2026-07-06,-0.021739130434782608
2026-07-07,0.0
2026-07-08,0.0375
2026-07-09,0.11904761904761904
2026-07-10,-0.022727272727272728
2026-07-13,0.0
2026-07-14,-0.017857142857142856
2026-07-15,0.0
2026-07-16,0.047619047619047616
2026-07-17,0.03076923076923077
2026-07-20,0.01192673304167365
2026-07-21,-0.06557492631442964
2026-07-22,-0.07692307692307693
2026-07-23,0.029411764705882353
2026-07-24,0.0
2026-07-27,0.10424218861576402
2026-07-28,-0.05033456975371397
2026-07-29,0.0
2026-07-30,0.007936507936507936
2026-07-31,0.0
2026-08-03,0.0078125
2026-08-04,0.0
2026-08-05,0.07408542930006061
2026-08-06,-0.03636363636363636
2026-08-07,0.0
2026-08-10,0.12857142857142856
2026-08-11,0.0
2026-08-12,0.0
2026-08-13,0.0
2026-08-14,0.01020408163265306
2026-08-17,0.03333333333333333
2026-08-18,0.007697055762885246
2026-08-19,0.09704156502037926
2026-08-20,-0.0009272171864730428
2026-08-21,0.0
2026-08-24,-0.002104504585069886
2026-08-25,-0.019230769230769232
2026-08-26,0.03636363636363636
2026-08-27,0.0
2026-08-28,-0.0136986301369863
2026-08-31,-0.0009163999933114453
2026-09-01,-0.05
2026-09-02,0.09
2026-09-03,0.06006851349037243
2026-09-04,0.0
