candidate_id,symbol,touch_time,break_step,break_from,break_to,gap_minutes,reason,hour
M:5m:1:1:15608:15614:1,M,2025-12-11 11:15:00,4.0,2025-12-11 11:25:00,2025-12-11 13:30:00,125.0,正常午间休市,11
M:5m:1:1:15608:15614:4,M,2025-12-11 14:10:00,11.0,2025-12-11 14:55:00,2025-12-11 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:15608:15614:5,M,2025-12-15 22:15:00,10.0,2025-12-15 22:55:00,2025-12-16 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:15608:15614:6,M,2025-12-15 22:35:00,6.0,2025-12-15 22:55:00,2025-12-16 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:15647:15657:1,M,2025-12-15 22:15:00,10.0,2025-12-15 22:55:00,2025-12-16 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:15647:15657:2,M,2025-12-15 22:35:00,6.0,2025-12-15 22:55:00,2025-12-16 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:15679:15685:1,M,2025-12-12 11:00:00,7.0,2025-12-12 11:25:00,2025-12-12 13:30:00,125.0,正常午间休市,11
M:5m:1:1:15679:15685:2,M,2025-12-12 11:10:00,5.0,2025-12-12 11:25:00,2025-12-12 13:30:00,125.0,正常午间休市,11
M:5m:1:1:15679:15685:3,M,2025-12-12 14:30:00,7.0,2025-12-12 14:55:00,2025-12-12 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:15679:15685:4,M,2025-12-12 14:40:00,5.0,2025-12-12 14:55:00,2025-12-12 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:15679:15685:5,M,2025-12-12 15:00:00,1.0,2025-12-12 14:55:00,2025-12-12 21:00:00,365.0,日盘与夜盘之间,15
M:5m:1:1:15688:15693:1,M,2025-12-12 10:45:00,10.0,2025-12-12 11:25:00,2025-12-12 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:15708:15726:2,M,2025-12-16 14:20:00,9.0,2025-12-16 14:55:00,2025-12-16 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:15736:15750:1,M,2025-12-15 09:45:00,7.0,2025-12-15 10:10:00,2025-12-15 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:15736:15750:4,M,2025-12-16 10:00:00,4.0,2025-12-16 10:10:00,2025-12-16 10:30:00,20.0,正常午间休市,10
M:5m:1:-1:15736:15750:5,M,2025-12-16 10:35:00,12.0,2025-12-16 11:25:00,2025-12-16 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:15776:15778:2,M,2025-12-16 10:05:00,3.0,2025-12-16 10:10:00,2025-12-16 10:30:00,20.0,正常午间休市,10
M:5m:1:-1:15776:15778:3,M,2025-12-16 10:35:00,12.0,2025-12-16 11:25:00,2025-12-16 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:15797:15804:1,M,2025-12-16 09:55:00,5.0,2025-12-16 10:10:00,2025-12-16 10:30:00,20.0,正常午间休市,9
M:5m:0:-1:15776:15809:1,M,2025-12-16 10:05:00,3.0,2025-12-16 10:10:00,2025-12-16 10:30:00,20.0,正常午间休市,10
M:5m:0:-1:15776:15809:2,M,2025-12-16 10:35:00,12.0,2025-12-16 11:25:00,2025-12-16 13:30:00,125.0,正常午间休市,10
M:5m:1:1:15827:15829:1,M,2025-12-17 10:00:00,4.0,2025-12-17 10:10:00,2025-12-17 10:30:00,20.0,正常午间休市,10
M:5m:1:1:15827:15829:2,M,2025-12-17 10:50:00,9.0,2025-12-17 11:25:00,2025-12-17 13:30:00,125.0,正常午间休市,10
M:5m:1:1:15827:15829:4,M,2025-12-17 14:40:00,5.0,2025-12-17 14:55:00,2025-12-17 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:15843:15850:1,M,2025-12-17 09:45:00,7.0,2025-12-17 10:10:00,2025-12-17 10:30:00,20.0,正常午间休市,9
M:5m:0:1:15810:15852:1,M,2025-12-17 14:45:00,4.0,2025-12-17 14:55:00,2025-12-17 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:15871:15879:2,M,2025-12-25 22:10:00,11.0,2025-12-25 22:55:00,2025-12-26 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:15871:15879:3,M,2025-12-25 22:20:00,9.0,2025-12-25 22:55:00,2025-12-26 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:15906:15908:2,M,2025-12-17 14:40:00,5.0,2025-12-17 14:55:00,2025-12-17 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:-1:15871:15939:2,M,2025-12-25 22:10:00,11.0,2025-12-25 22:55:00,2025-12-26 09:00:00,605.0,夜盘正常结束,22
M:5m:0:-1:15871:15939:3,M,2025-12-25 22:20:00,9.0,2025-12-25 22:55:00,2025-12-26 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:15944:15957:1,M,2025-12-22 10:35:00,12.0,2025-12-22 11:25:00,2025-12-22 13:30:00,125.0,正常午间休市,10
M:5m:1:1:15971:15977:1,M,2025-12-18 11:30:00,1.0,2025-12-18 11:25:00,2025-12-18 13:30:00,125.0,正常午间休市,11
M:5m:1:1:15988:15997:2,M,2025-12-18 22:40:00,5.0,2025-12-18 22:55:00,2025-12-19 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:16018:16026:1,M,2025-12-19 09:25:00,11.0,2025-12-19 10:10:00,2025-12-19 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:16039:16045:1,M,2025-12-19 11:15:00,4.0,2025-12-19 11:25:00,2025-12-19 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:16039:16045:2,M,2025-12-19 14:15:00,10.0,2025-12-19 14:55:00,2025-12-19 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:-1:15997:16045:1,M,2025-12-22 10:15:00,1.0,2025-12-22 10:10:00,2025-12-22 10:30:00,20.0,正常午间休市,10
M:5m:1:1:16056:16071:2,M,2025-12-22 09:50:00,6.0,2025-12-22 10:10:00,2025-12-22 10:30:00,20.0,正常午间休市,9
M:5m:1:1:16056:16071:3,M,2025-12-24 10:40:00,11.0,2025-12-24 11:25:00,2025-12-24 13:30:00,125.0,正常午间休市,10
M:5m:1:1:16056:16071:4,M,2025-12-24 14:45:00,4.0,2025-12-24 14:55:00,2025-12-24 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:16093:16096:1,M,2025-12-22 10:10:00,2.0,2025-12-22 10:10:00,2025-12-22 10:30:00,20.0,正常午间休市,10
M:5m:1:1:16097:16109:1,M,2025-12-24 10:40:00,11.0,2025-12-24 11:25:00,2025-12-24 13:30:00,125.0,正常午间休市,10
M:5m:1:1:16097:16109:2,M,2025-12-24 14:25:00,8.0,2025-12-24 14:55:00,2025-12-24 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:1:16056:16110:1,M,2025-12-24 10:40:00,11.0,2025-12-24 11:25:00,2025-12-24 13:30:00,125.0,正常午间休市,10
M:5m:0:1:16056:16110:2,M,2025-12-24 14:45:00,4.0,2025-12-24 14:55:00,2025-12-24 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:16122:16123:2,M,2025-12-23 09:30:00,10.0,2025-12-23 10:10:00,2025-12-23 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:16122:16123:3,M,2025-12-23 11:20:00,3.0,2025-12-23 11:25:00,2025-12-23 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:16122:16123:4,M,2025-12-23 14:50:00,3.0,2025-12-23 14:55:00,2025-12-23 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:16122:16123:5,M,2025-12-23 15:00:00,1.0,2025-12-23 14:55:00,2025-12-23 21:00:00,365.0,日盘与夜盘之间,15
M:5m:1:1:16138:16141:2,M,2025-12-22 22:15:00,10.0,2025-12-22 22:55:00,2025-12-23 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:16138:16141:3,M,2025-12-22 22:25:00,8.0,2025-12-22 22:55:00,2025-12-23 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:16149:16159:1,M,2025-12-22 22:50:00,3.0,2025-12-22 22:55:00,2025-12-23 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:16149:16159:2,M,2025-12-23 09:25:00,11.0,2025-12-23 10:10:00,2025-12-23 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:16149:16159:3,M,2025-12-23 11:15:00,4.0,2025-12-23 11:25:00,2025-12-23 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:16149:16159:5,M,2025-12-23 14:45:00,4.0,2025-12-23 14:55:00,2025-12-23 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16203:16205:3,M,2025-12-24 10:05:00,3.0,2025-12-24 10:10:00,2025-12-24 10:30:00,20.0,正常午间休市,10
M:5m:1:1:16209:16221:2,M,2025-12-24 09:30:00,10.0,2025-12-24 10:10:00,2025-12-24 10:30:00,20.0,正常午间休市,9
M:5m:0:1:16192:16231:1,M,2025-12-24 10:05:00,3.0,2025-12-24 10:10:00,2025-12-24 10:30:00,20.0,正常午间休市,10
M:5m:1:-1:16232:16233:1,M,2025-12-25 14:50:00,3.0,2025-12-25 14:55:00,2025-12-25 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:-1:16232:16248:1,M,2025-12-25 14:50:00,3.0,2025-12-25 14:55:00,2025-12-25 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16288:16302:1,M,2026-01-16 14:30:00,7.0,2026-01-16 14:55:00,2026-01-16 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16332:16342:1,M,2025-12-31 14:30:00,7.0,2025-12-31 14:55:00,2026-01-05 09:00:00,6845.0,节假日或周末,14
M:5m:0:1:16288:16345:1,M,2026-01-16 14:30:00,7.0,2026-01-16 14:55:00,2026-01-16 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16356:16371:1,M,2025-12-29 14:45:00,4.0,2025-12-29 14:55:00,2025-12-29 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16394:16407:1,M,2025-12-26 22:35:00,6.0,2025-12-26 22:55:00,2025-12-29 09:00:00,3485.0,节假日或周末,22
M:5m:1:1:16439:16442:1,M,2025-12-29 11:30:00,1.0,2025-12-29 11:25:00,2025-12-29 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:16453:16474:1,M,2026-01-06 22:35:00,6.0,2026-01-06 22:55:00,2026-01-07 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:16453:16474:2,M,2026-01-07 10:15:00,1.0,2026-01-07 10:10:00,2026-01-07 10:30:00,20.0,正常午间休市,10
M:5m:1:1:16500:16504:1,M,2025-12-29 22:50:00,3.0,2025-12-29 22:55:00,2025-12-30 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:16508:16509:1,M,2025-12-30 11:30:00,1.0,2025-12-30 11:25:00,2025-12-30 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:16508:16509:2,M,2025-12-30 14:05:00,12.0,2025-12-30 14:55:00,2025-12-30 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:16508:16509:3,M,2025-12-30 14:35:00,6.0,2025-12-30 14:55:00,2025-12-30 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16518:16527:1,M,2025-12-31 09:20:00,12.0,2025-12-31 10:10:00,2025-12-31 10:30:00,20.0,正常午间休市,9
M:5m:1:1:16540:16542:1,M,2025-12-30 14:15:00,10.0,2025-12-30 14:55:00,2025-12-30 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16540:16542:2,M,2025-12-30 22:35:00,6.0,2025-12-30 22:55:00,2025-12-31 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:16562:16578:1,M,2026-01-06 14:35:00,6.0,2026-01-06 14:55:00,2026-01-06 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:-1:16553:16583:1,M,2026-01-06 14:35:00,6.0,2026-01-06 14:55:00,2026-01-06 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:16620:16626:1,M,2026-01-05 09:45:00,7.0,2026-01-05 10:10:00,2026-01-05 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:16620:16626:2,M,2026-01-05 11:15:00,4.0,2026-01-05 11:25:00,2026-01-05 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:16620:16626:3,M,2026-01-05 11:25:00,2.0,2026-01-05 11:25:00,2026-01-05 13:30:00,125.0,正常午间休市,11
M:5m:0:1:16629:16740:1,M,2026-01-13 22:10:00,11.0,2026-01-13 22:55:00,2026-01-14 09:00:00,605.0,夜盘正常结束,22
M:5m:0:1:16629:16740:2,M,2026-01-13 22:20:00,9.0,2026-01-13 22:55:00,2026-01-14 09:00:00,605.0,夜盘正常结束,22
M:5m:0:1:16629:16740:3,M,2026-01-13 22:55:00,2.0,2026-01-13 22:55:00,2026-01-14 09:00:00,605.0,夜盘正常结束,22
M:5m:0:1:16629:16740:5,M,2026-01-14 09:20:00,12.0,2026-01-14 10:10:00,2026-01-14 10:30:00,20.0,正常午间休市,9
M:5m:0:1:16629:16740:6,M,2026-01-14 14:25:00,8.0,2026-01-14 14:55:00,2026-01-14 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:1:16629:16740:7,M,2026-01-14 14:35:00,6.0,2026-01-14 14:55:00,2026-01-14 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:1:16629:16740:8,M,2026-01-15 10:35:00,12.0,2026-01-15 11:25:00,2026-01-15 13:30:00,125.0,正常午间休市,10
M:5m:0:1:16629:16740:10,M,2026-01-15 14:05:00,12.0,2026-01-15 14:55:00,2026-01-15 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:1:16629:16740:11,M,2026-01-15 14:25:00,8.0,2026-01-15 14:55:00,2026-01-15 21:00:00,365.0,日盘与夜盘之间,14
M:5m:0:1:16629:16740:12,M,2026-01-15 14:35:00,6.0,2026-01-15 14:55:00,2026-01-15 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16768:16771:1,M,2026-01-08 14:45:00,4.0,2026-01-08 14:55:00,2026-01-08 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:16788:16798:1,M,2026-01-08 11:20:00,3.0,2026-01-08 11:25:00,2026-01-08 13:30:00,125.0,正常午间休市,11
M:5m:1:1:16830:16831:1,M,2026-01-08 10:15:00,1.0,2026-01-08 10:10:00,2026-01-08 10:30:00,20.0,正常午间休市,10
M:5m:1:1:16887:16896:1,M,2026-01-08 23:00:00,1.0,2026-01-08 22:55:00,2026-01-09 09:00:00,605.0,夜盘正常结束,23
M:5m:1:1:16948:16952:1,M,2026-01-09 22:50:00,3.0,2026-01-09 22:55:00,2026-01-12 09:00:00,3485.0,节假日或周末,22
M:5m:1:1:17012:17017:1,M,2026-01-12 22:30:00,7.0,2026-01-12 22:55:00,2026-01-13 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:17059:17067:2,M,2026-01-26 10:45:00,10.0,2026-01-26 11:25:00,2026-01-26 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:17059:17067:3,M,2026-01-26 14:25:00,8.0,2026-01-26 14:55:00,2026-01-26 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:17059:17067:4,M,2026-01-26 14:50:00,3.0,2026-01-26 14:55:00,2026-01-26 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:17059:17067:5,M,2026-01-27 10:55:00,8.0,2026-01-27 11:25:00,2026-01-27 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:17059:17067:6,M,2026-01-27 11:05:00,6.0,2026-01-27 11:25:00,2026-01-27 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:17099:17111:1,M,2026-01-14 10:00:00,4.0,2026-01-14 10:10:00,2026-01-14 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17112:17121:1,M,2026-01-15 10:50:00,9.0,2026-01-15 11:25:00,2026-01-15 13:30:00,125.0,正常午间休市,10
M:5m:1:1:17112:17121:2,M,2026-01-15 11:15:00,4.0,2026-01-15 11:25:00,2026-01-15 13:30:00,125.0,正常午间休市,11
M:5m:1:1:17112:17121:3,M,2026-01-15 14:35:00,6.0,2026-01-15 14:55:00,2026-01-15 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:17209:17215:1,M,2026-01-22 10:35:00,12.0,2026-01-22 11:25:00,2026-01-22 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:17220:17225:1,M,2026-01-15 22:55:00,2.0,2026-01-15 22:55:00,2026-01-16 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:17220:17225:2,M,2026-01-19 09:25:00,11.0,2026-01-19 10:10:00,2026-01-19 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17243:17258:1,M,2026-01-19 09:25:00,11.0,2026-01-19 10:10:00,2026-01-19 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17343:17348:1,M,2026-01-19 14:25:00,8.0,2026-01-19 14:55:00,2026-01-19 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:17343:17348:3,M,2026-01-20 09:30:00,10.0,2026-01-20 10:10:00,2026-01-20 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17343:17348:4,M,2026-01-20 10:10:00,2.0,2026-01-20 10:10:00,2026-01-20 10:30:00,20.0,正常午间休市,10
M:5m:1:-1:17352:17358:1,M,2026-01-20 09:30:00,10.0,2026-01-20 10:10:00,2026-01-20 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17352:17358:2,M,2026-01-20 10:10:00,2.0,2026-01-20 10:10:00,2026-01-20 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17382:17383:1,M,2026-01-21 10:05:00,3.0,2026-01-21 10:10:00,2026-01-21 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17382:17383:2,M,2026-01-21 10:15:00,1.0,2026-01-21 10:10:00,2026-01-21 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17382:17383:3,M,2026-02-04 10:15:00,1.0,2026-02-04 10:10:00,2026-02-04 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17388:17399:1,M,2026-01-20 10:55:00,8.0,2026-01-20 11:25:00,2026-01-20 13:30:00,125.0,正常午间休市,10
M:5m:1:1:17388:17399:4,M,2026-01-20 22:45:00,4.0,2026-01-20 22:55:00,2026-01-21 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:17411:17421:1,M,2026-01-20 14:45:00,4.0,2026-01-20 14:55:00,2026-01-20 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:17430:17435:1,M,2026-01-20 22:15:00,10.0,2026-01-20 22:55:00,2026-01-21 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:17493:17496:1,M,2026-02-03 11:15:00,4.0,2026-02-03 11:25:00,2026-02-03 13:30:00,125.0,正常午间休市,11
M:5m:0:1:17463:17508:1,M,2026-02-03 11:20:00,3.0,2026-02-03 11:25:00,2026-02-03 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:17509:17517:1,M,2026-01-22 09:20:00,12.0,2026-01-22 10:10:00,2026-01-22 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17509:17517:2,M,2026-01-22 09:35:00,9.0,2026-01-22 10:10:00,2026-01-22 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17509:17517:3,M,2026-01-22 10:05:00,3.0,2026-01-22 10:10:00,2026-01-22 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17518:17535:1,M,2026-02-03 09:45:00,7.0,2026-02-03 10:10:00,2026-02-03 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17569:17581:1,M,2026-01-23 22:05:00,12.0,2026-01-23 22:55:00,2026-01-26 09:00:00,3485.0,节假日或周末,22
M:5m:1:1:17631:17634:1,M,2026-02-02 09:50:00,6.0,2026-02-02 10:10:00,2026-02-02 10:30:00,20.0,正常午间休市,9
M:5m:1:1:17631:17634:2,M,2026-02-02 11:05:00,6.0,2026-02-02 11:25:00,2026-02-02 13:30:00,125.0,正常午间休市,11
M:5m:1:1:17631:17634:4,M,2026-02-02 14:25:00,8.0,2026-02-02 14:55:00,2026-02-02 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:17638:17645:2,M,2026-01-30 10:05:00,3.0,2026-01-30 10:10:00,2026-01-30 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17638:17645:3,M,2026-01-30 10:35:00,12.0,2026-01-30 11:25:00,2026-01-30 13:30:00,125.0,正常午间休市,10
M:5m:1:1:17649:17659:1,M,2026-01-26 09:30:00,10.0,2026-01-26 10:10:00,2026-01-26 10:30:00,20.0,正常午间休市,9
M:5m:1:1:17649:17659:2,M,2026-01-26 14:20:00,9.0,2026-01-26 14:55:00,2026-01-26 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:17649:17659:5,M,2026-01-26 22:35:00,6.0,2026-01-26 22:55:00,2026-01-27 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:17649:17659:6,M,2026-01-26 22:55:00,2.0,2026-01-26 22:55:00,2026-01-27 09:00:00,605.0,夜盘正常结束,22
M:5m:0:1:17631:17675:1,M,2026-02-02 09:50:00,6.0,2026-02-02 10:10:00,2026-02-02 10:30:00,20.0,正常午间休市,9
M:5m:0:1:17631:17675:2,M,2026-02-02 11:05:00,6.0,2026-02-02 11:25:00,2026-02-02 13:30:00,125.0,正常午间休市,11
M:5m:0:1:17631:17675:4,M,2026-02-02 14:25:00,8.0,2026-02-02 14:55:00,2026-02-02 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:17682:17686:2,M,2026-01-26 14:25:00,8.0,2026-01-26 14:55:00,2026-01-26 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:17694:17696:1,M,2026-01-26 14:40:00,5.0,2026-01-26 14:55:00,2026-01-26 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:17696:17708:1,M,2026-01-27 10:55:00,8.0,2026-01-27 11:25:00,2026-01-27 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:17696:17708:2,M,2026-01-27 11:05:00,6.0,2026-01-27 11:25:00,2026-01-27 13:30:00,125.0,正常午间休市,11
M:5m:1:1:17735:17744:1,M,2026-01-27 11:30:00,1.0,2026-01-27 11:25:00,2026-01-27 13:30:00,125.0,正常午间休市,11
M:5m:1:1:17735:17744:2,M,2026-01-27 14:35:00,6.0,2026-01-27 14:55:00,2026-01-27 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:17735:17744:3,M,2026-01-30 09:55:00,5.0,2026-01-30 10:10:00,2026-01-30 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17760:17765:1,M,2026-01-27 14:50:00,3.0,2026-01-27 14:55:00,2026-01-27 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:17767:17772:1,M,2026-01-27 22:50:00,3.0,2026-01-27 22:55:00,2026-01-28 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:17767:17772:2,M,2026-01-30 09:55:00,5.0,2026-01-30 10:10:00,2026-01-30 10:30:00,20.0,正常午间休市,9
M:5m:0:1:17711:17772:1,M,2026-01-30 10:05:00,3.0,2026-01-30 10:10:00,2026-01-30 10:30:00,20.0,正常午间休市,10
M:5m:1:1:17801:17809:1,M,2026-01-28 11:05:00,6.0,2026-01-28 11:25:00,2026-01-28 13:30:00,125.0,正常午间休市,11
M:5m:1:1:17801:17809:2,M,2026-01-28 11:30:00,1.0,2026-01-28 11:25:00,2026-01-28 13:30:00,125.0,正常午间休市,11
M:5m:1:1:17801:17809:4,M,2026-01-30 09:35:00,9.0,2026-01-30 10:10:00,2026-01-30 10:30:00,20.0,正常午间休市,9
M:5m:0:1:17793:17836:1,M,2026-01-30 09:45:00,7.0,2026-01-30 10:10:00,2026-01-30 10:30:00,20.0,正常午间休市,9
M:5m:1:1:17904:17906:1,M,2026-01-29 15:00:00,1.0,2026-01-29 14:55:00,2026-01-29 21:00:00,365.0,日盘与夜盘之间,15
M:5m:1:-1:17906:17916:1,M,2026-02-12 14:45:00,4.0,2026-02-12 14:55:00,2026-02-12 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:17928:17934:1,M,2026-02-12 09:25:00,11.0,2026-02-12 10:10:00,2026-02-12 10:30:00,20.0,正常午间休市,9
M:5m:1:-1:17928:17934:2,M,2026-02-12 10:45:00,10.0,2026-02-12 11:25:00,2026-02-12 13:30:00,125.0,正常午间休市,10
M:5m:0:-1:17856:17946:2,M,2026-02-12 22:05:00,12.0,2026-02-12 22:55:00,2026-02-13 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:18072:18078:2,M,2026-02-06 10:15:00,1.0,2026-02-06 10:10:00,2026-02-06 10:30:00,20.0,正常午间休市,10
M:5m:1:-1:18211:18212:1,M,2026-02-05 09:50:00,6.0,2026-02-05 10:10:00,2026-02-05 10:30:00,20.0,正常午间休市,9
M:5m:1:1:18270:18281:1,M,2026-02-09 14:25:00,8.0,2026-02-09 14:55:00,2026-02-09 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:1:18323:18324:1,M,2026-02-09 14:05:00,12.0,2026-02-09 14:55:00,2026-02-09 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:18364:18374:2,M,2026-02-10 10:35:00,12.0,2026-02-10 11:25:00,2026-02-10 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:18364:18374:4,M,2026-02-10 22:35:00,6.0,2026-02-10 22:55:00,2026-02-11 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:18408:18413:2,M,2026-02-10 09:20:00,12.0,2026-02-10 10:10:00,2026-02-10 10:30:00,20.0,正常午间休市,9
M:5m:1:1:18505:18515:1,M,2026-02-11 22:55:00,2.0,2026-02-11 22:55:00,2026-02-12 09:00:00,605.0,夜盘正常结束,22
M:5m:1:1:18563:18580:1,M,2026-02-24 15:00:00,1.0,2026-02-24 14:55:00,2026-02-24 21:00:00,365.0,日盘与夜盘之间,15
M:5m:1:1:18610:18620:1,M,2026-02-12 23:00:00,1.0,2026-02-12 22:55:00,2026-02-13 09:00:00,605.0,夜盘正常结束,23
M:5m:1:-1:18621:18624:1,M,2026-02-13 11:15:00,4.0,2026-02-13 11:25:00,2026-02-13 13:30:00,125.0,正常午间休市,11
M:5m:1:-1:18621:18624:2,M,2026-02-13 14:35:00,6.0,2026-02-13 14:55:00,2026-02-24 09:00:00,15485.0,节假日或周末,14
M:5m:1:-1:18681:18690:2,M,2026-02-24 22:45:00,4.0,2026-02-24 22:55:00,2026-02-25 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:18681:18690:3,M,2026-02-24 23:00:00,1.0,2026-02-24 22:55:00,2026-02-25 09:00:00,605.0,夜盘正常结束,23
M:5m:1:1:18804:18807:1,M,2026-02-27 11:20:00,3.0,2026-02-27 11:25:00,2026-02-27 13:30:00,125.0,正常午间休市,11
M:5m:1:1:18807:18815:1,M,2026-02-26 10:35:00,12.0,2026-02-26 11:25:00,2026-02-26 13:30:00,125.0,正常午间休市,10
M:5m:1:-1:18834:18847:1,M,2026-02-26 14:45:00,4.0,2026-02-26 14:55:00,2026-02-26 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:18852:18854:2,M,2026-02-26 22:10:00,11.0,2026-02-26 22:55:00,2026-02-27 09:00:00,605.0,夜盘正常结束,22
M:5m:1:-1:18891:18900:1,M,2026-02-27 14:30:00,7.0,2026-02-27 14:55:00,2026-02-27 21:00:00,365.0,日盘与夜盘之间,14
M:5m:1:-1:18891:18900:2,M,2026-02-27 14:55:00,2.0,2026-02-27 14:55:00,2026-02-27 21:00:00,365.0,日盘与夜盘之间,14
