group,horizon,features,stratum,learner,instrument_count,median_auc,positive_share_auc,median_brier_skill,positive_share_brier_skill,median_logloss_skill,positive_share_logloss_skill,median_return_spread,positive_share_return_spread
NEW_8,H15,C1,TOP20,logistic,8,0.5130207338303258,1.0,-0.021081343220109683,0.0,-0.025451502070614307,0.0,8.172320165601622e-05,0.5
NEW_8,H15,C1,TOP30,gbr,8,0.5066574514451738,1.0,-0.01418727424802646,0.0,-0.01087009255704896,0.0,6.0213959774873666e-05,0.625
NEW_8,H15,C1,TOP30,logistic,8,0.513729233735055,1.0,-0.015826614118651716,0.0,-0.019194182094477874,0.0,0.00023802470669661942,0.75
NEW_8,H15,C1,TOP50,gbr,8,0.5080207550736695,1.0,-0.014145274187538082,0.0,-0.01080860649524007,0.0,5.4786335767394954e-05,0.5
NEW_8,H15,C1,TOP50,logistic,8,0.5126600755733541,1.0,-0.013079651902870082,0.0,-0.015231652197474244,0.0,0.00017947061402315967,0.625
NEW_8,H15,C2,ALL,gbr,8,0.5192824637594573,1.0,-0.007086789698285911,0.125,-0.0057999852723477074,0.125,2.2166189312521115e-05,0.75
NEW_8,H15,C2,ALL,logistic,8,0.5159716872438512,1.0,-0.015136823120287746,0.0,-0.017250459073816837,0.0,1.5406942663601672e-05,0.5
NEW_8,H15,C2,TOP20,gbr,8,0.5069615787270026,1.0,-0.009708488801933313,0.125,-0.007565794626732902,0.125,-0.0002576303533976485,0.375
NEW_8,H15,C2,TOP20,logistic,8,0.51023995171121,1.0,-0.01888419889290438,0.0,-0.027961723024781726,0.0,0.00018937615102297407,0.625
NEW_8,H15,C2,TOP30,gbr,8,0.5075296892898277,1.0,-0.01294314800875107,0.0,-0.010109446906464647,0.0,3.1599726780716006e-05,0.5
NEW_8,H15,C2,TOP30,logistic,8,0.5116934323503831,1.0,-0.016712894719747018,0.0,-0.02298769068151707,0.0,8.458933620120369e-05,0.5
NEW_8,H15,C2,TOP50,gbr,8,0.5068438356020976,1.0,-0.01402568462375553,0.0,-0.010860882411377837,0.0,3.864352120913026e-05,0.625
NEW_8,H15,C2,TOP50,logistic,8,0.5099741137325753,1.0,-0.015827181190400497,0.0,-0.01783531480404954,0.0,6.467291628259938e-05,0.5
NEW_8,H15,C3,ALL,gbr,8,0.5162409148002838,1.0,-0.006980040045658997,0.0,-0.005720812576967549,0.0,4.237867335528936e-05,0.5
NEW_8,H15,C3,ALL,logistic,8,0.5164106369213184,1.0,-0.014688473352920672,0.0,-0.016243698519496252,0.0,0.00015734713888247048,0.625
NEW_8,H15,C3,TOP20,gbr,8,0.5113413371745641,1.0,-0.01092567454636928,0.125,-0.009463526014531709,0.0,-4.24361439809858e-06,0.5
NEW_8,H15,C3,TOP20,logistic,8,0.5145246625051457,1.0,-0.022265721009735895,0.0,-0.026936586873867352,0.0,5.121118906610265e-05,0.5
NEW_8,H15,C3,TOP30,gbr,8,0.5107706445051432,1.0,-0.011215417549978901,0.125,-0.00871925495903958,0.125,1.7910300851445918e-05,0.5
NEW_8,H15,C3,TOP30,logistic,8,0.5176168731836,1.0,-0.014938289900514712,0.0,-0.019462165877165205,0.0,0.00017540979413602898,0.75
NEW_8,H15,C3,TOP50,gbr,8,0.5127477303254215,1.0,-0.009627566059558834,0.0,-0.0077613804652894025,0.0,6.124627796401461e-05,0.625
NEW_8,H15,C3,TOP50,logistic,8,0.5100423001217913,1.0,-0.014696629577505171,0.0,-0.015707710528746865,0.0,0.00010180248740685782,0.625
NEW_8,H15,C4,ALL,gbr,8,0.5206830957138344,1.0,-0.0060908218260816716,0.125,-0.005119951582524984,0.125,5.754264313044743e-05,0.625
NEW_8,H15,C4,ALL,logistic,8,0.5146683209622557,1.0,-0.015543564985323832,0.0,-0.017573037160422023,0.0,0.00012495930632714324,0.625
NEW_8,H15,C4,TOP20,gbr,8,0.5113659012220564,1.0,-0.009144950986076927,0.0,-0.007473247874065225,0.0,0.0002136803686933552,0.625
NEW_8,H15,C4,TOP20,logistic,8,0.5151344200382258,1.0,-0.02100426817266965,0.0,-0.028874269556879995,0.0,5.701760371567351e-06,0.5
NEW_8,H15,C4,TOP30,gbr,8,0.5136414171081624,1.0,-0.010160897927127821,0.0,-0.008128547367577954,0.0,9.110176804118377e-05,0.625
NEW_8,H15,C4,TOP30,logistic,8,0.5164407265351743,1.0,-0.016563754665085972,0.0,-0.02335820127403676,0.0,9.429535929891743e-05,0.625
NEW_8,H15,C4,TOP50,gbr,8,0.5112119042141988,1.0,-0.011748578535753729,0.0,-0.009418809093081348,0.0,5.919262876769258e-05,0.625
NEW_8,H15,C4,TOP50,logistic,8,0.5093254344203365,1.0,-0.017662382063409976,0.0,-0.01898390888169532,0.0,0.00012208080901273663,0.625
NEW_8,H5,C0,ALL,gbr,8,0.5193208714442652,1.0,-0.00357341371495723,0.375,-0.0028845339537307835,0.25,3.713377289868899e-05,0.75
NEW_8,H5,C0,ALL,logistic,8,0.5262459795371561,1.0,-0.0009589365647939552,0.25,-0.0008162475954002213,0.25,4.217389516599866e-05,0.625
NEW_8,H5,C0,TOP20,gbr,8,0.5169806970962904,1.0,-0.001641265731638919,0.375,-0.0012898309580674505,0.375,5.095614610212539e-05,0.625
NEW_8,H5,C0,TOP20,logistic,8,0.5154390764713429,1.0,-0.0036455846517422508,0.125,-0.0032371844728926735,0.125,0.00016220332567734258,0.75
NEW_8,H5,C0,TOP30,gbr,8,0.5185976280507185,1.0,-0.0033701624581574663,0.25,-0.0027084989671127824,0.25,1.2100374865163371e-05,0.5
NEW_8,H5,C0,TOP30,logistic,8,0.5212588378877372,1.0,-0.002612093775064328,0.125,-0.002699220336439989,0.125,9.743320516630593e-05,0.75
NEW_8,H5,C0,TOP50,gbr,8,0.5155032371909913,1.0,-0.0028271389422851456,0.125,-0.0021976934684647675,0.125,4.687307665784116e-06,0.5
NEW_8,H5,C0,TOP50,logistic,8,0.5211105090882535,1.0,-0.0016657754626331345,0.125,-0.0016051235466180147,0.125,8.275611464302721e-05,0.75
NEW_8,H5,C1,ALL,gbr,8,0.5188286969978199,1.0,-0.0011754918051529728,0.25,-0.0009767023053857127,0.25,2.3574529053835146e-05,0.5
NEW_8,H5,C1,ALL,logistic,8,0.5262888439136628,1.0,-0.004167906023951895,0.125,-0.0042017476820676025,0.125,-1.1310032579449121e-05,0.375
NEW_8,H5,C1,TOP20,gbr,8,0.5131585006205477,1.0,-0.0023454840851192538,0.25,-0.001746897798896918,0.25,-0.00010193248730417845,0.25
NEW_8,H5,C1,TOP20,logistic,8,0.5257866058492737,1.0,-0.01474154796648508,0.125,-0.0141822881040512,0.125,3.321704759623644e-05,0.5
NEW_8,H5,C1,TOP30,gbr,8,0.5121486212406511,1.0,-0.004748490950793771,0.125,-0.0037723198710866157,0.125,-6.803025024327764e-05,0.375
NEW_8,H5,C1,TOP30,logistic,8,0.5237601747406904,1.0,-0.01056076970241926,0.0,-0.010545990398479699,0.125,3.753311069351105e-05,0.5
NEW_8,H5,C1,TOP50,gbr,8,0.5103569736519982,1.0,-0.00464964742949181,0.25,-0.003708424800459853,0.25,1.6147681100636197e-07,0.5
NEW_8,H5,C1,TOP50,logistic,8,0.5208933422347077,1.0,-0.007546258367176595,0.0,-0.0070974189442915,0.0,-2.586962405143677e-05,0.375
NEW_8,H5,C2,ALL,gbr,8,0.5179154381030382,1.0,-0.0015690373039093375,0.25,-0.001342429192107475,0.25,3.523908722993133e-05,0.625
NEW_8,H5,C2,ALL,logistic,8,0.5254735739599439,1.0,-0.005127495494960943,0.125,-0.004934907976526737,0.125,-9.08880273054815e-06,0.5
NEW_8,H5,C2,TOP20,gbr,8,0.5117269638107775,1.0,-0.003328370817371362,0.375,-0.0024815923161088937,0.375,2.9944074679025665e-05,0.75
NEW_8,H5,C2,TOP20,logistic,8,0.5194808807588942,1.0,-0.015387535295631416,0.0,-0.014891273709504382,0.0,1.2696586653346543e-05,0.5
NEW_8,H5,C2,TOP30,gbr,8,0.5117816348613277,1.0,-0.003513127982297304,0.125,-0.002480225394629776,0.125,-3.751596539581064e-06,0.5
NEW_8,H5,C2,TOP30,logistic,8,0.5195307592170346,1.0,-0.011485196947712883,0.0,-0.01099901846929141,0.0,-1.979457411900032e-05,0.375
NEW_8,H5,C2,TOP50,gbr,8,0.512898453759982,1.0,-0.003638476291649706,0.25,-0.0029458282477554665,0.25,2.8325979723881728e-05,0.5
NEW_8,H5,C2,TOP50,logistic,8,0.5205387810277309,1.0,-0.008146627008144502,0.0,-0.007530882902953784,0.0,-2.27548151033428e-05,0.5
NEW_8,H5,C3,ALL,gbr,8,0.5215136620224796,1.0,-0.0017506342126176744,0.25,-0.0014759066884715288,0.25,-1.6261660703733473e-05,0.25
NEW_8,H5,C3,ALL,logistic,8,0.5223733093964665,1.0,-0.006012470910973677,0.125,-0.005649732640285343,0.125,-1.1041786350060572e-07,0.5
NEW_8,H5,C3,TOP20,gbr,8,0.5112164012961128,1.0,-0.004537635891044611,0.375,-0.0033950850683200917,0.375,-5.1611631861139594e-05,0.375
NEW_8,H5,C3,TOP20,logistic,8,0.5192645843757224,1.0,-0.019175071684571332,0.0,-0.01690119688288061,0.0,-8.316096170897185e-05,0.375
NEW_8,H5,C3,TOP30,gbr,8,0.5076409549321979,1.0,-0.004219670031542111,0.0,-0.0033896070902318387,0.0,-5.778909983175326e-05,0.375
NEW_8,H5,C3,TOP30,logistic,8,0.5186128146176792,1.0,-0.015497888232505086,0.0,-0.013264173172905402,0.0,-5.3567099176895765e-05,0.25
NEW_8,H5,C3,TOP50,gbr,8,0.5127224857582235,1.0,-0.005302009353474246,0.125,-0.004137764038473435,0.125,-3.597000088397733e-05,0.375
NEW_8,H5,C3,TOP50,logistic,8,0.5176890612760827,1.0,-0.011518775658488356,0.0,-0.009823402687161864,0.0,-3.813424120591164e-05,0.25
NEW_8,H5,C4,ALL,gbr,8,0.5223054222571731,1.0,-0.0013556683197820663,0.25,-0.0011340051664070483,0.125,-2.7018601138967758e-06,0.5
NEW_8,H5,C4,ALL,logistic,8,0.5220289781291778,1.0,-0.007132278994365082,0.125,-0.006604301299955595,0.125,-2.7981604901799676e-05,0.375
NEW_8,H5,C4,TOP20,gbr,8,0.5106355938244354,1.0,-0.0033785749369095175,0.375,-0.0025267610131155527,0.375,-1.0902501587081746e-05,0.5
NEW_8,H5,C4,TOP20,logistic,8,0.51152472640583,1.0,-0.020378056152978496,0.0,-0.018214894555588335,0.0,-0.0001321918890068104,0.375
NEW_8,H5,C4,TOP30,gbr,8,0.5117663424505203,1.0,-0.0016969143151636112,0.125,-0.0013410362677076515,0.125,-7.637323395416818e-05,0.375
NEW_8,H5,C4,TOP30,logistic,8,0.5168237246352996,1.0,-0.01630768021695883,0.0,-0.014410901703086898,0.0,-9.8405471502212e-05,0.25
NEW_8,H5,C4,TOP50,gbr,8,0.5148215120563634,1.0,-0.003305411566440264,0.25,-0.0025328730804988764,0.25,-3.4531939883207746e-05,0.375
NEW_8,H5,C4,TOP50,logistic,8,0.5180444260425857,1.0,-0.012140263210479008,0.0,-0.010693984398498113,0.0,-5.2093403333692065e-05,0.25
