instrument,horizon,features,learner,stratum,fold,n,auc,brier_skill,logloss_skill,return_spread
AU,H5,C0,gbr,TOP50,4,1152,0.5023920125482626,-0.0007181651411938272,-0.0005169967401972286,-4.875572380158738e-05
AU,H5,C0,gbr,TOP50,5,1146,0.5045955069542493,-0.0008743118236449465,-0.0006578231900948861,1.3032375688014775e-05
AU,H5,C0,gbr,TOP50,6,1059,0.4971988095832827,-0.004994609908930636,-0.00363816274198836,2.541244606999365e-05
AU,H5,C0,gbr,TOP30,0,689,0.5793173198482933,0.015685121824061787,0.011405683318376436,0.00010828405550397214
AU,H5,C0,gbr,TOP30,1,814,0.4696250607681089,-0.01542173289463622,-0.011274519677434425,-0.0007090230836850791
AU,H5,C0,gbr,TOP30,2,1036,0.526009328358209,0.003618762444370316,0.002637927044273347,0.00031191515480128736
AU,H5,C0,gbr,TOP30,3,795,0.5249170697120863,-0.000505686880009959,-0.0004521324280015726,4.3175292243948583e-05
AU,H5,C0,gbr,TOP30,4,682,0.5041597838805149,0.00024714385473956213,0.00019248179157838052,-6.707461189406168e-05
AU,H5,C0,gbr,TOP30,5,681,0.48878083327575483,-0.002584817222134328,-0.0018838126852194215,-1.6112713556580452e-06
AU,H5,C0,gbr,TOP30,6,619,0.4888439934014074,-0.004531579797845131,-0.0032874452791795683,4.221626727219318e-05
AU,H5,C0,gbr,TOP20,0,434,0.56821367884452,0.011444343162678616,0.008316805592441856,0.00022450754950948537
AU,H5,C0,gbr,TOP20,1,606,0.4644428192505431,-0.019473501620670408,-0.014255919097134306,-0.0010377899115845668
AU,H5,C0,gbr,TOP20,2,775,0.5423398922839012,0.006451511375748065,0.004676707605854591,0.00023543869733820365
AU,H5,C0,gbr,TOP20,3,598,0.5191878400358966,0.00012446335996851854,4.5416069114456725e-05,3.81503047073665e-05
AU,H5,C0,gbr,TOP20,4,553,0.5129526899727862,0.0018380790574404893,0.0013538151657006559,2.8482807970765213e-05
AU,H5,C0,gbr,TOP20,5,525,0.4724,-0.00532230308288506,-0.0038684571087017616,-5.2134813625925544e-05
AU,H5,C0,gbr,TOP20,6,495,0.4787624926513816,-0.00608834808519676,-0.004409873656282759,-4.8278666057662245e-05
AU,H5,C0,logistic,ALL,0,1755,0.5356931325789458,0.004578842635715397,0.0033136933904356347,2.9575592045238837e-05
AU,H5,C0,logistic,ALL,1,1755,0.5221381020754471,-0.008550485909923689,-0.009187556044581324,-0.0001850881434050666
AU,H5,C0,logistic,ALL,2,1755,0.5272611547704098,0.002037635253435699,0.0013985366886850592,0.00015107754459909036
AU,H5,C0,logistic,ALL,3,1755,0.519748102444582,0.0003017535442259023,0.00021279379233873907,-0.00017009316999929178
AU,H5,C0,logistic,ALL,4,1755,0.5064352523409189,-1.097278991379902e-05,-1.7701951958715156e-05,3.734291503963922e-05
AU,H5,C0,logistic,ALL,5,1755,0.5241939470254154,0.0007833387926393653,0.0005451913458849322,8.58667344212759e-05
AU,H5,C0,logistic,ALL,6,1755,0.4975451867476452,-0.0012236389875133202,-0.0008855603826471992,2.3887227712149447e-05
AU,H5,C0,logistic,TOP50,0,1103,0.5456222258753904,0.006589872240043815,0.004771739050005386,0.00013006816286989205
AU,H5,C0,logistic,TOP50,1,1165,0.5211333630025219,-0.013755620637445176,-0.014483747989358475,-0.0002256772074285128
AU,H5,C0,logistic,TOP50,2,1353,0.5204078955997115,0.0011409634084365017,0.0007293217198075519,0.0001913933835262226
AU,H5,C0,logistic,TOP50,3,1270,0.5074422749012785,-0.0014107518329007362,-0.001026653171069869,-0.00024665532260241747
AU,H5,C0,logistic,TOP50,4,1152,0.49987632722007724,-0.0009257329268104186,-0.0006832158534277877,-3.320807341961076e-05
AU,H5,C0,logistic,TOP50,5,1146,0.5229760100509562,0.0007619419320548104,0.0005196971171749221,0.00013863326606412105
AU,H5,C0,logistic,TOP50,6,1059,0.49321291188204314,-0.0018611286538567917,-0.0013469204282627878,-3.9488681339525156e-06
AU,H5,C0,logistic,TOP30,0,689,0.5595954487989886,0.009224167537221661,0.006687365280386048,0.0003273294868701338
AU,H5,C0,logistic,TOP30,1,814,0.5060525036460866,-0.022456223406900122,-0.022733218434852986,-0.00022946933717077654
AU,H5,C0,logistic,TOP30,2,1036,0.5188619402985075,0.0018442295777413298,0.0012121805166166455,0.00020039243890487195
AU,H5,C0,logistic,TOP30,3,795,0.5042731255222709,-0.002378577989947006,-0.001730971058680586,-0.00016614407683130842
AU,H5,C0,logistic,TOP30,4,682,0.5010582283708445,-0.0016813005742892795,-0.0012390058910249913,-6.402346663645153e-05
AU,H5,C0,logistic,TOP30,5,681,0.5138101983002832,-0.0005778912520983948,-0.00046785086690870337,5.1010067157803815e-05
AU,H5,C0,logistic,TOP30,6,619,0.49977030215707163,-0.001338500303245782,-0.0009679534462685435,0.00011417210675135705
AU,H5,C0,logistic,TOP20,0,434,0.5519541206457095,0.008145363032946218,0.005912019918036915,0.0002981208087575431
AU,H5,C0,logistic,TOP20,1,606,0.49669806686823925,-0.031328357020076414,-0.031366863385790644,-0.00043995055857267573
AU,H5,C0,logistic,TOP20,2,775,0.5266557350823868,0.0014616816524901655,0.000886297422209914,6.832010202666152e-05
AU,H5,C0,logistic,TOP20,3,598,0.5057602781984407,-0.00220600615094102,-0.001608975247072486,-0.00016037476035031992
AU,H5,C0,logistic,TOP20,4,553,0.5079416998115973,-0.00014277101672499626,-0.00010018848137494096,0.0002026007954053189
AU,H5,C0,logistic,TOP20,5,525,0.5168290909090909,-0.001036578265337429,-0.000814951701261668,0.00013830095795478922
AU,H5,C0,logistic,TOP20,6,495,0.49222679469593045,-0.002211951772111087,-0.001598684875364187,-3.2752368380199054e-05
AU,H5,C1,gbr,ALL,0,1755,0.5238168531853653,0.0016129273964327062,0.0011389994128946368,-1.9663217390928234e-05
AU,H5,C1,gbr,ALL,1,1755,0.49459926902493145,-0.006136960596958785,-0.004470182454816118,-0.00027132285139062776
AU,H5,C1,gbr,ALL,2,1755,0.5281334026108983,0.002510353560866596,0.0018177877050853386,1.4138579581851844e-05
AU,H5,C1,gbr,ALL,3,1755,0.5204445664105378,-0.0014095768035702338,-0.001043854742895256,-4.7367240913339254e-05
AU,H5,C1,gbr,ALL,4,1755,0.5137621595204301,0.0012757615669974909,0.0009208897184888043,0.00013865125859176914
AU,H5,C1,gbr,ALL,5,1755,0.511398433292661,-0.0010002778057192074,-0.0007439539008575746,2.9312667495859875e-05
AU,H5,C1,gbr,ALL,6,1755,0.5030211087962843,-0.0037626781402684273,-0.0027379394943660706,5.2116755627485676e-06
AU,H5,C1,gbr,TOP50,0,1103,0.5237415748808154,0.0019882870929908147,0.001419193610516012,-1.0085453023299154e-05
AU,H5,C1,gbr,TOP50,1,1165,0.48289422934282755,-0.009573824807229903,-0.006966717730634064,-0.00024429023527253884
AU,H5,C1,gbr,TOP50,2,1353,0.5235097383434979,0.0017508095051023131,0.0012624261800449066,0.00017073121907643682
AU,H5,C1,gbr,TOP50,3,1270,0.5189934996438331,-0.003396335736912226,-0.0025011124195517542,-4.0951386297966415e-05
AU,H5,C1,gbr,TOP50,4,1152,0.5100190033783784,0.0006328283126137979,0.0004552314334979046,0.00014829568444104285
AU,H5,C1,gbr,TOP50,5,1146,0.5230004055755971,0.0006719382614522873,0.0004701479031188338,-2.0375186053185425e-05
AU,H5,C1,gbr,TOP50,6,1059,0.49782506298217943,-0.004538290697244429,-0.0033042789371569015,5.3992112471921276e-05
AU,H5,C1,gbr,TOP30,0,689,0.5269785082174463,0.003820730567859587,0.0027818272668557187,3.1487615888460937e-05
AU,H5,C1,gbr,TOP30,1,814,0.45786035488575594,-0.017096642612069557,-0.012452814997901518,-0.00023295834896977594
AU,H5,C1,gbr,TOP30,2,1036,0.5175373134328358,0.0011199819684128975,0.0008066554189398722,0.00023490122706796803
AU,H5,C1,gbr,TOP30,3,795,0.5261072143019929,-0.0014287563359136612,-0.0010772326020194178,-7.302662497054227e-05
AU,H5,C1,gbr,TOP30,4,682,0.5149829651042742,0.0019505143902504019,0.0014062049150089795,0.00016365976382335908
AU,H5,C1,gbr,TOP30,5,681,0.5029494576107234,-0.0038254985646504203,-0.0027961224504804427,-9.6421637551558e-05
AU,H5,C1,gbr,TOP30,6,619,0.49359978283113026,-0.004786434854890276,-0.003476726965519372,0.00011293628014822615
AU,H5,C1,gbr,TOP20,0,434,0.5073491928632116,-0.0014260371471621625,-0.0010491154026939231,-9.57844100707493e-06
AU,H5,C1,gbr,TOP20,1,606,0.45229388842194884,-0.019218816079372703,-0.013996469439780279,-0.00031332699563522905
AU,H5,C1,gbr,TOP20,2,775,0.5323614888284541,0.0042742201906300625,0.0030965212762206207,0.0002461398919557097
AU,H5,C1,gbr,TOP20,3,598,0.5190700544057434,-0.0018134588237601612,-0.0013411475048483723,-7.665633138212632e-05
AU,H5,C1,gbr,TOP20,4,553,0.5115069604354197,0.0013128820046018896,0.000945549144169,0.0001296218807587444
AU,H5,C1,gbr,TOP20,5,525,0.48554909090909093,-0.006908132614455997,-0.005032160131366981,-0.00015996490354893754
AU,H5,C1,gbr,TOP20,6,495,0.49078973153047223,-0.006355603136142696,-0.00461672563413229,-2.640746943029196e-06
AU,H5,C1,logistic,ALL,0,1755,0.5339980984444652,0.0041348381060271056,0.0030079123325800206,2.071671616206274e-06
AU,H5,C1,logistic,ALL,1,1755,0.5029017099595353,-0.01839669918473219,-0.024550392015220357,-0.0002444105605807065
AU,H5,C1,logistic,ALL,2,1755,0.5266389556407093,0.002240354651127263,0.001685075002036851,0.00021813592318198002
AU,H5,C1,logistic,ALL,3,1755,0.5203580774213015,-0.0005585265846301812,-0.0004337429434564388,-6.471472745727856e-05
AU,H5,C1,logistic,ALL,4,1755,0.5128536074327099,-0.00048533002292194816,-0.0005354236666816892,-3.460806045273722e-05
AU,H5,C1,logistic,ALL,5,1755,0.5164943947675825,0.0009015823865339279,0.0006527671867918583,9.501668343206088e-05
AU,H5,C1,logistic,ALL,6,1755,0.49277193875695535,-0.002144580472630331,-0.0015533279243904463,-5.028545063590705e-05
AU,H5,C1,logistic,TOP50,0,1103,0.5353937202038468,0.005717357658261757,0.004166932432163484,4.5680486875854035e-05
AU,H5,C1,logistic,TOP50,1,1165,0.5007981011719329,-0.027607046614104958,-0.03692294466055546,-0.0003152941688770595
AU,H5,C1,logistic,TOP50,2,1353,0.5191138216713664,0.0008044482966989008,0.0006676040127699956,0.00019059258909673765
AU,H5,C1,logistic,TOP50,3,1270,0.5057495513786265,-0.003489026712822474,-0.0025651596227156404,-6.530249330066958e-05
AU,H5,C1,logistic,TOP50,4,1152,0.5061836389961389,-0.0021251008294076446,-0.0018167390606658174,-9.522097050633378e-05
AU,H5,C1,logistic,TOP50,5,1146,0.5225582366914789,0.0016764388565185806,0.0012137723084448826,0.00016515799184278697
AU,H5,C1,logistic,TOP50,6,1059,0.48567289232723615,-0.0032856874023730054,-0.0023799503700361324,-1.153528374403418e-05
AU,H5,C1,logistic,TOP30,0,689,0.5308217446270544,0.007858562212071152,0.005769067234304592,0.00020756563255567664
AU,H5,C1,logistic,TOP30,1,814,0.48070004861448706,-0.04066269416332324,-0.05367207624729864,-0.0005559364459578166
AU,H5,C1,logistic,TOP30,2,1036,0.5147537313432836,0.001504081314385064,0.001226840767292292,0.000304757413047538
AU,H5,C1,logistic,TOP30,3,795,0.5064065230052417,-0.004488142172369924,-0.0033119243053165714,-7.203403076765816e-05
AU,H5,C1,logistic,TOP30,4,682,0.5124320324867506,-0.0031355777009824948,-0.002742203120795539,-2.6879801435620956e-05
AU,H5,C1,logistic,TOP30,5,681,0.5061925654667312,-0.00035313053385399584,-0.0002511250456183056,0.00010429838665124654
AU,H5,C1,logistic,TOP30,6,619,0.49514502286537615,-0.0028816853102833218,-0.0020905540392468502,0.0001146832791803731
AU,H5,C1,logistic,TOP20,0,434,0.522748513169074,0.008660565131764053,0.006357564287507889,0.00023976356393170793
AU,H5,C1,logistic,TOP20,1,606,0.47322978179952624,-0.05357969524448292,-0.07123624463633238,-0.0007387858943193231
AU,H5,C1,logistic,TOP20,2,775,0.526282461472831,0.003188574216070106,0.0024573585067675374,0.00018416465328160617
AU,H5,C1,logistic,TOP20,3,598,0.4964608222558753,-0.0065089387638208596,-0.004793741939262297,-6.0820321195942385e-05
AU,H5,C1,logistic,TOP20,4,553,0.5214177307933849,0.0017714368037926587,0.0013171375241153305,0.00024200092371357758
AU,H5,C1,logistic,TOP20,5,525,0.5018763636363637,-0.0012383810223479674,-0.0008926456038695907,0.00016841295832079712
AU,H5,C1,logistic,TOP20,6,495,0.4831798288588412,-0.004555512080055113,-0.003301826564657162,1.156202299534724e-05
AU,H5,C2,gbr,ALL,0,1755,0.5095408990305184,-0.0006049096334033166,-0.00043366007012135555,-2.4991668987969017e-05
AU,H5,C2,gbr,ALL,1,1755,0.4980211460644825,-0.006631003269188307,-0.0048372587464433625,-0.00024370980022528176
AU,H5,C2,gbr,ALL,2,1755,0.5358660778073651,0.003937785961624085,0.002846126677531924,0.00010261680664304737
AU,H5,C2,gbr,ALL,3,1755,0.5196564111101285,6.763479695137686e-05,5.2021961406523154e-05,4.6320309685183934e-05
AU,H5,C2,gbr,ALL,4,1755,0.520926593150635,0.0025161420602181073,0.0018270734342120676,0.00011570318519342779
AU,H5,C2,gbr,ALL,5,1755,0.5119395743197364,-0.0017451443763722985,-0.001314282577448811,8.213163957436514e-05
AU,H5,C2,gbr,ALL,6,1755,0.507549524883234,-0.0025961830046667966,-0.0018931877743595393,1.2247587027108994e-05
AU,H5,C2,gbr,TOP50,0,1103,0.5153164556962025,0.00027589544243755704,0.00021008711003722702,2.5540091518563083e-05
AU,H5,C2,gbr,TOP50,1,1165,0.4912134698116007,-0.00910428712354694,-0.0066429119372501955,-0.0003878095374227096
AU,H5,C2,gbr,TOP50,2,1353,0.5347574704352198,0.004139562526159768,0.002990467856786694,0.00020123726995007672
AU,H5,C2,gbr,TOP50,3,1270,0.5163315553945014,-0.002033508992135058,-0.0014806807663405586,4.6682036019338856e-05
AU,H5,C2,gbr,TOP50,4,1152,0.5172855333011583,0.0020252829241956816,0.0014735072469539423,0.00020198675568426248
AU,H5,C2,gbr,TOP50,5,1146,0.5265941712992752,0.0002783812184327106,0.00014112491018825057,0.00013062225305978734
AU,H5,C2,gbr,TOP50,6,1059,0.49956465575689235,-0.0035358355595012103,-0.0025749449526464296,6.7739378519656496e-06
AU,H5,C2,gbr,TOP30,0,689,0.5203919089759798,0.002339599943910975,0.0017397580435704052,3.3922234522589186e-05
AU,H5,C2,gbr,TOP30,1,814,0.4672581429265921,-0.01603840035557158,-0.011681548700370081,-0.0006347403230752718
AU,H5,C2,gbr,TOP30,2,1036,0.5270466417910447,0.003044047319560761,0.002199618151112581,0.00024688115412802454
AU,H5,C2,gbr,TOP30,3,795,0.5256071003519789,0.0005403276795568068,0.0003905772349005465,4.821167133754841e-05
AU,H5,C2,gbr,TOP30,4,682,0.5274752219698535,0.004409829265436094,0.003197869111606466,0.00022942094716112087
AU,H5,C2,gbr,TOP30,5,681,0.5153950459476266,-0.0027761387296152407,-0.002106552616653934,5.847064814176351e-06
AU,H5,C2,gbr,TOP30,6,619,0.4931925912004844,-0.004472403792633806,-0.003243180138319479,4.8073098011655865e-05
AU,H5,C2,gbr,TOP20,0,434,0.49569881053525916,-0.004199645903293581,-0.003022348436154676,-0.00013440520429412533
AU,H5,C2,gbr,TOP20,1,606,0.46091711874952246,-0.018629919997440014,-0.013564596313358823,-0.000853145334330359
AU,H5,C2,gbr,TOP20,2,775,0.5396803178158162,0.005605367490566615,0.0040518052597737775,0.00015133778820345496
AU,H5,C2,gbr,TOP20,3,598,0.516933086544394,-0.000728624786968668,-0.0005259626711000553,4.5439562478644116e-05
AU,H5,C2,gbr,TOP20,4,553,0.5270436466401507,0.004393478062348133,0.0031907919589677647,0.0001284960046988869
AU,H5,C2,gbr,TOP20,5,525,0.5005818181818182,-0.0055014914765663114,-0.004102992094270341,-2.4112664113353627e-06
AU,H5,C2,gbr,TOP20,6,495,0.4877278071722516,-0.0068461902845402545,-0.004970228337146443,-2.2733861380147156e-05
AU,H5,C2,logistic,ALL,0,1755,0.5196701892203622,0.0025901105595328433,0.001895105725741475,4.670379533929516e-05
AU,H5,C2,logistic,ALL,1,1755,0.49665970499934736,-0.018825533961718488,-0.02319291280335789,-0.00022990126361976062
AU,H5,C2,logistic,ALL,2,1755,0.5254517113723454,0.002242115413163326,0.0016847005704967444,0.00013904345039001903
AU,H5,C2,logistic,ALL,3,1755,0.5212710890069243,1.7743556991689502e-05,-1.14556841586122e-05,-0.00010127907067345493
AU,H5,C2,logistic,ALL,4,1755,0.5056956727444772,-0.0008570434833294893,-0.0007942275481231942,-1.7496756048135552e-06
AU,H5,C2,logistic,ALL,5,1755,0.5165607365761903,-7.830790580265479e-05,-9.085933921726408e-05,3.204800168139808e-06
AU,H5,C2,logistic,ALL,6,1755,0.49710358013081946,-0.00170877237888023,-0.0012440538306788262,2.9027153806620575e-06
AU,H5,C2,logistic,TOP50,0,1103,0.528022357389446,0.004910675342396087,0.0035869574719858965,0.00010532306846311858
AU,H5,C2,logistic,TOP50,1,1165,0.4955970924195223,-0.02777817413911743,-0.03453539691552776,-0.0003461077301654516
AU,H5,C2,logistic,TOP50,2,1353,0.5201805582879752,0.0011786529820035918,0.0009361417367795832,0.00019232079115045697
AU,H5,C2,logistic,TOP50,3,1270,0.5079560487563943,-0.00272227813716186,-0.002004455520974835,-8.811277433654871e-05
AU,H5,C2,logistic,TOP50,4,1152,0.4996681949806949,-0.002578529469607016,-0.002131670949430342,-8.604574824539753e-05
AU,H5,C2,logistic,TOP50,5,1146,0.5234883160684173,0.0003651903080871266,0.00021219065883359978,3.55683817378682e-05
AU,H5,C2,logistic,TOP50,6,1059,0.488677481283766,-0.0032741586384519294,-0.0023824998515331597,2.7276213519339082e-05
AU,H5,C2,logistic,TOP30,0,689,0.5163758954909398,0.006189856558683093,0.0045874719488715465,0.00014313985858239425
AU,H5,C2,logistic,TOP30,1,814,0.47451993193971803,-0.040438519468133816,-0.04990882054164669,-0.0005254334355939925
AU,H5,C2,logistic,TOP30,2,1036,0.513731343283582,0.0010109690781451297,0.0008561662422293947,0.0002509432816719243
AU,H5,C2,logistic,TOP30,3,795,0.5070395786381707,-0.003443238801527526,-0.00254635344605747,-8.555871011393577e-06
AU,H5,C2,logistic,TOP30,4,682,0.5037683254181293,-0.002551711774664067,-0.002050224411233037,-9.288033799098555e-05
AU,H5,C2,logistic,TOP30,5,681,0.5037051751537346,-0.0023644483543043826,-0.0017731761979047356,-0.0001187917407866199
AU,H5,C2,logistic,TOP30,6,619,0.4953120758420514,-0.002843924944533338,-0.0020607327504675865,0.00018386309176191085
AU,H5,C2,logistic,TOP20,0,434,0.5219201359388275,0.00788166493431497,0.005803483559660427,0.00021511741508882634
AU,H5,C2,logistic,TOP20,1,606,0.4631220459978387,-0.053607755697199,-0.0664083078976998,-0.0005781631799309703
AU,H5,C2,logistic,TOP20,2,775,0.5243027782221511,0.0024636683068001153,0.001903392339423493,0.0001543635070860094
AU,H5,C2,logistic,TOP20,3,598,0.49852487520332045,-0.005770607730245292,-0.004252477000065813,-2.4497838690362706e-05
AU,H5,C2,logistic,TOP20,4,553,0.5167730793384969,0.0017932188520420889,0.00131715005554911,0.00016617851044637517
AU,H5,C2,logistic,TOP20,5,525,0.4984290909090909,-0.004165179352894066,-0.00310347913565856,-0.00012142934521052037
AU,H5,C2,logistic,TOP20,6,495,0.48765432098765427,-0.0040611955917981835,-0.002941678023476113,0.00010823980312703613
AU,H5,C3,gbr,ALL,0,1755,0.522567333769756,0.0008758570787970044,0.0006321355810070539,-1.929423781345572e-05
AU,H5,C3,gbr,ALL,1,1755,0.5018104686072314,-0.006712952229839697,-0.004999874022214357,-0.0001365533557931452
AU,H5,C3,gbr,ALL,2,1755,0.525802429044619,0.002308742677261777,0.0016649951737028879,7.840824147304864e-06
AU,H5,C3,gbr,ALL,3,1755,0.5192948481175315,-0.0010492668812962513,-0.0007709844232710594,-9.33369697372524e-05
AU,H5,C3,gbr,ALL,4,1755,0.5167939159504833,0.0014785379696365952,0.0010663670959922822,6.206219086065076e-05
AU,H5,C3,gbr,ALL,5,1755,0.5021593608291945,-0.0023311686637292883,-0.001707027811893358,4.75602553329204e-06
AU,H5,C3,gbr,ALL,6,1755,0.5006117550486028,-0.004075167811615543,-0.0029639352723562773,-2.8390178250929026e-05
AU,H5,C3,gbr,TOP50,0,1103,0.5238928160447148,0.0010682721463716183,0.0007796022077960485,-7.342636290161766e-06
AU,H5,C3,gbr,TOP50,1,1165,0.49235573357068685,-0.011072193534065855,-0.0082427920127357,-0.00020848270226080058
AU,H5,C3,gbr,TOP50,2,1353,0.5221927120904103,0.0016987594365978076,0.0012152542180299264,5.0938274125358297e-05
AU,H5,C3,gbr,TOP50,3,1270,0.516386159379103,-0.003347482913115929,-0.002450725234828255,-3.9296000576144246e-05
AU,H5,C3,gbr,TOP50,4,1152,0.5145390926640927,0.0009225957013508923,0.0006624611904413324,8.01318617648407e-05
AU,H5,C3,gbr,TOP50,5,1146,0.5099274538085988,-0.0017111087469459108,-0.0012575388863593773,-5.852533821837358e-06
AU,H5,C3,gbr,TOP50,6,1059,0.4953539491432282,-0.0050835358085197235,-0.0036986088942114748,2.9184549040818808e-05
AU,H5,C3,gbr,TOP30,0,689,0.52574799831437,0.0025308578731618736,0.0018770285676230625,5.0628805601828645e-05
AU,H5,C3,gbr,TOP30,1,814,0.47987056392805055,-0.01733330916501008,-0.012900763783158853,-0.0003512913542194741
AU,H5,C3,gbr,TOP30,2,1036,0.5178563432835821,0.0017572631455746723,0.0012599052241764053,0.00010407941124698143
AU,H5,C3,gbr,TOP30,3,795,0.5242365349066876,-0.0009613685870011324,-0.0007169852450377157,-6.964798927791438e-05
AU,H5,C3,gbr,TOP30,4,682,0.5155163810310414,0.0011680739565528286,0.0008326601984146587,0.0001227414537257022
AU,H5,C3,gbr,TOP30,5,681,0.4871312098390106,-0.00705322549850429,-0.005136766698718542,-0.0001190283107007404
AU,H5,C3,gbr,TOP30,6,619,0.49925348201048253,-0.005002459649330326,-0.0036366212802592113,0.00012315504855248664
AU,H5,C3,gbr,TOP20,0,434,0.511268054375531,-0.0005299563006306851,-0.0003828548494850814,1.4497433227703678e-05
AU,H5,C3,gbr,TOP20,1,606,0.4734426336873587,-0.0215329250210754,-0.01600555050215613,-0.0006281869610807628
AU,H5,C3,gbr,TOP20,2,775,0.5351710393003786,0.005824530536783112,0.004229446107626766,0.00010256287764066439
AU,H5,C3,gbr,TOP20,3,598,0.5155757473778675,-0.0021102086545701226,-0.0015475490392820035,-4.941383650782782e-05
AU,H5,C3,gbr,TOP20,4,553,0.5072286476868327,-0.00025313892462275334,-0.00019535846907370313,3.578238744906904e-05
AU,H5,C3,gbr,TOP20,5,525,0.4744145454545455,-0.009524183393040397,-0.006928055874969141,-0.0001521225713932613
AU,H5,C3,gbr,TOP20,6,495,0.49937944999673395,-0.006670660813615781,-0.004850051279561285,3.1943298073564755e-05
AU,H5,C3,logistic,ALL,0,1755,0.5225783742219728,0.0033616127212873215,0.0024563154876706683,1.473635452792016e-05
AU,H5,C3,logistic,ALL,1,1755,0.4999895574990211,-0.01851590362385358,-0.023297323311889606,-0.00033812038674719034
AU,H5,C3,logistic,ALL,2,1755,0.5299318048970578,0.0015408714146744051,0.0011443167754064953,0.00011161027187177726
AU,H5,C3,logistic,ALL,3,1755,0.5178245353005135,-0.000817713731209091,-0.0006336915692364276,-6.380964835331515e-05
AU,H5,C3,logistic,ALL,4,1755,0.5131434602446722,-0.0004007344868717233,-0.000471070078384761,-4.30969859105398e-05
AU,H5,C3,logistic,ALL,5,1755,0.5162953693417592,0.0008604978612447578,0.0006225101619539153,0.00011663477891794794
AU,H5,C3,logistic,ALL,6,1755,0.5044913990617159,-0.0012704569231811735,-0.0009225664748935269,-2.4495178640169106e-06
AU,H5,C3,logistic,TOP50,0,1103,0.5283971724478054,0.005745307771190311,0.004199307142484399,5.673248339904604e-05
AU,H5,C3,logistic,TOP50,1,1165,0.5007565643079661,-0.02701491848732851,-0.034494398868951226,-0.00040286812861503677
AU,H5,C3,logistic,TOP50,2,1353,0.5220866942094564,-0.0003023353088895675,-0.00017662574902477246,0.00014743075924033937
AU,H5,C3,logistic,TOP50,3,1270,0.5039823678769723,-0.0035623417617995923,-0.002635168010127975,-0.00010599312385820997
AU,H5,C3,logistic,TOP50,4,1152,0.507863778957529,-0.0018035554637239049,-0.00157966166697876,-8.299081248076541e-05
AU,H5,C3,logistic,TOP50,5,1146,0.5222014521436043,0.00168887264083728,0.0012219507830890652,0.00019936466504091215
AU,H5,C3,logistic,TOP50,6,1059,0.4943583668167772,-0.002650344687677997,-0.00192116167429357,1.8458379801124536e-05
AU,H5,C3,logistic,TOP30,0,689,0.5094563843236409,0.0064427728535675355,0.0047503736891515436,0.00010049377570371806
AU,H5,C3,logistic,TOP30,1,814,0.4865641711229946,-0.03857683435127868,-0.0492972779110874,-0.0006884522163509413
AU,H5,C3,logistic,TOP30,2,1036,0.5152798507462687,-0.0006505845061088866,-0.00038346990951976245,0.00026126514091062274
AU,H5,C3,logistic,TOP30,3,795,0.5000316527816465,-0.005154028884584827,-0.003820613741004175,-4.4607553210279264e-05
AU,H5,C3,logistic,TOP30,4,682,0.5117867712850162,-0.0030220353413692447,-0.0026531824593336584,-3.993118642494072e-05
AU,H5,C3,logistic,TOP30,5,681,0.5071771574656256,-0.000488604424316641,-0.00035179981096500335,0.00016010967460839705
AU,H5,C3,logistic,TOP30,6,619,0.5066194742007558,-0.001859583554417732,-0.0013512130709398829,8.949428184101826e-05
AU,H5,C3,logistic,TOP20,0,434,0.507179269328802,0.006661587696274007,0.004908663576517092,0.00012145914035240147
AU,H5,C3,logistic,TOP20,1,606,0.4680449281215548,-0.05388328637918849,-0.06767439758257554,-0.0009429820007598869
AU,H5,C3,logistic,TOP20,2,775,0.522956326987682,0.0004198164817020844,0.0003867773051158263,0.0002564745137567387
AU,H5,C3,logistic,TOP20,3,598,0.492175668854114,-0.006778958122907186,-0.005024513059134872,-3.538617801620939e-05
AU,H5,C3,logistic,TOP20,4,553,0.5200308771195311,0.0019036915492226525,0.0014028917678265973,0.0002139381302854457
AU,H5,C3,logistic,TOP20,5,525,0.5083927272727273,-0.0009086229509311927,-0.0006592029246574871,0.0002097038442289579
AU,H5,C3,logistic,TOP20,6,495,0.4942844078646548,-0.00390292403854553,-0.0028292501704287876,4.251446260780862e-06
AU,H5,C4,gbr,ALL,0,1755,0.5129744796699813,-0.000544061716327926,-0.0003891055854581271,-6.882983639069736e-05
AU,H5,C4,gbr,ALL,1,1755,0.5014795718574598,-0.007362992341048091,-0.005429670308393586,-0.00031111849577390553
AU,H5,C4,gbr,ALL,2,1755,0.5298097031889328,0.0032896597080211976,0.0023758773257658294,0.00012621474743521922
AU,H5,C4,gbr,ALL,3,1755,0.5202059088236978,3.240698272433118e-05,3.056187042227432e-05,-5.420656150486031e-05
AU,H5,C4,gbr,ALL,4,1755,0.5195800123739855,0.0027527961930913225,0.002002753651508704,0.00010619851325873487
AU,H5,C4,gbr,ALL,5,1755,0.5053782393664488,-0.002056051121341218,-0.0015383889350961688,9.590015697279276e-05
AU,H5,C4,gbr,ALL,6,1755,0.5099439419365229,-0.0030581054314469114,-0.0022271634592361256,4.5679428952986725e-06
AU,H5,C4,gbr,TOP50,0,1103,0.519732040111787,0.00032732236084687116,0.0002441932610331987,-4.39215755330487e-06
AU,H5,C4,gbr,TOP50,1,1165,0.49551698561044355,-0.011018907823144852,-0.008140949860662161,-0.0002678976031297789
