candidate_id,symbol,step,bar_index,bar_start_time,open,high,low,close,gap_minutes,contiguous_from_previous,open_atr,high_atr,low_atr,close_atr
RB:15m:1:1:5787:5791:1,RB,17,17399.0,2026-01-20 10:40:00,3127.0,3128.0,3124.0,3125.0,5.0,True,-2.5616922276458123,-2.277059757907389,-3.415589636861083,-3.1309571671226597
RB:15m:1:1:5787:5791:1,RB,18,17400.0,2026-01-20 10:45:00,3125.0,3127.0,3124.0,3126.0,5.0,True,-3.1309571671226597,-2.5616922276458123,-3.415589636861083,-2.846324697384236
RB:15m:1:1:5787:5791:1,RB,19,17401.0,2026-01-20 10:50:00,3126.0,3126.0,3124.0,3126.0,5.0,True,-2.846324697384236,-2.846324697384236,-3.415589636861083,-2.846324697384236
RB:15m:1:1:5787:5791:1,RB,20,17402.0,2026-01-20 10:55:00,3125.0,3126.0,3122.0,3122.0,5.0,True,-3.1309571671226597,-2.846324697384236,-3.9848545763379306,-3.9848545763379306
RB:15m:1:1:5787:5791:1,RB,21,17403.0,2026-01-20 11:00:00,3123.0,3123.0,3118.0,3120.0,5.0,True,-3.700222106599507,-3.700222106599507,-5.123384455291625,-4.554119515814778
RB:15m:1:1:5787:5791:1,RB,22,17404.0,2026-01-20 11:05:00,3120.0,3121.0,3116.0,3120.0,5.0,True,-4.554119515814778,-4.269487046076354,-5.692649394768472,-4.554119515814778
RB:15m:1:1:5787:5791:1,RB,23,17405.0,2026-01-20 11:10:00,3120.0,3121.0,3118.0,3120.0,5.0,True,-4.554119515814778,-4.269487046076354,-5.123384455291625,-4.554119515814778
RB:15m:1:1:5787:5791:1,RB,24,17406.0,2026-01-20 11:15:00,3119.0,3120.0,3116.0,3117.0,5.0,True,-4.838751985553201,-4.554119515814778,-5.692649394768472,-5.408016925030049
RB:15m:1:-1:5791:5798:1,RB,1,17591.0,2026-01-23 09:10:00,3136.0,3137.0,3133.0,3135.0,0.0,False,0.0,0.31310710050538293,-0.9393213015161488,-0.31310710050538293
RB:15m:1:-1:5791:5798:1,RB,2,17592.0,2026-01-23 09:15:00,3135.0,3136.0,3134.0,3135.0,5.0,True,-0.31310710050538293,0.0,-0.6262142010107659,-0.31310710050538293
