signal_bar_index,signal_bar_time,side,event_type,structure_level,momentum_bcolor,momentum_val,higher_swing_bias,oracle_penalty_bp,nearest_oracle_entry_index,nearest_oracle_entry_time,signed_distance_bars,abs_distance_bars
2580,2026-07-17 09:00:00,SELL,BOS,Swing,red,-446.0450000000001,-1,10,2576,2026-07-16 23:00:00,-4,4
2580,2026-07-17 09:00:00,SELL,BOS,Swing,red,-446.0450000000001,-1,20,2576,2026-07-16 23:00:00,-4,4
2580,2026-07-17 09:00:00,SELL,BOS,Swing,red,-446.0450000000001,-1,30,2576,2026-07-16 23:00:00,-4,4
2580,2026-07-17 09:00:00,SELL,BOS,Swing,red,-446.0450000000001,-1,50,2576,2026-07-16 23:00:00,-4,4
2580,2026-07-17 09:00:00,SELL,BOS,Swing,red,-446.0450000000001,-1,80,2568,2026-07-16 02:00:00,-12,12
2660,2026-07-28 13:00:00,SELL,CHoCH,Internal,red,-188.39107142857125,-1,5,2659,2026-07-28 11:00:00,-1,1
2660,2026-07-28 13:00:00,SELL,CHoCH,Internal,red,-188.39107142857125,-1,10,2661,2026-07-28 14:00:00,1,1
2660,2026-07-28 13:00:00,SELL,CHoCH,Internal,red,-188.39107142857125,-1,20,2661,2026-07-28 14:00:00,1,1
2660,2026-07-28 13:00:00,SELL,CHoCH,Internal,red,-188.39107142857125,-1,30,2661,2026-07-28 14:00:00,1,1
2660,2026-07-28 13:00:00,SELL,CHoCH,Internal,red,-188.39107142857125,-1,50,2672,2026-07-29 14:00:00,12,12
2660,2026-07-28 13:00:00,SELL,CHoCH,Internal,red,-188.39107142857125,-1,80,2672,2026-07-29 14:00:00,12,12
2706,2026-08-03 21:00:00,SELL,CHoCH,Internal,red,-131.02785714285696,-1,5,2705,2026-08-03 14:00:00,-1,1
2706,2026-08-03 21:00:00,SELL,CHoCH,Internal,red,-131.02785714285696,-1,10,2701,2026-08-03 09:00:00,-5,5
2706,2026-08-03 21:00:00,SELL,CHoCH,Internal,red,-131.02785714285696,-1,20,2701,2026-08-03 09:00:00,-5,5
2706,2026-08-03 21:00:00,SELL,CHoCH,Internal,red,-131.02785714285696,-1,30,2701,2026-08-03 09:00:00,-5,5
2706,2026-08-03 21:00:00,SELL,CHoCH,Internal,red,-131.02785714285696,-1,50,2701,2026-08-03 09:00:00,-5,5
2706,2026-08-03 21:00:00,SELL,CHoCH,Internal,red,-131.02785714285696,-1,80,2701,2026-08-03 09:00:00,-5,5
2749,2026-08-07 14:00:00,BUY,BOS,Internal,maroon,-5.049642857142771,1,5,2746,2026-08-07 10:00:00,-3,3
2749,2026-08-07 14:00:00,BUY,BOS,Internal,maroon,-5.049642857142771,1,10,2753,2026-08-08 00:00:00,4,4
2749,2026-08-07 14:00:00,BUY,BOS,Internal,maroon,-5.049642857142771,1,20,2755,2026-08-08 02:00:00,6,6
2749,2026-08-07 14:00:00,BUY,BOS,Internal,maroon,-5.049642857142771,1,30,2755,2026-08-08 02:00:00,6,6
2749,2026-08-07 14:00:00,BUY,BOS,Internal,maroon,-5.049642857142771,1,50,2755,2026-08-08 02:00:00,6,6
2749,2026-08-07 14:00:00,BUY,BOS,Internal,maroon,-5.049642857142771,1,80,2771,2026-08-11 14:00:00,22,22
2767,2026-08-11 09:00:00,BUY,BOS,Internal,lime,341.6300000000001,1,5,2768,2026-08-11 10:00:00,1,1
2767,2026-08-11 09:00:00,BUY,BOS,Internal,lime,341.6300000000001,1,10,2771,2026-08-11 14:00:00,4,4
2767,2026-08-11 09:00:00,BUY,BOS,Internal,lime,341.6300000000001,1,20,2771,2026-08-11 14:00:00,4,4
2767,2026-08-11 09:00:00,BUY,BOS,Internal,lime,341.6300000000001,1,30,2771,2026-08-11 14:00:00,4,4
2767,2026-08-11 09:00:00,BUY,BOS,Internal,lime,341.6300000000001,1,50,2771,2026-08-11 14:00:00,4,4
2767,2026-08-11 09:00:00,BUY,BOS,Internal,lime,341.6300000000001,1,80,2771,2026-08-11 14:00:00,4,4
2818,2026-08-17 23:00:00,BUY,CHoCH,Internal,lime,382.06178571428575,1,5,2816,2026-08-17 21:00:00,-2,2
2818,2026-08-17 23:00:00,BUY,CHoCH,Internal,lime,382.06178571428575,1,10,2816,2026-08-17 21:00:00,-2,2
2818,2026-08-17 23:00:00,BUY,CHoCH,Internal,lime,382.06178571428575,1,20,2816,2026-08-17 21:00:00,-2,2
2818,2026-08-17 23:00:00,BUY,CHoCH,Internal,lime,382.06178571428575,1,30,2810,2026-08-15 02:00:00,-8,8
2818,2026-08-17 23:00:00,BUY,CHoCH,Internal,lime,382.06178571428575,1,50,2800,2026-08-14 09:00:00,-18,18
2818,2026-08-17 23:00:00,BUY,CHoCH,Internal,lime,382.06178571428575,1,80,2800,2026-08-14 09:00:00,-18,18
2845,2026-08-20 10:00:00,BUY,CHoCH,Internal,lime,345.50750000000005,1,5,2843,2026-08-20 02:00:00,-2,2
2845,2026-08-20 10:00:00,BUY,CHoCH,Internal,lime,345.50750000000005,1,10,2843,2026-08-20 02:00:00,-2,2
2845,2026-08-20 10:00:00,BUY,CHoCH,Internal,lime,345.50750000000005,1,20,2847,2026-08-20 13:00:00,2,2
2845,2026-08-20 10:00:00,BUY,CHoCH,Internal,lime,345.50750000000005,1,30,2847,2026-08-20 13:00:00,2,2
2845,2026-08-20 10:00:00,BUY,CHoCH,Internal,lime,345.50750000000005,1,50,2836,2026-08-19 13:00:00,-9,9
2845,2026-08-20 10:00:00,BUY,CHoCH,Internal,lime,345.50750000000005,1,80,2836,2026-08-19 13:00:00,-9,9
2845,2026-08-20 10:00:00,BUY,BOS,Swing,lime,345.50750000000005,1,5,2843,2026-08-20 02:00:00,-2,2
2845,2026-08-20 10:00:00,BUY,BOS,Swing,lime,345.50750000000005,1,10,2843,2026-08-20 02:00:00,-2,2
2845,2026-08-20 10:00:00,BUY,BOS,Swing,lime,345.50750000000005,1,20,2847,2026-08-20 13:00:00,2,2
2845,2026-08-20 10:00:00,BUY,BOS,Swing,lime,345.50750000000005,1,30,2847,2026-08-20 13:00:00,2,2
2845,2026-08-20 10:00:00,BUY,BOS,Swing,lime,345.50750000000005,1,50,2836,2026-08-19 13:00:00,-9,9
2845,2026-08-20 10:00:00,BUY,BOS,Swing,lime,345.50750000000005,1,80,2836,2026-08-19 13:00:00,-9,9
2907,2026-08-28 00:00:00,BUY,CHoCH,Internal,lime,54.47392857142788,1,5,2904,2026-08-27 21:00:00,-3,3
2907,2026-08-28 00:00:00,BUY,CHoCH,Internal,lime,54.47392857142788,1,10,2904,2026-08-27 21:00:00,-3,3
2907,2026-08-28 00:00:00,BUY,CHoCH,Internal,lime,54.47392857142788,1,20,2904,2026-08-27 21:00:00,-3,3
2907,2026-08-28 00:00:00,BUY,CHoCH,Internal,lime,54.47392857142788,1,30,2904,2026-08-27 21:00:00,-3,3
2907,2026-08-28 00:00:00,BUY,CHoCH,Internal,lime,54.47392857142788,1,50,2904,2026-08-27 21:00:00,-3,3
2907,2026-08-28 00:00:00,BUY,CHoCH,Internal,lime,54.47392857142788,1,80,2904,2026-08-27 21:00:00,-3,3
2961,2026-09-03 23:00:00,BUY,CHoCH,Internal,lime,475.91964285714295,1,5,2962,2026-09-04 00:00:00,1,1
2961,2026-09-03 23:00:00,BUY,CHoCH,Internal,lime,475.91964285714295,1,10,2958,2026-09-03 14:00:00,-3,3
2961,2026-09-03 23:00:00,BUY,CHoCH,Internal,lime,475.91964285714295,1,20,2970,2026-09-04 21:00:00,9,9
2961,2026-09-03 23:00:00,BUY,CHoCH,Internal,lime,475.91964285714295,1,30,2970,2026-09-04 21:00:00,9,9
2961,2026-09-03 23:00:00,BUY,CHoCH,Internal,lime,475.91964285714295,1,50,2943,2026-09-02 09:00:00,-18,18
2961,2026-09-03 23:00:00,BUY,CHoCH,Internal,lime,475.91964285714295,1,80,2943,2026-09-02 09:00:00,-18,18
