bar_index,time,close,oracle_position,oracle_action,oracle_delta,oracle_prev_position,oracle_transition,oracle_entry_side,penalty_bp
40,2025-07-29 01:00:00,9193.0,1,HOLD,0,1,1->1,,20
41,2025-07-29 02:00:00,9200.0,1,HOLD,0,1,1->1,,20
42,2025-07-29 09:00:00,9187.0,1,HOLD,0,1,1->1,,20
43,2025-07-29 10:00:00,9204.0,1,HOLD,0,1,1->1,,20
44,2025-07-29 11:00:00,9202.0,1,HOLD,0,1,1->1,,20
45,2025-07-29 13:00:00,9204.0,1,HOLD,0,1,1->1,,20
46,2025-07-29 14:00:00,9195.0,1,HOLD,0,1,1->1,,20
47,2025-07-29 21:00:00,9207.0,1,HOLD,0,1,1->1,,20
48,2025-07-29 22:00:00,9222.0,1,HOLD,0,1,1->1,,20
49,2025-07-29 23:00:00,9220.0,1,HOLD,0,1,1->1,,20
50,2025-07-30 00:00:00,9219.0,1,HOLD,0,1,1->1,,20
51,2025-07-30 01:00:00,9234.0,0,SELL,-1,1,1->0,,20
52,2025-07-30 02:00:00,9234.0,-1,SELL,-1,0,0->-1,SELL,20
53,2025-07-30 09:00:00,9198.0,-1,HOLD,0,-1,-1->-1,,20
54,2025-07-30 10:00:00,9219.0,-1,HOLD,0,-1,-1->-1,,20
55,2025-07-30 11:00:00,9215.0,-1,HOLD,0,-1,-1->-1,,20
56,2025-07-30 13:00:00,9203.0,-1,HOLD,0,-1,-1->-1,,20
57,2025-07-30 14:00:00,9192.0,-1,HOLD,0,-1,-1->-1,,20
58,2025-07-30 21:00:00,9110.0,-1,HOLD,0,-1,-1->-1,,20
59,2025-07-30 22:00:00,9111.0,-1,HOLD,0,-1,-1->-1,,20
60,2025-07-30 23:00:00,9094.0,-1,HOLD,0,-1,-1->-1,,20
61,2025-07-31 00:00:00,9116.0,-1,HOLD,0,-1,-1->-1,,20
62,2025-07-31 01:00:00,9117.0,-1,HOLD,0,-1,-1->-1,,20
63,2025-07-31 02:00:00,9090.0,-1,HOLD,0,-1,-1->-1,,20
64,2025-07-31 09:00:00,8972.0,1,BUY,2,-1,-1->1,BUY,20
65,2025-07-31 10:00:00,9005.0,1,HOLD,0,1,1->1,,20
66,2025-07-31 11:00:00,9016.0,1,HOLD,0,1,1->1,,20
67,2025-07-31 13:00:00,9020.0,-1,SELL,-2,1,1->-1,SELL,20
68,2025-07-31 14:00:00,9008.0,-1,HOLD,0,-1,-1->-1,,20
69,2025-07-31 21:00:00,8920.0,-1,HOLD,0,-1,-1->-1,,20
70,2025-07-31 22:00:00,8909.0,-1,HOLD,0,-1,-1->-1,,20
71,2025-07-31 23:00:00,8930.0,-1,HOLD,0,-1,-1->-1,,20
72,2025-08-01 00:00:00,8926.0,-1,HOLD,0,-1,-1->-1,,20
73,2025-08-01 01:00:00,8927.0,-1,HOLD,0,-1,-1->-1,,20
74,2025-08-01 02:00:00,8935.0,-1,HOLD,0,-1,-1->-1,,20
75,2025-08-01 09:00:00,8901.0,1,BUY,2,-1,-1->1,BUY,20
76,2025-08-01 10:00:00,8913.0,1,HOLD,0,1,1->1,,20
77,2025-08-01 11:00:00,8911.0,1,HOLD,0,1,1->1,,20
78,2025-08-01 13:00:00,8937.0,1,HOLD,0,1,1->1,,20
79,2025-08-01 14:00:00,8918.0,1,HOLD,0,1,1->1,,20
80,2025-08-01 21:00:00,8992.0,1,HOLD,0,1,1->1,,20
81,2025-08-01 22:00:00,8994.0,1,HOLD,0,1,1->1,,20
82,2025-08-01 23:00:00,8998.0,1,HOLD,0,1,1->1,,20
83,2025-08-02 00:00:00,8991.0,1,HOLD,0,1,1->1,,20
84,2025-08-02 01:00:00,8992.0,1,HOLD,0,1,1->1,,20
85,2025-08-02 02:00:00,8994.0,1,HOLD,0,1,1->1,,20
86,2025-08-04 09:00:00,8975.0,1,HOLD,0,1,1->1,,20
87,2025-08-04 10:00:00,9011.0,1,HOLD,0,1,1->1,,20
88,2025-08-04 11:00:00,9017.0,1,HOLD,0,1,1->1,,20
89,2025-08-04 13:00:00,9025.0,1,HOLD,0,1,1->1,,20
90,2025-08-04 14:00:00,9039.0,1,HOLD,0,1,1->1,,20
91,2025-08-04 21:00:00,9065.0,1,HOLD,0,1,1->1,,20
92,2025-08-04 22:00:00,9074.0,1,HOLD,0,1,1->1,,20
93,2025-08-04 23:00:00,9076.0,1,HOLD,0,1,1->1,,20
94,2025-08-05 00:00:00,9066.0,1,HOLD,0,1,1->1,,20
95,2025-08-05 01:00:00,9069.0,1,HOLD,0,1,1->1,,20
96,2025-08-05 02:00:00,9067.0,1,HOLD,0,1,1->1,,20
97,2025-08-05 09:00:00,9085.0,1,HOLD,0,1,1->1,,20
98,2025-08-05 10:00:00,9095.0,1,HOLD,0,1,1->1,,20
99,2025-08-05 11:00:00,9084.0,1,HOLD,0,1,1->1,,20
100,2025-08-05 13:00:00,9100.0,1,HOLD,0,1,1->1,,20
101,2025-08-05 14:00:00,9075.0,1,HOLD,0,1,1->1,,20
102,2025-08-05 21:00:00,9116.0,1,HOLD,0,1,1->1,,20
103,2025-08-05 22:00:00,9174.0,1,HOLD,0,1,1->1,,20
104,2025-08-05 23:00:00,9178.0,1,HOLD,0,1,1->1,,20
105,2025-08-06 00:00:00,9173.0,1,HOLD,0,1,1->1,,20
106,2025-08-06 01:00:00,9178.0,1,HOLD,0,1,1->1,,20
107,2025-08-06 02:00:00,9178.0,1,HOLD,0,1,1->1,,20
108,2025-08-06 09:00:00,9189.0,1,HOLD,0,1,1->1,,20
109,2025-08-06 10:00:00,9181.0,1,HOLD,0,1,1->1,,20
110,2025-08-06 11:00:00,9192.0,1,HOLD,0,1,1->1,,20
111,2025-08-06 13:00:00,9187.0,1,HOLD,0,1,1->1,,20
112,2025-08-06 14:00:00,9182.0,1,HOLD,0,1,1->1,,20
113,2025-08-06 21:00:00,9186.0,1,HOLD,0,1,1->1,,20
114,2025-08-06 22:00:00,9201.0,1,HOLD,0,1,1->1,,20
115,2025-08-06 23:00:00,9189.0,1,HOLD,0,1,1->1,,20
116,2025-08-07 00:00:00,9185.0,1,HOLD,0,1,1->1,,20
117,2025-08-07 01:00:00,9192.0,1,HOLD,0,1,1->1,,20
118,2025-08-07 02:00:00,9180.0,1,HOLD,0,1,1->1,,20
119,2025-08-07 09:00:00,9212.0,1,HOLD,0,1,1->1,,20
120,2025-08-07 10:00:00,9217.0,1,HOLD,0,1,1->1,,20
121,2025-08-07 11:00:00,9224.0,1,HOLD,0,1,1->1,,20
122,2025-08-07 13:00:00,9233.0,1,HOLD,0,1,1->1,,20
123,2025-08-07 14:00:00,9258.0,1,HOLD,0,1,1->1,,20
124,2025-08-07 21:00:00,9295.0,-1,SELL,-2,1,1->-1,SELL,20
125,2025-08-07 22:00:00,9263.0,-1,HOLD,0,-1,-1->-1,,20
126,2025-08-07 23:00:00,9270.0,-1,HOLD,0,-1,-1->-1,,20
127,2025-08-08 00:00:00,9260.0,-1,HOLD,0,-1,-1->-1,,20
128,2025-08-08 01:00:00,9256.0,-1,HOLD,0,-1,-1->-1,,20
129,2025-08-08 02:00:00,9241.0,1,BUY,2,-1,-1->1,BUY,20
130,2025-08-08 09:00:00,9266.0,1,HOLD,0,1,1->1,,20
131,2025-08-08 10:00:00,9267.0,1,HOLD,0,1,1->1,,20
132,2025-08-08 11:00:00,9261.0,1,HOLD,0,1,1->1,,20
133,2025-08-08 13:00:00,9272.0,1,HOLD,0,1,1->1,,20
134,2025-08-08 14:00:00,9278.0,1,HOLD,0,1,1->1,,20
135,2025-08-08 21:00:00,9287.0,-1,SELL,-2,1,1->-1,SELL,20
136,2025-08-08 22:00:00,9271.0,-1,HOLD,0,-1,-1->-1,,20
137,2025-08-08 23:00:00,9265.0,-1,HOLD,0,-1,-1->-1,,20
138,2025-08-09 00:00:00,9267.0,-1,HOLD,0,-1,-1->-1,,20
139,2025-08-09 01:00:00,9245.0,-1,HOLD,0,-1,-1->-1,,20
140,2025-08-09 02:00:00,9279.0,-1,HOLD,0,-1,-1->-1,,20
141,2025-08-11 09:00:00,9217.0,-1,HOLD,0,-1,-1->-1,,20
142,2025-08-11 10:00:00,9213.0,-1,HOLD,0,-1,-1->-1,,20
143,2025-08-11 11:00:00,9208.0,-1,HOLD,0,-1,-1->-1,,20
144,2025-08-11 13:00:00,9228.0,-1,HOLD,0,-1,-1->-1,,20
145,2025-08-11 14:00:00,9210.0,-1,HOLD,0,-1,-1->-1,,20
146,2025-08-11 21:00:00,9177.0,-1,HOLD,0,-1,-1->-1,,20
147,2025-08-11 22:00:00,9158.0,-1,HOLD,0,-1,-1->-1,,20
148,2025-08-11 23:00:00,9156.0,-1,HOLD,0,-1,-1->-1,,20
149,2025-08-12 00:00:00,9148.0,1,BUY,2,-1,-1->1,BUY,20
150,2025-08-12 01:00:00,9158.0,1,HOLD,0,1,1->1,,20
151,2025-08-12 02:00:00,9158.0,1,HOLD,0,1,1->1,,20
152,2025-08-12 09:00:00,9168.0,1,HOLD,0,1,1->1,,20
153,2025-08-12 10:00:00,9175.0,1,HOLD,0,1,1->1,,20
154,2025-08-12 11:00:00,9198.0,1,HOLD,0,1,1->1,,20
155,2025-08-12 13:00:00,9212.0,-1,SELL,-2,1,1->-1,SELL,20
156,2025-08-12 14:00:00,9187.0,-1,HOLD,0,-1,-1->-1,,20
157,2025-08-12 21:00:00,9169.0,-1,HOLD,0,-1,-1->-1,,20
158,2025-08-12 22:00:00,9148.0,1,BUY,2,-1,-1->1,BUY,20
159,2025-08-12 23:00:00,9202.0,1,HOLD,0,1,1->1,,20
160,2025-08-13 00:00:00,9206.0,1,HOLD,0,1,1->1,,20
161,2025-08-13 01:00:00,9201.0,1,HOLD,0,1,1->1,,20
162,2025-08-13 02:00:00,9205.0,1,HOLD,0,1,1->1,,20
163,2025-08-13 09:00:00,9241.0,1,HOLD,0,1,1->1,,20
164,2025-08-13 10:00:00,9260.0,1,HOLD,0,1,1->1,,20
165,2025-08-13 11:00:00,9266.0,1,HOLD,0,1,1->1,,20
166,2025-08-13 13:00:00,9271.0,1,HOLD,0,1,1->1,,20
167,2025-08-13 14:00:00,9300.0,1,HOLD,0,1,1->1,,20
168,2025-08-13 21:00:00,9311.0,1,HOLD,0,1,1->1,,20
169,2025-08-13 22:00:00,9324.0,1,HOLD,0,1,1->1,,20
170,2025-08-13 23:00:00,9316.0,1,HOLD,0,1,1->1,,20
171,2025-08-14 00:00:00,9320.0,1,HOLD,0,1,1->1,,20
172,2025-08-14 01:00:00,9320.0,1,HOLD,0,1,1->1,,20
173,2025-08-14 02:00:00,9318.0,1,HOLD,0,1,1->1,,20
174,2025-08-14 09:00:00,9345.0,1,HOLD,0,1,1->1,,20
175,2025-08-14 10:00:00,9353.0,-1,SELL,-2,1,1->-1,SELL,20
176,2025-08-14 11:00:00,9329.0,-1,HOLD,0,-1,-1->-1,,20
177,2025-08-14 13:00:00,9298.0,-1,HOLD,0,-1,-1->-1,,20
178,2025-08-14 14:00:00,9286.0,-1,HOLD,0,-1,-1->-1,,20
179,2025-08-14 21:00:00,9207.0,-1,HOLD,0,-1,-1->-1,,20
180,2025-08-14 22:00:00,9196.0,-1,HOLD,0,-1,-1->-1,,20
181,2025-08-14 23:00:00,9209.0,-1,HOLD,0,-1,-1->-1,,20
182,2025-08-15 00:00:00,9194.0,-1,HOLD,0,-1,-1->-1,,20
183,2025-08-15 01:00:00,9197.0,-1,HOLD,0,-1,-1->-1,,20
184,2025-08-15 02:00:00,9197.0,-1,HOLD,0,-1,-1->-1,,20
185,2025-08-15 09:00:00,9203.0,-1,HOLD,0,-1,-1->-1,,20
186,2025-08-15 10:00:00,9195.0,-1,HOLD,0,-1,-1->-1,,20
187,2025-08-15 11:00:00,9204.0,-1,HOLD,0,-1,-1->-1,,20
188,2025-08-15 13:00:00,9219.0,-1,HOLD,0,-1,-1->-1,,20
189,2025-08-15 14:00:00,9204.0,-1,HOLD,0,-1,-1->-1,,20
190,2025-08-15 21:00:00,9166.0,1,BUY,2,-1,-1->1,BUY,20
191,2025-08-15 22:00:00,9196.0,1,HOLD,0,1,1->1,,20
192,2025-08-15 23:00:00,9207.0,1,HOLD,0,1,1->1,,20
193,2025-08-16 00:00:00,9201.0,1,HOLD,0,1,1->1,,20
194,2025-08-16 01:00:00,9205.0,1,HOLD,0,1,1->1,,20
195,2025-08-16 02:00:00,9217.0,1,HOLD,0,1,1->1,,20
196,2025-08-18 09:00:00,9251.0,1,HOLD,0,1,1->1,,20
197,2025-08-18 10:00:00,9223.0,1,HOLD,0,1,1->1,,20
198,2025-08-18 11:00:00,9225.0,1,HOLD,0,1,1->1,,20
199,2025-08-18 13:00:00,9240.0,1,HOLD,0,1,1->1,,20
200,2025-08-18 14:00:00,9258.0,-1,SELL,-2,1,1->-1,SELL,20
201,2025-08-18 21:00:00,9240.0,-1,HOLD,0,-1,-1->-1,,20
202,2025-08-18 22:00:00,9233.0,-1,HOLD,0,-1,-1->-1,,20
203,2025-08-18 23:00:00,9231.0,-1,HOLD,0,-1,-1->-1,,20
204,2025-08-19 00:00:00,9218.0,-1,HOLD,0,-1,-1->-1,,20
205,2025-08-19 01:00:00,9227.0,-1,HOLD,0,-1,-1->-1,,20
206,2025-08-19 02:00:00,9225.0,-1,HOLD,0,-1,-1->-1,,20
207,2025-08-19 09:00:00,9193.0,-1,HOLD,0,-1,-1->-1,,20
208,2025-08-19 10:00:00,9193.0,-1,HOLD,0,-1,-1->-1,,20
209,2025-08-19 11:00:00,9204.0,-1,HOLD,0,-1,-1->-1,,20
210,2025-08-19 13:00:00,9189.0,-1,HOLD,0,-1,-1->-1,,20
211,2025-08-19 14:00:00,9187.0,-1,HOLD,0,-1,-1->-1,,20
212,2025-08-19 21:00:00,9194.0,-1,HOLD,0,-1,-1->-1,,20
213,2025-08-19 22:00:00,9098.0,-1,HOLD,0,-1,-1->-1,,20
214,2025-08-19 23:00:00,9092.0,-1,HOLD,0,-1,-1->-1,,20
215,2025-08-20 00:00:00,9065.0,-1,HOLD,0,-1,-1->-1,,20
216,2025-08-20 01:00:00,9066.0,-1,HOLD,0,-1,-1->-1,,20
217,2025-08-20 02:00:00,9061.0,-1,HOLD,0,-1,-1->-1,,20
218,2025-08-20 09:00:00,9056.0,-1,HOLD,0,-1,-1->-1,,20
219,2025-08-20 10:00:00,9054.0,-1,HOLD,0,-1,-1->-1,,20
220,2025-08-20 11:00:00,9046.0,-1,HOLD,0,-1,-1->-1,,20
221,2025-08-20 13:00:00,9055.0,-1,HOLD,0,-1,-1->-1,,20
222,2025-08-20 14:00:00,9042.0,1,BUY,2,-1,-1->1,BUY,20
223,2025-08-20 21:00:00,9157.0,1,HOLD,0,1,1->1,,20
224,2025-08-20 22:00:00,9160.0,1,HOLD,0,1,1->1,,20
225,2025-08-20 23:00:00,9160.0,1,HOLD,0,1,1->1,,20
226,2025-08-21 00:00:00,9161.0,1,HOLD,0,1,1->1,,20
227,2025-08-21 01:00:00,9168.0,1,HOLD,0,1,1->1,,20
228,2025-08-21 02:00:00,9160.0,1,HOLD,0,1,1->1,,20
229,2025-08-21 09:00:00,9179.0,1,HOLD,0,1,1->1,,20
230,2025-08-21 10:00:00,9176.0,1,HOLD,0,1,1->1,,20
231,2025-08-21 11:00:00,9180.0,1,HOLD,0,1,1->1,,20
232,2025-08-21 13:00:00,9172.0,1,HOLD,0,1,1->1,,20
233,2025-08-21 14:00:00,9162.0,1,HOLD,0,1,1->1,,20
234,2025-08-21 21:00:00,9201.0,1,HOLD,0,1,1->1,,20
235,2025-08-21 22:00:00,9237.0,1,HOLD,0,1,1->1,,20
236,2025-08-21 23:00:00,9239.0,-1,SELL,-2,1,1->-1,SELL,20
237,2025-08-22 00:00:00,9236.0,-1,HOLD,0,-1,-1->-1,,20
238,2025-08-22 01:00:00,9237.0,-1,HOLD,0,-1,-1->-1,,20
239,2025-08-22 02:00:00,9233.0,-1,HOLD,0,-1,-1->-1,,20
240,2025-08-22 09:00:00,9233.0,-1,HOLD,0,-1,-1->-1,,20
241,2025-08-22 10:00:00,9231.0,-1,HOLD,0,-1,-1->-1,,20
242,2025-08-22 11:00:00,9225.0,-1,HOLD,0,-1,-1->-1,,20
243,2025-08-22 13:00:00,9212.0,-1,HOLD,0,-1,-1->-1,,20
244,2025-08-22 14:00:00,9192.0,1,BUY,2,-1,-1->1,BUY,20
245,2025-08-22 21:00:00,9197.0,1,HOLD,0,1,1->1,,20
246,2025-08-22 22:00:00,9386.0,1,HOLD,0,1,1->1,,20
247,2025-08-22 23:00:00,9382.0,1,HOLD,0,1,1->1,,20
248,2025-08-23 00:00:00,9397.0,1,HOLD,0,1,1->1,,20
249,2025-08-23 01:00:00,9407.0,-1,SELL,-2,1,1->-1,SELL,20
250,2025-08-23 02:00:00,9403.0,-1,HOLD,0,-1,-1->-1,,20
251,2025-08-25 09:00:00,9374.0,-1,HOLD,0,-1,-1->-1,,20
252,2025-08-25 10:00:00,9368.0,-1,HOLD,0,-1,-1->-1,,20
253,2025-08-25 11:00:00,9367.0,-1,HOLD,0,-1,-1->-1,,20
254,2025-08-25 13:00:00,9376.0,-1,HOLD,0,-1,-1->-1,,20
255,2025-08-25 14:00:00,9394.0,-1,HOLD,0,-1,-1->-1,,20
256,2025-08-25 21:00:00,9349.0,-1,HOLD,0,-1,-1->-1,,20
257,2025-08-25 22:00:00,9362.0,-1,HOLD,0,-1,-1->-1,,20
258,2025-08-25 23:00:00,9358.0,-1,HOLD,0,-1,-1->-1,,20
259,2025-08-26 00:00:00,9354.0,-1,HOLD,0,-1,-1->-1,,20
260,2025-08-26 01:00:00,9351.0,-1,HOLD,0,-1,-1->-1,,20
261,2025-08-26 02:00:00,9348.0,-1,HOLD,0,-1,-1->-1,,20
262,2025-08-26 09:00:00,9356.0,-1,HOLD,0,-1,-1->-1,,20
263,2025-08-26 10:00:00,9356.0,-1,HOLD,0,-1,-1->-1,,20
264,2025-08-26 11:00:00,9366.0,-1,HOLD,0,-1,-1->-1,,20
265,2025-08-26 13:00:00,9371.0,-1,HOLD,0,-1,-1->-1,,20
266,2025-08-26 14:00:00,9354.0,-1,HOLD,0,-1,-1->-1,,20
267,2025-08-26 21:00:00,9325.0,-1,HOLD,0,-1,-1->-1,,20
268,2025-08-26 22:00:00,9337.0,-1,HOLD,0,-1,-1->-1,,20
269,2025-08-26 23:00:00,9346.0,-1,HOLD,0,-1,-1->-1,,20
270,2025-08-27 00:00:00,9335.0,-1,HOLD,0,-1,-1->-1,,20
271,2025-08-27 01:00:00,9330.0,-1,HOLD,0,-1,-1->-1,,20
272,2025-08-27 02:00:00,9326.0,-1,HOLD,0,-1,-1->-1,,20
273,2025-08-27 09:00:00,9333.0,-1,HOLD,0,-1,-1->-1,,20
274,2025-08-27 10:00:00,9327.0,-1,HOLD,0,-1,-1->-1,,20
275,2025-08-27 11:00:00,9332.0,-1,HOLD,0,-1,-1->-1,,20
276,2025-08-27 13:00:00,9315.0,-1,HOLD,0,-1,-1->-1,,20
277,2025-08-27 14:00:00,9305.0,-1,HOLD,0,-1,-1->-1,,20
278,2025-08-27 21:00:00,9275.0,1,BUY,2,-1,-1->1,BUY,20
279,2025-08-27 22:00:00,9296.0,1,HOLD,0,1,1->1,,20
280,2025-08-27 23:00:00,9311.0,1,HOLD,0,1,1->1,,20
281,2025-08-28 00:00:00,9336.0,1,HOLD,0,1,1->1,,20
282,2025-08-28 01:00:00,9336.0,1,HOLD,0,1,1->1,,20
283,2025-08-28 02:00:00,9327.0,1,HOLD,0,1,1->1,,20
284,2025-08-28 09:00:00,9351.0,1,HOLD,0,1,1->1,,20
285,2025-08-28 10:00:00,9362.0,1,HOLD,0,1,1->1,,20
286,2025-08-28 11:00:00,9356.0,1,HOLD,0,1,1->1,,20
287,2025-08-28 13:00:00,9361.0,1,HOLD,0,1,1->1,,20
288,2025-08-28 14:00:00,9377.0,1,HOLD,0,1,1->1,,20
289,2025-08-28 21:00:00,9384.0,1,HOLD,0,1,1->1,,20
290,2025-08-28 22:00:00,9378.0,1,HOLD,0,1,1->1,,20
291,2025-08-28 23:00:00,9373.0,1,HOLD,0,1,1->1,,20
292,2025-08-29 00:00:00,9392.0,1,HOLD,0,1,1->1,,20
293,2025-08-29 01:00:00,9402.0,1,HOLD,0,1,1->1,,20
294,2025-08-29 02:00:00,9405.0,1,HOLD,0,1,1->1,,20
295,2025-08-29 09:00:00,9392.0,1,HOLD,0,1,1->1,,20
296,2025-08-29 10:00:00,9379.0,1,HOLD,0,1,1->1,,20
297,2025-08-29 11:00:00,9382.0,1,HOLD,0,1,1->1,,20
298,2025-08-29 13:00:00,9397.0,1,HOLD,0,1,1->1,,20
299,2025-08-29 14:00:00,9386.0,1,HOLD,0,1,1->1,,20
300,2025-08-29 21:00:00,9403.0,1,HOLD,0,1,1->1,,20
301,2025-08-29 22:00:00,9455.0,1,HOLD,0,1,1->1,,20
302,2025-08-29 23:00:00,9540.0,1,HOLD,0,1,1->1,,20
303,2025-08-30 00:00:00,9614.0,-1,SELL,-2,1,1->-1,SELL,20
304,2025-08-30 01:00:00,9577.0,-1,HOLD,0,-1,-1->-1,,20
305,2025-08-30 02:00:00,9566.0,1,BUY,2,-1,-1->1,BUY,20
306,2025-09-01 09:00:00,9700.0,1,HOLD,0,1,1->1,,20
307,2025-09-01 10:00:00,9761.0,1,HOLD,0,1,1->1,,20
308,2025-09-01 11:00:00,9725.0,1,HOLD,0,1,1->1,,20
309,2025-09-01 13:00:00,9767.0,1,HOLD,0,1,1->1,,20
310,2025-09-01 14:00:00,9775.0,1,HOLD,0,1,1->1,,20
311,2025-09-01 21:00:00,9812.0,1,HOLD,0,1,1->1,,20
312,2025-09-01 22:00:00,9813.0,1,HOLD,0,1,1->1,,20
313,2025-09-01 23:00:00,9813.0,1,HOLD,0,1,1->1,,20
314,2025-09-02 00:00:00,9820.0,1,HOLD,0,1,1->1,,20
315,2025-09-02 01:00:00,9831.0,1,HOLD,0,1,1->1,,20
316,2025-09-02 02:00:00,9836.0,1,HOLD,0,1,1->1,,20
317,2025-09-02 09:00:00,9866.0,-1,SELL,-2,1,1->-1,SELL,20
318,2025-09-02 10:00:00,9852.0,-1,HOLD,0,-1,-1->-1,,20
319,2025-09-02 11:00:00,9845.0,-1,HOLD,0,-1,-1->-1,,20
320,2025-09-02 13:00:00,9836.0,-1,HOLD,0,-1,-1->-1,,20
321,2025-09-02 14:00:00,9824.0,-1,HOLD,0,-1,-1->-1,,20
322,2025-09-02 21:00:00,9750.0,1,BUY,2,-1,-1->1,BUY,20
323,2025-09-02 22:00:00,9822.0,1,HOLD,0,1,1->1,,20
324,2025-09-02 23:00:00,9834.0,1,HOLD,0,1,1->1,,20
325,2025-09-03 00:00:00,9840.0,1,HOLD,0,1,1->1,,20
326,2025-09-03 01:00:00,9837.0,1,HOLD,0,1,1->1,,20
327,2025-09-03 02:00:00,9836.0,1,HOLD,0,1,1->1,,20
328,2025-09-03 09:00:00,9844.0,-1,SELL,-2,1,1->-1,SELL,20
329,2025-09-03 10:00:00,9807.0,-1,HOLD,0,-1,-1->-1,,20
330,2025-09-03 11:00:00,9803.0,-1,HOLD,0,-1,-1->-1,,20
331,2025-09-03 13:00:00,9794.0,1,BUY,2,-1,-1->1,BUY,20
332,2025-09-03 14:00:00,9820.0,1,HOLD,0,1,1->1,,20
333,2025-09-03 21:00:00,9861.0,1,HOLD,0,1,1->1,,20
334,2025-09-03 22:00:00,9845.0,1,HOLD,0,1,1->1,,20
335,2025-09-03 23:00:00,9890.0,1,HOLD,0,1,1->1,,20
336,2025-09-04 00:00:00,9901.0,1,HOLD,0,1,1->1,,20
337,2025-09-04 01:00:00,9906.0,1,HOLD,0,1,1->1,,20
338,2025-09-04 02:00:00,9918.0,-1,SELL,-2,1,1->-1,SELL,20
339,2025-09-04 09:00:00,9805.0,-1,HOLD,0,-1,-1->-1,,20
340,2025-09-04 10:00:00,9749.0,-1,HOLD,0,-1,-1->-1,,20
341,2025-09-04 11:00:00,9750.0,-1,HOLD,0,-1,-1->-1,,20
342,2025-09-04 13:00:00,9759.0,-1,HOLD,0,-1,-1->-1,,20
343,2025-09-04 14:00:00,9773.0,-1,HOLD,0,-1,-1->-1,,20
344,2025-09-04 21:00:00,9740.0,-1,HOLD,0,-1,-1->-1,,20
345,2025-09-04 22:00:00,9751.0,-1,HOLD,0,-1,-1->-1,,20
346,2025-09-04 23:00:00,9768.0,-1,HOLD,0,-1,-1->-1,,20
