bar_index,datetime,open,high,low,close,volume,swing_bias,internal_bias
314,2025-11-19 12:00:00,12050.0,12173.0,12050.0,12148.0,221327.0,1,1
315,2025-11-19 20:00:00,12289.0,12306.0,12148.0,12193.0,744539.0,1,1
316,2025-11-20 00:00:00,12193.0,12197.0,11912.0,12035.0,529529.0,1,1
317,2025-11-20 08:00:00,12119.0,12170.0,11999.0,12117.0,418417.0,1,1
318,2025-11-20 12:00:00,12096.0,12116.0,12014.0,12050.0,185962.0,1,1
319,2025-11-20 20:00:00,12066.0,12145.0,11960.0,12018.0,991389.0,1,1
320,2025-11-21 00:00:00,12018.0,12038.0,11904.0,11967.0,410248.0,1,1
321,2025-11-21 08:00:00,11970.0,11972.0,11718.0,11737.0,437354.0,1,1
322,2025-11-21 12:00:00,11744.0,11787.0,11661.0,11680.0,302462.0,1,-1
323,2025-11-21 20:00:00,11715.0,11826.0,11689.0,11759.0,743907.0,1,-1
324,2025-11-22 00:00:00,11759.0,11977.0,11751.0,11893.0,394835.0,1,-1
325,2025-11-24 08:00:00,11870.0,11888.0,11785.0,11837.0,292741.0,1,-1
326,2025-11-24 12:00:00,11849.0,11867.0,11800.0,11808.0,143371.0,1,-1
327,2025-11-24 20:00:00,11890.0,11942.0,11840.0,11927.0,570636.0,1,-1
328,2025-11-25 00:00:00,11927.0,12017.0,11919.0,11975.0,209110.0,1,-1
329,2025-11-25 08:00:00,12080.0,12208.0,12059.0,12198.0,383845.0,1,-1
330,2025-11-25 12:00:00,12192.0,12227.0,12101.0,12127.0,205789.0,1,-1
331,2025-11-25 20:00:00,12081.0,12201.0,11950.0,11995.0,849584.0,1,-1
332,2025-11-26 00:00:00,11995.0,12150.0,11987.0,12103.0,287469.0,1,-1
333,2025-11-26 08:00:00,12125.0,12276.0,12116.0,12240.0,311672.0,1,-1
334,2025-11-26 12:00:00,12267.0,12269.0,12186.0,12227.0,195044.0,1,-1
335,2025-11-26 20:00:00,12250.0,12319.0,12161.0,12315.0,829938.0,1,1
336,2025-11-27 00:00:00,12315.0,12462.0,12275.0,12450.0,394349.0,1,1
337,2025-11-27 08:00:00,12475.0,12483.0,12357.0,12371.0,351842.0,1,1
338,2025-11-27 12:00:00,12395.0,12540.0,12374.0,12525.0,251521.0,1,1
339,2025-11-27 20:00:00,12496.0,12501.0,12384.0,12415.0,670825.0,1,1
340,2025-11-28 00:00:00,12415.0,12528.0,12409.0,12490.0,210513.0,1,1
341,2025-11-28 08:00:00,12529.0,12744.0,12529.0,12718.0,529147.0,1,1
342,2025-11-28 12:00:00,12688.0,12755.0,12667.0,12727.0,220862.0,1,1
343,2025-11-28 20:00:00,12716.0,13012.0,12675.0,12992.0,1106523.0,1,1
344,2025-11-29 00:00:00,12992.0,13239.0,12985.0,13191.0,601668.0,1,1
345,2025-12-01 08:00:00,13376.0,13520.0,13255.0,13310.0,765139.0,1,1
346,2025-12-01 12:00:00,13240.0,13346.0,13218.0,13278.0,230054.0,1,1
347,2025-12-01 20:00:00,13305.0,13503.0,13303.0,13487.0,945436.0,1,1
348,2025-12-02 00:00:00,13487.0,13787.0,13483.0,13766.0,670657.0,1,1
349,2025-12-02 08:00:00,13550.0,13550.0,13326.0,13485.0,565958.0,1,1
350,2025-12-02 12:00:00,13498.0,13540.0,13379.0,13423.0,282538.0,1,1
351,2025-12-02 20:00:00,13491.0,13768.0,13430.0,13451.0,1254173.0,1,1
352,2025-12-03 00:00:00,13451.0,13717.0,13443.0,13640.0,383193.0,1,1
353,2025-12-03 08:00:00,13725.0,13866.0,13673.0,13854.0,462672.0,1,1
354,2025-12-03 12:00:00,13811.0,13811.0,13500.0,13582.0,564365.0,1,1
355,2025-12-03 20:00:00,13693.0,13826.0,13570.0,13673.0,1024562.0,1,1
356,2025-12-04 00:00:00,13673.0,13754.0,13541.0,13600.0,358383.0,1,1
357,2025-12-04 08:00:00,13645.0,13765.0,13592.0,13608.0,357246.0,1,1
358,2025-12-04 12:00:00,13615.0,13631.0,13322.0,13424.0,540696.0,1,1
359,2025-12-04 20:00:00,13376.0,13495.0,13232.0,13321.0,877435.0,1,1
360,2025-12-05 00:00:00,13321.0,13396.0,13315.0,13366.0,195966.0,1,1
361,2025-12-05 08:00:00,13342.0,13556.0,13319.0,13484.0,294518.0,1,1
362,2025-12-05 12:00:00,13550.0,13750.0,13550.0,13687.0,336295.0,1,1
363,2025-12-05 20:00:00,13669.0,13918.0,13572.0,13872.0,870576.0,1,1
364,2025-12-06 00:00:00,13872.0,13895.0,13643.0,13788.0,529185.0,1,1
365,2025-12-08 08:00:00,13769.0,13769.0,13470.0,13590.0,455496.0,1,1
366,2025-12-08 12:00:00,13601.0,13722.0,13597.0,13706.0,178474.0,1,1
367,2025-12-08 20:00:00,13731.0,13750.0,13543.0,13601.0,620598.0,1,1
368,2025-12-09 00:00:00,13601.0,13643.0,13554.0,13606.0,172500.0,1,1
369,2025-12-09 08:00:00,13608.0,13759.0,13576.0,13734.0,239870.0,1,1
370,2025-12-09 12:00:00,13680.0,13680.0,13517.0,13607.0,276062.0,1,1
371,2025-12-09 20:00:00,13761.0,14100.0,13735.0,14083.0,881896.0,1,1
372,2025-12-10 00:00:00,14083.0,14158.0,14055.0,14116.0,320563.0,1,1
373,2025-12-10 08:00:00,14169.0,14388.0,14155.0,14268.0,437484.0,1,1
374,2025-12-10 12:00:00,14261.0,14419.0,14260.0,14373.0,174899.0,1,1
375,2025-12-10 20:00:00,14293.0,14348.0,14068.0,14165.0,717329.0,1,1
376,2025-12-11 00:00:00,14165.0,14241.0,14151.0,14166.0,171176.0,1,1
377,2025-12-11 08:00:00,14471.0,14665.0,14442.0,14444.0,523804.0,1,1
378,2025-12-11 12:00:00,14415.0,14502.0,14336.0,14488.0,221196.0,1,1
379,2025-12-11 20:00:00,14526.0,14875.0,14486.0,14825.0,749334.0,1,1
380,2025-12-12 00:00:00,14825.0,15033.0,14797.0,15008.0,367261.0,1,1
381,2025-12-12 08:00:00,14820.0,14963.0,14703.0,14813.0,438238.0,1,1
382,2025-12-12 12:00:00,14852.0,14955.0,14852.0,14892.0,171751.0,1,1
383,2025-12-12 20:00:00,14978.0,15192.0,14487.0,14507.0,1149237.0,1,1
384,2025-12-13 00:00:00,14507.0,14567.0,14237.0,14437.0,702150.0,1,1
385,2025-12-15 08:00:00,14515.0,14698.0,14460.0,14603.0,334197.0,1,1
386,2025-12-15 12:00:00,14630.0,14804.0,14630.0,14793.0,171642.0,1,1
387,2025-12-15 20:00:00,14944.0,14957.0,14704.0,14849.0,700692.0,1,1
388,2025-12-16 00:00:00,14849.0,14853.0,14670.0,14815.0,243391.0,1,1
389,2025-12-16 08:00:00,14838.0,14926.0,14523.0,14600.0,416855.0,1,1
390,2025-12-16 12:00:00,14542.0,14690.0,14454.0,14666.0,210438.0,1,1
391,2025-12-16 20:00:00,14692.0,14826.0,14619.0,14767.0,609919.0,1,1
392,2025-12-17 00:00:00,14767.0,14795.0,14635.0,14731.0,221692.0,1,1
393,2025-12-17 08:00:00,14839.0,15477.0,14839.0,15428.0,586628.0,1,1
394,2025-12-17 12:00:00,15479.0,15555.0,15453.0,15512.0,208829.0,1,1
395,2025-12-17 20:00:00,15446.0,15575.0,15224.0,15351.0,798834.0,1,1
396,2025-12-18 00:00:00,15351.0,15666.0,15344.0,15594.0,325438.0,1,1
397,2025-12-18 08:00:00,15550.0,15568.0,15345.0,15501.0,303076.0,1,1
398,2025-12-18 12:00:00,15555.0,15568.0,15455.0,15521.0,144390.0,1,1
399,2025-12-18 20:00:00,15446.0,15519.0,15052.0,15269.0,953300.0,1,1
400,2025-12-19 00:00:00,15269.0,15448.0,15111.0,15228.0,413604.0,1,1
401,2025-12-19 08:00:00,15277.0,15293.0,15042.0,15210.0,342320.0,1,1
402,2025-12-19 12:00:00,15229.0,15422.0,15229.0,15376.0,195003.0,1,1
403,2025-12-19 20:00:00,15372.0,15594.0,15340.0,15590.0,640885.0,1,1
404,2025-12-20 00:00:00,15590.0,15769.0,15568.0,15746.0,344159.0,1,1
405,2025-12-22 08:00:00,15832.0,16237.0,15832.0,16205.0,420676.0,1,1
406,2025-12-22 12:00:00,16254.0,16282.0,16019.0,16210.0,298992.0,1,1
407,2025-12-22 20:00:00,16196.0,16265.0,16091.0,16180.0,484745.0,1,1
408,2025-12-23 00:00:00,16180.0,16205.0,16088.0,16126.0,146800.0,1,1
409,2025-12-23 08:00:00,16235.0,16573.0,16235.0,16535.0,387300.0,1,1
410,2025-12-23 12:00:00,16463.0,16495.0,16323.0,16441.0,211312.0,1,1
411,2025-12-23 20:00:00,16512.0,16978.0,16360.0,16658.0,668875.0,1,1
412,2025-12-24 00:00:00,16658.0,16972.0,16655.0,16961.0,209179.0,1,1
413,2025-12-24 08:00:00,17200.0,17487.0,17160.0,17401.0,334226.0,1,1
414,2025-12-24 12:00:00,17387.0,17671.0,17331.0,17609.0,154974.0,1,1
415,2025-12-24 20:00:00,17632.0,17650.0,16752.0,16988.0,782253.0,1,1
416,2025-12-25 00:00:00,16988.0,17350.0,16957.0,17211.0,234544.0,1,1
417,2025-12-25 08:00:00,17205.0,17208.0,16874.0,17107.0,185416.0,1,1
418,2025-12-25 12:00:00,17146.0,17437.0,17081.0,17397.0,111766.0,1,1
419,2025-12-25 20:00:00,17396.0,18079.0,17339.0,17985.0,452076.0,1,1
420,2025-12-26 00:00:00,17985.0,18166.0,17922.0,18131.0,77643.0,1,1
421,2025-12-26 08:00:00,18166.0,18604.0,18166.0,18316.0,311604.0,1,1
422,2025-12-26 12:00:00,18341.0,18658.0,18260.0,18319.0,143935.0,1,1
423,2025-12-26 20:00:00,18255.0,18850.0,18027.0,18836.0,350582.0,1,1
424,2025-12-27 00:00:00,18836.0,19215.0,18598.0,19204.0,227023.0,1,1
425,2025-12-29 08:00:00,18999.0,19998.0,18478.0,19788.0,425792.0,1,1
426,2025-12-29 12:00:00,19767.0,19949.0,17500.0,18205.0,439408.0,1,1
427,2025-12-29 20:00:00,18188.0,18617.0,17388.0,17516.0,1063100.0,1,1
428,2025-12-30 00:00:00,17516.0,17765.0,17188.0,17224.0,274784.0,1,1
429,2025-12-30 08:00:00,17625.0,18111.0,17405.0,18091.0,403412.0,1,1
430,2025-12-30 12:00:00,18121.0,18358.0,17902.0,18107.0,318211.0,1,1
431,2025-12-30 20:00:00,18539.0,18793.0,18260.0,18468.0,796297.0,1,1
432,2025-12-31 00:00:00,18468.0,18875.0,18361.0,18792.0,300734.0,1,1
433,2025-12-31 08:00:00,18150.0,18437.0,17333.0,17494.0,691187.0,1,1
434,2025-12-31 12:00:00,17462.0,17462.0,16870.0,17074.0,511288.0,1,-1
435,2026-01-05 08:00:00,18204.0,18399.0,17926.0,18232.0,492158.0,1,-1
436,2026-01-05 12:00:00,18232.0,18288.0,18058.0,18247.0,179653.0,1,-1
437,2026-01-05 20:00:00,18120.0,18858.0,18082.0,18828.0,767025.0,1,-1
438,2026-01-06 00:00:00,18828.0,19010.0,18651.0,18745.0,276137.0,1,-1
439,2026-01-06 08:00:00,18668.0,19559.0,18575.0,19495.0,506696.0,1,1
440,2026-01-06 12:00:00,19580.0,19714.0,19207.0,19452.0,380085.0,1,1
441,2026-01-06 20:00:00,19440.0,19886.0,19280.0,19777.0,770201.0,1,1
442,2026-01-07 00:00:00,19777.0,19999.0,19726.0,19820.0,299026.0,1,1
443,2026-01-07 08:00:00,20155.0,20235.0,19342.0,19703.0,645455.0,1,1
444,2026-01-07 12:00:00,19510.0,19574.0,19050.0,19290.0,457428.0,1,1
445,2026-01-07 20:00:00,19115.0,19233.0,18683.0,18876.0,943302.0,1,1
446,2026-01-08 00:00:00,18876.0,19289.0,18857.0,19020.0,336850.0,1,1
447,2026-01-08 08:00:00,19039.0,19443.0,18891.0,19016.0,462942.0,1,1
448,2026-01-08 12:00:00,18730.0,18730.0,18313.0,18450.0,399266.0,1,1
449,2026-01-08 20:00:00,18197.0,18418.0,17803.0,18374.0,628784.0,1,1
450,2026-01-09 00:00:00,18374.0,18535.0,18275.0,18368.0,191268.0,1,1
451,2026-01-09 08:00:00,18415.0,18850.0,18213.0,18518.0,308428.0,1,1
452,2026-01-09 12:00:00,18557.0,18809.0,18557.0,18731.0,144679.0,1,1
453,2026-01-09 20:00:00,18810.0,19653.0,18743.0,19646.0,489975.0,1,1
454,2026-01-10 00:00:00,19646.0,19673.0,19357.0,19438.0,211927.0,1,1
455,2026-01-12 08:00:00,20234.0,20685.0,20212.0,20651.0,323676.0,1,1
456,2026-01-12 12:00:00,20555.0,20998.0,20517.0,20945.0,181617.0,1,1
457,2026-01-12 20:00:00,20918.0,21428.0,20600.0,21182.0,579839.0,1,1
458,2026-01-13 00:00:00,21182.0,21518.0,21147.0,21268.0,129464.0,1,1
459,2026-01-13 08:00:00,21008.0,21390.0,20751.0,21192.0,263091.0,1,1
460,2026-01-13 12:00:00,21200.0,21255.0,20872.0,21004.0,169425.0,1,1
461,2026-01-13 20:00:00,21451.0,22432.0,21358.0,22339.0,565885.0,1,1
462,2026-01-14 00:00:00,22339.0,22446.0,21781.0,21943.0,161415.0,1,1
463,2026-01-14 08:00:00,22390.0,22849.0,22258.0,22620.0,241428.0,1,1
464,2026-01-14 12:00:00,22840.0,22995.0,22073.0,22763.0,307674.0,1,1
465,2026-01-14 20:00:00,23488.0,23688.0,22750.0,23218.0,540563.0,1,1
466,2026-01-15 00:00:00,23218.0,23321.0,22865.0,23270.0,148026.0,1,1
467,2026-01-15 08:00:00,23380.0,23439.0,21580.0,22064.0,544468.0,1,1
468,2026-01-15 12:00:00,22118.0,22671.0,21819.0,22665.0,229999.0,1,1
469,2026-01-15 20:00:00,22984.0,23030.0,22007.0,22649.0,532769.0,1,1
470,2026-01-16 00:00:00,22649.0,23098.0,22552.0,23089.0,168628.0,1,1
471,2026-01-16 08:00:00,22622.0,23123.0,22245.0,22516.0,312174.0,1,1
472,2026-01-16 12:00:00,22665.0,22865.0,22252.0,22483.0,181591.0,1,1
473,2026-01-16 20:00:00,22197.0,22300.0,21447.0,21780.0,696922.0,1,1
474,2026-01-17 00:00:00,21780.0,22019.0,21752.0,21998.0,178203.0,1,1
475,2026-01-19 08:00:00,23245.0,23577.0,22820.0,23060.0,316869.0,1,1
476,2026-01-19 12:00:00,23059.0,23200.0,22978.0,23189.0,86943.0,1,1
477,2026-01-19 20:00:00,23071.0,23360.0,22950.0,23258.0,215710.0,1,1
478,2026-01-20 00:00:00,23258.0,23568.0,23216.0,23565.0,82442.0,1,1
479,2026-01-20 08:00:00,23263.0,23396.0,22777.0,22974.0,244247.0,1,1
480,2026-01-20 12:00:00,23250.0,23324.0,22812.0,23062.0,173533.0,1,1
481,2026-01-20 20:00:00,23648.0,23690.0,22666.0,22909.0,437584.0,1,1
482,2026-01-21 00:00:00,22909.0,23115.0,22841.0,23027.0,101406.0,1,1
483,2026-01-21 08:00:00,23189.0,23209.0,22638.0,22871.0,198135.0,1,1
484,2026-01-21 12:00:00,22988.0,23288.0,22875.0,23131.0,133416.0,1,1
485,2026-01-21 20:00:00,23022.0,23380.0,22759.0,23059.0,380035.0,1,1
486,2026-01-22 00:00:00,23059.0,23108.0,22855.0,22938.0,93420.0,1,1
487,2026-01-22 08:00:00,22672.0,23126.0,22410.0,23078.0,193426.0,1,1
488,2026-01-22 12:00:00,23100.0,23347.0,23059.0,23339.0,103492.0,1,1
489,2026-01-22 20:00:00,23169.0,23981.0,23101.0,23916.0,280301.0,1,1
490,2026-01-23 00:00:00,23916.0,24378.0,23806.0,24315.0,163446.0,1,1
491,2026-01-23 08:00:00,24560.0,24950.0,24448.0,24790.0,206495.0,1,1
492,2026-01-23 12:00:00,24797.0,25050.0,24791.0,24965.0,103470.0,1,1
493,2026-01-23 20:00:00,25223.0,25495.0,24880.0,25390.0,295319.0,1,1
494,2026-01-24 00:00:00,25390.0,25838.0,25390.0,25650.0,155479.0,1,1
495,2026-01-26 08:00:00,26984.0,28226.0,26679.0,27508.0,328472.0,1,1
496,2026-01-26 12:00:00,27300.0,27510.0,26750.0,27207.0,186630.0,1,1
497,2026-01-26 20:00:00,27400.0,28518.0,27300.0,28411.0,376481.0,1,1
498,2026-01-27 00:00:00,28411.0,30020.0,28388.0,29005.0,314135.0,1,1
499,2026-01-27 08:00:00,27381.0,28480.0,27000.0,28038.0,254923.0,1,1
500,2026-01-27 12:00:00,27880.0,28494.0,27865.0,28300.0,93199.0,1,1
501,2026-01-27 20:00:00,28630.0,29497.0,27018.0,27893.0,631575.0,1,1
502,2026-01-28 00:00:00,27893.0,28300.0,27557.0,27702.0,156617.0,1,1
503,2026-01-28 08:00:00,29160.0,29317.0,28694.0,29211.0,195365.0,1,1
504,2026-01-28 12:00:00,29380.0,29502.0,28970.0,29219.0,101938.0,1,1
505,2026-01-28 20:00:00,28965.0,29336.0,28632.0,28895.0,290132.0,1,1
506,2026-01-29 00:00:00,28895.0,29151.0,28837.0,28885.0,75765.0,1,1
507,2026-01-29 08:00:00,29660.0,30444.0,29564.0,30175.0,209424.0,1,1
508,2026-01-29 12:00:00,30225.0,31488.0,30225.0,30891.0,184249.0,1,1
509,2026-01-29 20:00:00,31130.0,32382.0,27611.0,29215.0,674330.0,1,1
510,2026-01-30 00:00:00,29215.0,30600.0,28781.0,30358.0,251365.0,1,1
511,2026-01-30 08:00:00,30861.0,30888.0,28000.0,28918.0,297802.0,1,1
512,2026-01-30 12:00:00,29300.0,29310.0,27688.0,27941.0,161686.0,1,1
513,2026-01-30 20:00:00,25975.0,26780.0,25043.0,25774.0,537293.0,1,-1
514,2026-01-31 00:00:00,25774.0,25820.0,24832.0,24832.0,133876.0,1,-1
515,2026-02-02 08:00:00,24832.0,24832.0,24832.0,24832.0,2669.0,1,-1
516,2026-02-02 12:00:00,24832.0,24832.0,24832.0,24832.0,279.0,1,-1
517,2026-02-02 20:00:00,21992.0,22000.0,20600.0,20600.0,424698.0,1,-1
518,2026-02-03 00:00:00,20600.0,20600.0,20600.0,20600.0,794.0,1,-1
519,2026-02-03 08:00:00,20700.0,22300.0,20600.0,20728.0,352326.0,1,-1
520,2026-02-03 12:00:00,21128.0,21619.0,20838.0,21446.0,153237.0,1,-1
521,2026-02-03 20:00:00,22000.0,23188.0,21919.0,22861.0,469880.0,1,-1
522,2026-02-04 00:00:00,22861.0,23050.0,22073.0,22393.0,189933.0,1,-1
523,2026-02-04 08:00:00,22738.0,22910.0,22363.0,22661.0,160128.0,1,-1
524,2026-02-04 12:00:00,22860.0,23580.0,22651.0,23511.0,123272.0,1,-1
525,2026-02-04 20:00:00,23550.0,24570.0,22755.0,23067.0,589907.0,1,-1
526,2026-02-05 00:00:00,23067.0,23220.0,22185.0,22955.0,272157.0,1,-1
527,2026-02-05 08:00:00,23568.0,23710.0,18500.0,20000.0,534489.0,1,-1
528,2026-02-05 12:00:00,19947.0,20798.0,19028.0,20255.0,256649.0,1,-1
529,2026-02-05 20:00:00,19199.0,19998.0,18688.0,19181.0,571451.0,1,-1
530,2026-02-06 00:00:00,19181.0,19937.0,19155.0,19895.0,179583.0,1,-1
531,2026-02-06 08:00:00,18288.0,19327.0,17900.0,18779.0,313373.0,1,-1
532,2026-02-06 12:00:00,19300.0,19842.0,18720.0,18799.0,227137.0,1,-1
533,2026-02-06 20:00:00,19501.0,20056.0,18850.0,19294.0,479774.0,1,-1
534,2026-02-07 00:00:00,19294.0,19921.0,19081.0,19840.0,178243.0,1,-1
535,2026-02-09 08:00:00,20326.0,20988.0,20230.0,20779.0,236047.0,1,-1
536,2026-02-09 12:00:00,20900.0,21050.0,20555.0,20873.0,121191.0,1,-1
537,2026-02-09 20:00:00,20495.0,20770.0,20103.0,20742.0,275856.0,1,-1
538,2026-02-10 00:00:00,20742.0,20963.0,20710.0,20934.0,111066.0,1,-1
539,2026-02-10 08:00:00,20606.0,20876.0,20433.0,20509.0,138060.0,1,-1
540,2026-02-10 12:00:00,20400.0,20636.0,20271.0,20284.0,86575.0,1,-1
541,2026-02-10 20:00:00,20410.0,20795.0,20303.0,20371.0,216987.0,1,-1
542,2026-02-11 00:00:00,20371.0,20525.0,20050.0,20242.0,127120.0,1,-1
543,2026-02-11 08:00:00,20496.0,20666.0,20380.0,20647.0,87361.0,1,-1
544,2026-02-11 12:00:00,20647.0,20968.0,20555.0,20944.0,72611.0,1,-1
545,2026-02-11 20:00:00,21702.0,21720.0,20610.0,20820.0,296314.0,1,-1
546,2026-02-12 00:00:00,20820.0,21070.0,20677.0,20965.0,71519.0,1,-1
547,2026-02-12 08:00:00,20550.0,20863.0,20350.0,20802.0,93128.0,1,-1
548,2026-02-12 12:00:00,20835.0,20883.0,20558.0,20626.0,48045.0,1,-1
549,2026-02-12 20:00:00,20401.0,20819.0,20346.0,20712.0,121784.0,1,-1
550,2026-02-13 00:00:00,20712.0,20743.0,18930.0,19188.0,277291.0,1,-1
551,2026-02-13 08:00:00,18993.0,19540.0,18986.0,19443.0,85995.0,1,-1
552,2026-02-13 12:00:00,19430.0,19874.0,19155.0,19782.0,71385.0,1,-1
553,2026-02-24 08:00:00,22352.0,22366.0,21459.0,22153.0,136881.0,1,1
554,2026-02-24 12:00:00,22149.0,22660.0,22064.0,22327.0,73851.0,1,1
555,2026-02-24 20:00:00,22215.0,22479.0,21780.0,22210.0,166118.0,1,1
556,2026-02-25 00:00:00,22210.0,22278.0,22047.0,22179.0,44011.0,1,1
557,2026-02-25 08:00:00,22199.0,22854.0,22164.0,22789.0,106743.0,1,1
558,2026-02-25 12:00:00,22832.0,23311.0,22828.0,23029.0,96287.0,1,1
559,2026-02-25 20:00:00,22990.0,23209.0,22831.0,23081.0,135801.0,1,1
560,2026-02-26 00:00:00,23081.0,23394.0,23011.0,23365.0,39431.0,1,1
561,2026-02-26 08:00:00,22989.0,23150.0,22324.0,22563.0,135493.0,1,1
562,2026-02-26 12:00:00,22722.0,22767.0,22432.0,22572.0,46885.0,1,1
563,2026-02-26 20:00:00,22091.0,22339.0,21814.0,22220.0,186084.0,1,1
564,2026-02-27 00:00:00,22220.0,22268.0,22060.0,22219.0,48948.0,1,1
565,2026-02-27 08:00:00,22421.0,23100.0,22337.0,22821.0,104399.0,1,1
566,2026-02-27 12:00:00,22929.0,23138.0,22842.0,23019.0,49751.0,1,1
567,2026-02-27 20:00:00,23057.0,24031.0,22966.0,23921.0,229506.0,1,1
568,2026-02-28 00:00:00,23921.0,24059.0,23632.0,23927.0,78179.0,1,1
569,2026-03-02 08:00:00,24196.0,24333.0,23593.0,24082.0,157194.0,1,1
570,2026-03-02 12:00:00,24040.0,24460.0,23968.0,24431.0,60612.0,1,1
571,2026-03-02 20:00:00,24451.0,24500.0,22546.0,22923.0,308640.0,1,1
572,2026-03-03 00:00:00,22923.0,22999.0,22333.0,22939.0,106113.0,1,1
573,2026-03-03 08:00:00,23350.0,23441.0,22514.0,22983.0,118560.0,1,1
574,2026-03-03 12:00:00,22938.0,22950.0,21140.0,21645.0,180575.0,1,-1
575,2026-03-03 20:00:00,21285.0,21369.0,20402.0,21205.0,261622.0,1,-1
576,2026-03-04 00:00:00,21205.0,21587.0,21066.0,21521.0,107578.0,1,-1
577,2026-03-04 08:00:00,21515.0,22033.0,21123.0,21693.0,111686.0,1,-1
578,2026-03-04 12:00:00,21710.0,21858.0,21550.0,21854.0,45628.0,1,-1
579,2026-03-04 20:00:00,21860.0,22222.0,21460.0,21697.0,177648.0,1,-1
580,2026-03-05 00:00:00,21697.0,21776.0,21311.0,21546.0,55029.0,1,-1
581,2026-03-05 08:00:00,21720.0,22058.0,21686.0,21917.0,73661.0,1,-1
582,2026-03-05 12:00:00,21890.0,21910.0,20738.0,21639.0,106518.0,1,-1
583,2026-03-05 20:00:00,21700.0,21763.0,21068.0,21345.0,147183.0,1,-1
584,2026-03-06 00:00:00,21345.0,21384.0,21111.0,21305.0,43866.0,1,-1
585,2026-03-06 08:00:00,21369.0,21880.0,21189.0,21800.0,77839.0,1,-1
586,2026-03-06 12:00:00,21770.0,21783.0,21517.0,21740.0,36929.0,1,-1
587,2026-03-06 20:00:00,21111.0,21696.0,20801.0,21563.0,251638.0,1,-1
588,2026-03-07 00:00:00,21563.0,21735.0,21427.0,21692.0,70415.0,1,-1
589,2026-03-09 08:00:00,20970.0,21440.0,20345.0,21322.0,207811.0,1,-1
590,2026-03-09 12:00:00,21387.0,21850.0,21335.0,21547.0,89781.0,1,-1
591,2026-03-09 20:00:00,21550.0,21948.0,21409.0,21713.0,184995.0,1,-1
592,2026-03-10 00:00:00,21713.0,21827.0,21601.0,21738.0,53951.0,1,-1
593,2026-03-10 08:00:00,22144.0,23000.0,22135.0,22658.0,184532.0,1,1
594,2026-03-10 12:00:00,22675.0,22827.0,22651.0,22758.0,47562.0,1,1
595,2026-03-10 20:00:00,22680.0,22948.0,22560.0,22813.0,157544.0,1,1
596,2026-03-11 00:00:00,22813.0,22885.0,22222.0,22536.0,68027.0,1,1
597,2026-03-11 08:00:00,22797.0,22829.0,22372.0,22553.0,95006.0,1,1
598,2026-03-11 12:00:00,22463.0,22480.0,22206.0,22256.0,74406.0,1,1
599,2026-03-11 20:00:00,21771.0,22020.0,21555.0,21760.0,189253.0,1,1
600,2026-03-12 00:00:00,21760.0,21997.0,21666.0,21997.0,64281.0,1,1
601,2026-03-12 08:00:00,21921.0,21981.0,21630.0,21697.0,97316.0,1,1
602,2026-03-12 12:00:00,21678.0,22148.0,21633.0,22062.0,63159.0,1,1
603,2026-03-12 20:00:00,22314.0,22388.0,21574.0,21803.0,207171.0,1,1
604,2026-03-13 00:00:00,21803.0,21886.0,21700.0,21706.0,62500.0,1,1
605,2026-03-13 08:00:00,21758.0,21914.0,21501.0,21656.0,102979.0,1,1
606,2026-03-13 12:00:00,21626.0,21626.0,20828.0,20923.0,147308.0,1,-1
607,2026-03-13 20:00:00,21429.0,21457.0,20450.0,20486.0,281152.0,1,-1
608,2026-03-14 00:00:00,20486.0,20760.0,20220.0,20682.0,152427.0,1,-1
609,2026-03-16 08:00:00,20760.0,20788.0,19800.0,20182.0,213975.0,1,-1
610,2026-03-16 12:00:00,20150.0,20426.0,20066.0,20301.0,76407.0,1,-1
611,2026-03-16 20:00:00,20390.0,20720.0,20180.0,20371.0,256733.0,1,-1
612,2026-03-17 00:00:00,20371.0,20554.0,20230.0,20528.0,82493.0,1,-1
613,2026-03-17 08:00:00,20390.0,20678.0,20241.0,20630.0,108725.0,1,-1
614,2026-03-17 12:00:00,20750.0,20780.0,20303.0,20308.0,102158.0,1,-1
615,2026-03-17 20:00:00,20321.0,20486.0,19750.0,19997.0,231472.0,1,-1
616,2026-03-18 00:00:00,19997.0,20158.0,19928.0,20088.0,74248.0,1,-1
617,2026-03-18 08:00:00,20062.0,20246.0,19582.0,19770.0,155439.0,1,-1
618,2026-03-18 12:00:00,19858.0,20092.0,19714.0,19980.0,91703.0,1,-1
619,2026-03-18 20:00:00,19418.0,19450.0,18800.0,19089.0,305210.0,1,-1
620,2026-03-19 00:00:00,19089.0,19350.0,19066.0,19170.0,77933.0,1,-1
621,2026-03-19 08:00:00,19068.0,19150.0,18805.0,18935.0,135206.0,1,-1
622,2026-03-19 12:00:00,18850.0,18882.0,17701.0,17984.0,255758.0,1,-1
623,2026-03-19 20:00:00,16718.0,17563.0,16100.0,17390.0,583025.0,-1,-1
624,2026-03-20 00:00:00,17390.0,17720.0,17283.0,17660.0,133425.0,-1,-1
625,2026-03-20 08:00:00,17890.0,18598.0,17764.0,18493.0,219019.0,-1,-1
626,2026-03-20 12:00:00,18338.0,18388.0,17520.0,17625.0,198768.0,-1,-1
627,2026-03-20 20:00:00,17684.0,17899.0,16923.0,17171.0,480044.0,-1,-1
