bar_index,time,close,oracle_position,oracle_action,oracle_delta,oracle_prev_position,oracle_transition,oracle_entry_side,penalty_bp
142,2025-08-11 10:00:00,9213.0,1,HOLD,0,1,1->1,,80
143,2025-08-11 11:00:00,9208.0,1,HOLD,0,1,1->1,,80
144,2025-08-11 13:00:00,9228.0,1,HOLD,0,1,1->1,,80
145,2025-08-11 14:00:00,9210.0,1,HOLD,0,1,1->1,,80
146,2025-08-11 21:00:00,9177.0,1,HOLD,0,1,1->1,,80
147,2025-08-11 22:00:00,9158.0,1,HOLD,0,1,1->1,,80
148,2025-08-11 23:00:00,9156.0,1,HOLD,0,1,1->1,,80
149,2025-08-12 00:00:00,9148.0,1,HOLD,0,1,1->1,,80
150,2025-08-12 01:00:00,9158.0,1,HOLD,0,1,1->1,,80
151,2025-08-12 02:00:00,9158.0,1,HOLD,0,1,1->1,,80
152,2025-08-12 09:00:00,9168.0,1,HOLD,0,1,1->1,,80
153,2025-08-12 10:00:00,9175.0,1,HOLD,0,1,1->1,,80
154,2025-08-12 11:00:00,9198.0,1,HOLD,0,1,1->1,,80
155,2025-08-12 13:00:00,9212.0,1,HOLD,0,1,1->1,,80
156,2025-08-12 14:00:00,9187.0,1,HOLD,0,1,1->1,,80
157,2025-08-12 21:00:00,9169.0,1,HOLD,0,1,1->1,,80
158,2025-08-12 22:00:00,9148.0,1,HOLD,0,1,1->1,,80
159,2025-08-12 23:00:00,9202.0,1,HOLD,0,1,1->1,,80
160,2025-08-13 00:00:00,9206.0,1,HOLD,0,1,1->1,,80
161,2025-08-13 01:00:00,9201.0,1,HOLD,0,1,1->1,,80
162,2025-08-13 02:00:00,9205.0,1,HOLD,0,1,1->1,,80
163,2025-08-13 09:00:00,9241.0,1,HOLD,0,1,1->1,,80
164,2025-08-13 10:00:00,9260.0,1,HOLD,0,1,1->1,,80
165,2025-08-13 11:00:00,9266.0,1,HOLD,0,1,1->1,,80
166,2025-08-13 13:00:00,9271.0,1,HOLD,0,1,1->1,,80
167,2025-08-13 14:00:00,9300.0,1,HOLD,0,1,1->1,,80
168,2025-08-13 21:00:00,9311.0,1,HOLD,0,1,1->1,,80
169,2025-08-13 22:00:00,9324.0,1,HOLD,0,1,1->1,,80
170,2025-08-13 23:00:00,9316.0,1,HOLD,0,1,1->1,,80
171,2025-08-14 00:00:00,9320.0,1,HOLD,0,1,1->1,,80
172,2025-08-14 01:00:00,9320.0,1,HOLD,0,1,1->1,,80
173,2025-08-14 02:00:00,9318.0,1,HOLD,0,1,1->1,,80
174,2025-08-14 09:00:00,9345.0,1,HOLD,0,1,1->1,,80
175,2025-08-14 10:00:00,9353.0,-1,SELL,-2,1,1->-1,SELL,80
176,2025-08-14 11:00:00,9329.0,-1,HOLD,0,-1,-1->-1,,80
177,2025-08-14 13:00:00,9298.0,-1,HOLD,0,-1,-1->-1,,80
178,2025-08-14 14:00:00,9286.0,-1,HOLD,0,-1,-1->-1,,80
179,2025-08-14 21:00:00,9207.0,-1,HOLD,0,-1,-1->-1,,80
180,2025-08-14 22:00:00,9196.0,-1,HOLD,0,-1,-1->-1,,80
181,2025-08-14 23:00:00,9209.0,-1,HOLD,0,-1,-1->-1,,80
182,2025-08-15 00:00:00,9194.0,-1,HOLD,0,-1,-1->-1,,80
183,2025-08-15 01:00:00,9197.0,-1,HOLD,0,-1,-1->-1,,80
184,2025-08-15 02:00:00,9197.0,-1,HOLD,0,-1,-1->-1,,80
185,2025-08-15 09:00:00,9203.0,-1,HOLD,0,-1,-1->-1,,80
186,2025-08-15 10:00:00,9195.0,-1,HOLD,0,-1,-1->-1,,80
187,2025-08-15 11:00:00,9204.0,-1,HOLD,0,-1,-1->-1,,80
188,2025-08-15 13:00:00,9219.0,-1,HOLD,0,-1,-1->-1,,80
189,2025-08-15 14:00:00,9204.0,-1,HOLD,0,-1,-1->-1,,80
190,2025-08-15 21:00:00,9166.0,-1,HOLD,0,-1,-1->-1,,80
191,2025-08-15 22:00:00,9196.0,-1,HOLD,0,-1,-1->-1,,80
192,2025-08-15 23:00:00,9207.0,-1,HOLD,0,-1,-1->-1,,80
193,2025-08-16 00:00:00,9201.0,-1,HOLD,0,-1,-1->-1,,80
194,2025-08-16 01:00:00,9205.0,-1,HOLD,0,-1,-1->-1,,80
195,2025-08-16 02:00:00,9217.0,-1,HOLD,0,-1,-1->-1,,80
196,2025-08-18 09:00:00,9251.0,-1,HOLD,0,-1,-1->-1,,80
197,2025-08-18 10:00:00,9223.0,-1,HOLD,0,-1,-1->-1,,80
198,2025-08-18 11:00:00,9225.0,-1,HOLD,0,-1,-1->-1,,80
199,2025-08-18 13:00:00,9240.0,-1,HOLD,0,-1,-1->-1,,80
200,2025-08-18 14:00:00,9258.0,-1,HOLD,0,-1,-1->-1,,80
201,2025-08-18 21:00:00,9240.0,-1,HOLD,0,-1,-1->-1,,80
202,2025-08-18 22:00:00,9233.0,-1,HOLD,0,-1,-1->-1,,80
203,2025-08-18 23:00:00,9231.0,-1,HOLD,0,-1,-1->-1,,80
204,2025-08-19 00:00:00,9218.0,-1,HOLD,0,-1,-1->-1,,80
205,2025-08-19 01:00:00,9227.0,-1,HOLD,0,-1,-1->-1,,80
206,2025-08-19 02:00:00,9225.0,-1,HOLD,0,-1,-1->-1,,80
207,2025-08-19 09:00:00,9193.0,-1,HOLD,0,-1,-1->-1,,80
208,2025-08-19 10:00:00,9193.0,-1,HOLD,0,-1,-1->-1,,80
209,2025-08-19 11:00:00,9204.0,-1,HOLD,0,-1,-1->-1,,80
210,2025-08-19 13:00:00,9189.0,-1,HOLD,0,-1,-1->-1,,80
211,2025-08-19 14:00:00,9187.0,-1,HOLD,0,-1,-1->-1,,80
212,2025-08-19 21:00:00,9194.0,-1,HOLD,0,-1,-1->-1,,80
213,2025-08-19 22:00:00,9098.0,-1,HOLD,0,-1,-1->-1,,80
214,2025-08-19 23:00:00,9092.0,-1,HOLD,0,-1,-1->-1,,80
215,2025-08-20 00:00:00,9065.0,-1,HOLD,0,-1,-1->-1,,80
216,2025-08-20 01:00:00,9066.0,-1,HOLD,0,-1,-1->-1,,80
217,2025-08-20 02:00:00,9061.0,-1,HOLD,0,-1,-1->-1,,80
218,2025-08-20 09:00:00,9056.0,-1,HOLD,0,-1,-1->-1,,80
219,2025-08-20 10:00:00,9054.0,-1,HOLD,0,-1,-1->-1,,80
220,2025-08-20 11:00:00,9046.0,-1,HOLD,0,-1,-1->-1,,80
221,2025-08-20 13:00:00,9055.0,-1,HOLD,0,-1,-1->-1,,80
222,2025-08-20 14:00:00,9042.0,1,BUY,2,-1,-1->1,BUY,80
223,2025-08-20 21:00:00,9157.0,1,HOLD,0,1,1->1,,80
224,2025-08-20 22:00:00,9160.0,1,HOLD,0,1,1->1,,80
225,2025-08-20 23:00:00,9160.0,1,HOLD,0,1,1->1,,80
226,2025-08-21 00:00:00,9161.0,1,HOLD,0,1,1->1,,80
227,2025-08-21 01:00:00,9168.0,1,HOLD,0,1,1->1,,80
228,2025-08-21 02:00:00,9160.0,1,HOLD,0,1,1->1,,80
229,2025-08-21 09:00:00,9179.0,1,HOLD,0,1,1->1,,80
230,2025-08-21 10:00:00,9176.0,1,HOLD,0,1,1->1,,80
231,2025-08-21 11:00:00,9180.0,1,HOLD,0,1,1->1,,80
232,2025-08-21 13:00:00,9172.0,1,HOLD,0,1,1->1,,80
233,2025-08-21 14:00:00,9162.0,1,HOLD,0,1,1->1,,80
234,2025-08-21 21:00:00,9201.0,1,HOLD,0,1,1->1,,80
235,2025-08-21 22:00:00,9237.0,1,HOLD,0,1,1->1,,80
236,2025-08-21 23:00:00,9239.0,1,HOLD,0,1,1->1,,80
237,2025-08-22 00:00:00,9236.0,1,HOLD,0,1,1->1,,80
238,2025-08-22 01:00:00,9237.0,1,HOLD,0,1,1->1,,80
239,2025-08-22 02:00:00,9233.0,1,HOLD,0,1,1->1,,80
240,2025-08-22 09:00:00,9233.0,1,HOLD,0,1,1->1,,80
241,2025-08-22 10:00:00,9231.0,1,HOLD,0,1,1->1,,80
242,2025-08-22 11:00:00,9225.0,1,HOLD,0,1,1->1,,80
243,2025-08-22 13:00:00,9212.0,1,HOLD,0,1,1->1,,80
244,2025-08-22 14:00:00,9192.0,1,HOLD,0,1,1->1,,80
245,2025-08-22 21:00:00,9197.0,1,HOLD,0,1,1->1,,80
246,2025-08-22 22:00:00,9386.0,1,HOLD,0,1,1->1,,80
247,2025-08-22 23:00:00,9382.0,1,HOLD,0,1,1->1,,80
248,2025-08-23 00:00:00,9397.0,1,HOLD,0,1,1->1,,80
249,2025-08-23 01:00:00,9407.0,1,HOLD,0,1,1->1,,80
250,2025-08-23 02:00:00,9403.0,1,HOLD,0,1,1->1,,80
251,2025-08-25 09:00:00,9374.0,1,HOLD,0,1,1->1,,80
252,2025-08-25 10:00:00,9368.0,1,HOLD,0,1,1->1,,80
253,2025-08-25 11:00:00,9367.0,1,HOLD,0,1,1->1,,80
254,2025-08-25 13:00:00,9376.0,1,HOLD,0,1,1->1,,80
255,2025-08-25 14:00:00,9394.0,1,HOLD,0,1,1->1,,80
256,2025-08-25 21:00:00,9349.0,1,HOLD,0,1,1->1,,80
257,2025-08-25 22:00:00,9362.0,1,HOLD,0,1,1->1,,80
258,2025-08-25 23:00:00,9358.0,1,HOLD,0,1,1->1,,80
259,2025-08-26 00:00:00,9354.0,1,HOLD,0,1,1->1,,80
260,2025-08-26 01:00:00,9351.0,1,HOLD,0,1,1->1,,80
261,2025-08-26 02:00:00,9348.0,1,HOLD,0,1,1->1,,80
262,2025-08-26 09:00:00,9356.0,1,HOLD,0,1,1->1,,80
263,2025-08-26 10:00:00,9356.0,1,HOLD,0,1,1->1,,80
264,2025-08-26 11:00:00,9366.0,1,HOLD,0,1,1->1,,80
265,2025-08-26 13:00:00,9371.0,1,HOLD,0,1,1->1,,80
266,2025-08-26 14:00:00,9354.0,1,HOLD,0,1,1->1,,80
267,2025-08-26 21:00:00,9325.0,1,HOLD,0,1,1->1,,80
268,2025-08-26 22:00:00,9337.0,1,HOLD,0,1,1->1,,80
269,2025-08-26 23:00:00,9346.0,1,HOLD,0,1,1->1,,80
270,2025-08-27 00:00:00,9335.0,1,HOLD,0,1,1->1,,80
271,2025-08-27 01:00:00,9330.0,1,HOLD,0,1,1->1,,80
272,2025-08-27 02:00:00,9326.0,1,HOLD,0,1,1->1,,80
273,2025-08-27 09:00:00,9333.0,1,HOLD,0,1,1->1,,80
274,2025-08-27 10:00:00,9327.0,1,HOLD,0,1,1->1,,80
275,2025-08-27 11:00:00,9332.0,1,HOLD,0,1,1->1,,80
276,2025-08-27 13:00:00,9315.0,1,HOLD,0,1,1->1,,80
277,2025-08-27 14:00:00,9305.0,1,HOLD,0,1,1->1,,80
278,2025-08-27 21:00:00,9275.0,1,HOLD,0,1,1->1,,80
279,2025-08-27 22:00:00,9296.0,1,HOLD,0,1,1->1,,80
280,2025-08-27 23:00:00,9311.0,1,HOLD,0,1,1->1,,80
281,2025-08-28 00:00:00,9336.0,1,HOLD,0,1,1->1,,80
282,2025-08-28 01:00:00,9336.0,1,HOLD,0,1,1->1,,80
283,2025-08-28 02:00:00,9327.0,1,HOLD,0,1,1->1,,80
284,2025-08-28 09:00:00,9351.0,1,HOLD,0,1,1->1,,80
285,2025-08-28 10:00:00,9362.0,1,HOLD,0,1,1->1,,80
286,2025-08-28 11:00:00,9356.0,1,HOLD,0,1,1->1,,80
287,2025-08-28 13:00:00,9361.0,1,HOLD,0,1,1->1,,80
288,2025-08-28 14:00:00,9377.0,1,HOLD,0,1,1->1,,80
289,2025-08-28 21:00:00,9384.0,1,HOLD,0,1,1->1,,80
290,2025-08-28 22:00:00,9378.0,1,HOLD,0,1,1->1,,80
291,2025-08-28 23:00:00,9373.0,1,HOLD,0,1,1->1,,80
292,2025-08-29 00:00:00,9392.0,1,HOLD,0,1,1->1,,80
293,2025-08-29 01:00:00,9402.0,1,HOLD,0,1,1->1,,80
294,2025-08-29 02:00:00,9405.0,1,HOLD,0,1,1->1,,80
295,2025-08-29 09:00:00,9392.0,1,HOLD,0,1,1->1,,80
296,2025-08-29 10:00:00,9379.0,1,HOLD,0,1,1->1,,80
297,2025-08-29 11:00:00,9382.0,1,HOLD,0,1,1->1,,80
298,2025-08-29 13:00:00,9397.0,1,HOLD,0,1,1->1,,80
299,2025-08-29 14:00:00,9386.0,1,HOLD,0,1,1->1,,80
300,2025-08-29 21:00:00,9403.0,1,HOLD,0,1,1->1,,80
301,2025-08-29 22:00:00,9455.0,1,HOLD,0,1,1->1,,80
302,2025-08-29 23:00:00,9540.0,1,HOLD,0,1,1->1,,80
303,2025-08-30 00:00:00,9614.0,1,HOLD,0,1,1->1,,80
304,2025-08-30 01:00:00,9577.0,1,HOLD,0,1,1->1,,80
305,2025-08-30 02:00:00,9566.0,1,HOLD,0,1,1->1,,80
306,2025-09-01 09:00:00,9700.0,1,HOLD,0,1,1->1,,80
307,2025-09-01 10:00:00,9761.0,1,HOLD,0,1,1->1,,80
308,2025-09-01 11:00:00,9725.0,1,HOLD,0,1,1->1,,80
309,2025-09-01 13:00:00,9767.0,1,HOLD,0,1,1->1,,80
310,2025-09-01 14:00:00,9775.0,1,HOLD,0,1,1->1,,80
311,2025-09-01 21:00:00,9812.0,1,HOLD,0,1,1->1,,80
312,2025-09-01 22:00:00,9813.0,1,HOLD,0,1,1->1,,80
313,2025-09-01 23:00:00,9813.0,1,HOLD,0,1,1->1,,80
314,2025-09-02 00:00:00,9820.0,1,HOLD,0,1,1->1,,80
315,2025-09-02 01:00:00,9831.0,1,HOLD,0,1,1->1,,80
316,2025-09-02 02:00:00,9836.0,1,HOLD,0,1,1->1,,80
317,2025-09-02 09:00:00,9866.0,1,HOLD,0,1,1->1,,80
318,2025-09-02 10:00:00,9852.0,1,HOLD,0,1,1->1,,80
319,2025-09-02 11:00:00,9845.0,1,HOLD,0,1,1->1,,80
320,2025-09-02 13:00:00,9836.0,1,HOLD,0,1,1->1,,80
321,2025-09-02 14:00:00,9824.0,1,HOLD,0,1,1->1,,80
322,2025-09-02 21:00:00,9750.0,1,HOLD,0,1,1->1,,80
323,2025-09-02 22:00:00,9822.0,1,HOLD,0,1,1->1,,80
324,2025-09-02 23:00:00,9834.0,1,HOLD,0,1,1->1,,80
325,2025-09-03 00:00:00,9840.0,1,HOLD,0,1,1->1,,80
326,2025-09-03 01:00:00,9837.0,1,HOLD,0,1,1->1,,80
327,2025-09-03 02:00:00,9836.0,1,HOLD,0,1,1->1,,80
328,2025-09-03 09:00:00,9844.0,1,HOLD,0,1,1->1,,80
329,2025-09-03 10:00:00,9807.0,1,HOLD,0,1,1->1,,80
330,2025-09-03 11:00:00,9803.0,1,HOLD,0,1,1->1,,80
331,2025-09-03 13:00:00,9794.0,1,HOLD,0,1,1->1,,80
332,2025-09-03 14:00:00,9820.0,1,HOLD,0,1,1->1,,80
333,2025-09-03 21:00:00,9861.0,1,HOLD,0,1,1->1,,80
334,2025-09-03 22:00:00,9845.0,1,HOLD,0,1,1->1,,80
335,2025-09-03 23:00:00,9890.0,1,HOLD,0,1,1->1,,80
336,2025-09-04 00:00:00,9901.0,1,HOLD,0,1,1->1,,80
337,2025-09-04 01:00:00,9906.0,1,HOLD,0,1,1->1,,80
338,2025-09-04 02:00:00,9918.0,-1,SELL,-2,1,1->-1,SELL,80
339,2025-09-04 09:00:00,9805.0,-1,HOLD,0,-1,-1->-1,,80
340,2025-09-04 10:00:00,9749.0,-1,HOLD,0,-1,-1->-1,,80
341,2025-09-04 11:00:00,9750.0,-1,HOLD,0,-1,-1->-1,,80
342,2025-09-04 13:00:00,9759.0,-1,HOLD,0,-1,-1->-1,,80
343,2025-09-04 14:00:00,9773.0,-1,HOLD,0,-1,-1->-1,,80
344,2025-09-04 21:00:00,9740.0,-1,HOLD,0,-1,-1->-1,,80
345,2025-09-04 22:00:00,9751.0,-1,HOLD,0,-1,-1->-1,,80
346,2025-09-04 23:00:00,9768.0,-1,HOLD,0,-1,-1->-1,,80
347,2025-09-05 00:00:00,9763.0,-1,HOLD,0,-1,-1->-1,,80
348,2025-09-05 01:00:00,9722.0,1,BUY,2,-1,-1->1,BUY,80
349,2025-09-05 02:00:00,9734.0,1,HOLD,0,1,1->1,,80
