bar_index,datetime,open,high,low,close,volume,swing_bias,internal_bias,momentum_val,momentum_bcolor,momentum_scolor
711,2025-10-30 14:00:00,11220.0,11255.0,11205.0,11253.0,67697.0,1,1,11.361428571428434,green,black
712,2025-10-30 21:00:00,11246.0,11355.0,11235.0,11347.0,169281.0,1,1,11.959999999999724,lime,black
713,2025-10-30 22:00:00,11347.0,11440.0,11339.0,11419.0,161980.0,1,1,22.22642857142847,lime,gray
714,2025-10-30 23:00:00,11419.0,11460.0,11406.0,11444.0,78565.0,1,1,36.714999999999975,lime,gray
715,2025-10-31 00:00:00,11444.0,11449.0,11411.0,11442.0,42769.0,1,1,45.06892857142836,lime,gray
716,2025-10-31 01:00:00,11442.0,11482.0,11426.0,11445.0,31596.0,1,1,59.43607142857121,lime,gray
717,2025-10-31 02:00:00,11445.0,11454.0,11430.0,11448.0,11140.0,1,1,70.60035714285685,lime,gray
718,2025-10-31 09:00:00,11451.0,11534.0,11425.0,11480.0,118090.0,1,1,86.48178571428541,lime,gray
719,2025-10-31 10:00:00,11480.0,11498.0,11407.0,11425.0,81125.0,1,1,92.12714285714247,lime,gray
720,2025-10-31 11:00:00,11425.0,11433.0,11371.0,11393.0,53170.0,1,1,97.14535714285677,lime,gray
721,2025-10-31 13:00:00,11388.0,11420.0,11368.0,11409.0,41277.0,1,1,104.91571428571402,lime,gray
722,2025-10-31 14:00:00,11409.0,11484.0,11397.0,11441.0,88351.0,1,1,118.83857142857133,lime,gray
723,2025-10-31 21:00:00,11450.0,11480.0,11390.0,11412.0,127358.0,1,1,122.69499999999984,lime,gray
724,2025-10-31 22:00:00,11412.0,11433.0,11377.0,11410.0,82704.0,1,1,126.38642857142855,lime,gray
725,2025-10-31 23:00:00,11410.0,11437.0,11386.0,11389.0,69909.0,1,1,125.89892857142857,green,gray
726,2025-11-01 00:00:00,11389.0,11399.0,11300.0,11345.0,110562.0,1,1,111.92464285714277,green,gray
727,2025-11-01 01:00:00,11345.0,11393.0,11322.0,11375.0,53911.0,1,1,97.44928571428565,green,gray
728,2025-11-01 02:00:00,11375.0,11396.0,11371.0,11382.0,15889.0,1,1,73.53749999999998,green,gray
729,2025-11-03 09:00:00,11302.0,11386.0,11245.0,11350.0,127045.0,1,1,42.16321428571418,green,black
730,2025-11-03 10:00:00,11350.0,11435.0,11331.0,11428.0,60038.0,1,1,24.74607142857144,green,black
731,2025-11-03 11:00:00,11428.0,11449.0,11420.0,11423.0,27244.0,1,1,6.063928571428761,green,black
732,2025-11-03 13:00:00,11439.0,11466.0,11439.0,11451.0,28164.0,1,1,0.12392857142873481,green,black
733,2025-11-03 14:00:00,11451.0,11483.0,11436.0,11455.0,49210.0,1,1,1.7382142857146619,lime,black
734,2025-11-03 21:00:00,11453.0,11466.0,11412.0,11418.0,73228.0,1,1,-0.6760714285709355,red,black
735,2025-11-03 22:00:00,11418.0,11504.0,11417.0,11474.0,126369.0,1,1,8.334642857143137,lime,black
736,2025-11-03 23:00:00,11474.0,11493.0,11331.0,11375.0,166192.0,1,1,-0.2774999999998471,red,black
737,2025-11-04 00:00:00,11375.0,11399.0,11356.0,11389.0,63130.0,1,1,-3.8032142857142333,red,black
738,2025-11-04 01:00:00,11389.0,11399.0,11374.0,11381.0,20592.0,1,1,-3.4739285714286012,maroon,black
739,2025-11-04 02:00:00,11381.0,11383.0,11348.0,11350.0,12207.0,1,1,-12.133928571428626,red,black
740,2025-11-04 09:00:00,11313.0,11364.0,11296.0,11350.0,95030.0,1,1,-22.03678571428567,red,black
741,2025-11-04 10:00:00,11350.0,11352.0,11253.0,11293.0,71006.0,1,1,-39.12392857142848,red,black
742,2025-11-04 11:00:00,11293.0,11303.0,11270.0,11288.0,20939.0,1,1,-51.0625,red,black
743,2025-11-04 13:00:00,11280.0,11293.0,11213.0,11215.0,55410.0,1,-1,-74.48571428571425,red,black
744,2025-11-04 14:00:00,11215.0,11242.0,11188.0,11238.0,79750.0,1,-1,-88.87607142857142,red,black
745,2025-11-04 21:00:00,11235.0,11283.0,11183.0,11218.0,131609.0,1,-1,-105.54107142857158,red,gray
746,2025-11-04 22:00:00,11218.0,11247.0,11103.0,11178.0,183889.0,1,-1,-127.17035714285726,red,gray
747,2025-11-04 23:00:00,11178.0,11211.0,11138.0,11194.0,92023.0,1,-1,-140.2592857142858,red,gray
748,2025-11-05 00:00:00,11194.0,11274.0,11189.0,11256.0,68891.0,1,-1,-139.03928571428594,maroon,gray
749,2025-11-05 01:00:00,11256.0,11265.0,11211.0,11223.0,34756.0,1,-1,-146.64571428571443,red,gray
750,2025-11-05 02:00:00,11223.0,11235.0,11207.0,11226.0,10941.0,1,-1,-145.51714285714297,maroon,gray
751,2025-11-05 09:00:00,11138.0,11191.0,11116.0,11151.0,105035.0,1,-1,-156.90142857142877,red,gray
752,2025-11-05 10:00:00,11151.0,11226.0,11142.0,11217.0,48249.0,1,-1,-150.0892857142859,maroon,gray
753,2025-11-05 11:00:00,11217.0,11269.0,11212.0,11248.0,35840.0,1,-1,-134.38535714285703,maroon,gray
754,2025-11-05 13:00:00,11304.0,11320.0,11264.0,11277.0,51615.0,1,1,-114.88499999999988,maroon,gray
755,2025-11-05 14:00:00,11277.0,11294.0,11264.0,11276.0,42878.0,1,1,-88.21321428571427,maroon,black
756,2025-11-05 21:00:00,11290.0,11363.0,11255.0,11349.0,121545.0,1,1,-52.12428571428565,maroon,black
757,2025-11-05 22:00:00,11349.0,11365.0,11318.0,11329.0,80172.0,1,1,-19.60071428571412,maroon,black
758,2025-11-05 23:00:00,11329.0,11379.0,11296.0,11360.0,88157.0,1,1,18.526071428571612,lime,black
759,2025-11-06 00:00:00,11360.0,11372.0,11337.0,11366.0,34748.0,1,1,53.29500000000036,lime,black
760,2025-11-06 01:00:00,11366.0,11388.0,11355.0,11375.0,17521.0,1,1,87.12750000000051,lime,black
761,2025-11-06 02:00:00,11375.0,11382.0,11362.0,11381.0,8036.0,1,1,114.00214285714333,lime,gray
762,2025-11-06 09:00:00,11361.0,11364.0,11302.0,11324.0,66150.0,1,1,126.92571428571475,lime,gray
763,2025-11-06 10:00:00,11324.0,11381.0,11306.0,11366.0,38350.0,1,1,138.67035714285774,lime,gray
764,2025-11-06 11:00:00,11366.0,11373.0,11330.0,11368.0,23885.0,1,1,149.863214285715,lime,gray
765,2025-11-06 13:00:00,11400.0,11442.0,11394.0,11434.0,46536.0,1,1,165.1782142857147,lime,gray
766,2025-11-06 14:00:00,11434.0,11443.0,11404.0,11427.0,46101.0,1,1,171.74750000000046,lime,gray
767,2025-11-06 21:00:00,11451.0,11485.0,11444.0,11447.0,83733.0,1,1,176.91464285714326,lime,gray
768,2025-11-06 22:00:00,11447.0,11453.0,11365.0,11381.0,117088.0,1,1,171.9628571428575,green,gray
769,2025-11-06 23:00:00,11381.0,11388.0,11316.0,11322.0,124381.0,1,1,150.73357142857168,green,gray
770,2025-11-07 00:00:00,11322.0,11348.0,11307.0,11332.0,61052.0,1,1,130.24821428571448,green,gray
771,2025-11-07 01:00:00,11332.0,11365.0,11264.0,11356.0,77073.0,1,1,103.82500000000009,green,black
772,2025-11-07 02:00:00,11356.0,11375.0,11338.0,11359.0,19443.0,1,1,78.66750000000013,green,black
773,2025-11-07 09:00:00,11376.0,11450.0,11371.0,11439.0,78529.0,1,1,67.8185714285714,green,black
774,2025-11-07 10:00:00,11439.0,11447.0,11414.0,11429.0,23947.0,1,1,55.97214285714281,green,black
775,2025-11-07 11:00:00,11429.0,11437.0,11406.0,11421.0,14958.0,1,1,41.611428571428405,green,black
776,2025-11-07 13:00:00,11448.0,11471.0,11432.0,11445.0,30074.0,1,1,39.79571428571417,green,black
777,2025-11-07 14:00:00,11445.0,11493.0,11436.0,11484.0,54149.0,1,1,42.6296428571428,lime,black
778,2025-11-07 21:00:00,11458.0,11505.0,11425.0,11450.0,114506.0,1,1,41.33714285714288,green,black
779,2025-11-07 22:00:00,11450.0,11502.0,11406.0,11430.0,132557.0,1,1,37.37178571428571,green,black
780,2025-11-07 23:00:00,11430.0,11442.0,11384.0,11407.0,95471.0,1,1,30.680357142857304,green,black
781,2025-11-08 00:00:00,11407.0,11530.0,11406.0,11439.0,118557.0,1,1,30.390714285714424,green,black
782,2025-11-08 01:00:00,11439.0,11449.0,11367.0,11415.0,124030.0,1,1,20.647500000000193,green,black
783,2025-11-08 02:00:00,11415.0,11426.0,11402.0,11405.0,23432.0,1,1,13.452857142857354,green,black
784,2025-11-10 09:00:00,11472.0,11697.0,11472.0,11614.0,192897.0,1,1,37.51892857142889,lime,black
785,2025-11-10 10:00:00,11614.0,11622.0,11540.0,11607.0,82893.0,1,1,63.339642857143,lime,black
786,2025-11-10 11:00:00,11607.0,11658.0,11599.0,11647.0,23906.0,1,1,93.87750000000011,lime,gray
787,2025-11-10 13:00:00,11668.0,11715.0,11668.0,11706.0,48893.0,1,1,132.90249999999995,lime,gray
788,2025-11-10 14:00:00,11706.0,11734.0,11691.0,11719.0,58768.0,1,1,163.58785714285716,lime,gray
789,2025-11-10 21:00:00,11811.0,11833.0,11728.0,11737.0,131535.0,1,1,182.5707142857143,lime,gray
790,2025-11-10 22:00:00,11737.0,11784.0,11704.0,11777.0,102833.0,1,1,204.64285714285725,lime,gray
791,2025-11-10 23:00:00,11777.0,11787.0,11740.0,11753.0,59875.0,1,1,214.90071428571423,lime,gray
792,2025-11-11 00:00:00,11753.0,11805.0,11742.0,11804.0,40146.0,1,1,227.02249999999984,lime,gray
793,2025-11-11 01:00:00,11804.0,11850.0,11795.0,11848.0,37255.0,1,1,247.9610714285713,lime,gray
794,2025-11-11 02:00:00,11848.0,11871.0,11835.0,11868.0,17552.0,1,1,265.6060714285713,lime,gray
795,2025-11-11 09:00:00,11924.0,11961.0,11895.0,11907.0,120595.0,1,1,280.0307142857144,lime,gray
796,2025-11-11 10:00:00,11907.0,11915.0,11865.0,11900.0,43975.0,1,1,289.88392857142884,lime,gray
797,2025-11-11 11:00:00,11900.0,11944.0,11898.0,11936.0,22273.0,1,1,305.08178571428573,lime,gray
798,2025-11-11 13:00:00,11948.0,11948.0,11877.0,11911.0,42962.0,1,1,307.13678571428585,lime,gray
799,2025-11-11 14:00:00,11911.0,11928.0,11880.0,11880.0,56733.0,1,1,296.7117857142858,green,gray
800,2025-11-11 21:00:00,11910.0,11974.0,11904.0,11948.0,98465.0,1,1,291.24142857142886,green,gray
801,2025-11-11 22:00:00,11948.0,11963.0,11882.0,11902.0,97005.0,1,1,274.2582142857143,green,gray
802,2025-11-11 23:00:00,11902.0,11902.0,11820.0,11851.0,113867.0,1,1,239.44607142857163,green,gray
803,2025-11-12 00:00:00,11851.0,11914.0,11846.0,11895.0,56710.0,1,1,204.73607142857156,green,gray
804,2025-11-12 01:00:00,11895.0,11923.0,11888.0,11917.0,22242.0,1,1,183.85071428571433,green,gray
805,2025-11-12 02:00:00,11917.0,11922.0,11894.0,11921.0,10295.0,1,1,158.90964285714296,green,gray
806,2025-11-12 09:00:00,11954.0,11993.0,11928.0,11974.0,88949.0,1,1,142.29250000000002,green,gray
807,2025-11-12 10:00:00,11974.0,11997.0,11957.0,11982.0,38541.0,1,1,130.23035714285703,green,gray
808,2025-11-12 11:00:00,11982.0,11995.0,11959.0,11965.0,21519.0,1,1,114.81392857142868,green,gray
809,2025-11-12 13:00:00,11953.0,11960.0,11928.0,11944.0,32849.0,1,1,94.76678571428556,green,gray
810,2025-11-12 14:00:00,11944.0,12075.0,11943.0,12073.0,89175.0,1,1,96.9692857142856,lime,gray
811,2025-11-12 21:00:00,12095.0,12100.0,12036.0,12066.0,98394.0,1,1,91.07714285714275,green,gray
812,2025-11-12 22:00:00,12066.0,12220.0,12064.0,12207.0,154804.0,1,1,105.44392857142844,lime,gray
813,2025-11-12 23:00:00,12207.0,12357.0,12195.0,12319.0,192073.0,1,1,133.7824999999999,lime,gray
814,2025-11-13 00:00:00,12319.0,12483.0,12278.0,12468.0,155733.0,1,1,181.0303571428572,lime,gray
815,2025-11-13 01:00:00,12468.0,12492.0,12416.0,12465.0,107826.0,1,1,223.23321428571424,lime,gray
816,2025-11-13 02:00:00,12465.0,12520.0,12425.0,12508.0,40078.0,1,1,265.8835714285717,lime,gray
817,2025-11-13 09:00:00,12480.0,12490.0,12367.0,12472.0,129854.0,1,1,299.69214285714287,lime,gray
818,2025-11-13 10:00:00,12472.0,12505.0,12451.0,12468.0,45409.0,1,1,325.44035714285724,lime,gray
819,2025-11-13 11:00:00,12468.0,12569.0,12468.0,12535.0,51420.0,1,1,352.7457142857143,lime,gray
820,2025-11-13 13:00:00,12613.0,12639.0,12526.0,12562.0,78712.0,1,1,381.5907142857143,lime,gray
821,2025-11-13 14:00:00,12562.0,12601.0,12528.0,12588.0,76398.0,1,1,404.64071428571435,lime,gray
822,2025-11-13 21:00:00,12578.0,12580.0,12405.0,12492.0,207759.0,1,1,395.98392857142875,green,gray
823,2025-11-13 22:00:00,12492.0,12495.0,12334.0,12391.0,209002.0,1,1,363.79607142857174,green,gray
824,2025-11-13 23:00:00,12391.0,12428.0,12321.0,12355.0,135091.0,1,1,322.3803571428573,green,gray
825,2025-11-14 00:00:00,12355.0,12432.0,12353.0,12424.0,86635.0,1,1,288.68785714285707,green,gray
826,2025-11-14 01:00:00,12424.0,12454.0,12372.0,12434.0,54872.0,1,1,256.7317857142856,green,gray
827,2025-11-14 02:00:00,12434.0,12448.0,12398.0,12405.0,16901.0,1,1,216.94107142857138,green,gray
828,2025-11-14 09:00:00,12350.0,12418.0,12307.0,12400.0,107838.0,1,1,172.1267857142857,green,gray
829,2025-11-14 10:00:00,12400.0,12493.0,12394.0,12464.0,57347.0,1,1,133.88428571428574,green,gray
830,2025-11-14 11:00:00,12464.0,12505.0,12442.0,12500.0,28404.0,1,1,104.70249999999982,green,gray
831,2025-11-14 13:00:00,12368.0,12426.0,12367.0,12421.0,48554.0,1,1,56.40928571428543,green,black
832,2025-11-14 14:00:00,12421.0,12438.0,12343.0,12351.0,73806.0,1,1,-1.154285714285777,red,black
833,2025-11-14 21:00:00,12220.0,12251.0,11948.0,12000.0,471927.0,1,1,-100.49750000000023,red,black
834,2025-11-14 22:00:00,12000.0,12012.0,11888.0,12003.0,314659.0,1,1,-174.73285714285726,red,gray
835,2025-11-14 23:00:00,12003.0,12055.0,11971.0,12045.0,139992.0,1,1,-230.7410714285718,red,gray
836,2025-11-15 00:00:00,12045.0,12088.0,12024.0,12071.0,82599.0,1,1,-268.43892857142885,red,gray
837,2025-11-15 01:00:00,12071.0,12078.0,12024.0,12039.0,59197.0,1,1,-305.8667857142861,red,gray
838,2025-11-15 02:00:00,12039.0,12040.0,11980.0,11994.0,37847.0,1,1,-342.504285714286,red,gray
839,2025-11-17 09:00:00,11980.0,12058.0,11967.0,11975.0,138396.0,1,1,-367.2760714285719,red,gray
840,2025-11-17 10:00:00,11975.0,12023.0,11926.0,11983.0,86226.0,1,1,-377.11821428571477,red,gray
841,2025-11-17 11:00:00,11983.0,12022.0,11959.0,11971.0,46669.0,1,1,-375.42821428571483,maroon,gray
842,2025-11-17 13:00:00,11906.0,11941.0,11854.0,11935.0,90858.0,1,1,-375.5910714285717,red,gray
843,2025-11-17 14:00:00,11935.0,11975.0,11918.0,11933.0,90175.0,1,1,-379.1175000000004,red,gray
844,2025-11-17 21:00:00,11970.0,12027.0,11901.0,11918.0,203978.0,1,1,-382.87928571428597,red,gray
845,2025-11-17 22:00:00,11918.0,11994.0,11895.0,11986.0,186005.0,1,1,-362.45392857142895,maroon,gray
846,2025-11-17 23:00:00,11986.0,12009.0,11943.0,11976.0,122459.0,1,1,-337.62000000000035,maroon,gray
847,2025-11-18 00:00:00,11976.0,11993.0,11914.0,11976.0,97655.0,1,1,-310.504642857143,maroon,gray
848,2025-11-18 01:00:00,11976.0,11999.0,11967.0,11982.0,40006.0,1,1,-278.3932142857145,maroon,gray
849,2025-11-18 02:00:00,11982.0,11997.0,11970.0,11983.0,17080.0,1,1,-236.07107142857143,maroon,gray
850,2025-11-18 09:00:00,11869.0,11869.0,11770.0,11793.0,191212.0,1,-1,-214.97821428571427,maroon,gray
851,2025-11-18 10:00:00,11793.0,11840.0,11772.0,11780.0,75233.0,1,-1,-197.30321428571423,maroon,gray
852,2025-11-18 11:00:00,11780.0,11796.0,11766.0,11793.0,44207.0,1,-1,-172.28107142857118,maroon,black
853,2025-11-18 13:00:00,11769.0,11787.0,11745.0,11763.0,72689.0,1,-1,-169.79178571428565,maroon,gray
854,2025-11-18 14:00:00,11763.0,11767.0,11696.0,11699.0,107402.0,1,-1,-175.34785714285704,red,gray
855,2025-11-18 21:00:00,11760.0,11885.0,11760.0,11865.0,226503.0,1,-1,-145.74428571428575,maroon,gray
856,2025-11-18 22:00:00,11865.0,11979.0,11857.0,11916.0,252675.0,1,-1,-105.23321428571418,maroon,gray
857,2025-11-18 23:00:00,11916.0,11951.0,11876.0,11896.0,189820.0,1,-1,-72.69392857142839,maroon,gray
858,2025-11-19 00:00:00,11896.0,11951.0,11870.0,11941.0,103459.0,1,-1,-38.738214285714264,maroon,black
859,2025-11-19 01:00:00,11941.0,11960.0,11919.0,11951.0,45357.0,1,-1,-6.88178571428557,maroon,gray
860,2025-11-19 02:00:00,11951.0,11964.0,11935.0,11949.0,18457.0,1,-1,22.617857142857304,lime,gray
861,2025-11-19 09:00:00,11957.0,11988.0,11920.0,11954.0,115912.0,1,-1,49.12500000000006,lime,gray
862,2025-11-19 10:00:00,11954.0,12107.0,11948.0,12040.0,136651.0,1,1,83.09821428571439,lime,gray
863,2025-11-19 11:00:00,12040.0,12051.0,12001.0,12014.0,50125.0,1,1,107.15928571428577,lime,gray
864,2025-11-19 13:00:00,12050.0,12139.0,12050.0,12135.0,99647.0,1,1,145.6739285714288,lime,gray
865,2025-11-19 14:00:00,12135.0,12173.0,12119.0,12148.0,121680.0,1,1,185.45499999999998,lime,gray
866,2025-11-19 21:00:00,12289.0,12299.0,12177.0,12207.0,296371.0,1,1,223.825,lime,gray
867,2025-11-19 22:00:00,12207.0,12263.0,12148.0,12255.0,224202.0,1,1,265.0060714285713,lime,gray
868,2025-11-19 23:00:00,12255.0,12306.0,12176.0,12193.0,223966.0,1,1,288.6999999999998,lime,gray
869,2025-11-20 00:00:00,12193.0,12197.0,11990.0,12008.0,264668.0,1,1,274.13107142857143,green,gray
870,2025-11-20 01:00:00,12008.0,12012.0,11912.0,12006.0,210940.0,1,1,242.4899999999999,green,gray
871,2025-11-20 02:00:00,12006.0,12056.0,12002.0,12035.0,53921.0,1,1,211.28107142857112,green,gray
872,2025-11-20 09:00:00,12119.0,12170.0,12088.0,12105.0,182064.0,1,1,194.74142857142826,green,gray
873,2025-11-20 10:00:00,12105.0,12110.0,11999.0,12070.0,159012.0,1,1,168.29535714285694,green,gray
874,2025-11-20 11:00:00,12070.0,12149.0,12068.0,12117.0,77341.0,1,1,137.9999999999999,green,gray
875,2025-11-20 13:00:00,12096.0,12116.0,12070.0,12074.0,54443.0,1,1,107.11999999999985,green,gray
876,2025-11-20 14:00:00,12074.0,12113.0,12014.0,12050.0,131519.0,1,1,75.59071428571403,green,black
877,2025-11-20 21:00:00,12066.0,12112.0,11960.0,12030.0,412905.0,1,1,39.13535714285706,green,black
878,2025-11-20 22:00:00,12030.0,12145.0,11992.0,12087.0,361340.0,1,1,15.993571428571187,green,black
879,2025-11-20 23:00:00,12087.0,12104.0,12018.0,12018.0,217144.0,1,1,-17.665714285714472,red,black
880,2025-11-21 00:00:00,12018.0,12038.0,11916.0,11935.0,212981.0,1,1,-64.74464285714296,red,black
881,2025-11-21 01:00:00,11935.0,11965.0,11904.0,11960.0,147951.0,1,1,-103.08571428571423,red,black
882,2025-11-21 02:00:00,11960.0,12005.0,11955.0,11967.0,49316.0,1,1,-130.54749999999999,red,black
883,2025-11-21 09:00:00,11970.0,11972.0,11838.0,11887.0,208837.0,1,-1,-168.332857142857,red,black
884,2025-11-21 10:00:00,11887.0,11935.0,11799.0,11802.0,114947.0,1,-1,-203.6460714285713,red,black
885,2025-11-21 11:00:00,11802.0,11807.0,11718.0,11737.0,113570.0,1,-1,-238.6803571428571,red,gray
886,2025-11-21 13:00:00,11744.0,11787.0,11661.0,11708.0,135847.0,1,-1,-264.8292857142858,red,gray
887,2025-11-21 14:00:00,11708.0,11760.0,11669.0,11680.0,166615.0,1,-1,-281.9278571428572,red,gray
888,2025-11-21 21:00:00,11715.0,11808.0,11689.0,11806.0,285659.0,1,-1,-267.41249999999997,maroon,gray
889,2025-11-21 22:00:00,11806.0,11826.0,11702.0,11744.0,252528.0,1,-1,-275.5492857142857,red,gray
890,2025-11-21 23:00:00,11744.0,11784.0,11705.0,11759.0,205720.0,1,-1,-277.49749999999995,red,gray
891,2025-11-22 00:00:00,11759.0,11974.0,11751.0,11973.0,188700.0,1,-1,-234.57107142857166,maroon,gray
892,2025-11-22 01:00:00,11973.0,11977.0,11873.0,11907.0,162983.0,1,-1,-195.962142857143,maroon,gray
893,2025-11-22 02:00:00,11907.0,11915.0,11882.0,11893.0,43152.0,1,-1,-161.88785714285717,maroon,gray
894,2025-11-24 09:00:00,11870.0,11888.0,11785.0,11791.0,172019.0,1,-1,-141.96392857142877,maroon,gray
895,2025-11-24 10:00:00,11791.0,11877.0,11788.0,11815.0,83698.0,1,-1,-120.96964285714317,maroon,gray
896,2025-11-24 11:00:00,11815.0,11848.0,11808.0,11837.0,37024.0,1,-1,-96.7732142857145,maroon,gray
897,2025-11-24 13:00:00,11849.0,11864.0,11821.0,11840.0,46899.0,1,-1,-73.1125000000001,maroon,gray
898,2025-11-24 14:00:00,11840.0,11867.0,11800.0,11808.0,96472.0,1,-1,-47.995000000000005,maroon,black
899,2025-11-24 21:00:00,11890.0,11931.0,11864.0,11870.0,221250.0,1,-1,-13.94035714285721,maroon,black
900,2025-11-24 22:00:00,11870.0,11907.0,11840.0,11894.0,199211.0,1,-1,16.583928571428373,lime,black
901,2025-11-24 23:00:00,11894.0,11942.0,11894.0,11927.0,150175.0,1,-1,52.97392857142847,lime,black
902,2025-11-25 00:00:00,11927.0,11960.0,11919.0,11952.0,86933.0,1,-1,93.0582142857142,lime,black
903,2025-11-25 01:00:00,11952.0,12017.0,11925.0,11974.0,86893.0,1,-1,125.39750000000015,lime,black
904,2025-11-25 02:00:00,11974.0,11984.0,11951.0,11975.0,35284.0,1,-1,145.88750000000016,lime,gray
905,2025-11-25 09:00:00,12080.0,12162.0,12059.0,12143.0,222855.0,1,1,180.06500000000023,lime,gray
906,2025-11-25 10:00:00,12143.0,12208.0,12135.0,12175.0,103856.0,1,1,207.60500000000002,lime,gray
907,2025-11-25 11:00:00,12175.0,12206.0,12162.0,12198.0,57134.0,1,1,226.91285714285715,lime,gray
908,2025-11-25 13:00:00,12192.0,12227.0,12165.0,12214.0,62657.0,1,1,254.03035714285716,lime,gray
909,2025-11-25 14:00:00,12214.0,12220.0,12101.0,12127.0,143132.0,1,1,252.49285714285728,green,gray
910,2025-11-25 21:00:00,12081.0,12201.0,12071.0,12179.0,244572.0,1,1,253.6242857142861,lime,gray
911,2025-11-25 22:00:00,12179.0,12183.0,11950.0,12025.0,378542.0,1,1,240.7446428571431,green,gray
912,2025-11-25 23:00:00,12025.0,12061.0,11987.0,11995.0,226470.0,1,1,216.57821428571458,green,gray
913,2025-11-26 00:00:00,11995.0,12074.0,11987.0,12056.0,115335.0,1,1,201.96214285714314,green,gray
914,2025-11-26 01:00:00,12056.0,12150.0,12056.0,12094.0,138634.0,1,1,182.5582142857143,green,gray
915,2025-11-26 02:00:00,12094.0,12118.0,12094.0,12103.0,33500.0,1,1,163.21464285714302,green,gray
916,2025-11-26 09:00:00,12125.0,12204.0,12116.0,12171.0,135761.0,1,1,155.3696428571429,green,gray
917,2025-11-26 10:00:00,12171.0,12276.0,12166.0,12242.0,131531.0,1,1,154.57035714285735,green,gray
918,2025-11-26 11:00:00,12242.0,12254.0,12216.0,12240.0,44380.0,1,1,144.7007142857145,green,gray
919,2025-11-26 13:00:00,12267.0,12269.0,12213.0,12227.0,72082.0,1,1,135.7353571428574,green,gray
920,2025-11-26 14:00:00,12227.0,12238.0,12186.0,12227.0,122962.0,1,1,124.28785714285723,green,gray
921,2025-11-26 21:00:00,12250.0,12310.0,12235.0,12247.0,325467.0,1,1,114.74285714285706,green,gray
922,2025-11-26 22:00:00,12247.0,12272.0,12176.0,12179.0,277739.0,1,1,94.02749999999992,green,gray
923,2025-11-26 23:00:00,12179.0,12319.0,12161.0,12315.0,226732.0,1,1,97.47964285714295,lime,black
924,2025-11-27 00:00:00,12315.0,12379.0,12275.0,12370.0,197409.0,1,1,105.7242857142859,lime,black
925,2025-11-27 01:00:00,12370.0,12409.0,12340.0,12402.0,121457.0,1,1,128.5289285714289,lime,gray
926,2025-11-27 02:00:00,12402.0,12462.0,12402.0,12450.0,75483.0,1,1,157.7250000000002,lime,gray
927,2025-11-27 09:00:00,12475.0,12483.0,12369.0,12399.0,213201.0,1,1,176.27785714285753,lime,gray
928,2025-11-27 10:00:00,12399.0,12432.0,12374.0,12375.0,88533.0,1,1,190.58500000000012,lime,gray
929,2025-11-27 11:00:00,12375.0,12393.0,12357.0,12371.0,50108.0,1,1,194.83178571428604,lime,gray
930,2025-11-27 13:00:00,12395.0,12413.0,12374.0,12405.0,50741.0,1,1,207.64535714285736,lime,gray
931,2025-11-27 14:00:00,12405.0,12540.0,12403.0,12525.0,200780.0,1,1,220.00428571428566,lime,gray
932,2025-11-27 21:00:00,12496.0,12501.0,12384.0,12408.0,309934.0,1,1,202.28250000000008,green,gray
933,2025-11-27 22:00:00,12408.0,12465.0,12392.0,12406.0,216918.0,1,1,183.19750000000013,green,gray
934,2025-11-27 23:00:00,12406.0,12445.0,12398.0,12415.0,143973.0,1,1,164.8542857142859,green,gray
935,2025-11-28 00:00:00,12415.0,12462.0,12409.0,12459.0,88982.0,1,1,151.79142857142864,green,gray
936,2025-11-28 01:00:00,12459.0,12511.0,12440.0,12506.0,76871.0,1,1,149.24071428571412,green,gray
937,2025-11-28 02:00:00,12506.0,12528.0,12457.0,12490.0,44660.0,1,1,147.36142857142855,green,gray
938,2025-11-28 09:00:00,12529.0,12705.0,12529.0,12647.0,292522.0,1,1,163.74607142857116,lime,gray
939,2025-11-28 10:00:00,12647.0,12708.0,12625.0,12698.0,137493.0,1,1,184.18678571428538,lime,gray
940,2025-11-28 11:00:00,12698.0,12744.0,12681.0,12718.0,99132.0,1,1,200.44857142857114,lime,gray
941,2025-11-28 13:00:00,12688.0,12713.0,12667.0,12701.0,71686.0,1,1,209.11714285714237,lime,gray
942,2025-11-28 14:00:00,12701.0,12755.0,12685.0,12727.0,149176.0,1,1,210.35428571428545,lime,gray
943,2025-11-28 21:00:00,12716.0,12768.0,12675.0,12755.0,240543.0,1,1,217.8517857142856,lime,gray
944,2025-11-28 22:00:00,12755.0,12978.0,12747.0,12931.0,551766.0,1,1,244.68749999999974,lime,gray
945,2025-11-28 23:00:00,12931.0,13012.0,12867.0,12992.0,314214.0,1,1,277.65821428571405,lime,gray
946,2025-11-29 00:00:00,12992.0,13048.0,12985.0,13043.0,172227.0,1,1,316.35321428571416,lime,gray
947,2025-11-29 01:00:00,13043.0,13239.0,13040.0,13200.0,299961.0,1,1,363.39107142857154,lime,gray
948,2025-11-29 02:00:00,13200.0,13226.0,13108.0,13191.0,129480.0,1,1,397.91642857142847,lime,gray
949,2025-12-01 09:00:00,13376.0,13520.0,13255.0,13518.0,434773.0,1,1,468.76892857142866,lime,gray
950,2025-12-01 10:00:00,13518.0,13518.0,13331.0,13429.0,211111.0,1,1,513.1371428571426,lime,gray
