region,wf,cost_R,n,resolved_n,gross_E_R_lower,net_E_R_lower,gross_E_R_upper,net_E_R_upper,target_first_rate,stop_first_rate,ambiguous_rate,censored_rate,break_even_cost_R
WHOLE_POLICY,ALL,0.0,9015,8771,0.027067194257687176,0.027067194257687176,0.034907874911920746,0.034907874911920746,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.027067194257687176
WHOLE_POLICY,ALL,0.01,9015,8771,0.027067194257687176,0.017067194257687178,0.034907874911920746,0.024907874911920744,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.027067194257687176
WHOLE_POLICY,ALL,0.02,9015,8771,0.027067194257687176,0.007067194257687176,0.034907874911920746,0.014907874911920745,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.027067194257687176
WHOLE_POLICY,ALL,0.03,9015,8771,0.027067194257687176,-0.0029328057423128225,0.034907874911920746,0.004907874911920747,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.027067194257687176
WHOLE_POLICY,ALL,0.05,9015,8771,0.027067194257687176,-0.022932805742312826,0.034907874911920746,-0.015092125088079257,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.027067194257687176
WHOLE_POLICY,ALL,0.1,9015,8771,0.027067194257687176,-0.07293280574231283,0.034907874911920746,-0.06509212508807927,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.00011092623405435385,0.027067194257687176
WHOLE_POLICY,WF1,0.0,3160,3060,0.03319231678988429,0.03319231678988429,0.04310600876239979,0.04310600876239979,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.03319231678988429
WHOLE_POLICY,WF1,0.01,3160,3060,0.03319231678988429,0.023192316789884287,0.04310600876239979,0.03310600876239979,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.03319231678988429
WHOLE_POLICY,WF1,0.02,3160,3060,0.03319231678988429,0.013192316789884289,0.04310600876239979,0.02310600876239979,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.03319231678988429
WHOLE_POLICY,WF1,0.03,3160,3060,0.03319231678988429,0.0031923167898842905,0.04310600876239979,0.013106008762399791,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.03319231678988429
WHOLE_POLICY,WF1,0.05,3160,3060,0.03319231678988429,-0.016807683210115713,0.04310600876239979,-0.006893991237600212,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.03319231678988429
WHOLE_POLICY,WF1,0.1,3160,3060,0.03319231678988429,-0.06680768321011571,0.04310600876239979,-0.056893991237600215,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.00031645569620253165,0.03319231678988429
WHOLE_POLICY,WF2,0.0,2847,2806,0.012635080869326389,0.012635080869326389,0.019189555366663523,0.019189555366663523,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.012635080869326389
WHOLE_POLICY,WF2,0.01,2847,2806,0.012635080869326389,0.0026350808693263884,0.019189555366663523,0.009189555366663523,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.012635080869326389
WHOLE_POLICY,WF2,0.02,2847,2806,0.012635080869326389,-0.007364919130673612,0.019189555366663523,-0.0008104446333364775,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.012635080869326389
WHOLE_POLICY,WF2,0.03,2847,2806,0.012635080869326389,-0.01736491913067361,0.019189555366663523,-0.010810444633336476,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.012635080869326389
WHOLE_POLICY,WF2,0.05,2847,2806,0.012635080869326389,-0.037364919130673614,0.019189555366663523,-0.03081044463333648,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.012635080869326389
WHOLE_POLICY,WF2,0.1,2847,2806,0.012635080869326389,-0.08736491913067362,0.019189555366663523,-0.08081044463333648,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.00035124692658939234,0.012635080869326389
WHOLE_POLICY,WF3,0.0,3008,2905,0.03455553684605798,0.03455553684605798,0.041454971318642196,0.041454971318642196,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.03455553684605798
WHOLE_POLICY,WF3,0.01,3008,2905,0.03455553684605798,0.024555536846057976,0.041454971318642196,0.031454971318642194,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.03455553684605798
WHOLE_POLICY,WF3,0.02,3008,2905,0.03455553684605798,0.014555536846057978,0.041454971318642196,0.021454971318642196,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.03455553684605798
WHOLE_POLICY,WF3,0.03,3008,2905,0.03455553684605798,0.0045555368460579795,0.041454971318642196,0.011454971318642197,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.03455553684605798
WHOLE_POLICY,WF3,0.05,3008,2905,0.03455553684605798,-0.015444463153942024,0.041454971318642196,-0.008545028681357807,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.03455553684605798
WHOLE_POLICY,WF3,0.1,3008,2905,0.03455553684605798,-0.06544446315394203,0.041454971318642196,-0.05854502868135781,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.0003324468085106383,0.03455553684605798
R1,WF1,0.0,465,401,0.13084485481769267,0.13084485481769267,0.13084485481769267,0.13084485481769267,0.002150537634408602,0.002150537634408602,0.0,0.002150537634408602,0.13084485481769267
R1,WF1,0.01,465,401,0.13084485481769267,0.12084485481769268,0.13084485481769267,0.12084485481769268,0.002150537634408602,0.002150537634408602,0.0,0.002150537634408602,0.13084485481769267
R1,WF1,0.02,465,401,0.13084485481769267,0.11084485481769267,0.13084485481769267,0.11084485481769267,0.002150537634408602,0.002150537634408602,0.0,0.002150537634408602,0.13084485481769267
R1,WF1,0.03,465,401,0.13084485481769267,0.10084485481769268,0.13084485481769267,0.10084485481769268,0.002150537634408602,0.002150537634408602,0.0,0.002150537634408602,0.13084485481769267
R1,WF1,0.05,465,401,0.13084485481769267,0.08084485481769267,0.13084485481769267,0.08084485481769267,0.002150537634408602,0.002150537634408602,0.0,0.002150537634408602,0.13084485481769267
R1,WF1,0.1,465,401,0.13084485481769267,0.03084485481769267,0.13084485481769267,0.03084485481769267,0.002150537634408602,0.002150537634408602,0.0,0.002150537634408602,0.13084485481769267
R1,WF2,0.0,380,353,0.12041545006688467,0.12041545006688467,0.12041545006688467,0.12041545006688467,0.002631578947368421,0.002631578947368421,0.0,0.002631578947368421,0.12041545006688467
R1,WF2,0.01,380,353,0.12041545006688467,0.11041545006688468,0.12041545006688467,0.11041545006688468,0.002631578947368421,0.002631578947368421,0.0,0.002631578947368421,0.12041545006688467
R1,WF2,0.02,380,353,0.12041545006688467,0.10041545006688467,0.12041545006688467,0.10041545006688467,0.002631578947368421,0.002631578947368421,0.0,0.002631578947368421,0.12041545006688467
R1,WF2,0.03,380,353,0.12041545006688467,0.09041545006688467,0.12041545006688467,0.09041545006688467,0.002631578947368421,0.002631578947368421,0.0,0.002631578947368421,0.12041545006688467
R1,WF2,0.05,380,353,0.12041545006688467,0.07041545006688467,0.12041545006688467,0.07041545006688467,0.002631578947368421,0.002631578947368421,0.0,0.002631578947368421,0.12041545006688467
R1,WF2,0.1,380,353,0.12041545006688467,0.020415450066884666,0.12041545006688467,0.020415450066884666,0.002631578947368421,0.002631578947368421,0.0,0.002631578947368421,0.12041545006688467
R1,WF3,0.0,413,381,0.03587895818775432,0.03587895818775432,0.03587895818775432,0.03587895818775432,0.002421307506053269,0.002421307506053269,0.0,0.002421307506053269,0.03587895818775432
R1,WF3,0.01,413,381,0.03587895818775432,0.02587895818775432,0.03587895818775432,0.02587895818775432,0.002421307506053269,0.002421307506053269,0.0,0.002421307506053269,0.03587895818775432
R1,WF3,0.02,413,381,0.03587895818775432,0.01587895818775432,0.03587895818775432,0.01587895818775432,0.002421307506053269,0.002421307506053269,0.0,0.002421307506053269,0.03587895818775432
R1,WF3,0.03,413,381,0.03587895818775432,0.005878958187754323,0.03587895818775432,0.005878958187754323,0.002421307506053269,0.002421307506053269,0.0,0.002421307506053269,0.03587895818775432
R1,WF3,0.05,413,381,0.03587895818775432,-0.014121041812245681,0.03587895818775432,-0.014121041812245681,0.002421307506053269,0.002421307506053269,0.0,0.002421307506053269,0.03587895818775432
R1,WF3,0.1,413,381,0.03587895818775432,-0.06412104181224568,0.03587895818775432,-0.06412104181224568,0.002421307506053269,0.002421307506053269,0.0,0.002421307506053269,0.03587895818775432
