symbol,source_tf,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,5m,fade,conservative,0.75,2.0,6,9898,7043.2474,9898,0.008178,-0.003055,-1.0,0.364619,-1.0,2.0,0.258739,0.582138,0.157001,0.002122,0.000909,0.00101
ALL,15m,fade,conservative,0.75,2.0,6,4632,2935.432,4632,-0.025052,-0.022715,-1.0,0.358161,-1.0,2.0,0.251727,0.585492,0.159111,0.00367,0.001079,0.001295
ALL,1h,fade,conservative,0.75,2.0,6,1953,1333.3206,1953,0.059848,0.03869,-1.0,0.381976,-1.0,2.0,0.268817,0.56426,0.164363,0.00256,0.001024,0.000512
ALL,5m,fade,conservative,0.75,2.5,6,9898,7043.2474,9898,0.013551,0.005962,-1.0,0.34512,-1.0,2.5,0.192665,0.595979,0.210649,0.000707,0.000909,0.0
ALL,15m,fade,conservative,0.75,2.5,6,4632,2935.432,4632,-0.0383,-0.026046,-1.0,0.335924,-1.0,2.5,0.183074,0.602116,0.212435,0.002375,0.001079,0.0
ALL,1h,fade,conservative,0.75,2.5,6,1953,1333.3206,1953,0.083541,0.065044,-1.0,0.368664,-1.0,2.5,0.201229,0.574501,0.222734,0.001536,0.001024,0.0
ALL,5m,fade,conservative,0.75,3.0,6,9898,7043.2474,9898,0.015862,0.008078,-1.0,0.337543,-1.0,3.0,0.13821,0.601334,0.25985,0.000606,0.000909,0.000303
ALL,15m,fade,conservative,0.75,3.0,6,4632,2935.432,4632,-0.035993,-0.023333,-1.0,0.3288,-1.0,3.0,0.131908,0.606865,0.259283,0.001943,0.001079,0.0
ALL,1h,fade,conservative,0.75,3.0,6,1953,1333.3206,1953,0.101759,0.083816,-1.0,0.365079,-1.0,3.0,0.144905,0.575013,0.278546,0.001536,0.001024,0.0
ALL,5m,fade,conservative,1.0,1.0,6,9898,7043.2474,9898,-0.002325,-0.012561,0.0,0.48333,-1.0,1.0,0.427258,0.431905,0.13629,0.004546,0.0,0.00101
ALL,15m,fade,conservative,1.0,1.0,6,4632,2935.432,4632,-0.005286,-0.00344,0.0,0.48899,-1.0,1.0,0.427461,0.42595,0.142487,0.004102,0.000432,0.000648
ALL,1h,fade,conservative,1.0,1.0,6,1953,1333.3206,1953,0.02132,0.00894,0.0,0.494624,-1.0,1.0,0.434204,0.416795,0.145929,0.003072,0.000512,0.001536
ALL,5m,fade,conservative,1.0,1.5,6,9898,7043.2474,9898,0.011135,0.005098,-0.428776,0.424328,-1.0,1.5,0.287432,0.466862,0.244797,0.000909,0.0,0.001111
ALL,15m,fade,conservative,1.0,1.5,6,4632,2935.432,4632,-0.001171,0.001147,-0.416882,0.422712,-1.0,1.5,0.281952,0.462867,0.253886,0.001295,0.000432,0.001295
ALL,1h,fade,conservative,1.0,1.5,6,1953,1333.3206,1953,0.031551,0.017886,-0.362346,0.428059,-1.0,1.5,0.287762,0.451101,0.259601,0.001536,0.000512,0.001536
ALL,5m,fade,conservative,1.0,2.0,6,9898,7043.2474,9898,0.01536,0.011729,-0.558901,0.399677,-1.0,2.0,0.190544,0.478885,0.329865,0.000707,0.0,0.000101
ALL,15m,fade,conservative,1.0,2.0,6,4632,2935.432,4632,-0.013871,-0.003026,-0.549728,0.395294,-1.0,2.0,0.183074,0.478411,0.337003,0.001511,0.000432,0.0
ALL,1h,fade,conservative,1.0,2.0,6,1953,1333.3206,1953,0.054113,0.044345,-0.433803,0.413722,-1.0,2.0,0.1915,0.459805,0.34767,0.001024,0.000512,0.0
ALL,5m,fade,conservative,1.0,2.5,6,9898,7043.2474,9898,0.010685,0.008479,-0.616372,0.391392,-1.0,2.5,0.120226,0.483936,0.395332,0.000505,0.0,0.000303
ALL,15m,fade,conservative,1.0,2.5,6,4632,2935.432,4632,-0.012778,-0.003369,-0.601425,0.38709,-1.0,2.5,0.117876,0.484672,0.396805,0.000648,0.000432,0.0
ALL,1h,fade,conservative,1.0,2.5,6,1953,1333.3206,1953,0.067306,0.052495,-0.456985,0.409114,-1.0,2.5,0.121864,0.461342,0.416283,0.000512,0.000512,0.000512
ALL,5m,fade,conservative,1.0,3.0,6,9898,7043.2474,9898,0.018609,0.016976,-0.626832,0.388765,-1.0,2.025408,0.083754,0.485351,0.430592,0.000303,0.0,0.000101
ALL,15m,fade,conservative,1.0,3.0,6,4632,2935.432,4632,-0.003431,0.003961,-0.629759,0.383851,-1.0,1.950277,0.080959,0.486831,0.432211,0.0,0.000432,0.000216
ALL,1h,fade,conservative,1.0,3.0,6,1953,1333.3206,1953,0.075506,0.057321,-0.472895,0.406042,-1.0,2.166824,0.078341,0.46339,0.458269,0.0,0.000512,0.0
ALL,5m,fade,conservative,1.25,1.0,6,9898,7043.2474,9898,0.008955,0.00171,0.0,0.481511,-1.0,1.0,0.371287,0.355223,0.271469,0.002021,0.000505,0.000202
ALL,15m,fade,conservative,1.25,1.0,6,4632,2935.432,4632,0.000228,0.004763,0.0,0.481218,-1.0,1.0,0.369603,0.352547,0.275043,0.002807,0.000648,0.000216
ALL,1h,fade,conservative,1.25,1.0,6,1953,1333.3206,1953,0.030483,0.021727,0.0,0.491551,-1.0,1.0,0.374808,0.339478,0.283666,0.002048,0.001536,0.0
ALL,5m,fade,conservative,1.25,1.5,6,9898,7043.2474,9898,0.012883,0.008262,-0.180354,0.434532,-1.0,1.5,0.222368,0.374722,0.402506,0.000404,0.000505,0.0
ALL,15m,fade,conservative,1.25,1.5,6,4632,2935.432,4632,-0.009321,-0.000683,-0.173764,0.429836,-1.0,1.5,0.215674,0.375432,0.407599,0.001295,0.000648,0.0
ALL,1h,fade,conservative,1.25,1.5,6,1953,1333.3206,1953,0.04911,0.036658,-0.132109,0.448541,-1.0,1.5,0.225294,0.353815,0.419867,0.001024,0.001536,0.0
ALL,5m,fade,conservative,1.25,2.0,6,9898,7043.2474,9898,0.011481,0.006629,-0.199844,0.422712,-1.0,2.0,0.125682,0.379774,0.494039,0.000505,0.000505,0.000303
ALL,15m,fade,conservative,1.25,2.0,6,4632,2935.432,4632,-0.010491,-0.003534,-0.199181,0.416667,-1.0,2.0,0.122409,0.38234,0.494603,0.000648,0.000648,0.0
ALL,1h,fade,conservative,1.25,2.0,6,1953,1333.3206,1953,0.063873,0.046141,-0.147448,0.442396,-1.0,2.0,0.127496,0.356375,0.515617,0.000512,0.001536,0.000512
ALL,5m,fade,conservative,1.25,2.5,6,9898,7043.2474,9898,0.016269,0.014072,-0.205261,0.419883,-1.0,1.619418,0.079612,0.380885,0.5392,0.000303,0.000505,0.000101
ALL,15m,fade,conservative,1.25,2.5,6,4632,2935.432,4632,-0.002958,0.004353,-0.206984,0.413212,-1.0,1.574157,0.076641,0.384283,0.539076,0.0,0.000648,0.000216
ALL,1h,fade,conservative,1.25,2.5,6,1953,1333.3206,1953,0.071727,0.050076,-0.157533,0.437788,-1.0,1.792809,0.074757,0.358423,0.56682,0.0,0.001536,0.0
ALL,5m,fade,conservative,1.25,3.0,6,9898,7043.2474,9898,0.017272,0.011531,-0.206417,0.418468,-1.0,1.511825,0.048495,0.381188,0.570216,0.000101,0.000505,0.0
ALL,15m,fade,conservative,1.25,3.0,6,4632,2935.432,4632,-0.002302,0.002375,-0.20734,0.412133,-1.0,1.450631,0.047064,0.384499,0.568437,0.0,0.000648,0.0
ALL,1h,fade,conservative,1.25,3.0,6,1953,1333.3206,1953,0.075165,0.050872,-0.157875,0.436764,-1.0,1.663241,0.042499,0.358935,0.598566,0.0,0.001536,0.000512
ALL,5m,fade,conservative,1.5,1.0,6,9898,7043.2474,9898,0.010217,0.004469,0.0,0.475349,-1.0,1.0,0.309659,0.283189,0.406547,0.000606,0.000404,0.001111
ALL,15m,fade,conservative,1.5,1.0,6,4632,2935.432,4632,0.0047,0.006252,0.0,0.47582,-1.0,1.0,0.305915,0.280656,0.412349,0.001079,0.0,0.001295
ALL,1h,fade,conservative,1.5,1.0,6,1953,1333.3206,1953,0.035679,0.01737,0.0,0.478239,-1.0,1.0,0.308756,0.261137,0.428059,0.002048,0.001024,0.001536
ALL,5m,fade,conservative,1.5,1.5,6,9898,7043.2474,9898,0.013096,0.007748,-0.099109,0.444332,-1.0,1.5,0.161851,0.290665,0.54708,0.000404,0.000404,0.000303
ALL,15m,fade,conservative,1.5,1.5,6,4632,2935.432,4632,-0.004557,0.001794,-0.092415,0.441494,-1.0,1.5,0.15652,0.289508,0.552893,0.001079,0.0,0.0
ALL,1h,fade,conservative,1.5,1.5,6,1953,1333.3206,1953,0.061978,0.044678,-0.03248,0.460317,-1.0,1.5,0.167435,0.264721,0.566308,0.001536,0.001024,0.0
ALL,5m,fade,conservative,1.5,2.0,6,9898,7043.2474,9898,0.014673,0.011031,-0.113126,0.43827,-1.0,1.436819,0.089008,0.293494,0.617195,0.000303,0.000404,0.000101
ALL,15m,fade,conservative,1.5,2.0,6,4632,2935.432,4632,0.00191,0.006147,-0.108692,0.434801,-1.0,1.3799,0.086356,0.293394,0.62025,0.0,0.0,0.000216
ALL,1h,fade,conservative,1.5,2.0,6,1953,1333.3206,1953,0.067489,0.044024,-0.063396,0.454685,-1.0,1.521472,0.082949,0.268305,0.648746,0.0,0.001024,0.0
ALL,5m,fade,conservative,1.5,2.5,6,9898,7043.2474,9898,0.014248,0.008672,-0.115273,0.436654,-1.0,1.273371,0.048899,0.293696,0.657305,0.000101,0.000404,0.0
ALL,15m,fade,conservative,1.5,2.5,6,4632,2935.432,4632,0.001911,0.004935,-0.111947,0.43329,-1.0,1.242717,0.047496,0.293394,0.659111,0.0,0.0,0.0
ALL,1h,fade,conservative,1.5,2.5,6,1953,1333.3206,1953,0.072633,0.046791,-0.065991,0.453149,-1.0,1.399882,0.043523,0.268817,0.68766,0.0,0.001024,0.000512
ALL,5m,fade,conservative,1.5,3.0,6,9898,7043.2474,9898,0.014779,0.010488,-0.115273,0.436553,-1.0,1.240952,0.028794,0.293696,0.67741,0.000101,0.000404,0.0
ALL,15m,fade,conservative,1.5,3.0,6,4632,2935.432,4632,0.004459,0.009001,-0.111947,0.43329,-1.0,1.198484,0.028713,0.293394,0.677893,0.0,0.0,0.0
ALL,1h,fade,conservative,1.5,3.0,6,1953,1333.3206,1953,0.070031,0.047561,-0.065991,0.453149,-1.0,1.342724,0.026114,0.268817,0.705069,0.0,0.001024,0.0
ALL,5m,fade,conservative,2.0,1.0,6,9898,7043.2474,9898,0.011872,0.008503,0.0,0.46565,-1.0,1.0,0.208729,0.165286,0.625581,0.000404,0.0,0.000101
ALL,15m,fade,conservative,2.0,1.0,6,4632,2935.432,4632,-0.000326,0.003848,0.0,0.462651,-1.0,1.0,0.200345,0.16386,0.634931,0.000864,0.0,0.0
ALL,1h,fade,conservative,2.0,1.0,6,1953,1333.3206,1953,0.051868,0.040072,0.0,0.482847,-1.0,1.0,0.21147,0.141321,0.646185,0.001024,0.0,0.0
ALL,5m,fade,conservative,2.0,1.5,6,9898,7043.2474,9898,0.012184,0.009289,-0.039379,0.454334,-1.0,1.085487,0.09022,0.167812,0.741665,0.000303,0.0,0.000101
ALL,15m,fade,conservative,2.0,1.5,6,4632,2935.432,4632,0.003976,0.005311,-0.028263,0.450345,-1.0,1.038006,0.087219,0.167962,0.744819,0.0,0.0,0.000216
ALL,1h,fade,conservative,2.0,1.5,6,1953,1333.3206,1953,0.059819,0.041284,0.0,0.472094,-1.0,1.146427,0.084485,0.144905,0.770609,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,2.0,6,9898,7043.2474,9898,0.011477,0.00792,-0.043307,0.452617,-1.0,0.948422,0.04122,0.168014,0.790665,0.000101,0.0,0.000404
ALL,15m,fade,conservative,2.0,2.0,6,4632,2935.432,4632,0.002926,0.004379,-0.031675,0.448834,-1.0,0.916106,0.039292,0.167962,0.792746,0.0,0.0,0.000432
ALL,1h,fade,conservative,2.0,2.0,6,1953,1333.3206,1953,0.062574,0.043059,0.0,0.470558,-1.0,1.037217,0.035842,0.144905,0.819252,0.0,0.0,0.000512
ALL,5m,fade,conservative,2.0,2.5,6,9898,7043.2474,9898,0.012444,0.009338,-0.043529,0.452516,-1.0,0.931863,0.020812,0.168115,0.811073,0.0,0.0,0.0
ALL,15m,fade,conservative,2.0,2.5,6,4632,2935.432,4632,0.005116,0.006963,-0.031675,0.448834,-1.0,0.897682,0.020725,0.167962,0.811313,0.0,0.0,0.0
ALL,1h,fade,conservative,2.0,2.5,6,1953,1333.3206,1953,0.063225,0.045549,0.0,0.470558,-1.0,1.007956,0.019457,0.144905,0.835637,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,3.0,6,9898,7043.2474,9898,0.012928,0.009683,-0.04457,0.452112,-1.0,0.92871,0.012124,0.168418,0.819458,0.0,0.0,0.0
ALL,15m,fade,conservative,2.0,3.0,6,4632,2935.432,4632,0.007392,0.009378,-0.032857,0.448618,-1.0,0.894933,0.014249,0.168178,0.817573,0.0,0.0,0.0
ALL,1h,fade,conservative,2.0,3.0,6,1953,1333.3206,1953,0.064864,0.048291,0.0,0.470558,-1.0,1.007956,0.011265,0.144905,0.84383,0.0,0.0,0.0
ALL,5m,fade,conservative,0.5,1.0,12,6736,4565.4497,6736,-0.132869,-0.153865,-1.0,0.422951,-1.0,1.0,0.422357,0.463925,0.000891,0.112827,0.000445,0.000742
ALL,15m,fade,conservative,0.5,1.0,12,3169,1881.513,3169,-0.184086,-0.173748,-1.0,0.412749,-1.0,1.0,0.411171,0.472389,0.002524,0.113916,0.000631,0.000947
ALL,1h,fade,conservative,0.5,1.0,12,1309,834.0373,1309,-0.074157,-0.095844,-1.0,0.452254,-1.0,1.0,0.449962,0.454545,0.002292,0.093201,0.0,0.0
ALL,5m,fade,conservative,0.5,1.5,12,6736,4565.4497,6736,-0.071764,-0.090504,-1.0,0.363569,-1.0,1.5,0.36253,0.584175,0.002524,0.050772,0.000445,0.000445
ALL,15m,fade,conservative,0.5,1.5,12,3169,1881.513,3169,-0.143386,-0.124935,-1.0,0.350268,-1.0,1.5,0.347428,0.592932,0.004418,0.055222,0.000631,0.000316
ALL,1h,fade,conservative,0.5,1.5,12,1309,834.0373,1309,-0.046063,-0.06763,-1.0,0.373568,-1.0,1.5,0.370512,0.580596,0.003056,0.045837,0.0,0.0
ALL,5m,fade,conservative,0.5,2.0,12,6736,4565.4497,6736,-0.054343,-0.077345,-1.0,0.308343,-1.0,2.0,0.30478,0.661075,0.006087,0.028058,0.000742,0.000594
ALL,15m,fade,conservative,0.5,2.0,12,3169,1881.513,3169,-0.102698,-0.094738,-1.0,0.30325,-1.0,2.0,0.29757,0.660776,0.008836,0.032818,0.000947,0.0
ALL,1h,fade,conservative,0.5,2.0,12,1309,834.0373,1309,-0.048082,-0.060338,-1.0,0.314744,-1.0,2.0,0.309396,0.661574,0.006112,0.022918,0.000764,0.001528
ALL,5m,fade,conservative,0.5,2.5,12,6736,4565.4497,6736,-0.050371,-0.06679,-1.0,0.269002,-1.0,2.5,0.261876,0.710659,0.011431,0.016033,0.000742,0.0
ALL,15m,fade,conservative,0.5,2.5,12,3169,1881.513,3169,-0.092715,-0.080092,-1.0,0.26633,-1.0,2.5,0.257179,0.711581,0.013253,0.017987,0.000947,0.000316
ALL,1h,fade,conservative,0.5,2.5,12,1309,834.0373,1309,-0.027309,-0.034535,-1.0,0.279603,-1.0,2.5,0.266616,0.702063,0.018335,0.012987,0.000764,0.0
ALL,5m,fade,conservative,0.5,3.0,12,6736,4565.4497,6736,-0.047866,-0.061394,-1.0,0.239905,-1.0,3.0,0.225208,0.744507,0.021081,0.009204,0.000742,0.000445
ALL,15m,fade,conservative,0.5,3.0,12,3169,1881.513,3169,-0.092846,-0.078489,-1.0,0.237299,-1.0,3.0,0.219312,0.745661,0.023667,0.01136,0.000947,0.001578
ALL,1h,fade,conservative,0.5,3.0,12,1309,834.0373,1309,-0.00227,-0.019752,-1.0,0.252865,-1.0,3.0,0.232238,0.73262,0.026738,0.008403,0.000764,0.000764
ALL,5m,fade,conservative,0.75,1.0,12,6736,4565.4497,6736,-0.036901,-0.058176,-1.0,0.47016,-1.0,1.0,0.467488,0.504305,0.007274,0.020932,0.000445,0.000594
ALL,15m,fade,conservative,0.75,1.0,12,3169,1881.513,3169,-0.087964,-0.08314,-1.0,0.458189,-1.0,1.0,0.45314,0.511518,0.010098,0.025245,0.000631,0.000316
ALL,1h,fade,conservative,0.75,1.0,12,1309,834.0373,1309,-0.019175,-0.040056,-1.0,0.480519,-1.0,1.0,0.473644,0.496562,0.009931,0.019862,0.000764,0.0
ALL,5m,fade,conservative,0.75,1.5,12,6736,4565.4497,6736,-0.02418,-0.04645,-1.0,0.382868,-1.0,1.5,0.370398,0.596496,0.024495,0.00861,0.000742,0.001039
ALL,15m,fade,conservative,0.75,1.5,12,3169,1881.513,3169,-0.057795,-0.05656,-1.0,0.380246,-1.0,1.5,0.364153,0.597349,0.028085,0.010413,0.000947,0.001262
ALL,1h,fade,conservative,0.75,1.5,12,1309,834.0373,1309,0.00026,-0.01345,-1.0,0.39725,-1.0,1.5,0.378915,0.58518,0.030558,0.005348,0.000764,0.001528
ALL,5m,fade,conservative,0.75,2.0,12,6736,4565.4497,6736,-0.01796,-0.035163,-1.0,0.330166,-1.0,2.0,0.29899,0.648011,0.050624,0.002375,0.000742,0.000742
ALL,15m,fade,conservative,0.75,2.0,12,3169,1881.513,3169,-0.056231,-0.049586,-1.0,0.328179,-1.0,2.0,0.291259,0.650047,0.054276,0.004418,0.000947,0.001578
ALL,1h,fade,conservative,0.75,2.0,12,1309,834.0373,1309,0.02501,0.005579,-1.0,0.349121,-1.0,2.0,0.301757,0.627196,0.067227,0.00382,0.000764,0.000764
ALL,5m,fade,conservative,0.75,2.5,12,6736,4565.4497,6736,-0.008133,-0.021612,-1.0,0.300624,-1.0,2.5,0.242874,0.675772,0.080909,0.000445,0.000742,0.0
ALL,15m,fade,conservative,0.75,2.5,12,3169,1881.513,3169,-0.061393,-0.044832,-1.0,0.298201,-1.0,2.5,0.231934,0.678132,0.08804,0.001893,0.000947,0.000316
ALL,1h,fade,conservative,0.75,2.5,12,1309,834.0373,1309,0.05913,0.044753,-1.0,0.329259,-1.0,2.5,0.246753,0.647059,0.10466,0.001528,0.000764,0.000764
ALL,5m,fade,conservative,0.75,3.0,12,6736,4565.4497,6736,-0.006482,-0.019196,-1.0,0.281027,-1.0,3.0,0.195814,0.688985,0.114757,0.000445,0.000742,0.000297
ALL,15m,fade,conservative,0.75,3.0,12,3169,1881.513,3169,-0.054022,-0.034916,-1.0,0.281477,-1.0,3.0,0.18965,0.691701,0.116756,0.001893,0.000947,0.0
ALL,1h,fade,conservative,0.75,3.0,12,1309,834.0373,1309,0.09579,0.081571,-1.0,0.318564,-1.0,3.0,0.207028,0.65317,0.138273,0.001528,0.000764,0.0
ALL,5m,fade,conservative,1.0,1.0,12,6736,4565.4497,6736,-0.009612,-0.022641,-0.336353,0.483521,-1.0,1.0,0.468676,0.483373,0.042607,0.005344,0.000148,0.001039
ALL,15m,fade,conservative,1.0,1.0,12,3169,1881.513,3169,-0.033392,-0.028371,-0.410335,0.483749,-1.0,1.0,0.460713,0.485327,0.049227,0.004733,0.000316,0.000631
ALL,1h,fade,conservative,1.0,1.0,12,1309,834.0373,1309,-0.027067,-0.029422,-0.493668,0.484339,-1.0,1.0,0.462185,0.489687,0.044309,0.00382,0.000764,0.001528
ALL,5m,fade,conservative,1.0,1.5,12,6736,4565.4497,6736,-0.003674,-0.01458,-1.0,0.400089,-1.0,1.5,0.351099,0.554483,0.093527,0.000891,0.000891,0.001188
ALL,15m,fade,conservative,1.0,1.5,12,3169,1881.513,3169,-0.035732,-0.028811,-1.0,0.400126,-1.0,1.5,0.34017,0.557905,0.100032,0.001893,0.000316,0.001893
ALL,1h,fade,conservative,1.0,1.5,12,1309,834.0373,1309,-0.00427,-0.016691,-1.0,0.406417,-1.0,1.5,0.337662,0.549274,0.110008,0.003056,0.000764,0.001528
ALL,5m,fade,conservative,1.0,2.0,12,6736,4565.4497,6736,0.005724,-0.003207,-1.0,0.359857,-1.0,2.0,0.263806,0.583729,0.151871,0.000594,0.000891,0.0
ALL,15m,fade,conservative,1.0,2.0,12,3169,1881.513,3169,-0.035584,-0.020942,-1.0,0.36005,-1.0,2.0,0.254339,0.58662,0.157463,0.001578,0.000316,0.000316
ALL,1h,fade,conservative,1.0,2.0,12,1309,834.0373,1309,0.034051,0.026417,-1.0,0.381971,-1.0,2.0,0.25974,0.566845,0.171887,0.001528,0.000764,0.000764
ALL,5m,fade,conservative,1.0,2.5,12,6736,4565.4497,6736,-0.004602,-0.013799,-1.0,0.334768,-1.0,2.5,0.19136,0.598872,0.209323,0.000445,0.000891,0.000445
ALL,15m,fade,conservative,1.0,2.5,12,3169,1881.513,3169,-0.036129,-0.02103,-1.0,0.340486,-1.0,2.5,0.187441,0.601452,0.210476,0.000631,0.000316,0.0
ALL,1h,fade,conservative,1.0,2.5,12,1309,834.0373,1309,0.03597,0.019862,-1.0,0.362108,-1.0,2.5,0.18411,0.578304,0.236822,0.000764,0.000764,0.000764
ALL,5m,fade,conservative,1.0,3.0,12,6736,4565.4497,6736,0.007206,0.00022,-1.0,0.326603,-1.0,3.0,0.144002,0.604216,0.251485,0.000297,0.000891,0.0
ALL,15m,fade,conservative,1.0,3.0,12,3169,1881.513,3169,-0.019736,-0.003362,-1.0,0.332597,-1.0,3.0,0.146103,0.607447,0.24645,0.0,0.000316,0.0
ALL,1h,fade,conservative,1.0,3.0,12,1309,834.0373,1309,0.038815,0.021332,-1.0,0.351413,-1.0,3.0,0.140565,0.58518,0.274255,0.0,0.000764,0.0
ALL,5m,fade,conservative,1.25,1.0,12,6736,4565.4497,6736,0.000768,-0.010576,-0.095845,0.485897,-1.0,1.0,0.444329,0.448337,0.104662,0.002672,0.000594,0.000148
ALL,15m,fade,conservative,1.25,1.0,12,3169,1881.513,3169,-0.031337,-0.021628,-0.125195,0.480593,-1.0,1.0,0.432629,0.446829,0.116756,0.003787,0.000947,0.000316
ALL,1h,fade,conservative,1.25,1.0,12,1309,834.0373,1309,0.007206,-0.006899,0.0,0.491979,-1.0,1.0,0.433919,0.441558,0.121467,0.003056,0.001528,0.0
ALL,5m,fade,conservative,1.25,1.5,12,6736,4565.4497,6736,0.006565,-0.001697,-0.783788,0.415825,-1.0,1.5,0.309382,0.497625,0.192696,0.000297,0.000594,0.0
ALL,15m,fade,conservative,1.25,1.5,12,3169,1881.513,3169,-0.033004,-0.018402,-0.82797,0.411802,-1.0,1.5,0.29757,0.497002,0.204165,0.001262,0.000947,0.000316
ALL,1h,fade,conservative,1.25,1.5,12,1309,834.0373,1309,0.039788,0.020977,-0.471138,0.437739,-1.0,1.5,0.303285,0.481283,0.213904,0.001528,0.001528,0.000764
ALL,5m,fade,conservative,1.25,2.0,12,6736,4565.4497,6736,0.002332,-0.006256,-1.0,0.383462,-1.0,2.0,0.208135,0.513955,0.277464,0.000445,0.000594,0.000445
ALL,15m,fade,conservative,1.25,2.0,12,3169,1881.513,3169,-0.026155,-0.010845,-1.0,0.385611,-1.0,2.0,0.206374,0.512149,0.280846,0.000631,0.000947,0.0
ALL,1h,fade,conservative,1.25,2.0,12,1309,834.0373,1309,0.049641,0.027234,-0.646112,0.413293,-1.0,2.0,0.201681,0.491215,0.306341,0.000764,0.001528,0.000764
ALL,5m,fade,conservative,1.25,2.5,12,6736,4565.4497,6736,0.008189,0.003894,-1.0,0.373664,-1.0,2.5,0.142072,0.519002,0.338628,0.000297,0.000594,0.000148
ALL,15m,fade,conservative,1.25,2.5,12,3169,1881.513,3169,-0.010886,0.007542,-1.0,0.377091,-1.0,2.5,0.148943,0.517829,0.333228,0.0,0.000947,0.0
ALL,1h,fade,conservative,1.25,2.5,12,1309,834.0373,1309,0.058295,0.030072,-0.795039,0.401833,-1.0,2.5,0.138273,0.49809,0.363636,0.0,0.001528,0.0
ALL,5m,fade,conservative,1.25,3.0,12,6736,4565.4497,6736,0.009744,-0.00389,-1.0,0.367577,-1.0,2.401668,0.093676,0.523159,0.383017,0.000148,0.000594,0.0
ALL,15m,fade,conservative,1.25,3.0,12,3169,1881.513,3169,-0.017575,-0.003936,-1.0,0.372042,-1.0,2.246479,0.092458,0.521616,0.385926,0.0,0.000947,0.0
ALL,1h,fade,conservative,1.25,3.0,12,1309,834.0373,1309,0.076569,0.039659,-1.0,0.398778,-1.0,2.645796,0.097021,0.500382,0.402597,0.0,0.001528,0.000764
ALL,5m,fade,conservative,1.5,1.0,12,6736,4565.4497,6736,-0.001583,-0.008599,-0.052901,0.480849,-1.0,1.0,0.404246,0.402167,0.192993,0.000594,0.000297,0.001188
ALL,15m,fade,conservative,1.5,1.0,12,3169,1881.513,3169,-0.022873,-0.013719,-0.052901,0.479962,-1.0,1.0,0.395708,0.398864,0.204165,0.001262,0.0,0.001893
ALL,1h,fade,conservative,1.5,1.0,12,1309,834.0373,1309,0.026968,0.001476,0.0,0.490451,-1.0,1.0,0.391138,0.381971,0.224599,0.002292,0.0,0.001528
ALL,5m,fade,conservative,1.5,1.5,12,6736,4565.4497,6736,0.0053,-0.001972,-0.302019,0.424139,-1.0,1.5,0.258017,0.42978,0.311906,0.000297,0.000297,0.000297
ALL,15m,fade,conservative,1.5,1.5,12,3169,1881.513,3169,-0.023611,-0.007917,-0.295012,0.424109,-1.0,1.5,0.255286,0.427264,0.315873,0.001578,0.0,0.0
ALL,1h,fade,conservative,1.5,1.5,12,1309,834.0373,1309,0.068408,0.04519,-0.118173,0.456837,-1.0,1.5,0.262032,0.39725,0.33919,0.001528,0.0,0.0
ALL,5m,fade,conservative,1.5,2.0,12,6736,4565.4497,6736,0.006134,0.001263,-0.353222,0.404988,-1.0,2.0,0.160481,0.43943,0.399792,0.000297,0.000297,0.0
ALL,15m,fade,conservative,1.5,2.0,12,3169,1881.513,3169,-0.009178,0.006748,-0.349695,0.409908,-1.0,2.0,0.165036,0.4361,0.398864,0.0,0.0,0.0
ALL,1h,fade,conservative,1.5,2.0,12,1309,834.0373,1309,0.060276,0.032077,-0.208294,0.432391,-1.0,2.0,0.158136,0.405653,0.436211,0.0,0.0,0.0
ALL,5m,fade,conservative,1.5,2.5,12,6736,4565.4497,6736,0.003755,-0.006261,-0.376837,0.397862,-1.0,2.094775,0.096496,0.442993,0.460362,0.000148,0.000297,0.0
ALL,15m,fade,conservative,1.5,2.5,12,3169,1881.513,3169,-0.015117,-0.00023,-0.376907,0.404544,-1.0,1.953376,0.09656,0.439571,0.463869,0.0,0.0,0.0
ALL,1h,fade,conservative,1.5,2.5,12,1309,834.0373,1309,0.08136,0.044568,-0.224235,0.429335,-1.0,2.5,0.102368,0.407945,0.489687,0.0,0.0,0.000764
ALL,5m,fade,conservative,1.5,3.0,12,6736,4565.4497,6736,0.00744,-0.001401,-0.384118,0.395487,-1.0,1.789167,0.062945,0.444477,0.492429,0.000148,0.000297,0.0
ALL,15m,fade,conservative,1.5,3.0,12,3169,1881.513,3169,-0.009806,0.006823,-0.381987,0.402651,-1.0,1.682336,0.06532,0.440833,0.493847,0.0,0.0,0.000316
ALL,1h,fade,conservative,1.5,3.0,12,1309,834.0373,1309,0.090117,0.057313,-0.224235,0.429335,-1.0,1.915545,0.070283,0.407945,0.521772,0.0,0.0,0.0
ALL,5m,fade,conservative,2.0,1.0,12,6736,4565.4497,6736,0.010017,0.003705,-0.007757,0.477583,-1.0,1.0,0.319923,0.294537,0.385243,0.000297,0.000148,0.0
