symbol,touch_behavior,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,CLOSE_BEYOND,fade,conservative,1.25,1.0,12,1149,503.903,1149,0.060187,0.009219,0.171671,0.504787,-1.0,1.0,0.475196,0.442124,0.060052,0.022628,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,1.5,12,8971,6242.9531,8971,0.00016,-0.000246,-0.597576,0.419686,-1.0,1.5,0.299967,0.488351,0.211571,0.000111,0.001003,0.000223
ALL,BREACH_RECLAIM,fade,conservative,1.25,1.5,12,1094,534.1439,1094,-0.055308,-0.062276,-1.0,0.387569,-1.0,1.5,0.301645,0.531993,0.166362,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,1.5,12,1149,503.903,1149,0.058751,0.02441,-1.0,0.426458,-1.0,1.5,0.35074,0.516971,0.126197,0.006092,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,2.0,12,8971,6242.9531,8971,0.002297,0.001443,-1.0,0.391595,-1.0,2.0,0.202096,0.502285,0.295396,0.000223,0.001003,0.000111
ALL,BREACH_RECLAIM,fade,conservative,1.25,2.0,12,1094,534.1439,1094,-0.059274,-0.064637,-1.0,0.35649,-1.0,2.0,0.202925,0.54479,0.252285,0.0,0.0,0.002742
ALL,CLOSE_BEYOND,fade,conservative,1.25,2.0,12,1149,503.903,1149,0.040005,0.014717,-1.0,0.385553,-1.0,2.0,0.248042,0.544822,0.203655,0.003481,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,2.5,12,8971,6242.9531,8971,0.00981,0.009417,-1.0,0.381786,-1.0,2.5,0.138335,0.507524,0.353918,0.000223,0.001003,0.000111
ALL,BREACH_RECLAIM,fade,conservative,1.25,2.5,12,1094,534.1439,1094,-0.04953,-0.046567,-1.0,0.348263,-1.0,2.5,0.140768,0.548446,0.310786,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,2.5,12,1149,503.903,1149,0.061002,0.048697,-1.0,0.375979,-1.0,2.5,0.187119,0.553525,0.259356,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,3.0,12,8971,6242.9531,8971,0.011007,0.005765,-1.0,0.377438,-1.0,2.304275,0.090737,0.510534,0.398618,0.000111,0.001003,0.000111
ALL,BREACH_RECLAIM,fade,conservative,1.25,3.0,12,1094,534.1439,1094,-0.060062,-0.081158,-1.0,0.334552,-1.0,2.169185,0.085009,0.558501,0.35649,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,3.0,12,1149,503.903,1149,0.076694,0.043785,-1.0,0.369887,-1.0,3.0,0.125326,0.557876,0.316797,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,1.0,12,8971,6242.9531,8971,-0.005429,-0.006203,0.0,0.481663,-1.0,1.0,0.39427,0.392933,0.212462,0.000334,0.000223,0.001672
ALL,BREACH_RECLAIM,fade,conservative,1.5,1.0,12,1094,534.1439,1094,-0.026318,-0.039018,-0.188521,0.468007,-1.0,1.0,0.403108,0.417733,0.179159,0.0,0.0,0.000914
ALL,CLOSE_BEYOND,fade,conservative,1.5,1.0,12,1149,503.903,1149,0.040042,-0.000985,-0.041068,0.495213,-1.0,1.0,0.444735,0.427328,0.120975,0.006963,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,1.5,12,8971,6242.9531,8971,0.006851,0.00723,-0.230569,0.432282,-1.0,1.5,0.252146,0.41701,0.330621,0.000223,0.000223,0.000223
ALL,BREACH_RECLAIM,fade,conservative,1.5,1.5,12,1094,534.1439,1094,-0.050155,-0.05099,-0.476468,0.395795,-1.0,1.5,0.254113,0.453382,0.292505,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,1.5,12,1149,503.903,1149,0.041371,0.010183,-0.51985,0.424717,-1.0,1.5,0.304613,0.463011,0.226284,0.006092,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,2.0,12,8971,6242.9531,8971,0.010275,0.010595,-0.296876,0.413889,-1.0,2.0,0.156727,0.425482,0.417568,0.000223,0.000223,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.5,2.0,12,1094,534.1439,1094,-0.04464,-0.040494,-0.530401,0.380256,-1.0,2.0,0.157221,0.458867,0.383912,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,2.0,12,1149,503.903,1149,0.041097,0.018396,-0.629681,0.403829,-1.0,2.0,0.202785,0.482158,0.315057,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,2.5,12,8971,6242.9531,8971,0.008984,0.006494,-0.31933,0.408204,-1.0,2.004125,0.094304,0.42838,0.477204,0.000111,0.000223,0.000111
ALL,BREACH_RECLAIM,fade,conservative,1.5,2.5,12,1094,534.1439,1094,-0.046726,-0.058075,-0.569293,0.371115,-1.0,1.861025,0.08958,0.464351,0.446069,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,2.5,12,1149,503.903,1149,0.05046,0.018026,-0.647459,0.396867,-1.0,2.5,0.127067,0.48738,0.385553,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,3.0,12,8971,6242.9531,8971,0.013524,0.011437,-0.324036,0.406532,-1.0,1.752191,0.061309,0.429272,0.509308,0.000111,0.000223,0.000111
ALL,BREACH_RECLAIM,fade,conservative,1.5,3.0,12,1094,534.1439,1094,-0.042933,-0.043931,-0.57417,0.370201,-1.0,1.724276,0.060329,0.465265,0.474406,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,3.0,12,1149,503.903,1149,0.057905,0.028433,-0.774282,0.391645,-1.0,2.559558,0.093124,0.491732,0.415144,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,1.0,12,8971,6242.9531,8971,0.007974,0.009552,0.0,0.480437,-1.0,1.0,0.30933,0.280459,0.410099,0.000111,0.000111,0.000223
ALL,BREACH_RECLAIM,fade,conservative,2.0,1.0,12,1094,534.1439,1094,-0.023158,-0.036132,-0.132936,0.45521,-1.0,1.0,0.325411,0.327239,0.347349,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,1.0,12,1149,503.903,1149,0.048144,0.010806,-0.03524,0.489991,-1.0,1.0,0.369017,0.337685,0.289817,0.003481,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,1.5,12,8971,6242.9531,8971,0.011777,0.012755,-0.088192,0.449783,-1.0,1.5,0.163861,0.290603,0.545313,0.000223,0.000111,0.0
ALL,BREACH_RECLAIM,fade,conservative,2.0,1.5,12,1094,534.1439,1094,-0.033318,-0.04478,-0.230304,0.414077,-1.0,1.5,0.164534,0.335466,0.5,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,1.5,12,1149,503.903,1149,0.031897,0.001913,-0.168176,0.442124,-1.0,1.5,0.213229,0.362924,0.423847,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,2.0,12,8971,6242.9531,8971,0.01138,0.012551,-0.094613,0.443206,-1.0,1.425735,0.085832,0.292498,0.621558,0.000111,0.000334,0.000111
ALL,BREACH_RECLAIM,fade,conservative,2.0,2.0,12,1094,534.1439,1094,-0.036111,-0.056665,-0.243942,0.404936,-1.0,1.359975,0.07404,0.340951,0.585009,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,2.0,12,1149,503.903,1149,0.036141,-0.000529,-0.193702,0.429939,-1.0,2.0,0.114012,0.366406,0.519582,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,2.5,12,8971,6242.9531,8971,0.01276,0.01487,-0.097169,0.441757,-1.0,1.303663,0.04704,0.293613,0.659347,0.0,0.000334,0.0
ALL,BREACH_RECLAIM,fade,conservative,2.0,2.5,12,1094,534.1439,1094,-0.040554,-0.05688,-0.246834,0.403108,-1.0,1.282577,0.034735,0.340951,0.624314,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,2.5,12,1149,503.903,1149,0.053514,0.019837,-0.200337,0.429069,-1.0,1.76564,0.074848,0.367276,0.557876,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,3.0,12,8971,6242.9531,8971,0.01761,0.021485,-0.097872,0.441422,-1.0,1.269899,0.030097,0.293836,0.676067,0.0,0.000334,0.0
ALL,BREACH_RECLAIM,fade,conservative,2.0,3.0,12,1094,534.1439,1094,-0.031952,-0.045116,-0.246834,0.403108,-1.0,1.282577,0.026508,0.340951,0.632541,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,3.0,12,1149,503.903,1149,0.063847,0.025862,-0.200337,0.429069,-1.0,1.639041,0.040905,0.367276,0.591819,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,1.0,24,3251,2324.9679,3251,-0.101521,-0.109801,-1.0,0.445094,-1.0,1.0,0.445094,0.475546,0.0,0.07936,0.0,0.000308
ALL,BREACH_RECLAIM,fade,conservative,0.5,1.0,24,457,220.0048,457,-0.144809,-0.212503,-1.0,0.393873,-1.0,1.0,0.393873,0.498906,0.0,0.107221,0.006565,0.006565
ALL,CLOSE_BEYOND,fade,conservative,0.5,1.0,24,393,179.0274,393,-0.112533,-0.185751,-1.0,0.407125,-1.0,1.0,0.407125,0.445293,0.0,0.147583,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,1.5,24,3251,2324.9679,3251,-0.060119,-0.063827,-1.0,0.374346,-1.0,1.5,0.374346,0.585974,0.000308,0.039373,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,0.5,1.5,24,457,220.0048,457,-0.109978,-0.174472,-1.0,0.330416,-1.0,1.5,0.328228,0.623632,0.002188,0.045952,0.006565,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.5,1.5,24,393,179.0274,393,0.03519,-0.045802,-1.0,0.381679,-1.0,1.5,0.381679,0.524173,0.0,0.094148,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,2.0,24,3251,2324.9679,3251,-0.048417,-0.063337,-1.0,0.312212,-1.0,2.0,0.311904,0.664103,0.000615,0.023377,0.0,0.000923
ALL,BREACH_RECLAIM,fade,conservative,0.5,2.0,24,457,220.0048,457,-0.125823,-0.259515,-1.0,0.247265,-1.0,2.0,0.245077,0.717724,0.002188,0.035011,0.006565,0.002188
ALL,CLOSE_BEYOND,fade,conservative,0.5,2.0,24,393,179.0274,393,0.096999,0.0,-1.0,0.333333,-1.0,2.0,0.333333,0.620865,0.0,0.045802,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,2.5,24,3251,2324.9679,3251,-0.060417,-0.067099,-1.0,0.266687,-1.0,2.5,0.265764,0.720701,0.001846,0.011689,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,0.5,2.5,24,457,220.0048,457,-0.109924,-0.208107,-1.0,0.227571,-1.0,2.5,0.223195,0.754923,0.004376,0.017505,0.006565,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.5,2.5,24,393,179.0274,393,0.139795,0.064315,-1.0,0.302799,-1.0,2.5,0.302799,0.661578,0.005089,0.030534,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,3.0,24,3251,2324.9679,3251,-0.05271,-0.066499,-1.0,0.235005,-1.0,3.0,0.231006,0.758536,0.005229,0.005229,0.0,0.00123
ALL,BREACH_RECLAIM,fade,conservative,0.5,3.0,24,457,220.0048,457,-0.054224,-0.166531,-1.0,0.210066,-1.0,3.0,0.205689,0.776805,0.004376,0.013129,0.006565,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.5,3.0,24,393,179.0274,393,0.218128,0.103755,-1.0,0.274809,-1.0,3.0,0.274809,0.689567,0.005089,0.030534,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.75,1.0,24,3251,2324.9679,3251,-0.034803,-0.039313,-1.0,0.48016,-1.0,1.0,0.479852,0.504768,0.000923,0.014457,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,0.75,1.0,24,457,220.0048,457,-0.100396,-0.137875,-1.0,0.431072,-1.0,1.0,0.428884,0.553611,0.002188,0.015317,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,1.0,24,393,179.0274,393,0.060625,-0.033079,-1.0,0.483461,-1.0,1.0,0.483461,0.463104,0.0,0.053435,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.75,1.5,24,3251,2324.9679,3251,-0.038341,-0.048531,-1.0,0.380498,-1.0,1.5,0.37896,0.611197,0.003076,0.006767,0.0,0.001846
ALL,BREACH_RECLAIM,fade,conservative,0.75,1.5,24,457,220.0048,457,-0.098501,-0.174871,-1.0,0.330416,-1.0,1.5,0.328228,0.658643,0.002188,0.010941,0.0,0.002188
ALL,CLOSE_BEYOND,fade,conservative,0.75,1.5,24,393,179.0274,393,0.114093,0.024409,-1.0,0.409669,-1.0,1.5,0.409669,0.56743,0.0,0.022901,0.0,0.002545
ALL,NO_BREACH,fade,conservative,0.75,2.0,24,3251,2324.9679,3251,-0.042639,-0.059932,-1.0,0.316518,-1.0,2.0,0.30606,0.677638,0.014149,0.002153,0.0,0.001538
ALL,BREACH_RECLAIM,fade,conservative,0.75,2.0,24,457,220.0048,457,0.005167,-0.100596,-1.0,0.301969,-1.0,2.0,0.295405,0.689278,0.006565,0.008753,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,2.0,24,393,179.0274,393,0.161815,0.042876,-1.0,0.346056,-1.0,2.0,0.346056,0.628499,0.005089,0.020356,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.75,2.5,24,3251,2324.9679,3251,-0.022188,-0.035868,-1.0,0.283913,-1.0,2.5,0.262688,0.710551,0.026146,0.000615,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,0.75,2.5,24,457,220.0048,457,0.034433,-0.072666,-1.0,0.271335,-1.0,2.5,0.256018,0.728665,0.015317,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,2.5,24,393,179.0274,393,0.171261,0.051404,-1.0,0.300254,-1.0,2.5,0.290076,0.671756,0.017812,0.020356,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.75,3.0,24,3251,2324.9679,3251,0.005413,-0.004147,-1.0,0.264842,-1.0,3.0,0.22916,0.728699,0.041218,0.000923,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,0.75,3.0,24,457,220.0048,457,-0.009441,-0.086707,-1.0,0.238512,-1.0,3.0,0.212254,0.7593,0.028446,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,3.0,24,393,179.0274,393,0.180558,0.060617,-1.0,0.264631,-1.0,3.0,0.251908,0.697201,0.030534,0.020356,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.0,1.0,24,3251,2324.9679,3251,-0.021312,-0.024213,-1.0,0.487235,-1.0,1.0,0.484774,0.505998,0.006152,0.003076,0.000923,0.002461
ALL,BREACH_RECLAIM,fade,conservative,1.0,1.0,24,457,220.0048,457,-0.12297,-0.181943,-1.0,0.40919,-1.0,1.0,0.407002,0.588621,0.002188,0.002188,0.0,0.004376
ALL,CLOSE_BEYOND,fade,conservative,1.0,1.0,24,393,179.0274,393,0.095164,0.022901,1.0,0.51145,-1.0,1.0,0.51145,0.468193,0.0,0.020356,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.0,1.5,24,3251,2324.9679,3251,-0.022405,-0.037068,-1.0,0.390957,-1.0,1.5,0.36881,0.5992,0.031067,0.000923,0.00123,0.002153
ALL,BREACH_RECLAIM,fade,conservative,1.0,1.5,24,457,220.0048,457,-0.034883,-0.117953,-1.0,0.358862,-1.0,1.5,0.33698,0.641138,0.021882,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.0,1.5,24,393,179.0274,393,0.130075,0.027901,-1.0,0.412214,-1.0,1.5,0.407125,0.564885,0.010178,0.017812,0.007634,0.0
ALL,NO_BREACH,fade,conservative,1.0,2.0,24,3251,2324.9679,3251,-0.006841,-0.012345,-1.0,0.346047,-1.0,2.0,0.298985,0.638265,0.062442,0.000308,0.001538,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.0,2.0,24,457,220.0048,457,0.014397,-0.066479,-1.0,0.323851,-1.0,2.0,0.28884,0.673961,0.037199,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.0,2.0,24,393,179.0274,393,0.176765,0.086648,-1.0,0.368957,-1.0,2.0,0.338422,0.603053,0.040712,0.017812,0.007634,0.0
ALL,NO_BREACH,fade,conservative,1.0,2.5,24,3251,2324.9679,3251,-0.01044,-0.015006,-1.0,0.316826,-1.0,2.5,0.232851,0.663488,0.103045,0.000615,0.001538,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.0,2.5,24,457,220.0048,457,-0.032127,-0.111404,-1.0,0.275711,-1.0,2.5,0.21663,0.71116,0.07221,0.0,0.0,0.004376
ALL,CLOSE_BEYOND,fade,conservative,1.0,2.5,24,393,179.0274,393,0.08581,-0.024658,-1.0,0.292621,-1.0,2.5,0.244275,0.671756,0.073791,0.010178,0.007634,0.0
ALL,NO_BREACH,fade,conservative,1.0,3.0,24,3251,2324.9679,3251,0.002721,-0.004711,-1.0,0.300215,-1.0,3.0,0.190095,0.67856,0.130729,0.000615,0.001538,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.0,3.0,24,457,220.0048,457,-0.045884,-0.103503,-1.0,0.260394,-1.0,3.0,0.177243,0.722101,0.100656,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.0,3.0,24,393,179.0274,393,0.115318,-0.023469,-1.0,0.277354,-1.0,3.0,0.193384,0.697201,0.109415,0.0,0.007634,0.0
ALL,NO_BREACH,fade,conservative,1.25,1.0,24,3251,2324.9679,3251,-0.013172,-0.008519,-0.110412,0.494309,-1.0,1.0,0.479545,0.487542,0.032298,0.000615,0.002768,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.25,1.0,24,457,220.0048,457,-0.091759,-0.151398,-1.0,0.426696,-1.0,1.0,0.40919,0.571116,0.019694,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,1.0,24,393,179.0274,393,0.064589,0.006314,0.571185,0.501272,-1.0,1.0,0.498728,0.468193,0.007634,0.025445,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,1.5,24,3251,2324.9679,3251,-0.009334,-0.01053,-1.0,0.410335,-1.0,1.5,0.355275,0.564134,0.080283,0.000308,0.003076,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.25,1.5,24,457,220.0048,457,-0.008231,-0.091273,-1.0,0.374179,-1.0,1.5,0.334792,0.617068,0.04814,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,1.5,24,393,179.0274,393,0.075351,-0.017369,-1.0,0.396947,-1.0,1.5,0.363868,0.569975,0.048346,0.017812,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,2.0,24,3251,2324.9679,3251,-0.006039,-0.008314,-1.0,0.369425,-1.0,2.0,0.264226,0.593663,0.141495,0.000615,0.003076,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.25,2.0,24,457,220.0048,457,-0.023909,-0.108907,-1.0,0.321663,-1.0,2.0,0.245077,0.658643,0.09628,0.0,0.0,0.004376
ALL,CLOSE_BEYOND,fade,conservative,1.25,2.0,24,393,179.0274,393,0.013806,-0.073388,-1.0,0.320611,-1.0,2.0,0.267176,0.636132,0.086514,0.010178,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,2.5,24,3251,2324.9679,3251,-0.002539,-0.008642,-1.0,0.346047,-1.0,2.5,0.1984,0.612119,0.188865,0.000615,0.003076,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.25,2.5,24,457,220.0048,457,-0.005558,-0.081012,-1.0,0.306346,-1.0,2.5,0.194748,0.667396,0.137856,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,2.5,24,393,179.0274,393,0.06754,-0.044266,-1.0,0.305344,-1.0,2.5,0.216285,0.659033,0.124682,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,3.0,24,3251,2324.9679,3251,-0.007378,-0.009911,-1.0,0.335897,-1.0,3.0,0.14088,0.620117,0.238696,0.000308,0.003076,0.000308
ALL,BREACH_RECLAIM,fade,conservative,1.25,3.0,24,457,220.0048,457,-0.034582,-0.093533,-1.0,0.295405,-1.0,3.0,0.14442,0.678337,0.177243,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,3.0,24,393,179.0274,393,0.046635,-0.078448,-1.0,0.282443,-1.0,3.0,0.157761,0.679389,0.16285,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,1.0,24,3251,2324.9679,3251,-0.013654,-0.019391,-0.149509,0.489388,-1.0,1.0,0.448477,0.465088,0.085512,0.000923,0.0,0.002153
ALL,BREACH_RECLAIM,fade,conservative,1.5,1.0,24,457,220.0048,457,-0.00728,-0.082256,-1.0,0.466083,-1.0,1.0,0.413567,0.503282,0.083151,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,1.0,24,393,179.0274,393,0.027125,-0.050983,-1.0,0.470738,-1.0,1.0,0.463104,0.493639,0.025445,0.017812,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,1.5,24,3251,2324.9679,3251,0.008926,0.001771,-1.0,0.423562,-1.0,1.5,0.324823,0.511535,0.163027,0.000615,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.5,1.5,24,457,220.0048,457,0.007762,-0.054331,-1.0,0.400438,-1.0,1.5,0.301969,0.540481,0.157549,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,1.5,24,393,179.0274,393,0.020319,-0.067748,-1.0,0.374046,-1.0,1.5,0.3257,0.557252,0.099237,0.017812,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,2.0,24,3251,2324.9679,3251,-0.002169,-0.012339,-1.0,0.387573,-1.0,2.0,0.222393,0.538911,0.238081,0.000615,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.5,2.0,24,457,220.0048,457,0.046209,-0.011681,-1.0,0.380744,-1.0,2.0,0.234136,0.551422,0.214442,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,2.0,24,393,179.0274,393,0.008765,-0.083765,-1.0,0.338422,-1.0,2.0,0.231552,0.605598,0.16285,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,2.5,24,3251,2324.9679,3251,-0.004508,-0.01121,-1.0,0.373731,-1.0,2.5,0.150415,0.547524,0.301753,0.000308,0.0,0.000308
ALL,BREACH_RECLAIM,fade,conservative,1.5,2.5,24,457,220.0048,457,0.030111,-0.013603,-1.0,0.369803,-1.0,2.5,0.166302,0.562363,0.271335,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,2.5,24,393,179.0274,393,0.006013,-0.07462,-1.0,0.330789,-1.0,2.5,0.16285,0.610687,0.226463,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,3.0,24,3251,2324.9679,3251,0.010334,0.006413,-1.0,0.37004,-1.0,3.0,0.110428,0.548447,0.340818,0.000308,0.0,0.000308
ALL,BREACH_RECLAIM,fade,conservative,1.5,3.0,24,457,220.0048,457,0.05471,0.024887,-1.0,0.369803,-1.0,3.0,0.122538,0.562363,0.315098,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,3.0,24,393,179.0274,393,-0.001394,-0.0645,-1.0,0.3257,-1.0,3.0,0.101781,0.615776,0.282443,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,1.0,24,3251,2324.9679,3251,0.001976,0.008781,0.0,0.495847,-1.0,1.0,0.398954,0.376807,0.223931,0.000308,0.000923,0.0
ALL,BREACH_RECLAIM,fade,conservative,2.0,1.0,24,457,220.0048,457,0.013375,-0.035571,-0.195896,0.485777,-1.0,1.0,0.393873,0.428884,0.177243,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,1.0,24,393,179.0274,393,0.063627,0.012279,-0.03708,0.491094,-1.0,1.0,0.422392,0.381679,0.185751,0.010178,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,1.5,24,3251,2324.9679,3251,0.003755,0.003447,-0.225476,0.443248,-1.0,1.5,0.245771,0.406029,0.347585,0.000615,0.000923,0.000308
ALL,BREACH_RECLAIM,fade,conservative,2.0,1.5,24,457,220.0048,457,0.018012,-0.03857,-0.298468,0.422319,-1.0,1.5,0.247265,0.446389,0.306346,0.0,0.0,0.002188
ALL,CLOSE_BEYOND,fade,conservative,2.0,1.5,24,393,179.0274,393,0.029948,-0.057054,-0.518016,0.394402,-1.0,1.5,0.254453,0.447837,0.29771,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,2.0,24,3251,2324.9679,3251,0.002079,0.006757,-0.296762,0.425715,-1.0,2.0,0.149492,0.413719,0.436481,0.000308,0.000923,0.000308
ALL,BREACH_RECLAIM,fade,conservative,2.0,2.0,24,457,220.0048,457,0.008873,-0.031338,-0.345567,0.411379,-1.0,2.0,0.14442,0.452954,0.402626,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,2.0,24,393,179.0274,393,0.021317,-0.05325,-0.638659,0.381679,-1.0,2.0,0.152672,0.458015,0.389313,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,2.5,24,3251,2324.9679,3251,0.013391,0.021236,-0.303807,0.422639,-1.0,2.000187,0.099046,0.415257,0.485697,0.0,0.000923,0.0
ALL,BREACH_RECLAIM,fade,conservative,2.0,2.5,24,457,220.0048,457,0.007594,-0.01967,-0.345567,0.411379,-1.0,1.776434,0.094092,0.452954,0.452954,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,2.5,24,393,179.0274,393,-0.003575,-0.048213,-0.638659,0.37659,-1.0,1.787863,0.089059,0.463104,0.447837,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,3.0,24,3251,2324.9679,3251,0.018835,0.027476,-0.307057,0.420178,-1.0,1.708559,0.066749,0.41741,0.515841,0.0,0.000923,0.000308
ALL,BREACH_RECLAIM,fade,conservative,2.0,3.0,24,457,220.0048,457,0.010251,-0.005667,-0.358342,0.40919,-1.0,1.51815,0.067834,0.452954,0.479212,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,3.0,24,393,179.0274,393,0.011209,-0.031703,-0.638659,0.37659,-1.0,1.712479,0.071247,0.463104,0.465649,0.0,0.0,0.0
