symbol,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
RB,follow,exclude,1.5,1.5,12,1939,1196.0,1939,-0.018916,-0.034905,-0.202201,0.431666,-1.0,1.5,0.19082,0.406395,0.402785,0.0,0.001031,0.0
M,follow,exclude,1.5,1.5,12,2024,1268.0,2024,0.024426,0.04656,-0.210305,0.454051,-1.0,1.5,0.264328,0.422431,0.313241,0.0,0.001482,0.0
ALL,follow,exclude,1.5,1.5,12,11214,7281.0,11212,-0.005417,0.000194,-0.198624,0.449697,-1.0,1.5,0.22677,0.427501,0.34555,0.000178,0.001516,0.000446
AG,follow,optimistic,1.5,1.5,12,3985,2644.0,3985,-0.026898,-0.011669,-0.271169,0.447679,-1.0,1.5,0.236637,0.449686,0.313425,0.000251,0.001255,0.000251
CU,follow,optimistic,1.5,1.5,12,3266,2173.0,3266,0.012122,0.007691,-0.112132,0.460502,-1.0,1.5,0.212799,0.416105,0.37079,0.000306,0.002143,0.001225
RB,follow,optimistic,1.5,1.5,12,1939,1196.0,1939,-0.018916,-0.034905,-0.202201,0.431666,-1.0,1.5,0.19082,0.406395,0.402785,0.0,0.001031,0.0
M,follow,optimistic,1.5,1.5,12,2024,1268.0,2024,0.024426,0.04656,-0.210305,0.454051,-1.0,1.5,0.264328,0.422431,0.313241,0.0,0.001482,0.0
ALL,follow,optimistic,1.5,1.5,12,11214,7281.0,11214,-0.005003,0.000461,-0.198061,0.449795,-1.0,1.5,0.22677,0.427501,0.34555,0.000178,0.001516,0.000446
AG,follow,conservative,1.5,2.0,12,3985,2644.0,3985,-0.017328,-0.006704,-0.297317,0.438896,-1.0,2.0,0.129235,0.453701,0.416813,0.000251,0.001255,0.000251
CU,follow,conservative,1.5,2.0,12,3266,2173.0,3266,0.002962,0.002277,-0.153714,0.448867,-1.0,2.0,0.10992,0.421617,0.468157,0.000306,0.002143,0.0
RB,follow,conservative,1.5,2.0,12,1939,1196.0,1939,-0.010785,-0.02826,-0.266958,0.420835,-1.0,2.0,0.112429,0.408458,0.479113,0.0,0.001031,0.001547
M,follow,conservative,1.5,2.0,12,2024,1268.0,2024,0.036627,0.06572,-0.258159,0.442194,-1.0,2.0,0.151186,0.427372,0.421443,0.0,0.001482,0.000494
ALL,follow,conservative,1.5,2.0,12,11214,7281.0,11214,-0.000801,0.005256,-0.237165,0.439272,-1.0,2.0,0.124666,0.431782,0.443374,0.000178,0.001516,0.000446
AG,follow,exclude,1.5,2.0,12,3985,2644.0,3984,-0.016956,-0.006455,-0.295506,0.439006,-1.0,2.0,0.129235,0.453701,0.416813,0.000251,0.001255,0.000251
CU,follow,exclude,1.5,2.0,12,3266,2173.0,3265,0.003424,0.002584,-0.153028,0.449005,-1.0,2.0,0.10992,0.421617,0.468157,0.000306,0.002143,0.0
RB,follow,exclude,1.5,2.0,12,1939,1196.0,1939,-0.010785,-0.02826,-0.266958,0.420835,-1.0,2.0,0.112429,0.408458,0.479113,0.0,0.001031,0.001547
M,follow,exclude,1.5,2.0,12,2024,1268.0,2024,0.036627,0.06572,-0.258159,0.442194,-1.0,2.0,0.151186,0.427372,0.421443,0.0,0.001482,0.000494
ALL,follow,exclude,1.5,2.0,12,11214,7281.0,11212,-0.000527,0.005435,-0.236316,0.439351,-1.0,2.0,0.124666,0.431782,0.443374,0.000178,0.001516,0.000446
AG,follow,optimistic,1.5,2.0,12,3985,2644.0,3985,-0.016193,-0.005952,-0.293696,0.439147,-1.0,2.0,0.129235,0.453701,0.416813,0.000251,0.001255,0.000251
CU,follow,optimistic,1.5,2.0,12,3266,2173.0,3266,0.004343,0.003196,-0.152706,0.449173,-1.0,2.0,0.10992,0.421617,0.468157,0.000306,0.002143,0.0
RB,follow,optimistic,1.5,2.0,12,1939,1196.0,1939,-0.010785,-0.02826,-0.266958,0.420835,-1.0,2.0,0.112429,0.408458,0.479113,0.0,0.001031,0.001547
M,follow,optimistic,1.5,2.0,12,2024,1268.0,2024,0.036627,0.06572,-0.258159,0.442194,-1.0,2.0,0.151186,0.427372,0.421443,0.0,0.001482,0.000494
ALL,follow,optimistic,1.5,2.0,12,11214,7281.0,11214,2.3e-05,0.005791,-0.235064,0.439451,-1.0,2.0,0.124666,0.431782,0.443374,0.000178,0.001516,0.000446
AG,follow,conservative,1.5,2.5,12,3985,2644.0,3985,-0.012239,-0.000161,-0.33507,0.433375,-1.0,1.734174,0.082058,0.457716,0.460226,0.0,0.001255,0.000251
CU,follow,conservative,1.5,2.5,12,3266,2173.0,3266,0.01063,0.011517,-0.167291,0.446724,-1.0,1.598715,0.062768,0.423454,0.513778,0.0,0.002143,0.0
RB,follow,conservative,1.5,2.5,12,1939,1196.0,1939,-0.016055,-0.028911,-0.290177,0.41671,-1.0,1.478641,0.05673,0.411037,0.532233,0.0,0.001031,0.0
M,follow,conservative,1.5,2.5,12,2024,1268.0,2024,0.048518,0.081099,-0.259693,0.440711,-1.0,1.880522,0.08251,0.427866,0.489625,0.0,0.001482,0.001976
ALL,follow,conservative,1.5,2.5,12,11214,7281.0,11214,0.00454,0.012935,-0.256625,0.435705,-1.0,1.682262,0.072142,0.434279,0.493579,0.0,0.001516,0.000446
AG,follow,exclude,1.5,2.5,12,3985,2644.0,3985,-0.012239,-0.000161,-0.33507,0.433375,-1.0,1.734174,0.082058,0.457716,0.460226,0.0,0.001255,0.000251
CU,follow,exclude,1.5,2.5,12,3266,2173.0,3266,0.01063,0.011517,-0.167291,0.446724,-1.0,1.598715,0.062768,0.423454,0.513778,0.0,0.002143,0.0
RB,follow,exclude,1.5,2.5,12,1939,1196.0,1939,-0.016055,-0.028911,-0.290177,0.41671,-1.0,1.478641,0.05673,0.411037,0.532233,0.0,0.001031,0.0
M,follow,exclude,1.5,2.5,12,2024,1268.0,2024,0.048518,0.081099,-0.259693,0.440711,-1.0,1.880522,0.08251,0.427866,0.489625,0.0,0.001482,0.001976
ALL,follow,exclude,1.5,2.5,12,11214,7281.0,11214,0.00454,0.012935,-0.256625,0.435705,-1.0,1.682262,0.072142,0.434279,0.493579,0.0,0.001516,0.000446
AG,follow,optimistic,1.5,2.5,12,3985,2644.0,3985,-0.012239,-0.000161,-0.33507,0.433375,-1.0,1.734174,0.082058,0.457716,0.460226,0.0,0.001255,0.000251
CU,follow,optimistic,1.5,2.5,12,3266,2173.0,3266,0.01063,0.011517,-0.167291,0.446724,-1.0,1.598715,0.062768,0.423454,0.513778,0.0,0.002143,0.0
RB,follow,optimistic,1.5,2.5,12,1939,1196.0,1939,-0.016055,-0.028911,-0.290177,0.41671,-1.0,1.478641,0.05673,0.411037,0.532233,0.0,0.001031,0.0
M,follow,optimistic,1.5,2.5,12,2024,1268.0,2024,0.048518,0.081099,-0.259693,0.440711,-1.0,1.880522,0.08251,0.427866,0.489625,0.0,0.001482,0.001976
ALL,follow,optimistic,1.5,2.5,12,11214,7281.0,11214,0.00454,0.012935,-0.256625,0.435705,-1.0,1.682262,0.072142,0.434279,0.493579,0.0,0.001516,0.000446
AG,follow,conservative,1.5,3.0,12,3985,2644.0,3985,-0.007646,0.00326,-0.34454,0.43212,-1.0,1.599114,0.052196,0.457967,0.489084,0.000753,0.001255,0.0
CU,follow,conservative,1.5,3.0,12,3266,2173.0,3266,0.009414,0.007869,-0.167291,0.446724,-1.0,1.554031,0.031537,0.423454,0.545009,0.0,0.002143,0.0
RB,follow,conservative,1.5,3.0,12,1939,1196.0,1939,-0.015159,-0.032132,-0.290177,0.415162,-1.0,1.453982,0.029912,0.411037,0.559051,0.0,0.001031,0.0
M,follow,conservative,1.5,3.0,12,2024,1268.0,2024,0.054958,0.089295,-0.259693,0.440711,-1.0,1.786302,0.047431,0.427866,0.524704,0.0,0.001482,0.0
