symbol,quant_bin,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,MID,fade,conservative,0.75,2.5,6,1859,1459.0,1859,0.020218,0.033183,-1.0,0.35503,-1.0,2.5,0.182894,0.569123,0.247445,0.000538,0.001076,0.0
ALL,HIGH,fade,conservative,0.75,2.5,6,2409,1735.0,2409,-0.004049,-0.038147,-1.0,0.343296,-1.0,2.5,0.177252,0.600249,0.220008,0.002491,0.00083,0.0
ALL,LOW,fade,conservative,0.75,3.0,6,911,742.0,911,0.100017,0.115969,-1.0,0.384193,-1.0,3.0,0.137212,0.512623,0.350165,0.0,0.0,0.001098
ALL,MID,fade,conservative,0.75,3.0,6,1859,1459.0,1859,0.018054,0.032548,-1.0,0.349112,-1.0,3.0,0.121033,0.573964,0.305003,0.0,0.001076,0.0
ALL,HIGH,fade,conservative,0.75,3.0,6,2409,1735.0,2409,-0.010949,-0.041477,-1.0,0.339145,-1.0,3.0,0.124118,0.603155,0.270237,0.002491,0.00083,0.0
ALL,LOW,fade,conservative,1.0,1.0,6,911,742.0,911,0.054181,0.064722,0.117472,0.510428,-1.0,1.0,0.421515,0.347969,0.230516,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,1.0,6,1859,1459.0,1859,-0.000358,0.006609,0.0,0.484669,-1.0,1.0,0.428187,0.419042,0.151157,0.001614,0.0,0.002152
ALL,HIGH,fade,conservative,1.0,1.0,6,2409,1735.0,2409,0.000254,-0.015885,-0.073171,0.485679,-1.0,1.0,0.428809,0.433375,0.13325,0.004566,0.0,0.000415
ALL,LOW,fade,conservative,1.0,1.5,6,911,742.0,911,0.053354,0.065367,-0.068485,0.448957,-1.0,1.5,0.26674,0.385291,0.347969,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,1.5,6,1859,1459.0,1859,-0.002859,0.004399,-0.297814,0.420118,-1.0,1.5,0.272727,0.457235,0.270038,0.0,0.0,0.000538
ALL,HIGH,fade,conservative,1.0,1.5,6,2409,1735.0,2409,0.00272,-0.011979,-0.432618,0.423412,-1.0,1.5,0.278539,0.465753,0.253217,0.002491,0.0,0.0
ALL,LOW,fade,conservative,1.0,2.0,6,911,742.0,911,0.06556,0.077294,-0.160033,0.429199,-1.0,2.0,0.175631,0.392975,0.431394,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,2.0,6,1859,1459.0,1859,0.002761,0.00657,-0.401945,0.395912,-1.0,2.0,0.174287,0.467456,0.357719,0.000538,0.0,0.0
ALL,HIGH,fade,conservative,1.0,2.0,6,2409,1735.0,2409,-0.00293,-0.026789,-0.616372,0.398506,-1.0,2.0,0.172271,0.483603,0.342466,0.00166,0.0,0.0
ALL,LOW,fade,conservative,1.0,2.5,6,911,742.0,911,0.093431,0.110737,-0.196813,0.425906,-1.0,2.5,0.133919,0.394072,0.472009,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,2.5,6,1859,1459.0,1859,-0.008117,-0.004083,-0.437903,0.388919,-1.0,2.360652,0.100592,0.473373,0.426036,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.0,2.5,6,2409,1735.0,2409,-0.001556,-0.017214,-0.627261,0.393939,-1.0,2.5,0.115401,0.485264,0.397675,0.00166,0.0,0.0
ALL,LOW,fade,conservative,1.0,3.0,6,911,742.0,911,0.106164,0.134383,-0.196813,0.424808,-1.0,2.159664,0.098793,0.394072,0.507135,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,3.0,6,1859,1459.0,1859,-0.00147,0.001256,-0.456985,0.387305,-1.0,1.772499,0.068316,0.473911,0.457773,0.0,0.0,0.000538
ALL,HIGH,fade,conservative,1.0,3.0,6,2409,1735.0,2409,0.004488,-0.019356,-0.653388,0.390619,-1.0,1.991999,0.074305,0.489,0.436696,0.0,0.0,0.0
ALL,LOW,fade,conservative,1.25,1.0,6,911,742.0,911,0.048126,0.054808,0.0,0.491767,-1.0,1.0,0.345774,0.271131,0.383095,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,1.0,6,1859,1459.0,1859,-0.006713,1.7e-05,0.0,0.467456,-1.0,1.0,0.35503,0.335664,0.309306,0.0,0.000538,0.0
ALL,HIGH,fade,conservative,1.25,1.0,6,2409,1735.0,2409,0.009166,-0.006934,-0.047903,0.475716,-1.0,1.0,0.364882,0.348277,0.28435,0.002491,0.00166,0.0
ALL,LOW,fade,conservative,1.25,1.5,6,911,742.0,911,0.06602,0.072598,0.0,0.457739,-1.0,1.5,0.19978,0.276619,0.5236,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,1.5,6,1859,1459.0,1859,-0.010946,-0.007654,-0.172127,0.417967,-1.0,1.5,0.19957,0.353954,0.445939,0.000538,0.000538,0.0
ALL,HIGH,fade,conservative,1.25,1.5,6,2409,1735.0,2409,0.012652,-0.007664,-0.182812,0.43296,-1.0,1.5,0.209215,0.366957,0.422167,0.00166,0.00166,0.0
ALL,LOW,fade,conservative,1.25,2.0,6,911,742.0,911,0.093148,0.106485,0.0,0.453348,-1.0,2.0,0.135016,0.276619,0.588364,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,2.0,6,1859,1459.0,1859,-0.011121,-0.010159,-0.187182,0.410974,-1.0,2.0,0.105433,0.358795,0.535772,0.0,0.000538,0.0
ALL,HIGH,fade,conservative,1.25,2.0,6,2409,1735.0,2409,0.011564,-0.00499,-0.19775,0.422997,-1.0,2.0,0.120797,0.369863,0.50768,0.00166,0.00166,0.0
ALL,LOW,fade,conservative,1.25,2.5,6,911,742.0,911,0.100616,0.118643,0.0,0.45225,-1.0,1.633764,0.086718,0.276619,0.636663,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,2.5,6,1859,1459.0,1859,-0.006876,-0.006839,-0.192232,0.40936,-1.0,1.444164,0.064013,0.359333,0.576654,0.0,0.000538,0.000538
ALL,HIGH,fade,conservative,1.25,2.5,6,2409,1735.0,2409,0.016892,-0.007204,-0.205004,0.418431,-1.0,1.619167,0.070154,0.373599,0.556247,0.0,0.00166,0.0
ALL,LOW,fade,conservative,1.25,3.0,6,911,742.0,911,0.086206,0.103958,0.0,0.448957,-1.0,1.510009,0.039517,0.276619,0.683864,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,3.0,6,1859,1459.0,1859,-1.3e-05,0.001383,-0.193361,0.407746,-1.0,1.401116,0.046799,0.359871,0.59333,0.0,0.000538,0.0
ALL,HIGH,fade,conservative,1.25,3.0,6,2409,1735.0,2409,0.014221,-0.011928,-0.205004,0.418016,-1.0,1.532138,0.039851,0.373599,0.58655,0.0,0.00166,0.0
ALL,LOW,fade,conservative,1.5,1.0,6,911,742.0,911,0.05348,0.064639,0.0,0.489572,-1.0,1.0,0.278814,0.192097,0.529089,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,1.0,6,1859,1459.0,1859,-0.022566,-0.019411,-0.056023,0.45078,-1.0,1.0,0.284024,0.279182,0.436794,0.0,0.000538,0.000538
ALL,HIGH,fade,conservative,1.5,1.0,6,2409,1735.0,2409,0.011394,-0.003257,-0.037958,0.471565,-1.0,1.0,0.30137,0.268576,0.427563,0.002491,0.000415,0.0
ALL,LOW,fade,conservative,1.5,1.5,6,911,742.0,911,0.069431,0.079659,0.0,0.467618,-1.0,1.5,0.148189,0.19539,0.656422,0.0,0.0,0.001098
ALL,MID,fade,conservative,1.5,1.5,6,1859,1459.0,1859,-0.017769,-0.016113,-0.098698,0.426573,-1.0,1.5,0.132867,0.281872,0.585261,0.0,0.000538,0.0
ALL,HIGH,fade,conservative,1.5,1.5,6,2409,1735.0,2409,0.009144,-0.010117,-0.120305,0.442507,-1.0,1.5,0.149024,0.276048,0.573267,0.00166,0.000415,0.0
ALL,LOW,fade,conservative,1.5,2.0,6,911,742.0,911,0.090426,0.111281,0.0,0.46652,-1.0,1.470686,0.09989,0.19539,0.70472,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,2.0,6,1859,1459.0,1859,-0.014028,-0.015518,-0.120315,0.421732,-1.0,1.280816,0.071006,0.2851,0.643895,0.0,0.000538,0.000538
ALL,HIGH,fade,conservative,1.5,2.0,6,2409,1735.0,2409,0.016438,-0.007087,-0.131277,0.435866,-1.0,1.455092,0.078456,0.279784,0.64176,0.0,0.000415,0.0
ALL,LOW,fade,conservative,1.5,2.5,6,911,742.0,911,0.075703,0.093046,0.0,0.463227,-1.0,1.258341,0.039517,0.19539,0.765093,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,2.5,6,1859,1459.0,1859,-0.009469,-0.009585,-0.122883,0.420118,-1.0,1.170542,0.047337,0.2851,0.667563,0.0,0.000538,0.0
ALL,HIGH,fade,conservative,1.5,2.5,6,2409,1735.0,2409,0.01583,-0.009333,-0.132145,0.435035,-1.0,1.295965,0.041096,0.279784,0.67912,0.0,0.000415,0.0
ALL,LOW,fade,conservative,1.5,3.0,6,911,742.0,911,0.074607,0.094608,0.0,0.463227,-1.0,1.232613,0.021954,0.19539,0.782656,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,3.0,6,1859,1459.0,1859,-0.01321,-0.009345,-0.122883,0.420118,-1.0,1.136085,0.026896,0.2851,0.688004,0.0,0.000538,0.0
ALL,HIGH,fade,conservative,1.5,3.0,6,2409,1735.0,2409,0.022431,-0.003841,-0.132145,0.435035,-1.0,1.279105,0.027397,0.279784,0.692819,0.0,0.000415,0.0
ALL,LOW,fade,conservative,2.0,1.0,6,911,742.0,911,0.048811,0.056781,0.0,0.479693,-0.964958,1.0,0.182217,0.097695,0.720088,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,1.0,6,1859,1459.0,1859,-0.011381,-0.011982,-0.042017,0.441635,-1.0,1.0,0.18128,0.157612,0.66057,0.000538,0.0,0.0
ALL,HIGH,fade,conservative,2.0,1.0,6,2409,1735.0,2409,0.012743,-0.001509,-0.043717,0.462017,-1.0,1.0,0.194271,0.148609,0.655459,0.00166,0.0,0.0
ALL,LOW,fade,conservative,2.0,1.5,6,911,742.0,911,0.069382,0.085544,0.0,0.4764,-0.964958,1.103014,0.09989,0.097695,0.802415,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,1.5,6,1859,1459.0,1859,-0.011257,-0.013617,-0.051724,0.434104,-1.0,0.960612,0.071006,0.161377,0.767617,0.0,0.0,0.000538
ALL,HIGH,fade,conservative,2.0,1.5,6,2409,1735.0,2409,0.017409,0.000508,-0.055202,0.4533,-1.0,1.109967,0.079286,0.150685,0.770029,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,2.0,6,911,742.0,911,0.058058,0.071558,0.0,0.473106,-0.964958,0.940961,0.027442,0.097695,0.874863,0.0,0.0,0.001098
ALL,MID,fade,conservative,2.0,2.0,6,1859,1459.0,1859,-0.010078,-0.00958,-0.051724,0.432491,-1.0,0.864041,0.038731,0.161377,0.799892,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,2.0,6,2409,1735.0,2409,0.01921,0.000869,-0.057385,0.45247,-1.0,0.978844,0.036115,0.150685,0.8132,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,2.5,6,911,742.0,911,0.060482,0.073701,0.0,0.473106,-0.964958,0.92446,0.015368,0.097695,0.886937,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,2.5,6,1859,1459.0,1859,-0.012047,-0.008857,-0.051724,0.432491,-1.0,0.847607,0.020441,0.161377,0.818182,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,2.5,6,2409,1735.0,2409,0.023571,0.004862,-0.057385,0.45247,-1.0,0.968747,0.019925,0.150685,0.82939,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,3.0,6,911,742.0,911,0.064075,0.075333,0.0,0.473106,-0.964958,0.92446,0.009879,0.097695,0.892426,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,3.0,6,1859,1459.0,1859,-0.011115,-0.008413,-0.051724,0.432491,-1.0,0.847607,0.009683,0.161377,0.82894,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,3.0,6,2409,1735.0,2409,0.022252,0.00488,-0.057385,0.45247,-1.0,0.957586,0.011208,0.150685,0.838107,0.0,0.0,0.0
ALL,LOW,fade,conservative,0.5,1.0,12,700,566.0,700,-0.033569,-0.028571,-1.0,0.485714,-1.0,1.0,0.485714,0.452857,0.0,0.061429,0.0,0.0
ALL,MID,fade,conservative,0.5,1.0,12,1453,1143.0,1453,-0.072339,-0.06449,-1.0,0.467309,-1.0,1.0,0.467309,0.463868,0.000688,0.068135,0.001376,0.000688
ALL,HIGH,fade,conservative,0.5,1.0,12,2085,1507.0,2085,-0.146404,-0.169237,-1.0,0.414868,-1.0,1.0,0.414868,0.470983,0.000959,0.113189,0.0,0.001918
ALL,LOW,fade,conservative,0.5,1.5,12,700,566.0,700,0.012952,0.007972,-1.0,0.402857,-1.0,1.5,0.398571,0.575714,0.007143,0.018571,0.0,0.001429
ALL,MID,fade,conservative,0.5,1.5,12,1453,1143.0,1453,-0.031576,-0.001626,-1.0,0.398486,-1.0,1.5,0.398486,0.56435,0.002753,0.034412,0.001376,0.000688
ALL,HIGH,fade,conservative,0.5,1.5,12,2085,1507.0,2085,-0.10299,-0.125858,-1.0,0.349161,-1.0,1.5,0.348201,0.604317,0.002878,0.044604,0.0,0.0
ALL,LOW,fade,conservative,0.5,2.0,12,700,566.0,700,0.026439,0.040663,-1.0,0.347143,-1.0,2.0,0.34,0.635714,0.015714,0.008571,0.0,0.0
ALL,MID,fade,conservative,0.5,2.0,12,1453,1143.0,1453,-0.000389,0.033298,-1.0,0.345492,-1.0,2.0,0.339986,0.633173,0.008947,0.017894,0.002065,0.001376
ALL,HIGH,fade,conservative,0.5,2.0,12,2085,1507.0,2085,-0.07053,-0.108203,-1.0,0.297362,-1.0,2.0,0.294484,0.673381,0.005276,0.026859,0.0,0.00048
ALL,LOW,fade,conservative,0.5,2.5,12,700,566.0,700,0.023575,0.023554,-1.0,0.297143,-1.0,2.5,0.278571,0.687143,0.03,0.004286,0.0,0.0
ALL,MID,fade,conservative,0.5,2.5,12,1453,1143.0,1453,-0.014718,0.026482,-1.0,0.295939,-1.0,2.5,0.286992,0.689608,0.014453,0.008947,0.002065,0.0
ALL,HIGH,fade,conservative,0.5,2.5,12,2085,1507.0,2085,-0.078169,-0.116312,-1.0,0.255635,-1.0,2.5,0.246523,0.721823,0.013429,0.018225,0.0,0.0
ALL,LOW,fade,conservative,0.5,3.0,12,700,566.0,700,0.05323,0.061477,-1.0,0.275714,-1.0,3.0,0.245714,0.705714,0.045714,0.002857,0.0,0.0
ALL,MID,fade,conservative,0.5,3.0,12,1453,1143.0,1453,-0.02928,0.019437,-1.0,0.262904,-1.0,3.0,0.240881,0.726084,0.029594,0.003441,0.002065,0.0
ALL,HIGH,fade,conservative,0.5,3.0,12,2085,1507.0,2085,-0.064585,-0.115527,-1.0,0.228297,-1.0,3.0,0.211031,0.755396,0.022062,0.011511,0.0,0.0
ALL,LOW,fade,conservative,0.75,1.0,12,700,566.0,700,0.045547,0.03848,1.0,0.517143,-1.0,1.0,0.508571,0.47,0.018571,0.002857,0.001429,0.002857
ALL,MID,fade,conservative,0.75,1.0,12,1453,1143.0,1453,-0.012959,0.003044,0.448224,0.500344,-1.0,1.0,0.497591,0.483138,0.008947,0.010323,0.001376,0.000688
ALL,HIGH,fade,conservative,0.75,1.0,12,2085,1507.0,2085,-0.046857,-0.064683,-1.0,0.466667,-1.0,1.0,0.463309,0.510312,0.008633,0.017746,0.000959,0.0
ALL,LOW,fade,conservative,0.75,1.5,12,700,566.0,700,0.05551,0.058682,-1.0,0.427143,-1.0,1.5,0.397143,0.55,0.051429,0.001429,0.001429,0.0
ALL,MID,fade,conservative,0.75,1.5,12,1453,1143.0,1453,0.00776,0.021205,-1.0,0.411562,-1.0,1.5,0.391604,0.566414,0.036476,0.005506,0.001376,0.000688
ALL,HIGH,fade,conservative,0.75,1.5,12,2085,1507.0,2085,-0.036788,-0.052538,-1.0,0.381295,-1.0,1.5,0.364508,0.595204,0.029736,0.010552,0.000959,0.000959
ALL,LOW,fade,conservative,0.75,2.0,12,700,566.0,700,0.088971,0.094266,-1.0,0.385714,-1.0,2.0,0.314286,0.581429,0.104286,0.0,0.001429,0.0
ALL,MID,fade,conservative,0.75,2.0,12,1453,1143.0,1453,0.008871,0.026625,-1.0,0.353063,-1.0,2.0,0.313145,0.620785,0.064694,0.001376,0.001376,0.001376
ALL,HIGH,fade,conservative,0.75,2.0,12,2085,1507.0,2085,-0.029855,-0.045082,-1.0,0.330935,-1.0,2.0,0.293046,0.642686,0.058034,0.006235,0.000959,0.0
ALL,LOW,fade,conservative,0.75,2.5,12,700,566.0,700,0.135422,0.135372,-1.0,0.364286,-1.0,2.5,0.255714,0.598571,0.145714,0.0,0.001429,0.0
ALL,MID,fade,conservative,0.75,2.5,12,1453,1143.0,1453,0.015779,0.038188,-1.0,0.328975,-1.0,2.5,0.242257,0.640743,0.116999,0.0,0.001376,0.0
ALL,HIGH,fade,conservative,0.75,2.5,12,2085,1507.0,2085,-0.021373,-0.042377,-1.0,0.30024,-1.0,2.5,0.234532,0.670983,0.091607,0.002878,0.000959,0.0
ALL,LOW,fade,conservative,0.75,3.0,12,700,566.0,700,0.139211,0.142077,-1.0,0.351429,-1.0,3.0,0.198571,0.611429,0.19,0.0,0.001429,0.001429
ALL,MID,fade,conservative,0.75,3.0,12,1453,1143.0,1453,0.032424,0.05729,-1.0,0.315898,-1.0,3.0,0.199587,0.648314,0.151411,0.000688,0.001376,0.0
ALL,HIGH,fade,conservative,0.75,3.0,12,2085,1507.0,2085,-0.02629,-0.039608,-1.0,0.282014,-1.0,3.0,0.189928,0.680096,0.127098,0.002878,0.000959,0.0
ALL,LOW,fade,conservative,1.0,1.0,12,700,566.0,700,0.046839,0.051494,0.480681,0.52,-1.0,1.0,0.482857,0.435714,0.081429,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,1.0,12,1453,1143.0,1453,0.005895,0.019199,0.284354,0.503785,-1.0,1.0,0.481074,0.461803,0.056435,0.000688,0.0,0.002753
ALL,HIGH,fade,conservative,1.0,1.0,12,2085,1507.0,2085,-0.03051,-0.04335,-1.0,0.477218,-1.0,1.0,0.459472,0.498321,0.03693,0.005276,0.00048,0.00048
ALL,LOW,fade,conservative,1.0,1.5,12,700,566.0,700,0.058576,0.061152,-0.565233,0.441429,-1.0,1.5,0.345714,0.494286,0.16,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,1.5,12,1453,1143.0,1453,0.003122,0.0157,-1.0,0.412939,-1.0,1.5,0.355127,0.537509,0.107364,0.0,0.0,0.002753
ALL,HIGH,fade,conservative,1.0,1.5,12,2085,1507.0,2085,-0.025915,-0.031908,-1.0,0.399041,-1.0,1.5,0.340528,0.552518,0.104077,0.002878,0.00048,0.0
ALL,LOW,fade,conservative,1.0,2.0,12,700,566.0,700,0.079401,0.084361,-1.0,0.407143,-1.0,2.0,0.252857,0.517143,0.23,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,2.0,12,1453,1143.0,1453,0.015808,0.031645,-1.0,0.380592,-1.0,2.0,0.255334,0.557467,0.187199,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.0,2.0,12,2085,1507.0,2085,-0.01759,-0.036079,-1.0,0.354916,-1.0,2.0,0.247962,0.577938,0.172182,0.001918,0.00048,0.0
ALL,LOW,fade,conservative,1.0,2.5,12,700,566.0,700,0.105081,0.11446,-1.0,0.395714,-1.0,2.5,0.194286,0.524286,0.281429,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,2.5,12,1453,1143.0,1453,0.006779,0.017845,-1.0,0.35788,-1.0,2.5,0.182381,0.569167,0.248451,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.0,2.5,12,2085,1507.0,2085,-0.017771,-0.023118,-1.0,0.339089,-1.0,2.5,0.189448,0.586091,0.222542,0.001918,0.00048,0.0
ALL,LOW,fade,conservative,1.0,3.0,12,700,566.0,700,0.121861,0.134858,-1.0,0.385714,-1.0,3.0,0.15,0.525714,0.324286,0.0,0.0,0.0
ALL,MID,fade,conservative,1.0,3.0,12,1453,1143.0,1453,0.026981,0.035114,-1.0,0.351686,-1.0,3.0,0.137646,0.572608,0.289745,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.0,3.0,12,2085,1507.0,2085,-0.02641,-0.033821,-1.0,0.32518,-1.0,3.0,0.138129,0.598082,0.263789,0.0,0.00048,0.0
ALL,LOW,fade,conservative,1.25,1.0,12,700,566.0,700,0.039414,0.038179,0.168052,0.511429,-1.0,1.0,0.431429,0.402857,0.165714,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,1.0,12,1453,1143.0,1453,0.010428,0.014677,0.0,0.491397,-1.0,1.0,0.439092,0.415692,0.145217,0.0,0.000688,0.0
ALL,HIGH,fade,conservative,1.25,1.0,12,2085,1507.0,2085,-0.027771,-0.037303,-0.203393,0.476259,-1.0,1.0,0.42542,0.457074,0.114628,0.002878,0.001918,0.0
ALL,LOW,fade,conservative,1.25,1.5,12,700,566.0,700,0.080685,0.078224,-0.127764,0.465714,-1.0,1.5,0.297143,0.427143,0.275714,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,1.5,12,1453,1143.0,1453,0.013708,0.017194,-0.394123,0.425327,-1.0,1.5,0.289057,0.45905,0.251893,0.0,0.000688,0.0
ALL,HIGH,fade,conservative,1.25,1.5,12,2085,1507.0,2085,-0.005087,-0.015831,-0.637858,0.414868,-1.0,1.5,0.297842,0.488729,0.211511,0.001918,0.001918,0.0
ALL,LOW,fade,conservative,1.25,2.0,12,700,566.0,700,0.100173,0.103163,-0.216622,0.445714,-1.0,2.0,0.205714,0.437143,0.357143,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,2.0,12,1453,1143.0,1453,0.0126,0.011653,-0.480933,0.397109,-1.0,2.0,0.192705,0.472127,0.335169,0.0,0.000688,0.0
ALL,HIGH,fade,conservative,1.25,2.0,12,2085,1507.0,2085,-0.005221,-0.006344,-0.951927,0.38705,-1.0,2.0,0.208633,0.497362,0.292086,0.001918,0.001918,0.0
ALL,LOW,fade,conservative,1.25,2.5,12,700,566.0,700,0.108639,0.105856,-0.283762,0.43,-1.0,2.5,0.14,0.44,0.42,0.0,0.0,0.001429
ALL,MID,fade,conservative,1.25,2.5,12,1453,1143.0,1453,0.027582,0.023371,-0.51324,0.390227,-1.0,2.5,0.130764,0.475568,0.393668,0.0,0.000688,0.0
ALL,HIGH,fade,conservative,1.25,2.5,12,2085,1507.0,2085,-0.013329,-0.015776,-1.0,0.371703,-1.0,2.5,0.140048,0.509353,0.3506,0.0,0.001918,0.0
ALL,LOW,fade,conservative,1.25,3.0,12,700,566.0,700,0.086727,0.080946,-0.310148,0.422857,-1.0,2.243284,0.075714,0.445714,0.478571,0.0,0.0,0.0
ALL,MID,fade,conservative,1.25,3.0,12,1453,1143.0,1453,0.03759,0.033674,-0.555541,0.388162,-1.0,2.298521,0.086029,0.477632,0.436339,0.0,0.000688,0.0
ALL,HIGH,fade,conservative,1.25,3.0,12,2085,1507.0,2085,-0.014079,-0.014302,-1.0,0.369784,-1.0,2.308452,0.094964,0.510312,0.394724,0.0,0.001918,0.0
ALL,LOW,fade,conservative,1.5,1.0,12,700,566.0,700,0.049063,0.050423,0.152276,0.518571,-1.0,1.0,0.38,0.334286,0.285714,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,1.0,12,1453,1143.0,1453,0.005406,0.006614,0.0,0.477632,-1.0,1.0,0.390915,0.370957,0.238128,0.0,0.0,0.002753
ALL,HIGH,fade,conservative,1.5,1.0,12,2085,1507.0,2085,-0.014882,-0.020948,-0.102066,0.478177,-1.0,1.0,0.38753,0.388969,0.220624,0.002878,0.00048,0.0
ALL,LOW,fade,conservative,1.5,1.5,12,700,566.0,700,0.067536,0.068109,0.0,0.477143,-1.0,1.5,0.235714,0.351429,0.412857,0.0,0.0,0.001429
ALL,MID,fade,conservative,1.5,1.5,12,1453,1143.0,1453,0.023967,0.031026,-0.14424,0.441156,-1.0,1.5,0.244322,0.384721,0.370268,0.000688,0.0,0.0
ALL,HIGH,fade,conservative,1.5,1.5,12,2085,1507.0,2085,-0.003319,-0.012369,-0.243407,0.421103,-1.0,1.5,0.248921,0.409592,0.339568,0.001918,0.00048,0.0
ALL,LOW,fade,conservative,1.5,2.0,12,700,566.0,700,0.099119,0.105076,-0.07276,0.461429,-1.0,2.0,0.164286,0.352857,0.482857,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,2.0,12,1453,1143.0,1453,0.02999,0.02982,-0.19003,0.424639,-1.0,2.0,0.146593,0.391604,0.461803,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.5,2.0,12,2085,1507.0,2085,-0.005403,-0.012693,-0.324036,0.401439,-1.0,2.0,0.157314,0.419664,0.423022,0.0,0.00048,0.0
ALL,LOW,fade,conservative,1.5,2.5,12,700,566.0,700,0.073166,0.069183,-0.109058,0.448571,-1.0,1.878934,0.077143,0.358571,0.564286,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,2.5,12,1453,1143.0,1453,0.036848,0.03661,-0.208017,0.420509,-1.0,1.931324,0.087405,0.393668,0.518926,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.5,2.5,12,2085,1507.0,2085,-0.007668,-0.010382,-0.324983,0.397602,-1.0,2.074576,0.10024,0.421583,0.478177,0.0,0.00048,0.0
ALL,LOW,fade,conservative,1.5,3.0,12,700,566.0,700,0.064046,0.058738,-0.109058,0.448571,-1.0,1.567817,0.034286,0.358571,0.607143,0.0,0.0,0.0
ALL,MID,fade,conservative,1.5,3.0,12,1453,1143.0,1453,0.036298,0.038851,-0.224406,0.41638,-1.0,1.768481,0.059188,0.394357,0.546456,0.0,0.0,0.0
ALL,HIGH,fade,conservative,1.5,3.0,12,2085,1507.0,2085,0.006144,0.004624,-0.332001,0.395683,-1.0,1.763518,0.071463,0.423022,0.505516,0.0,0.00048,0.00048
ALL,LOW,fade,conservative,2.0,1.0,12,700,566.0,700,0.056956,0.067711,0.107497,0.517143,-1.0,1.0,0.285714,0.212857,0.501429,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,1.0,12,1453,1143.0,1453,0.016566,0.014605,0.0,0.479697,-1.0,1.0,0.292498,0.264281,0.443221,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,1.0,12,2085,1507.0,2085,0.004525,-0.004493,-0.037388,0.470983,-1.0,1.0,0.30024,0.269544,0.428297,0.001918,0.0,0.0
ALL,LOW,fade,conservative,2.0,1.5,12,700,566.0,700,0.078356,0.093858,0.0,0.492857,-1.0,1.5,0.164286,0.215714,0.62,0.0,0.0,0.0
ALL,MID,fade,conservative,2.0,1.5,12,1453,1143.0,1453,0.019638,0.012433,-0.056707,0.45148,-1.0,1.5,0.150723,0.273228,0.57605,0.0,0.0,0.0
ALL,HIGH,fade,conservative,2.0,1.5,12,2085,1507.0,2085,0.008334,-0.000275,-0.104203,0.438369,-1.0,1.5,0.166906,0.277218,0.555875,0.0,0.0,0.0
ALL,LOW,fade,conservative,2.0,2.0,12,700,566.0,700,0.055368,0.062574,0.0,0.48,-1.0,1.270147,0.06,0.218571,0.721429,0.0,0.0,0.001429
ALL,MID,fade,conservative,2.0,2.0,12,1453,1143.0,1453,0.02142,0.017088,-0.075051,0.445286,-1.0,1.407464,0.077082,0.275292,0.647626,0.0,0.0,0.0
