instrument,horizon,features,learner,stratum,n,auc,brier_skill,logloss_skill,calibration_slope,return_spread
AL,H15,S3,gbr,TOP50,5375,0.5199040643295354,-0.012446682110150986,-0.009617971041423923,0.05519437224704634,-0.00021369574231177598
AL,H15,S3,gbr,TOP30,3911,0.5253214482921827,-0.013003990699697932,-0.010192711655168996,0.06190979998936256,-0.0003481958912337786
AL,H15,S3,gbr,TOP20,2951,0.526890319660433,-0.014835288409947855,-0.011703354268885136,0.060339652969068604,-0.00047189681816998225
SN,H5,S0,logistic,ALL,9604,0.5203841051957279,-0.003802805206117643,-0.003280695079689311,0.053205434051741225,-0.00017709610250914016
SN,H5,S0,logistic,TOP50,7275,0.5207429113962894,-0.005192190855106693,-0.0044548124563794644,0.04737564024046476,-0.00021153046814780142
SN,H5,S0,logistic,TOP30,5325,0.5187687687687688,-0.006847554232674469,-0.005794276518194863,0.045931325045887594,-0.00028823066760048113
SN,H5,S0,logistic,TOP20,4188,0.517032268305321,-0.009214722080741033,-0.0077360665069754475,0.0398662699783127,-0.000287695003404112
SN,H5,S0,gbr,ALL,9604,0.5284992409983287,-0.0016913878650994807,-0.0014310665146168855,0.10003490055876058,-8.800158869923502e-05
SN,H5,S0,gbr,TOP50,7275,0.5237497454845905,-0.0038675147235756047,-0.0030621750484405297,0.07564563637270239,-0.00011679170663691969
SN,H5,S0,gbr,TOP30,5325,0.5160301225690177,-0.007194438875308462,-0.005551229022225934,0.04676844264328224,-0.0001452491057621427
SN,H5,S0,gbr,TOP20,4188,0.515719304423345,-0.00868418707156482,-0.006724175923043418,0.04075410324512078,-0.0001239138272890445
SN,H5,S1,logistic,ALL,9604,0.5229610419618659,-0.004580196917912893,-0.0048217012832094674,0.04542499237644083,-3.368233663373347e-05
SN,H5,S1,logistic,TOP50,7275,0.5242661831365156,-0.006193573306056077,-0.006471017774017485,0.041644654531980935,-4.740986192049886e-05
SN,H5,S1,logistic,TOP30,5325,0.5232925287181206,-0.00809175997914946,-0.008406587171774005,0.040796872713019024,-0.00013486940869185125
SN,H5,S1,logistic,TOP20,4188,0.5225804928734592,-0.01082932232454259,-0.011082656323118556,0.03595560711125954,-9.522774725702121e-05
SN,H5,S1,gbr,ALL,9604,0.5289734029143773,-0.0001637782260541787,-0.0002596471826190605,0.11975253308326383,6.690475553205692e-05
SN,H5,S1,gbr,TOP50,7275,0.5245441283238352,-0.001835694412727129,-0.0015060852761596966,0.09599793963346702,4.038089681641326e-05
SN,H5,S1,gbr,TOP30,5325,0.5190513935581579,-0.0039056772247831884,-0.0030562882622882093,0.07354517481043939,2.2349663996397578e-05
SN,H5,S1,gbr,TOP20,4188,0.5190078718536305,-0.005329514370620014,-0.004156413519846414,0.06298214358728332,8.542993001992016e-05
SN,H5,S2,logistic,ALL,9604,0.5243568781927108,-0.004648268823006507,-0.004849372077163405,0.04456566545792174,-8.800999115312045e-05
SN,H5,S2,logistic,TOP50,7275,0.524378494910372,-0.006396259431221019,-0.0065861871651131665,0.03702975500814548,-9.428668902149378e-05
SN,H5,S2,logistic,TOP30,5325,0.5212209814098202,-0.009547639908427774,-0.00957438011602374,0.02589282770322275,-0.00016511496538392856
SN,H5,S2,logistic,TOP20,4188,0.5167680562752239,-0.013440756038998858,-0.013116620583505156,0.014972334873899058,-0.00020042659890909552
SN,H5,S2,gbr,ALL,9604,0.5274661764716724,-0.00034774054202002525,-0.00037617180297222497,0.11740433217144493,-4.859663601183903e-06
SN,H5,S2,gbr,TOP50,7275,0.5243611115268008,-0.001673638846368286,-0.001369802583460089,0.0988916525120199,-1.6777545170087065e-05
SN,H5,S2,gbr,TOP30,5325,0.5187472562754412,-0.0037628465118915155,-0.002931663202298429,0.07538525281803489,-1.0461065546822693e-05
SN,H5,S2,gbr,TOP20,4188,0.5178958322690351,-0.005285721944287891,-0.004094251013306849,0.06326899312718415,-2.4001550950384974e-06
SN,H5,S3,logistic,ALL,9604,0.5254171777020604,-0.005902556712458429,-0.0065408998531673035,0.03651268487411246,-8.516475855184697e-05
SN,H5,S3,logistic,TOP50,7275,0.5257210211815773,-0.008240422746875753,-0.008957283674583927,0.029276372897459147,-8.253522052436733e-05
SN,H5,S3,logistic,TOP30,5325,0.5222936437000698,-0.012252696820153952,-0.012949393301821877,0.0201585912309748,-0.0001308436010663499
SN,H5,S3,logistic,TOP20,4188,0.5183649597147924,-0.01698668307248652,-0.017487882669237065,0.011822265236253049,-0.00016305243486624648
SN,H5,S3,gbr,ALL,9604,0.5304599429132212,-6.63342310067705e-05,-0.00020065002482994032,0.12119556835482677,8.893880748649027e-05
SN,H5,S3,gbr,TOP50,7275,0.5281747613525966,-0.001262093488366256,-0.0011102245925564969,0.1052569708515559,0.00011761298087075404
SN,H5,S3,gbr,TOP30,5325,0.5221403760017064,-0.003414060356567772,-0.002719460983066524,0.08257301172128988,0.00014297001890863445
SN,H5,S3,gbr,TOP20,4188,0.5195044809995402,-0.00590876903994908,-0.004604052916420853,0.061791310639092746,0.00023255744212595303
SN,H15,S0,logistic,ALL,8414,0.504037255900308,-0.011490794203957932,-0.009950717172268808,0.00015698719117292139,-0.0005001643034546043
SN,H15,S0,logistic,TOP50,6312,0.5027453355252773,-0.014493394653045666,-0.01266540627717716,-0.0017687365090388904,-0.0006092454097754146
SN,H15,S0,logistic,TOP30,4565,0.5059150345622119,-0.01857838027776748,-0.016440558038905984,0.001337963227149413,-0.0006680035128847866
SN,H15,S0,logistic,TOP20,3606,0.5045380077376878,-0.02289680025842933,-0.020360703574393346,0.0010127267586207236,-0.0006038970025730554
SN,H15,S0,gbr,ALL,8414,0.48974276460274635,-0.013900384960247036,-0.01044542204523613,-0.009682266907889868,-0.0006992802738437615
SN,H15,S0,gbr,TOP50,6312,0.485560893721912,-0.0177698689176653,-0.013380766671541089,-0.019011858408709555,-0.0009263799201355458
SN,H15,S0,gbr,TOP30,4565,0.4826056067588326,-0.0229042082268458,-0.017230257910442637,-0.01912342516166651,-0.0011001352764700273
SN,H15,S0,gbr,TOP20,3606,0.48419911854968356,-0.026305859782432384,-0.01984661331427695,-0.013146020400258255,-0.001099135005517926
SN,H15,S1,logistic,ALL,8414,0.5070482570058272,-0.01518253616994425,-0.01721095609127321,0.012540854263385637,-0.00024662396476178436
SN,H15,S1,logistic,TOP50,6312,0.5062492895796039,-0.019499209550615237,-0.02240518972036143,0.012091792206894101,-0.00025351625305400366
SN,H15,S1,logistic,TOP30,4565,0.5131009984639017,-0.02498935534796365,-0.029547061552510634,0.013825056016938349,-0.00022213422981112786
SN,H15,S1,logistic,TOP20,3606,0.5147149900394576,-0.030980754033854696,-0.03693053604046259,0.013903661086784948,-5.204079619164188e-05
SN,H15,S1,gbr,ALL,8414,0.5072710167752829,-0.009013982372796603,-0.006944871401369568,0.029343977429868013,-0.00027219691444335464
SN,H15,S1,gbr,TOP50,6312,0.5051918928330581,-0.011681668142461854,-0.00901444429992293,0.020838799115886434,-0.0002975502548788032
SN,H15,S1,gbr,TOP30,4565,0.5096617703533026,-0.01349223744233674,-0.010456321384537226,0.030786168814299433,-0.00035241337037014383
SN,H15,S1,gbr,TOP20,3606,0.5086431356864314,-0.01644644207036494,-0.012768482769708989,0.027995879328452083,-0.000345040573827047
SN,H15,S2,logistic,ALL,8414,0.5092795282726315,-0.01466239440447148,-0.015589342010416507,0.014471236097020557,-0.00025056010092959014
SN,H15,S2,logistic,TOP50,6312,0.5086339926168493,-0.018903614750238606,-0.020315463298145486,0.013359480883739533,-0.0002487473904536722
SN,H15,S2,logistic,TOP30,4565,0.5139187788018433,-0.02423706062507458,-0.02670448900668232,0.014538878651259279,-8.648901830973062e-05
SN,H15,S2,logistic,TOP20,3606,0.512638274634075,-0.03060772012422186,-0.03375142848641932,0.013620599669890678,-8.395884701690984e-05
SN,H15,S2,gbr,ALL,8414,0.5083427390912001,-0.006871896884635964,-0.0053957073898001084,0.04704757665276031,-0.00012134531253035401
SN,H15,S2,gbr,TOP50,6312,0.5075265401010474,-0.008556158929743818,-0.006749075652057845,0.041763780212258496,-9.653260270248716e-05
SN,H15,S2,gbr,TOP30,4565,0.5112716013824885,-0.00935045536815493,-0.00742293585339282,0.05257945430110602,3.464007699989069e-05
SN,H15,S2,gbr,TOP20,3606,0.508907878442925,-0.011933433406668748,-0.009459676660563243,0.04606478652504998,0.00018806354775777998
SN,H15,S3,logistic,ALL,8414,0.5079844527640494,-0.015911650657522758,-0.01763997921274818,0.012564273447283798,-0.00013950864673331788
SN,H15,S3,logistic,TOP50,6312,0.5074734217420974,-0.020495012409149194,-0.02299343452806335,0.011730526604614334,-0.0001860996594845965
SN,H15,S3,logistic,TOP30,4565,0.5125641321044547,-0.02587185820504101,-0.02995350986123091,0.013416351806812773,-0.00021138315757423314
SN,H15,S3,logistic,TOP20,3606,0.5125265934944967,-0.03249944679439043,-0.03773422115035974,0.012814991894009227,1.6720179362011154e-05
SN,H15,S3,gbr,ALL,8414,0.5031215473719293,-0.0077358456612044435,-0.005988986074461744,0.03996378753384392,-9.927633667804288e-05
SN,H15,S3,gbr,TOP50,6312,0.5002737754360626,-0.009861999989852377,-0.007658034060312291,0.03229165897243077,-4.184663571304284e-05
SN,H15,S3,gbr,TOP30,4565,0.5021954685099846,-0.011089765773305116,-0.008655573819960516,0.0410830961351838,3.378404430052419e-05
SN,H15,S3,gbr,TOP20,3606,0.5027789528739434,-0.01279721932063449,-0.010049344939129679,0.04182695625492969,0.00011649874454583938
I,H5,S0,logistic,ALL,4921,0.5322785149721094,0.00286969682640581,0.002096451100665142,0.1848976839524065,0.00020240188724231288
I,H5,S0,logistic,TOP50,1959,0.5525198834553902,0.00665422323832443,0.004911234279298404,0.24469511308260206,0.0004328609621318321
I,H5,S0,logistic,TOP30,1009,0.5437647128810478,0.004846898427576685,0.0034658711706265777,0.1844873327205422,0.0003957569093364314
I,H5,S0,logistic,TOP20,567,0.547795693164774,0.0054311067528527435,0.003946595690973109,0.16730247437894752,0.000559435199100468
I,H5,S0,gbr,ALL,4921,0.5232032100976959,-0.002508096175030783,-0.0018593065576917311,0.09259278528278715,0.00017130911617089644
I,H5,S0,gbr,TOP50,1959,0.5312774909160451,-0.00263346948922627,-0.001773521328546579,0.1151066840344086,0.00029469378278988966
I,H5,S0,gbr,TOP30,1009,0.5211631780672904,-0.007949942530277587,-0.0057705565155854455,0.08183237761057599,0.00019230052503320947
I,H5,S0,gbr,TOP20,567,0.5171081529890722,-0.015186433278031597,-0.010974561699896412,0.050795327744918954,0.0002790516541271315
I,H5,S1,logistic,ALL,4921,0.5361811950333544,0.0023508737626771747,0.0016305668834196707,0.1430467147523873,0.00016556152551415573
I,H5,S1,logistic,TOP50,1959,0.5531369174175694,0.004428951754098298,0.0031121569441127095,0.15780428643619607,0.00039763491395690496
I,H5,S1,logistic,TOP30,1009,0.5635341508808608,0.004922295942229593,0.003316268713238091,0.15048284599272574,0.0005225870445765071
I,H5,S1,logistic,TOP20,567,0.5708431540604242,0.0010832102924002163,0.0001694621778201011,0.1309564065528044,0.0005607797968887134
I,H5,S1,gbr,ALL,4921,0.533962890434585,-0.00015824318833290718,-0.00014698791587242077,0.11763696471207417,0.00015234347921702255
I,H5,S1,gbr,TOP50,1959,0.5508572103540211,0.0025890399172221468,0.002014670278210673,0.1490687280316862,0.0002775569449937099
I,H5,S1,gbr,TOP30,1009,0.5680149402136502,0.005997511281920498,0.004853326655584245,0.17557600578177776,0.00033512950484014385
I,H5,S1,gbr,TOP20,567,0.5647163595457467,-0.00152043769825716,-0.00036254740852337264,0.1418655812114331,0.0003719616954089844
I,H5,S2,logistic,ALL,4921,0.5330335556489176,0.0003492973652088338,0.00014473829030381413,0.1197479691060137,0.00010999617555131102
I,H5,S2,logistic,TOP50,1959,0.55182410313523,0.003157924289427405,0.0023361437388702555,0.14486346188787108,0.0003331519670121742
I,H5,S2,logistic,TOP30,1009,0.5543898562918016,0.0005836443933001645,0.0005297535976122036,0.12929487881163962,0.00020904625804615528
I,H5,S2,logistic,TOP20,567,0.5568620098564389,-0.004910790440938229,-0.0035177576467069205,0.11221972184471583,0.0002697396859097635
I,H5,S2,gbr,ALL,4921,0.530550565982419,-0.0010300199203083782,-0.0008033080697740225,0.10990697065556995,0.00013323068297406068
I,H5,S2,gbr,TOP50,1959,0.5453685892027494,0.0007957183165684389,0.0007033566704780503,0.1378499453213073,0.00028385266132178815
I,H5,S2,gbr,TOP30,1009,0.5604471016155487,0.004771749065889952,0.0039023091298515666,0.1706590269247078,0.00036712520425654185
I,H5,S2,gbr,TOP20,567,0.5585359974287551,-0.0009672365258419635,6.420940684248588e-05,0.14665386253742996,0.0003447352297504434
I,H5,S3,logistic,ALL,4921,0.5302120601703945,-0.0008218708334741809,-0.0007624438729296745,0.10975150799284984,0.00010979707583062788
I,H5,S3,logistic,TOP50,1959,0.5458956273272361,0.0006622596193630592,0.00045084435166464765,0.12978105727815603,0.00028523607319311196
I,H5,S3,logistic,TOP30,1009,0.5475103893123933,-0.0032126393494094074,-0.002342898986917419,0.11290375670133677,0.00015107592830244975
I,H5,S3,logistic,TOP20,567,0.5470457467323764,-0.011340238117622636,-0.008285331782089678,0.09156351055133513,0.00030075751389791876
I,H5,S3,gbr,ALL,4921,0.5303778499892338,-0.0013557303777345098,-0.0009779639901530413,0.10761923965156929,0.00017140217944430297
I,H5,S3,gbr,TOP50,1959,0.5460469328293567,4.694704950480855e-05,0.0002209807954116627,0.13349594791981276,0.0002574374909610018
I,H5,S3,gbr,TOP30,1009,0.5598309665247432,0.003443046900170166,0.003014203277196259,0.16322816853466082,0.0002681860713536241
I,H5,S3,gbr,TOP20,567,0.5618571887722306,-0.0014629479764494135,-0.0001363193283838715,0.1433298648850777,0.0002500704707838923
I,H15,S0,logistic,ALL,3737,0.521076416745251,0.0013247542509465804,0.0010275349974222525,0.14435355704240457,0.00031202096115560957
I,H15,S0,logistic,TOP50,1476,0.5456186964123473,0.005823378416435099,0.0045227055704187835,0.20261152733239185,0.0008228837899093656
I,H15,S0,logistic,TOP30,724,0.5708182020897044,0.014719927438570979,0.011147714526284824,0.23983312395711015,0.0012244908682162295
I,H15,S0,logistic,TOP20,423,0.587056795415366,0.02098305303303083,0.015755115715387458,0.23846760911312936,0.0016188811283534639
I,H15,S0,gbr,ALL,3737,0.513191306938404,-0.005446924707630529,-0.0040857016998949724,0.07506219071523498,0.00019843974400766417
I,H15,S0,gbr,TOP50,1476,0.5408554555379952,0.0009619027258728208,0.000759602063714726,0.1437231564954504,0.0005947357879837406
I,H15,S0,gbr,TOP30,724,0.5827718845565749,0.014749792947097218,0.01086669574277177,0.21025841782559662,0.0011328549514013188
I,H15,S0,gbr,TOP20,423,0.5911219307645716,0.016384536020373153,0.012142920439366822,0.20092094353427353,0.0016385586376398277
I,H15,S1,logistic,ALL,3737,0.5135031515808339,-0.0014969327044946912,-0.0011583561045693802,0.10275923619613357,0.00017793514203616104
I,H15,S1,logistic,TOP50,1476,0.537037037037037,0.0008779883726133253,0.0006620654592520703,0.1481922006769163,0.0006986316666774781
I,H15,S1,logistic,TOP30,724,0.562388506625892,0.00924572072436236,0.006727299605222781,0.1911722365984627,0.001221828169698812
I,H15,S1,logistic,TOP20,423,0.5840982155337092,0.014727066978318715,0.010627678967131127,0.19453884746759095,0.0018007291410078437
I,H15,S1,gbr,ALL,3737,0.5077480271831177,-0.01123925469100362,-0.00884007081278626,0.030128854613269612,0.00013834313972658184
I,H15,S1,gbr,TOP50,1476,0.5326937172175268,-0.0037077357760544327,-0.0028310980749262082,0.10960303679350838,0.0004957633582440504
I,H15,S1,gbr,TOP30,724,0.573701102191641,0.011536296451368,0.008459948285235108,0.18799565891675715,0.001278149299647265
I,H15,S1,gbr,TOP20,423,0.5986348599916134,0.021352629040562898,0.015870356446096245,0.2167591091274308,0.0019681215308396333
I,H15,S2,logistic,ALL,3737,0.5095798029059757,-0.004379710113978863,-0.003348135312833289,0.0689181946018849,0.00022821477565564954
I,H15,S2,logistic,TOP50,1476,0.5315246188262062,-0.0031724667765464787,-0.0024073578666956585,0.11390473726325857,0.0006789896283502268
I,H15,S2,logistic,TOP30,724,0.5574429791029561,0.0047351069909068455,0.0032966137408062535,0.16226349938463638,0.0012353309189899703
I,H15,S2,logistic,TOP20,423,0.5752224758887388,0.006368907293740955,0.004301791825609302,0.1576939851871037,0.0014303495164305852
I,H15,S2,gbr,ALL,3737,0.5056407667009153,-0.013272118034219016,-0.010444475490393179,0.018433701788181288,0.0001543699422493837
I,H15,S2,gbr,TOP50,1476,0.5327194851004375,-0.0056668935086268135,-0.004359713393605524,0.10080259932595603,0.0005107899532372665
I,H15,S2,gbr,TOP30,724,0.5752182084607542,0.00907819679256594,0.006629598223861222,0.17652435758286067,0.001221580164763995
I,H15,S2,gbr,TOP20,423,0.6077552066346736,0.023171310702789993,0.017322216178587868,0.2197736657322819,0.001660381543025814
I,H15,S3,logistic,ALL,3737,0.5063739754723267,-0.0060695821750484935,-0.004645560205680299,0.0534376834974544,0.0001686608518644369
I,H15,S3,logistic,TOP50,1476,0.5277567817250357,-0.005604916339580379,-0.004289521097472715,0.09832100034121116,0.0006368102297475915
I,H15,S3,logistic,TOP30,724,0.5576500382262997,0.005550787817672487,0.0037100352218073507,0.1704520441349853,0.0011871029684596272
I,H15,S3,logistic,TOP20,423,0.5760145366444578,0.0061076791212476556,0.0039088976494868755,0.16051567645246448,0.0016050120481386437
I,H15,S3,gbr,ALL,3737,0.506227949490258,-0.013356636630198482,-0.01050277678873246,0.018344116501796834,0.00019750541108320025
I,H15,S3,gbr,TOP50,1476,0.5359003870908632,-0.004818130132140608,-0.0036924235514805837,0.10638913112975724,0.0005657036046008123
I,H15,S3,gbr,TOP30,724,0.5752898827726809,0.009783763933256862,0.007149822221395374,0.18050092926498562,0.0012730979562085715
I,H15,S3,gbr,TOP20,423,0.6090597772911523,0.024539486051389114,0.01828186583643665,0.22608540848463832,0.0016321055710546454
SC,H5,S0,logistic,ALL,13097,0.5207605673969414,-0.0044975865992658015,-0.0038079014518885845,0.05476011536843448,-0.00011489132996655467
SC,H5,S0,logistic,TOP50,9558,0.5212240422278462,-0.006872082610642316,-0.005732210107985303,0.03863921285151916,-0.00017462841410558223
SC,H5,S0,logistic,TOP30,7706,0.5237812953695005,-0.009156559899667016,-0.007561339538706857,0.03735010973863442,-0.0002003763776887203
SC,H5,S0,logistic,TOP20,5991,0.5240897259098837,-0.010401139906696999,-0.00871954055639046,0.03159741110286817,-0.00022190697816377972
SC,H5,S0,gbr,ALL,13097,0.5233909909626782,-0.0022386087982519953,-0.0017187623490977355,0.1034099080042302,-5.9122782262445833e-05
SC,H5,S0,gbr,TOP50,9558,0.5231632004106319,-0.003021006726251718,-0.0023018096953388856,0.09804706942152935,-0.0001369183634839859
SC,H5,S0,gbr,TOP30,7706,0.5279838657755495,-0.002733580220554588,-0.0021041632887595085,0.11672988032313707,-0.00011593481979240359
SC,H5,S0,gbr,TOP20,5991,0.5272372186583236,-0.0032262951818013974,-0.0024938254276012373,0.10393459118483751,-0.0001894513953369852
SC,H5,S1,logistic,ALL,13097,0.5210680228425004,-0.004292317223286712,-0.006079806410619337,0.030362032756604766,-0.00010695216211832667
SC,H5,S1,logistic,TOP50,9558,0.5211510315559187,-0.006597015063799727,-0.008841908479083394,0.019964367135834653,-0.00018414061435118056
SC,H5,S1,logistic,TOP30,7706,0.524505656787724,-0.008630612980479624,-0.01128159421850361,0.017388698174954774,-0.0001805928378539
SC,H5,S1,logistic,TOP20,5991,0.5261394726937295,-0.009481530851517261,-0.013322227052434688,0.015258042823375305,-0.00019111657365586897
SC,H5,S1,gbr,ALL,13097,0.5314930621954411,0.0015780822690482088,0.0010884052330638605,0.16197414113985295,-2.9349981051000802e-05
SC,H5,S1,gbr,TOP50,9558,0.5304279048235601,0.0012099078035371358,0.0008168307928786422,0.15547343691840768,-6.267928915935957e-05
SC,H5,S1,gbr,TOP30,7706,0.5352205360119435,0.0020362376676893446,0.0014088260262045127,0.1777622596713847,-7.29023903314355e-05
SC,H5,S1,gbr,TOP20,5991,0.5339088658339244,0.001839505515696116,0.0012418431920372397,0.16505028570000382,-7.886305882273707e-05
SC,H5,S2,logistic,ALL,13097,0.52674167892069,-0.0028232087316266696,-0.005119437898390755,0.05600688878549193,7.013412642853022e-05
SC,H5,S2,logistic,TOP50,9558,0.5276637852636172,-0.004246216429932392,-0.007243833649141385,0.0499740730367393,0.00010350570169375008
SC,H5,S2,logistic,TOP30,7706,0.5307136117855615,-0.005604851717473158,-0.009220823835153436,0.04758019066222702,0.00010653063342895259
SC,H5,S2,logistic,TOP20,5991,0.5329337733613349,-0.005863989333223518,-0.01087891244502548,0.04564749035676175,0.00015518694988617024
SC,H5,S2,gbr,ALL,13097,0.5288329418265817,0.0006434120146920908,0.00040491774553808035,0.14335468128124373,-8.111860199510549e-05
SC,H5,S2,gbr,TOP50,9558,0.5274257165211198,6.0256634787592134e-05,-2.8830755253617113e-05,0.1342597528502579,-0.00011593815196055734
SC,H5,S2,gbr,TOP30,7706,0.5308987050215177,0.0006270651302274777,0.00037564596903716385,0.1521286798492987,-9.459001354770457e-05
SC,H5,S2,gbr,TOP20,5991,0.52973630447427,0.0003760313501366408,0.00016889398137431844,0.14038444517895568,-8.457170611063693e-05
SC,H5,S3,logistic,ALL,13097,0.5264441029234141,-0.0031541217374346786,-0.005431394143369239,0.056247055811177574,8.872099661625405e-05
SC,H5,S3,logistic,TOP50,9558,0.5279159999608738,-0.004479819888629555,-0.007411310748681288,0.05130556654010292,0.0001117781216518291
SC,H5,S3,logistic,TOP30,7706,0.5310584494843109,-0.005805089221105897,-0.00936649909698506,0.04901918952964573,0.00010808412118933224
SC,H5,S3,logistic,TOP20,5991,0.5330271439596139,-0.0060777004053251815,-0.01102492300879665,0.0471207459973592,0.00013901665916288058
SC,H5,S3,gbr,ALL,13097,0.5284760189896791,0.00026799523139275916,0.00012788027239629685,0.13730564669557416,-4.6446504048321726e-05
SC,H5,S3,gbr,TOP50,9558,0.5273047631250006,-0.0003513315058256694,-0.00033679270672126727,0.1279569782929161,-7.995099425379384e-05
SC,H5,S3,gbr,TOP30,7706,0.5312303627065613,0.0003108618166101085,0.00013672321852287173,0.14827221579506186,-4.734178401131954e-05
SC,H5,S3,gbr,TOP20,5991,0.529045005074586,-0.00033993601729975786,-0.0003651219944105222,0.13020852719977985,-0.0001294146765287176
SC,H15,S0,logistic,ALL,11907,0.5147722549431535,-0.004915522107368009,-0.003886623865898553,0.0544740215314754,-0.0002209825026363186
SC,H15,S0,logistic,TOP50,8488,0.5130577329455672,-0.007689149976998655,-0.006015008933537569,0.04128590583134268,-0.0002872627954493569
SC,H15,S0,logistic,TOP30,6863,0.5120874958491617,-0.010395768355714985,-0.008075447553733017,0.03710930511062185,-0.0003301178199988907
SC,H15,S0,logistic,TOP20,5361,0.5156789977734858,-0.012770071887584278,-0.009951796130426072,0.03321423453553883,-0.00048488093595031305
SC,H15,S0,gbr,ALL,11907,0.5187580841220563,-0.0032191150005844715,-0.0024156337925429483,0.09431835774311416,1.4263412858022088e-05
SC,H15,S0,gbr,TOP50,8488,0.5170675081589664,-0.004737521106146669,-0.003532658144447254,0.08445500368677798,-2.2914633999131224e-05
SC,H15,S0,gbr,TOP30,6863,0.5149918087293721,-0.00658018969630203,-0.004876698588980322,0.07650233135081816,4.125883877571178e-05
SC,H15,S0,gbr,TOP20,5361,0.518816871288099,-0.006536635477446984,-0.0048584825868336345,0.08616113232425944,7.224112980508339e-05
SC,H15,S1,logistic,ALL,11907,0.5165485887202833,-0.006359222400914355,-0.007715867979279478,0.031777014062590245,-0.00010581520418680814
SC,H15,S1,logistic,TOP50,8488,0.5142256949418296,-0.009865113322192087,-0.011555732184042489,0.02363678670680315,-0.0002090419097740775
SC,H15,S1,logistic,TOP30,6863,0.513139154783167,-0.012967099703215412,-0.014834889911057081,0.02192202416878788,-0.00024487533740946644
SC,H15,S1,logistic,TOP20,5361,0.5203086609122862,-0.015136878847963775,-0.017918758477087682,0.02236200544936244,-0.0002964073289197745
SC,H15,S1,gbr,ALL,11907,0.5268877843144382,-0.0005598955165659891,-0.000540873461250202,0.12692599206469932,-3.0171040169652523e-05
SC,H15,S1,gbr,TOP50,8488,0.525373885533506,-0.0018426617250701938,-0.001519269586403471,0.11212984975376758,-0.00015137138072193122
SC,H15,S1,gbr,TOP30,6863,0.5259632704953744,-0.0027231812821564283,-0.0022005085479277486,0.11111729138839659,-5.9054729386146323e-05
SC,H15,S1,gbr,TOP20,5361,0.5278015718667477,-0.0030026123038171537,-0.0024657183370391245,0.1103909113159126,-8.93352889072101e-05
SC,H15,S2,logistic,ALL,11907,0.5194986935584631,-0.006741513448011993,-0.007707624016426884,0.03976231828079961,-0.00021972820216008596
SC,H15,S2,logistic,TOP50,8488,0.5200107601746946,-0.009767877954146797,-0.011076817767013747,0.032485711704210114,-0.00025772756378680047
SC,H15,S2,logistic,TOP30,6863,0.5189339373386906,-0.012912604280383766,-0.014293402928818644,0.028326171942501213,-0.00020668118851083957
SC,H15,S2,logistic,TOP20,5361,0.5238612568141414,-0.014703824420088552,-0.016961598735868666,0.028425332248981833,-0.0002189025673920122
SC,H15,S2,gbr,ALL,11907,0.5207399287276481,-0.0025633705344785263,-0.001984700907442516,0.09300700035030494,-7.269855939361714e-05
SC,H15,S2,gbr,TOP50,8488,0.5183681123499932,-0.0037817218678652953,-0.0029015669552103773,0.08032410689923071,-9.443724260996316e-05
SC,H15,S2,gbr,TOP30,6863,0.5188680759558817,-0.004725322704759893,-0.0036170393314380878,0.0777819599343177,-7.56957316650772e-05
SC,H15,S2,gbr,TOP20,5361,0.5197365124401405,-0.005354563915289878,-0.004132475558485504,0.07231620834635216,-5.20649380151002e-05
SC,H15,S3,logistic,ALL,11907,0.5205689754396216,-0.007855790666213558,-0.008797957270987311,0.035109304326132865,-0.00020355761402552204
SC,H15,S3,logistic,TOP50,8488,0.5217991811606997,-0.011063796583169028,-0.012415350037853878,0.02798596152013863,-0.00024450725686593936
SC,H15,S3,logistic,TOP30,6863,0.5212159429558045,-0.014334555562535378,-0.01580820883859224,0.02412964032066865,-0.00024888929803954126
SC,H15,S3,logistic,TOP20,5361,0.527256844206915,-0.016170043464456496,-0.018657519819435864,0.024981848042467596,-0.00016261985017959572
SC,H15,S3,gbr,ALL,11907,0.5193556656981713,-0.003126112248044155,-0.0023961779776595638,0.08381209004808349,-5.206801037570793e-05
SC,H15,S3,gbr,TOP50,8488,0.5177624222274784,-0.004222025716234645,-0.0032254245170399987,0.07378608777403911,-8.087659696372212e-05
SC,H15,S3,gbr,TOP30,6863,0.517462438629166,-0.005345237042921891,-0.004068219170799692,0.06938636372857719,-0.00014323191329174416
SC,H15,S3,gbr,TOP20,5361,0.5183548236410274,-0.005929218181856211,-0.0045485108710701105,0.06547505715784184,-0.00018695051142436628
M,H5,S0,logistic,ALL,4921,0.5162056977864642,-0.0013666303781600941,-0.0012018471297949862,0.0974003125496696,3.086402312651604e-05
M,H5,S0,logistic,TOP50,2130,0.508085427457691,-0.006048048321880328,-0.004991127080898217,0.05914900832392658,4.919349563900044e-05
M,H5,S0,logistic,TOP30,1385,0.5119274481527263,-0.005548004928203953,-0.0046771917031041,0.0659084498044431,9.934850914605615e-05
M,H5,S0,logistic,TOP20,850,0.5109146344912632,-0.009292645870027316,-0.007894795080820805,0.06334690833051226,-2.9888711564521825e-05
M,H5,S0,gbr,ALL,4921,0.5187139291709371,-0.004607755730111185,-0.003434340919142853,0.0707216639933615,-2.0613892416157478e-06
M,H5,S0,gbr,TOP50,2130,0.5125841508112504,-0.007835832695131995,-0.0059882053197575225,0.044083339975111026,-2.06788650115101e-05
