rows,mae,rmse,r2,spearman,w_mae,w_rmse,w_r2,w_spearman,direction,block
2155,1.5120165864588315,2.0886886634724955,-0.2711582840831308,,1.4045601338315692,2.078412598109306,-0.0456867686758482,,long,baseline_validation
1694,1.8281562945548784,2.7869950882902317,-0.18906808762547844,,1.5768910955271103,2.265601707558099,-0.009974830589994488,,long,baseline_test
2155,1.4915773887008306,1.9342413582078692,-0.09011808172582425,0.08381812433503645,1.3428540041131503,1.9164269886121001,0.11095726562069386,,long,model_validation
1694,1.8651456099387338,2.7993940796256003,-0.19967165158637146,0.026839771407449323,1.5956534883064017,2.2854059425552022,-0.02770892682458803,,long,model_test
2155,1.846106609843858,2.695057540215428,-0.27221776127497455,,1.7574745477457956,2.603489160033552,-0.001718503885375977,,short,baseline_validation
1694,2.662385599955496,4.684724089675494,-0.2263670236127453,,2.0439904904735107,3.5142777682238866,-0.0349994255531052,,short,baseline_test
2155,1.8264638747487092,2.629768437035514,-0.2113241833477486,-0.07436435588358806,1.6946172582951078,2.557306994331882,0.03350439930412086,,short,model_validation
1694,2.6224353383317585,4.664301275858264,-0.2156977624843699,-0.0052049427147008685,2.092865492277742,3.52771412376773,-0.042928909907516966,,short,model_test
