direction,model,n_features,best_iteration,fit_seconds,val_w_rmse,val_w_r2,val_spearman,test_w_rmse,test_rmse,test_w_r2,test_spearman,test_decile_spread_weighted
long,M0,12,18,0.6327088749967515,3.3151791950976417,0.03234296977366913,0.1052033947468973,2.903709934637697,3.464160488634696,0.0006775951111215317,0.08523635943963201,1.9905878056428357
long,M1,44,52,0.9975083750032354,3.252772936662241,0.0684311982681467,-0.01380793715002572,2.8171815159354274,3.3965652795571697,0.05934834486028784,0.03881130631380203,1.7743755975015312
long,M2,108,47,1.333084791986039,3.2626104157605633,0.06278792298301272,-0.006423172423144393,2.821071279386888,3.410642446752494,0.056748982063989706,0.03900459406892326,1.7514491505659597
short,M0,12,9,0.5879947499779519,3.2631535400755234,0.00400620933278828,-0.06859712434004112,3.00959334548513,3.5932106642388395,0.021235686150303024,0.03853502717732173,2.0904248895743054
short,M1,44,15,0.7740539160149638,3.199920387770806,0.04223280028935228,0.062311060856095356,2.9660627094223146,3.5206895550810064,0.049344537325856086,0.06240891931116839,2.214332028519318
short,M2,108,18,0.9371477910026442,3.192228774778494,0.046831615277347916,0.033203073537487617,2.9818500060497937,3.508764155638505,0.039197603075944554,0.07196936567775182,1.9833836062137096
