ns,contract
1762358400000000000,SHFE.ag2512
1762362000000000000,SHFE.ag2512
1762365600000000000,SHFE.ag2512
1762390800000000000,SHFE.ag2512
1762394400000000000,SHFE.ag2512
1762398000000000000,SHFE.ag2512
1762405200000000000,SHFE.ag2512
1762408800000000000,SHFE.ag2512
1762434000000000000,SHFE.ag2512
1762437600000000000,SHFE.ag2512
1762441200000000000,SHFE.ag2512
1762444800000000000,SHFE.ag2512
1762448400000000000,SHFE.ag2512
1762452000000000000,SHFE.ag2512
1762477200000000000,SHFE.ag2512
1762480800000000000,SHFE.ag2512
1762484400000000000,SHFE.ag2512
1762491600000000000,SHFE.ag2512
1762495200000000000,SHFE.ag2512
1762520400000000000,SHFE.ag2512
1762524000000000000,SHFE.ag2512
1762527600000000000,SHFE.ag2512
1762531200000000000,SHFE.ag2512
1762534800000000000,SHFE.ag2512
1762538400000000000,SHFE.ag2512
1762736400000000000,SHFE.ag2512
1762740000000000000,SHFE.ag2512
1762743600000000000,SHFE.ag2512
1762750800000000000,SHFE.ag2512
1762754400000000000,SHFE.ag2512
1762779600000000000,SHFE.ag2512
1762783200000000000,SHFE.ag2512
1762786800000000000,SHFE.ag2512
1762790400000000000,SHFE.ag2512
1762794000000000000,SHFE.ag2512
1762797600000000000,SHFE.ag2512
1762822800000000000,SHFE.ag2512
1762826400000000000,SHFE.ag2512
1762830000000000000,SHFE.ag2512
1762837200000000000,SHFE.ag2512
1762840800000000000,SHFE.ag2512
1762866000000000000,SHFE.ag2512
1762869600000000000,SHFE.ag2512
1762873200000000000,SHFE.ag2512
1762876800000000000,SHFE.ag2512
1762880400000000000,SHFE.ag2512
1762884000000000000,SHFE.ag2512
1762909200000000000,SHFE.ag2512
1762912800000000000,SHFE.ag2512
1762916400000000000,SHFE.ag2512
1762923600000000000,SHFE.ag2512
1762927200000000000,SHFE.ag2512
1762952400000000000,SHFE.ag2512
1762956000000000000,SHFE.ag2512
1762959600000000000,SHFE.ag2512
1762963200000000000,SHFE.ag2512
1762966800000000000,SHFE.ag2512
1762970400000000000,SHFE.ag2512
1762995600000000000,SHFE.ag2512
1762999200000000000,SHFE.ag2512
1763002800000000000,SHFE.ag2512
1763010000000000000,SHFE.ag2512
1763013600000000000,SHFE.ag2512
1763038800000000000,SHFE.ag2512
1763042400000000000,SHFE.ag2512
1763046000000000000,SHFE.ag2512
1763049600000000000,SHFE.ag2512
1763053200000000000,SHFE.ag2512
1763056800000000000,SHFE.ag2512
1763082000000000000,SHFE.ag2512
1763085600000000000,SHFE.ag2512
1763089200000000000,SHFE.ag2512
1763096400000000000,SHFE.ag2512
1763100000000000000,SHFE.ag2512
1763125200000000000,SHFE.ag2602
1763128800000000000,SHFE.ag2602
1763132400000000000,SHFE.ag2602
1763136000000000000,SHFE.ag2602
1763139600000000000,SHFE.ag2602
1763143200000000000,SHFE.ag2602
1763341200000000000,SHFE.ag2602
1763344800000000000,SHFE.ag2602
1763348400000000000,SHFE.ag2602
1763355600000000000,SHFE.ag2602
1763359200000000000,SHFE.ag2602
1763384400000000000,SHFE.ag2602
1763388000000000000,SHFE.ag2602
1763391600000000000,SHFE.ag2602
1763395200000000000,SHFE.ag2602
1763398800000000000,SHFE.ag2602
1763402400000000000,SHFE.ag2602
1763427600000000000,SHFE.ag2602
1763431200000000000,SHFE.ag2602
1763434800000000000,SHFE.ag2602
1763442000000000000,SHFE.ag2602
1763445600000000000,SHFE.ag2602
1763470800000000000,SHFE.ag2602
1763474400000000000,SHFE.ag2602
1763478000000000000,SHFE.ag2602
1763481600000000000,SHFE.ag2602
1763485200000000000,SHFE.ag2602
1763488800000000000,SHFE.ag2603
1763514000000000000,SHFE.ag2602
1763517600000000000,SHFE.ag2602
1763521200000000000,SHFE.ag2602
1763528400000000000,SHFE.ag2602
1763532000000000000,SHFE.ag2602
1763557200000000000,SHFE.ag2602
1763560800000000000,SHFE.ag2602
1763564400000000000,SHFE.ag2602
1763568000000000000,SHFE.ag2602
1763571600000000000,SHFE.ag2602
1763575200000000000,SHFE.ag2602
1763600400000000000,SHFE.ag2602
1763604000000000000,SHFE.ag2602
1763607600000000000,SHFE.ag2602
1763614800000000000,SHFE.ag2603
1763618400000000000,SHFE.ag2602
1763643600000000000,SHFE.ag2602
1763647200000000000,SHFE.ag2602
1763650800000000000,SHFE.ag2602
1763654400000000000,SHFE.ag2602
1763658000000000000,SHFE.ag2602
1763661600000000000,SHFE.ag2602
1763686800000000000,SHFE.ag2602
1763690400000000000,SHFE.ag2602
1763694000000000000,SHFE.ag2602
1763701200000000000,SHFE.ag2602
1763704800000000000,SHFE.ag2602
1763730000000000000,SHFE.ag2602
1763733600000000000,SHFE.ag2602
1763737200000000000,SHFE.ag2602
1763740800000000000,SHFE.ag2602
1763744400000000000,SHFE.ag2602
1763748000000000000,SHFE.ag2602
1763946000000000000,SHFE.ag2611
1763949600000000000,SHFE.ag2602
1763953200000000000,SHFE.ag2602
1763960400000000000,SHFE.ag2602
1763964000000000000,SHFE.ag2603
1763989200000000000,SHFE.ag2602
1763992800000000000,SHFE.ag2602
1763996400000000000,SHFE.ag2603
1764000000000000000,SHFE.ag2603
1764003600000000000,SHFE.ag2602
1764007200000000000,SHFE.ag2603
1764032400000000000,SHFE.ag2602
1764036000000000000,SHFE.ag2602
1764039600000000000,SHFE.ag2602
1764046800000000000,SHFE.ag2602
1764050400000000000,SHFE.ag2602
1764075600000000000,SHFE.ag2602
1764079200000000000,SHFE.ag2603
1764082800000000000,SHFE.ag2602
1764086400000000000,SHFE.ag2602
1764090000000000000,SHFE.ag2602
1764093600000000000,SHFE.ag2602
1764118800000000000,SHFE.ag2602
1764122400000000000,SHFE.ag2602
1764126000000000000,SHFE.ag2602
1764133200000000000,SHFE.ag2602
1764136800000000000,SHFE.ag2602
1764162000000000000,SHFE.ag2602
1764165600000000000,SHFE.ag2602
1764169200000000000,SHFE.ag2603
1764172800000000000,SHFE.ag2602
1764176400000000000,SHFE.ag2603
1764180000000000000,SHFE.ag2602
1764205200000000000,SHFE.ag2602
1764208800000000000,SHFE.ag2602
1764212400000000000,SHFE.ag2602
1764219600000000000,SHFE.ag2602
1764223200000000000,SHFE.ag2602
1764248400000000000,SHFE.ag2602
1764252000000000000,SHFE.ag2602
1764255600000000000,SHFE.ag2602
1764259200000000000,SHFE.ag2602
1764262800000000000,SHFE.ag2602
1764266400000000000,SHFE.ag2602
1764291600000000000,SHFE.ag2602
1764295200000000000,SHFE.ag2602
1764298800000000000,SHFE.ag2602
1764306000000000000,SHFE.ag2602
1764309600000000000,SHFE.ag2602
1764334800000000000,SHFE.ag2602
1764338400000000000,SHFE.ag2602
1764342000000000000,SHFE.ag2602
1764345600000000000,SHFE.ag2602
1764349200000000000,SHFE.ag2602
1764352800000000000,SHFE.ag2602
1764550800000000000,SHFE.ag2602
1764554400000000000,SHFE.ag2602
1764558000000000000,SHFE.ag2602
1764565200000000000,SHFE.ag2602
1764568800000000000,SHFE.ag2602
1764594000000000000,SHFE.ag2602
1764597600000000000,SHFE.ag2602
1764601200000000000,SHFE.ag2602
1764604800000000000,SHFE.ag2605
1764608400000000000,SHFE.ag2602
1764612000000000000,SHFE.ag2610
1764637200000000000,SHFE.ag2602
1764640800000000000,SHFE.ag2603
1764644400000000000,SHFE.ag2603
1764651600000000000,SHFE.ag2602
1764655200000000000,SHFE.ag2602
1764680400000000000,SHFE.ag2602
1764684000000000000,SHFE.ag2611
1764687600000000000,SHFE.ag2608
1764691200000000000,SHFE.ag2602
1764694800000000000,SHFE.ag2602
1764698400000000000,SHFE.ag2602
1764723600000000000,SHFE.ag2602
1764727200000000000,SHFE.ag2602
1764730800000000000,SHFE.ag2602
1764738000000000000,SHFE.ag2602
1764741600000000000,SHFE.ag2602
1764766800000000000,SHFE.ag2602
1764770400000000000,SHFE.ag2605
1764774000000000000,SHFE.ag2602
1764777600000000000,SHFE.ag2609
1764781200000000000,SHFE.ag2602
1764784800000000000,SHFE.ag2610
1764810000000000000,SHFE.ag2602
1764813600000000000,SHFE.ag2602
1764817200000000000,SHFE.ag2602
1764824400000000000,SHFE.ag2602
1764828000000000000,SHFE.ag2611
1764853200000000000,SHFE.ag2607
1764856800000000000,SHFE.ag2606
1764860400000000000,SHFE.ag2606
1764864000000000000,SHFE.ag2604
1764867600000000000,SHFE.ag2603
1764871200000000000,SHFE.ag2606
1764896400000000000,SHFE.ag2609
1764900000000000000,SHFE.ag2602
1764903600000000000,SHFE.ag2602
1764910800000000000,SHFE.ag2603
1764914400000000000,SHFE.ag2607
1764939600000000000,SHFE.ag2607
1764943200000000000,SHFE.ag2602
1764946800000000000,SHFE.ag2602
1764950400000000000,SHFE.ag2602
1764954000000000000,SHFE.ag2602
1764957600000000000,SHFE.ag2608
1765155600000000000,SHFE.ag2602
1765159200000000000,SHFE.ag2602
1765162800000000000,SHFE.ag2603
1765170000000000000,SHFE.ag2602
1765173600000000000,SHFE.ag2602
1765198800000000000,SHFE.ag2602
1765202400000000000,SHFE.ag2602
1765206000000000000,SHFE.ag2602
1765209600000000000,SHFE.ag2605
1765213200000000000,SHFE.ag2602
1765216800000000000,SHFE.ag2602
1765242000000000000,SHFE.ag2602
1765245600000000000,SHFE.ag2602
1765249200000000000,SHFE.ag2602
1765256400000000000,SHFE.ag2602
1765260000000000000,SHFE.ag2602
1765285200000000000,SHFE.ag2608
1765288800000000000,SHFE.ag2602
1765292400000000000,SHFE.ag2602
1765296000000000000,SHFE.ag2602
1765299600000000000,SHFE.ag2602
1765303200000000000,SHFE.ag2602
1765328400000000000,SHFE.ag2602
1765332000000000000,SHFE.ag2602
1765335600000000000,SHFE.ag2611
1765342800000000000,SHFE.ag2602
1765346400000000000,SHFE.ag2605
1765371600000000000,SHFE.ag2602
1765375200000000000,SHFE.ag2602
1765378800000000000,SHFE.ag2602
1765382400000000000,SHFE.ag2602
1765386000000000000,SHFE.ag2602
1765389600000000000,SHFE.ag2602
1765414800000000000,SHFE.ag2602
1765418400000000000,SHFE.ag2602
1765422000000000000,SHFE.ag2602
1765429200000000000,SHFE.ag2602
1765432800000000000,SHFE.ag2602
1765458000000000000,SHFE.ag2602
1765461600000000000,SHFE.ag2602
1765465200000000000,SHFE.ag2602
1765468800000000000,SHFE.ag2602
1765472400000000000,SHFE.ag2602
1765476000000000000,SHFE.ag2602
1765501200000000000,SHFE.ag2602
1765504800000000000,SHFE.ag2602
1765508400000000000,SHFE.ag2602
1765515600000000000,SHFE.ag2602
1765519200000000000,SHFE.ag2602
1765544400000000000,SHFE.ag2602
1765548000000000000,SHFE.ag2602
1765551600000000000,SHFE.ag2602
1765555200000000000,SHFE.ag2602
1765558800000000000,SHFE.ag2602
1765562400000000000,SHFE.ag2602
1765760400000000000,SHFE.ag2602
1765764000000000000,SHFE.ag2602
1765767600000000000,SHFE.ag2602
1765774800000000000,SHFE.ag2602
1765778400000000000,SHFE.ag2602
1765803600000000000,SHFE.ag2602
1765807200000000000,SHFE.ag2602
1765810800000000000,SHFE.ag2602
1765814400000000000,SHFE.ag2602
1765818000000000000,SHFE.ag2602
1765821600000000000,SHFE.ag2602
1765846800000000000,SHFE.ag2602
1765850400000000000,SHFE.ag2602
1765854000000000000,SHFE.ag2607
1765861200000000000,SHFE.ag2602
1765864800000000000,SHFE.ag2602
1765890000000000000,SHFE.ag2602
1765893600000000000,SHFE.ag2602
1765897200000000000,SHFE.ag2602
1765900800000000000,SHFE.ag2602
1765904400000000000,SHFE.ag2602
1765908000000000000,SHFE.ag2602
1765933200000000000,SHFE.ag2604
1765936800000000000,SHFE.ag2602
1765940400000000000,SHFE.ag2602
1765947600000000000,SHFE.ag2602
1765951200000000000,SHFE.ag2602
1765976400000000000,SHFE.ag2602
1765980000000000000,SHFE.ag2602
1765983600000000000,SHFE.ag2602
1765987200000000000,SHFE.ag2602
1765990800000000000,SHFE.ag2602
1765994400000000000,SHFE.ag2602
1766019600000000000,SHFE.ag2602
1766023200000000000,SHFE.ag2602
1766026800000000000,SHFE.ag2602
1766034000000000000,SHFE.ag2602
1766037600000000000,SHFE.ag2602
1766062800000000000,SHFE.ag2602
1766066400000000000,SHFE.ag2602
1766070000000000000,SHFE.ag2602
1766073600000000000,SHFE.ag2602
1766077200000000000,SHFE.ag2602
1766080800000000000,SHFE.ag2602
1766106000000000000,SHFE.ag2602
1766109600000000000,SHFE.ag2602
1766113200000000000,SHFE.ag2602
1766120400000000000,SHFE.ag2602
1766124000000000000,SHFE.ag2607
1766149200000000000,SHFE.ag2602
1766152800000000000,SHFE.ag2602
1766156400000000000,SHFE.ag2602
1766160000000000000,SHFE.ag2602
1766163600000000000,SHFE.ag2602
1766167200000000000,SHFE.ag2602
1766365200000000000,SHFE.ag2602
1766368800000000000,SHFE.ag2602
1766372400000000000,SHFE.ag2604
1766379600000000000,SHFE.ag2602
1766383200000000000,SHFE.ag2602
1766408400000000000,SHFE.ag2602
1766412000000000000,SHFE.ag2609
1766415600000000000,SHFE.ag2602
1766419200000000000,SHFE.ag2602
1766422800000000000,SHFE.ag2602
1766426400000000000,SHFE.ag2607
1766451600000000000,SHFE.ag2602
1766455200000000000,SHFE.ag2602
1766458800000000000,SHFE.ag2602
1766466000000000000,SHFE.ag2602
1766469600000000000,SHFE.ag2602
1766494800000000000,SHFE.ag2602
1766498400000000000,SHFE.ag2602
1766502000000000000,SHFE.ag2602
1766505600000000000,SHFE.ag2602
1766509200000000000,SHFE.ag2602
1766512800000000000,SHFE.ag2602
1766538000000000000,SHFE.ag2602
1766541600000000000,SHFE.ag2602
1766545200000000000,SHFE.ag2602
1766552400000000000,SHFE.ag2602
1766556000000000000,SHFE.ag2605
1766581200000000000,SHFE.ag2602
1766584800000000000,SHFE.ag2602
1766588400000000000,SHFE.ag2602
1766592000000000000,SHFE.ag2602
1766595600000000000,SHFE.ag2602
1766599200000000000,SHFE.ag2602
1766624400000000000,SHFE.ag2602
1766628000000000000,SHFE.ag2602
1766631600000000000,SHFE.ag2602
1766638800000000000,SHFE.ag2602
1766642400000000000,SHFE.ag2602
1766667600000000000,SHFE.ag2602
1766671200000000000,SHFE.ag2602
1766674800000000000,SHFE.ag2602
1766678400000000000,SHFE.ag2602
1766682000000000000,SHFE.ag2602
1766685600000000000,SHFE.ag2602
1766710800000000000,SHFE.ag2602
1766714400000000000,SHFE.ag2602
1766718000000000000,SHFE.ag2602
1766725200000000000,SHFE.ag2602
1766728800000000000,SHFE.ag2602
1766754000000000000,SHFE.ag2602
1766757600000000000,SHFE.ag2602
1766761200000000000,SHFE.ag2602
1766764800000000000,SHFE.ag2602
1766768400000000000,SHFE.ag2602
1766772000000000000,SHFE.ag2602
1766970000000000000,SHFE.ag2611
1766973600000000000,SHFE.ag2602
1766977200000000000,SHFE.ag2602
1766984400000000000,SHFE.ag2602
1766988000000000000,SHFE.ag2602
1767013200000000000,SHFE.ag2605
1767016800000000000,SHFE.ag2604
1767020400000000000,SHFE.ag2604
1767024000000000000,SHFE.ag2604
1767027600000000000,SHFE.ag2604
1767031200000000000,SHFE.ag2604
1767056400000000000,SHFE.ag2604
1767060000000000000,SHFE.ag2604
1767063600000000000,SHFE.ag2608
1767070800000000000,SHFE.ag2604
1767074400000000000,SHFE.ag2604
1767099600000000000,SHFE.ag2604
1767103200000000000,SHFE.ag2604
1767106800000000000,SHFE.ag2604
1767110400000000000,SHFE.ag2604
1767114000000000000,SHFE.ag2604
1767117600000000000,SHFE.ag2604
1767142800000000000,SHFE.ag2604
1767146400000000000,SHFE.ag2604
1767150000000000000,SHFE.ag2604
1767157200000000000,SHFE.ag2604
1767160800000000000,SHFE.ag2606
1767574800000000000,SHFE.ag2604
1767578400000000000,SHFE.ag2604
1767582000000000000,SHFE.ag2604
1767589200000000000,SHFE.ag2604
1767592800000000000,SHFE.ag2604
1767618000000000000,SHFE.ag2604
1767621600000000000,SHFE.ag2604
1767625200000000000,SHFE.ag2604
1767628800000000000,SHFE.ag2604
1767632400000000000,SHFE.ag2604
1767636000000000000,SHFE.ag2604
1767661200000000000,SHFE.ag2604
1767664800000000000,SHFE.ag2604
1767668400000000000,SHFE.ag2604
1767675600000000000,SHFE.ag2604
1767679200000000000,SHFE.ag2604
1767704400000000000,SHFE.ag2604
1767708000000000000,SHFE.ag2604
1767711600000000000,SHFE.ag2604
1767715200000000000,SHFE.ag2604
1767718800000000000,SHFE.ag2604
1767722400000000000,SHFE.ag2604
1767747600000000000,SHFE.ag2604
1767751200000000000,SHFE.ag2604
1767754800000000000,SHFE.ag2604
1767762000000000000,SHFE.ag2604
1767765600000000000,SHFE.ag2604
1767790800000000000,SHFE.ag2604
1767794400000000000,SHFE.ag2604
1767798000000000000,SHFE.ag2604
1767801600000000000,SHFE.ag2604
1767805200000000000,SHFE.ag2604
1767808800000000000,SHFE.ag2604
1767834000000000000,SHFE.ag2604
1767837600000000000,SHFE.ag2604
1767841200000000000,SHFE.ag2604
1767848400000000000,SHFE.ag2604
1767852000000000000,SHFE.ag2604
1767877200000000000,SHFE.ag2604
1767880800000000000,SHFE.ag2604
1767884400000000000,SHFE.ag2604
1767888000000000000,SHFE.ag2604
1767891600000000000,SHFE.ag2604
1767895200000000000,SHFE.ag2604
1767920400000000000,SHFE.ag2604
1767924000000000000,SHFE.ag2604
1767927600000000000,SHFE.ag2604
1767934800000000000,SHFE.ag2604
1767938400000000000,SHFE.ag2604
1767963600000000000,SHFE.ag2604
1767967200000000000,SHFE.ag2604
1767970800000000000,SHFE.ag2604
1767974400000000000,SHFE.ag2604
1767978000000000000,SHFE.ag2604
1767981600000000000,SHFE.ag2604
1768179600000000000,SHFE.ag2604
1768183200000000000,SHFE.ag2604
1768186800000000000,SHFE.ag2604
1768194000000000000,SHFE.ag2604
1768197600000000000,SHFE.ag2604
1768222800000000000,SHFE.ag2604
1768226400000000000,SHFE.ag2604
1768230000000000000,SHFE.ag2604
1768233600000000000,SHFE.ag2604
1768237200000000000,SHFE.ag2604
1768240800000000000,SHFE.ag2604
1768266000000000000,SHFE.ag2604
1768269600000000000,SHFE.ag2604
1768273200000000000,SHFE.ag2605
1768280400000000000,SHFE.ag2604
1768284000000000000,SHFE.ag2604
1768309200000000000,SHFE.ag2604
1768312800000000000,SHFE.ag2604
1768316400000000000,SHFE.ag2604
1768320000000000000,SHFE.ag2604
1768323600000000000,SHFE.ag2604
1768327200000000000,SHFE.ag2604
1768352400000000000,SHFE.ag2604
1768356000000000000,SHFE.ag2604
1768359600000000000,SHFE.ag2604
1768366800000000000,SHFE.ag2604
1768370400000000000,SHFE.ag2604
1768395600000000000,SHFE.ag2604
1768399200000000000,SHFE.ag2604
1768402800000000000,SHFE.ag2604
1768406400000000000,SHFE.ag2604
1768410000000000000,SHFE.ag2604
1768413600000000000,SHFE.ag2604
1768438800000000000,SHFE.ag2604
1768442400000000000,SHFE.ag2604
1768446000000000000,SHFE.ag2604
1768453200000000000,SHFE.ag2604
1768456800000000000,SHFE.ag2604
1768482000000000000,SHFE.ag2604
1768485600000000000,SHFE.ag2604
1768489200000000000,SHFE.ag2604
1768492800000000000,SHFE.ag2604
1768496400000000000,SHFE.ag2604
1768500000000000000,SHFE.ag2604
1768525200000000000,SHFE.ag2604
1768528800000000000,SHFE.ag2604
1768532400000000000,SHFE.ag2604
1768539600000000000,SHFE.ag2604
1768543200000000000,SHFE.ag2604
1768568400000000000,SHFE.ag2604
1768572000000000000,SHFE.ag2604
1768575600000000000,SHFE.ag2604
1768579200000000000,SHFE.ag2604
1768582800000000000,SHFE.ag2604
1768586400000000000,SHFE.ag2606
1768784400000000000,SHFE.ag2604
1768788000000000000,SHFE.ag2604
1768791600000000000,SHFE.ag2604
1768798800000000000,SHFE.ag2604
1768802400000000000,SHFE.ag2604
1768827600000000000,SHFE.ag2604
1768831200000000000,SHFE.ag2604
1768834800000000000,SHFE.ag2604
1768838400000000000,SHFE.ag2604
1768842000000000000,SHFE.ag2604
1768845600000000000,SHFE.ag2604
1768870800000000000,SHFE.ag2604
1768874400000000000,SHFE.ag2604
1768878000000000000,SHFE.ag2604
1768885200000000000,SHFE.ag2604
1768888800000000000,SHFE.ag2604
1768914000000000000,SHFE.ag2604
1768917600000000000,SHFE.ag2604
1768921200000000000,SHFE.ag2604
1768924800000000000,SHFE.ag2604
1768928400000000000,SHFE.ag2604
1768932000000000000,SHFE.ag2604
1768957200000000000,SHFE.ag2604
1768960800000000000,SHFE.ag2604
1768964400000000000,SHFE.ag2604
1768971600000000000,SHFE.ag2604
1768975200000000000,SHFE.ag2604
1769000400000000000,SHFE.ag2604
1769004000000000000,SHFE.ag2604
1769007600000000000,SHFE.ag2604
1769011200000000000,SHFE.ag2604
1769014800000000000,SHFE.ag2604
1769018400000000000,SHFE.ag2604
1769043600000000000,SHFE.ag2604
1769047200000000000,SHFE.ag2604
1769050800000000000,SHFE.ag2604
1769058000000000000,SHFE.ag2604
1769061600000000000,SHFE.ag2604
1769086800000000000,SHFE.ag2604
1769090400000000000,SHFE.ag2604
1769094000000000000,SHFE.ag2604
1769097600000000000,SHFE.ag2604
1769101200000000000,SHFE.ag2604
1769104800000000000,SHFE.ag2604
1769130000000000000,SHFE.ag2604
1769133600000000000,SHFE.ag2604
1769137200000000000,SHFE.ag2604
1769144400000000000,SHFE.ag2604
1769148000000000000,SHFE.ag2604
1769173200000000000,SHFE.ag2604
1769176800000000000,SHFE.ag2604
1769180400000000000,SHFE.ag2604
1769184000000000000,SHFE.ag2604
1769187600000000000,SHFE.ag2604
1769191200000000000,SHFE.ag2604
1769389200000000000,SHFE.ag2604
1769392800000000000,SHFE.ag2607
1769396400000000000,SHFE.ag2604
1769403600000000000,SHFE.ag2604
1769407200000000000,SHFE.ag2604
1769432400000000000,SHFE.ag2604
1769436000000000000,SHFE.ag2604
1769439600000000000,SHFE.ag2604
