contract,start,end,start_ns,end_ns,bars,factor
SHFE.ag2607,2026-04-17 23:00:00,2026-04-17 23:00:00,1776438000000000000,1776438000000000000,1,1.0031751881423079
SHFE.ag2606,2026-04-17 23:15:00,2026-04-18 01:45:00,1776438900000000000,1776447900000000000,11,1.0031751881423079
SHFE.ag2607,2026-04-18 02:00:00,2026-04-18 02:00:00,1776448800000000000,1776448800000000000,1,1.003323601475202
SHFE.ag2606,2026-04-18 02:15:00,2026-04-20 09:15:00,1776449700000000000,1776647700000000000,3,1.003323601475202
SHFE.ag2607,2026-04-20 09:30:00,2026-04-20 09:30:00,1776648600000000000,1776648600000000000,1,1.0032732742480013
SHFE.ag2606,2026-04-20 09:45:00,2026-04-20 13:45:00,1776649500000000000,1776663900000000000,8,1.0032732742480013
SHFE.ag2609,2026-04-20 14:00:00,2026-04-20 14:15:00,1776664800000000000,1776665700000000000,2,1.0032226269021358
SHFE.ag2606,2026-04-20 14:30:00,2026-04-20 21:30:00,1776666600000000000,1776691800000000000,5,1.0032226269021358
SHFE.ag2607,2026-04-20 21:45:00,2026-04-20 21:45:00,1776692700000000000,1776692700000000000,1,1.0035236689507188
SHFE.ag2606,2026-04-20 22:00:00,2026-04-20 23:00:00,1776693600000000000,1776697200000000000,5,1.0035236689507188
SHFE.ag2607,2026-04-20 23:15:00,2026-04-20 23:15:00,1776698100000000000,1776698100000000000,1,1.0037258190577745
SHFE.ag2609,2026-04-20 23:30:00,2026-04-20 23:30:00,1776699000000000000,1776699000000000000,1,1.0041290837500436
SHFE.ag2606,2026-04-20 23:45:00,2026-04-21 14:30:00,1776699900000000000,1776753000000000000,25,1.0041290837500436
SHFE.ag2607,2026-04-21 14:45:00,2026-04-21 21:00:00,1776753900000000000,1776776400000000000,2,1.004026991422887
SHFE.ag2606,2026-04-21 21:15:00,2026-04-22 01:15:00,1776777300000000000,1776791700000000000,17,1.004026991422887
SHFE.ag2609,2026-04-22 01:30:00,2026-04-22 01:30:00,1776792600000000000,1776792600000000000,1,1.0041324176833397
SHFE.ag2606,2026-04-22 01:45:00,2026-04-23 11:00:00,1776793500000000000,1776913200000000000,48,1.0041324176833397
SHFE.ag2608,2026-04-23 11:15:00,2026-04-23 11:15:00,1776914100000000000,1776914100000000000,1,1.0048226525305204
SHFE.ag2606,2026-04-23 13:30:00,2026-04-28 10:45:00,1776922200000000000,1777344300000000000,109,1.0048226525305204
SHFE.ag2607,2026-04-28 11:00:00,2026-04-28 11:00:00,1777345200000000000,1777345200000000000,1,1.0047134979324508
SHFE.ag2606,2026-04-28 11:15:00,2026-04-29 21:15:00,1777346100000000000,1777468500000000000,46,1.0047134979324508
SHFE.ag2608,2026-04-29 21:30:00,2026-04-29 21:30:00,1777469400000000000,1777469400000000000,1,1.0050538480333764
SHFE.ag2609,2026-04-29 21:45:00,2026-04-29 22:00:00,1777470300000000000,1777471200000000000,2,1.0054533583647922
SHFE.ag2606,2026-04-29 22:15:00,2026-04-29 22:15:00,1777472100000000000,1777472100000000000,1,1.0054533583647922
SHFE.ag2609,2026-04-29 22:30:00,2026-04-29 22:30:00,1777473000000000000,1777473000000000000,1,1.0056237453091008
SHFE.ag2606,2026-04-29 22:45:00,2026-04-29 22:45:00,1777473900000000000,1777473900000000000,1,1.0056237453091008
SHFE.ag2607,2026-04-29 23:00:00,2026-04-29 23:00:00,1777474800000000000,1777474800000000000,1,1.0063049852856
SHFE.ag2606,2026-04-29 23:15:00,2026-04-30 09:00:00,1777475700000000000,1777510800000000000,14,1.0063049852856
SHFE.ag2609,2026-04-30 09:15:00,2026-04-30 09:15:00,1777511700000000000,1777511700000000000,1,1.006473235575733
SHFE.ag2608,2026-04-30 09:30:00,2026-04-30 09:30:00,1777512600000000000,1777512600000000000,1,1.006473235575733
SHFE.ag2606,2026-04-30 09:45:00,2026-04-30 09:45:00,1777513500000000000,1777513500000000000,1,1.006473235575733
SHFE.ag2611,2026-04-30 10:00:00,2026-04-30 10:00:00,1777514400000000000,1777514400000000000,1,1.006751975255465
SHFE.ag2608,2026-04-30 10:30:00,2026-04-30 10:30:00,1777516200000000000,1777516200000000000,1,1.0069750040492744
SHFE.ag2606,2026-04-30 10:45:00,2026-04-30 14:00:00,1777517100000000000,1777528800000000000,6,1.0069750040492744
SHFE.ag2609,2026-04-30 14:15:00,2026-04-30 14:15:00,1777529700000000000,1777529700000000000,1,1.0069187955645382
SHFE.ag2606,2026-04-30 14:30:00,2026-05-06 09:15:00,1777530600000000000,1778030100000000000,4,1.0069187955645382
SHFE.ag2609,2026-05-06 09:30:00,2026-05-06 09:30:00,1778031000000000000,1778031000000000000,1,1.0073527655227603
SHFE.ag2606,2026-05-06 09:45:00,2026-05-06 23:30:00,1778031900000000000,1778081400000000000,23,1.0073527655227603
SHFE.ag2611,2026-05-06 23:45:00,2026-05-06 23:45:00,1778082300000000000,1778082300000000000,1,1.0074579391253415
SHFE.ag2606,2026-05-07 00:00:00,2026-05-07 00:15:00,1778083200000000000,1778084100000000000,2,1.0074579391253415
SHFE.ag2611,2026-05-07 00:30:00,2026-05-07 00:30:00,1778085000000000000,1778085000000000000,1,1.0076683522287513
SHFE.ag2606,2026-05-07 00:45:00,2026-05-07 09:45:00,1778085900000000000,1778118300000000000,11,1.0076683522287513
SHFE.ag2608,2026-05-07 10:00:00,2026-05-07 10:00:00,1778119200000000000,1778119200000000000,1,1.007772342770777
SHFE.ag2606,2026-05-07 10:30:00,2026-05-07 13:45:00,1778121000000000000,1778132700000000000,6,1.007772342770777
SHFE.ag2608,2026-05-07 14:00:00,2026-05-07 14:15:00,1778133600000000000,1778134500000000000,2,1.0080341562236428
SHFE.ag2611,2026-05-07 14:30:00,2026-05-07 14:30:00,1778135400000000000,1778135400000000000,1,1.0081897170502205
SHFE.ag2606,2026-05-07 14:45:00,2026-05-07 22:30:00,1778136300000000000,1778164200000000000,8,1.0081897170502205
SHFE.ag2607,2026-05-07 22:45:00,2026-05-07 22:45:00,1778165100000000000,1778165100000000000,1,1.0082400284288846
SHFE.ag2606,2026-05-07 23:00:00,2026-05-08 10:00:00,1778166000000000000,1778205600000000000,19,1.0082400284288846
SHFE.ag2607,2026-05-08 10:30:00,2026-05-08 10:30:00,1778207400000000000,1778207400000000000,1,1.0075782531905946
SHFE.ag2606,2026-05-08 10:45:00,2026-05-08 14:00:00,1778208300000000000,1778220000000000000,6,1.0075782531905946
SHFE.ag2607,2026-05-08 14:15:00,2026-05-08 14:15:00,1778220900000000000,1778220900000000000,1,1.0068691903804674
SHFE.ag2606,2026-05-08 14:30:00,2026-05-09 00:00:00,1778221800000000000,1778256000000000000,15,1.0068691903804674
SHFE.ag2607,2026-05-09 00:15:00,2026-05-09 00:15:00,1778256900000000000,1778256900000000000,1,1.0066655356089504
SHFE.ag2606,2026-05-09 00:30:00,2026-05-09 00:45:00,1778257800000000000,1778258700000000000,2,1.0066655356089504
SHFE.ag2607,2026-05-09 01:00:00,2026-05-09 01:00:00,1778259600000000000,1778259600000000000,1,1.0065634655926656
SHFE.ag2606,2026-05-09 01:15:00,2026-05-11 14:00:00,1778260500000000000,1778479200000000000,17,1.0065634655926656
SHFE.ag2607,2026-05-11 14:15:00,2026-05-11 14:15:00,1778480100000000000,1778480100000000000,1,1.0058538327737363
SHFE.ag2606,2026-05-11 14:30:00,2026-05-18 14:45:00,1778481000000000000,1779086700000000000,187,1.0058538327737363
SHFE.ag2608,2026-05-18 21:00:00,2026-05-21 14:30:00,1779109200000000000,1779345000000000000,110,1.004178040393665
SHFE.ag2609,2026-05-21 14:45:00,2026-05-21 14:45:00,1779345900000000000,1779345900000000000,1,1.003414614242945
SHFE.ag2608,2026-05-21 21:00:00,2026-05-22 14:15:00,1779368400000000000,1779430500000000000,35,1.003414614242945
SHFE.ag2611,2026-05-22 14:30:00,2026-05-22 14:30:00,1779431400000000000,1779431400000000000,1,1.0017009318148202
SHFE.ag2608,2026-05-22 14:45:00,2026-07-17 14:45:00,1779432300000000000,1784270700000000000,1422,1.0017009318148202
SHFE.ag2610,2026-07-17 21:00:00,2026-09-04 23:15:00,1784293200000000000,1788534900000000000,1305,1.0
