switch_at,from_contract,to_contract,ref_bar,old_close,new_close,spread_pct,ratio,cum_factor
2025-11-25 02:15:00,SHFE.ag2602,SHFE.ag2603,2025-11-25 02:00:00,11980.0,11979.0,-0.008347245409012771,0.9999165275459099,0.9794129437203349
2025-11-25 09:00:00,SHFE.ag2603,SHFE.ag2602,2025-11-25 02:15:00,11975.0,11975.0,0.0,1.0,0.9794947045470918
2025-11-25 21:15:00,SHFE.ag2602,SHFE.ag2611,2025-11-25 21:00:00,12131.0,12129.0,-0.016486687000250022,0.9998351331299975,0.9794947045470918
2025-11-25 21:30:00,SHFE.ag2611,SHFE.ag2602,2025-11-25 21:15:00,12137.0,12137.0,0.0,1.0,0.9796562174013332
2025-11-25 22:30:00,SHFE.ag2602,SHFE.ag2611,2025-11-25 22:15:00,12126.0,12131.0,0.04123371268349718,1.000412337126835,0.9796562174013332
2025-11-25 22:45:00,SHFE.ag2611,SHFE.ag2603,2025-11-25 22:30:00,12051.0,12048.0,-0.024894199651481763,0.9997510580034852,0.9792524352657296
2025-11-25 23:00:00,SHFE.ag2603,SHFE.ag2602,2025-11-25 22:45:00,12025.0,12025.0,0.0,1.0,0.9794962730235148
2025-11-25 23:15:00,SHFE.ag2602,SHFE.ag2611,2025-11-25 23:00:00,12045.0,12037.0,-0.06641760066418145,0.9993358239933582,0.9794962730235148
2025-11-25 23:30:00,SHFE.ag2611,SHFE.ag2602,2025-11-25 23:15:00,12022.0,12022.0,0.0,1.0,0.9801472633187868
2025-11-26 01:00:00,SHFE.ag2602,SHFE.ag2603,2025-11-26 00:45:00,12056.0,12058.0,0.016589250165899294,1.000165892501659,0.9801472633187868
2025-11-26 01:15:00,SHFE.ag2603,SHFE.ag2602,2025-11-26 01:00:00,12121.0,12121.0,0.0,1.0,0.979984691206775
2025-11-26 01:30:00,SHFE.ag2602,SHFE.ag2603,2025-11-26 01:15:00,12116.0,12117.0,0.00825354902607156,1.0000825354902607,0.979984691206775
2025-11-26 01:45:00,SHFE.ag2603,SHFE.ag2602,2025-11-26 01:30:00,12126.0,12126.0,0.0,1.0,0.979903814365048
2025-11-26 23:30:00,SHFE.ag2602,SHFE.ag2611,2025-11-26 23:15:00,12235.0,12223.0,-0.09807928075193928,0.9990192071924806,0.979903814365048
2025-11-26 23:45:00,SHFE.ag2611,SHFE.ag2603,2025-11-26 23:30:00,12246.0,12251.0,0.04082965866405441,1.0004082965866405,0.980865840526578
2025-11-27 00:00:00,SHFE.ag2603,SHFE.ag2602,2025-11-26 23:45:00,12315.0,12315.0,0.0,1.0,0.9804655198015243
2025-11-27 01:45:00,SHFE.ag2602,SHFE.ag2603,2025-11-27 01:30:00,12394.0,12393.0,-0.008068420203322102,0.9999193157979668,0.9804655198015243
2025-11-27 02:00:00,SHFE.ag2603,SHFE.ag2602,2025-11-27 01:45:00,12402.0,12402.0,0.0,1.0,0.9805446342628977
2025-11-27 10:00:00,SHFE.ag2602,SHFE.ag2603,2025-11-27 09:45:00,12399.0,12401.0,0.01613033309137979,1.0001613033309138,0.9805446342628977
2025-11-27 10:30:00,SHFE.ag2603,SHFE.ag2602,2025-11-27 10:00:00,12402.0,12402.0,0.0,1.0,0.9803864946557268
2025-12-02 00:45:00,SHFE.ag2602,SHFE.ag2605,2025-12-02 00:30:00,13758.0,13730.0,-0.20351795319086818,0.9979648204680913,0.9803864946557268
2025-12-02 01:00:00,SHFE.ag2605,SHFE.ag2602,2025-12-02 00:45:00,13650.0,13650.0,0.0,1.0,0.9823858261816089
2025-12-02 01:30:00,SHFE.ag2602,SHFE.ag2608,2025-12-02 01:15:00,13697.0,13694.0,-0.021902606410162395,0.9997809739358984,0.9823858261816089
2025-12-02 01:45:00,SHFE.ag2608,SHFE.ag2602,2025-12-02 01:30:00,13684.0,13684.0,0.0,1.0,0.9826010414202933
2025-12-02 02:15:00,SHFE.ag2602,SHFE.ag2610,2025-12-02 02:00:00,13754.0,13758.0,0.029082448742179245,1.0002908244874218,0.9826010414202933
2025-12-02 09:00:00,SHFE.ag2610,SHFE.ag2602,2025-12-02 02:15:00,13766.0,13766.0,0.0,1.0,0.9823153600592175
2025-12-02 10:30:00,SHFE.ag2602,SHFE.ag2609,2025-12-02 10:00:00,13417.0,13410.0,-0.05217261682939345,0.9994782738317061,0.9823153600592175
2025-12-02 10:45:00,SHFE.ag2609,SHFE.ag2603,2025-12-02 10:30:00,13485.0,13489.0,0.029662588060808126,1.000296625880608,0.9828281272121193
2025-12-02 11:00:00,SHFE.ag2603,SHFE.ag2602,2025-12-02 10:45:00,13468.0,13468.0,0.0,1.0,0.9825366814037682
2025-12-02 11:15:00,SHFE.ag2602,SHFE.ag2603,2025-12-02 11:00:00,13507.0,13511.0,0.029614274080103087,1.000296142740801,0.9825366814037682
2025-12-02 13:30:00,SHFE.ag2603,SHFE.ag2609,2025-12-02 11:15:00,13485.0,13484.0,-0.007415647015207583,0.9999258435298479,0.9822457964414697
2025-12-02 13:45:00,SHFE.ag2609,SHFE.ag2602,2025-12-02 13:30:00,13441.0,13441.0,0.0,1.0,0.9823186417245046
2025-12-02 21:00:00,SHFE.ag2602,SHFE.ag2603,2025-12-02 14:45:00,13423.0,13420.0,-0.02234969827907829,0.9997765030172092,0.9823186417245046
2025-12-02 21:15:00,SHFE.ag2603,SHFE.ag2602,2025-12-02 21:00:00,13488.0,13488.0,0.0,1.0,0.9825382360557396
2025-12-02 22:45:00,SHFE.ag2602,SHFE.ag2611,2025-12-02 22:30:00,13615.0,13608.0,-0.05141388174807471,0.9994858611825193,0.9825382360557396
2025-12-02 23:00:00,SHFE.ag2611,SHFE.ag2602,2025-12-02 22:45:00,13669.0,13669.0,0.0,1.0,0.9830436569590605
2025-12-02 23:45:00,SHFE.ag2602,SHFE.ag2608,2025-12-02 23:30:00,13531.0,13530.0,-0.007390436774812326,0.9999260956322519,0.9830436569590605
2025-12-03 00:00:00,SHFE.ag2608,SHFE.ag2602,2025-12-02 23:45:00,13451.0,13451.0,0.0,1.0,0.9831163135486362
2025-12-03 14:30:00,SHFE.ag2602,SHFE.ag2607,2025-12-03 14:15:00,13636.0,13630.0,-0.04400117336462728,0.9995599882663537,0.9831163135486362
2025-12-03 14:45:00,SHFE.ag2607,SHFE.ag2602,2025-12-03 14:30:00,13573.0,13573.0,0.0,1.0,0.9835490866873957
2025-12-03 22:00:00,SHFE.ag2602,SHFE.ag2609,2025-12-03 21:45:00,13807.0,13792.0,-0.10864054465126172,0.9989135945534874,0.9835490866873957
2025-12-03 22:15:00,SHFE.ag2609,SHFE.ag2602,2025-12-03 22:00:00,13648.0,13648.0,0.0,1.0,0.9846187818947848
2025-12-03 22:45:00,SHFE.ag2602,SHFE.ag2605,2025-12-03 22:30:00,13693.0,13695.0,0.014606003067263451,1.0001460600306726,0.9846187818947848
2025-12-03 23:00:00,SHFE.ag2605,SHFE.ag2609,2025-12-03 22:45:00,13652.0,13647.0,-0.03662467037797157,0.9996337532962203,0.9844749894476297
2025-12-03 23:15:00,SHFE.ag2609,SHFE.ag2608,2025-12-03 23:00:00,13650.0,13652.0,0.014652014652005718,1.00014652014652,0.9848356822700257
2025-12-03 23:30:00,SHFE.ag2608,SHFE.ag2602,2025-12-03 23:15:00,13680.0,13680.0,0.0,1.0,0.9846914051410675
2025-12-04 00:45:00,SHFE.ag2602,SHFE.ag2609,2025-12-04 00:30:00,13717.0,13705.0,-0.08748268571845408,0.9991251731428155,0.9846914051410675
2025-12-04 01:00:00,SHFE.ag2609,SHFE.ag2602,2025-12-04 00:45:00,13609.0,13609.0,0.0,1.0,0.9855535938942008
2025-12-04 02:15:00,SHFE.ag2602,SHFE.ag2610,2025-12-04 02:00:00,13627.0,13624.0,-0.02201511704703618,0.9997798488295296,0.9855535938942008
2025-12-04 09:00:00,SHFE.ag2610,SHFE.ag2602,2025-12-04 02:15:00,13600.0,13600.0,0.0,1.0,0.9857706124483466
2025-12-04 10:00:00,SHFE.ag2602,SHFE.ag2607,2025-12-04 09:45:00,13719.0,13693.0,-0.18951818645673857,0.9981048181354326,0.9857706124483466
2025-12-04 10:30:00,SHFE.ag2607,SHFE.ag2611,2025-12-04 10:00:00,13705.0,13700.0,-0.036483035388545915,0.9996351696461145,0.9876423743649213
2025-12-04 10:45:00,SHFE.ag2611,SHFE.ag2602,2025-12-04 10:30:00,13672.0,13672.0,0.0,1.0,0.9880028277862224
2025-12-04 14:00:00,SHFE.ag2602,SHFE.ag2610,2025-12-04 13:45:00,13455.0,13452.0,-0.022296544035671495,0.9997770345596433,0.9880028277862224
2025-12-04 14:30:00,SHFE.ag2610,SHFE.ag2611,2025-12-04 14:15:00,13349.0,13342.0,-0.052438384897746104,0.9994756161510225,0.9882231673999124
2025-12-04 21:00:00,SHFE.ag2611,SHFE.ag2602,2025-12-04 14:45:00,13424.0,13424.0,0.0,1.0,0.9887416475506994
2025-12-04 21:30:00,SHFE.ag2602,SHFE.ag2605,2025-12-04 21:15:00,13416.0,13417.0,0.007453786523559103,1.0000745378652356,0.9887416475506994
2025-12-04 21:45:00,SHFE.ag2605,SHFE.ag2607,2025-12-04 21:30:00,13360.0,13355.0,-0.037425149700598404,0.999625748502994,0.9886679543519551
2025-12-04 22:00:00,SHFE.ag2607,SHFE.ag2602,2025-12-04 21:45:00,13397.0,13397.0,0.0,1.0,0.989038103342727
2025-12-04 22:15:00,SHFE.ag2602,SHFE.ag2608,2025-12-04 22:00:00,13461.0,13460.0,-0.007428868583314596,0.9999257113141669,0.989038103342727
2025-12-04 22:30:00,SHFE.ag2608,SHFE.ag2602,2025-12-04 22:15:00,13465.0,13465.0,0.0,1.0,0.989111583142381
2025-12-04 22:45:00,SHFE.ag2602,SHFE.ag2606,2025-12-04 22:30:00,13329.0,13327.0,-0.015004876584889804,0.9998499512341511,0.989111583142381
2025-12-04 23:00:00,SHFE.ag2606,SHFE.ag2604,2025-12-04 22:45:00,13297.0,13298.0,0.007520493344359558,1.0000752049334436,0.9892600203875438
2025-12-04 23:30:00,SHFE.ag2604,SHFE.ag2607,2025-12-04 23:15:00,13323.0,13325.0,0.015011634016359743,1.0001501163401636,0.9891856287481704
2025-12-04 23:45:00,SHFE.ag2607,SHFE.ag2606,2025-12-04 23:30:00,13331.0,13327.0,-0.03000525091890749,0.9996999474908109,0.9890371581097092
2025-12-05 00:00:00,SHFE.ag2606,SHFE.ag2602,2025-12-04 23:45:00,13321.0,13321.0,0.0,1.0,0.9893340102619144
2025-12-05 00:15:00,SHFE.ag2602,SHFE.ag2604,2025-12-05 00:00:00,13341.0,13343.0,0.014991379956530437,1.0001499137995653,0.9893340102619144
2025-12-05 00:30:00,SHFE.ag2604,SHFE.ag2602,2025-12-05 00:15:00,13347.0,13347.0,0.0,1.0,0.9891857176725023
2025-12-05 00:45:00,SHFE.ag2602,SHFE.ag2604,2025-12-05 00:30:00,13335.0,13333.0,-0.014998125234344517,0.9998500187476566,0.9891857176725023
2025-12-05 01:15:00,SHFE.ag2604,SHFE.ag2602,2025-12-05 01:00:00,13364.0,13364.0,0.0,1.0,0.9893340992396923
2025-12-05 01:30:00,SHFE.ag2602,SHFE.ag2605,2025-12-05 01:15:00,13359.0,13362.0,0.02245677071637253,1.0002245677071637,0.9893340992396923
2025-12-05 01:45:00,SHFE.ag2605,SHFE.ag2603,2025-12-05 01:30:00,13364.0,13365.0,0.0074827895839568725,1.0000748278958396,0.9891119766309721
2025-12-05 02:15:00,SHFE.ag2603,SHFE.ag2606,2025-12-05 02:00:00,13348.0,13345.0,-0.022475277195088683,0.9997752472280491,0.9890379690008463
2025-12-05 09:00:00,SHFE.ag2606,SHFE.ag2602,2025-12-05 02:15:00,13366.0,13366.0,0.0,1.0,0.9892603079972496
2025-12-05 09:15:00,SHFE.ag2602,SHFE.ag2607,2025-12-05 09:00:00,13342.0,13339.0,-0.022485384500070538,0.9997751461549993,0.9892603079972496
2025-12-05 09:30:00,SHFE.ag2607,SHFE.ag2602,2025-12-05 09:15:00,13362.0,13362.0,0.0,1.0,0.9894827970087191
2025-12-05 09:45:00,SHFE.ag2602,SHFE.ag2609,2025-12-05 09:30:00,13376.0,13385.0,0.06728468899521722,1.0006728468899522,0.9894827970087191
2025-12-05 10:00:00,SHFE.ag2609,SHFE.ag2602,2025-12-05 09:45:00,13412.0,13412.0,0.0,1.0,0.9888174742464421
2025-12-05 11:00:00,SHFE.ag2602,SHFE.ag2609,2025-12-05 10:45:00,13522.0,13518.0,-0.029581422866442608,0.9997041857713356,0.9888174742464421
2025-12-05 11:15:00,SHFE.ag2609,SHFE.ag2602,2025-12-05 11:00:00,13498.0,13498.0,0.0,1.0,0.989110067077999
2025-12-05 13:45:00,SHFE.ag2602,SHFE.ag2603,2025-12-05 13:30:00,13619.0,13616.0,-0.022028049049127585,0.9997797195095087,0.989110067077999
2025-12-05 14:00:00,SHFE.ag2603,SHFE.ag2602,2025-12-05 13:45:00,13660.0,13660.0,0.0,1.0,0.9893279967343763
2025-12-05 14:15:00,SHFE.ag2602,SHFE.ag2609,2025-12-05 14:00:00,13697.0,13692.0,-0.036504344016941026,0.9996349565598306,0.9893279967343763
2025-12-05 14:30:00,SHFE.ag2609,SHFE.ag2602,2025-12-05 14:15:00,13694.0,13694.0,0.0,1.0,0.9896892763125003
2025-12-05 14:45:00,SHFE.ag2602,SHFE.ag2607,2025-12-05 14:30:00,13677.0,13669.0,-0.05849235943554687,0.9994150764056445,0.9896892763125003
2025-12-05 21:00:00,SHFE.ag2607,SHFE.ag2602,2025-12-05 14:45:00,13687.0,13687.0,0.0,1.0,0.9902685077274171
2025-12-05 21:30:00,SHFE.ag2602,SHFE.ag2603,2025-12-05 21:15:00,13669.0,13670.0,0.007315824127585024,1.0000731582412759,0.9902685077274171
2025-12-05 21:45:00,SHFE.ag2603,SHFE.ag2607,2025-12-05 21:30:00,13661.0,13653.0,-0.05856086670082972,0.9994143913329917,0.9901960667246573
2025-12-05 22:00:00,SHFE.ag2607,SHFE.ag2609,2025-12-05 21:45:00,13670.0,13681.0,0.08046817849305388,1.0008046817849305,0.990776273897718
2025-12-05 22:15:00,SHFE.ag2609,SHFE.ag2602,2025-12-05 22:00:00,13724.0,13724.0,0.0,1.0,0.989979655301645
2025-12-05 23:00:00,SHFE.ag2602,SHFE.ag2608,2025-12-05 22:45:00,13758.0,13760.0,0.0145369966565001,1.000145369966565,0.989979655301645
2025-12-05 23:15:00,SHFE.ag2608,SHFE.ag2602,2025-12-05 23:00:00,13749.0,13749.0,0.0,1.0,0.989835762909886
2025-12-06 01:15:00,SHFE.ag2602,SHFE.ag2608,2025-12-06 01:00:00,13747.0,13754.0,0.05092020077108739,1.0005092020077109,0.989835762909886
2025-12-06 01:30:00,SHFE.ag2608,SHFE.ag2603,2025-12-06 01:15:00,13785.0,13783.0,-0.014508523757705838,0.9998549147624229,0.9893319930727207
2025-12-06 01:45:00,SHFE.ag2603,SHFE.ag2602,2025-12-06 01:30:00,13762.0,13762.0,0.0,1.0,0.9894755513681677
2025-12-06 02:00:00,SHFE.ag2602,SHFE.ag2608,2025-12-06 01:45:00,13804.0,13802.0,-0.014488554042302315,0.999855114459577,0.9894755513681677
2025-12-08 09:00:00,SHFE.ag2608,SHFE.ag2602,2025-12-06 02:15:00,13788.0,13788.0,0.0,1.0,0.9896189328420654
2025-12-08 09:30:00,SHFE.ag2602,SHFE.ag2607,2025-12-08 09:15:00,13675.0,13678.0,0.0219378427787964,1.000219378427788,0.9896189328420654
2025-12-08 09:45:00,SHFE.ag2607,SHFE.ag2602,2025-12-08 09:30:00,13612.0,13612.0,0.0,1.0,0.9894018794133093
2025-12-08 11:00:00,SHFE.ag2602,SHFE.ag2607,2025-12-08 10:45:00,13579.0,13582.0,0.022092937624274,1.0002209293762427,0.9894018794133093
2025-12-08 11:15:00,SHFE.ag2607,SHFE.ag2603,2025-12-08 11:00:00,13563.0,13567.0,0.029492000294917275,1.0002949200029492,0.9891833397550674
2025-12-08 13:30:00,SHFE.ag2603,SHFE.ag2602,2025-12-08 11:15:00,13590.0,13590.0,0.0,1.0,0.9888916958132218
2025-12-08 14:00:00,SHFE.ag2602,SHFE.ag2606,2025-12-08 13:45:00,13694.0,13696.0,0.01460493646852079,1.0001460493646852,0.9888916958132218
2025-12-08 14:15:00,SHFE.ag2606,SHFE.ag2603,2025-12-08 14:00:00,13687.0,13688.0,0.007306202966317343,1.0000730620296632,0.9887472898996977
2025-12-08 14:30:00,SHFE.ag2603,SHFE.ag2605,2025-12-08 14:15:00,13701.0,13704.0,0.021896211955341194,1.0002189621195534,0.9886750552934807
2025-12-08 14:45:00,SHFE.ag2605,SHFE.ag2602,2025-12-08 14:30:00,13707.0,13707.0,0.0,1.0,0.9884586202988892
2025-12-08 21:15:00,SHFE.ag2602,SHFE.ag2607,2025-12-08 21:00:00,13669.0,13673.0,0.029263296510362302,1.0002926329651036,0.9884586202988892
2025-12-08 21:30:00,SHFE.ag2607,SHFE.ag2606,2025-12-08 21:15:00,13642.0,13642.0,0.0,1.0,0.9881694493429032
2025-12-08 21:45:00,SHFE.ag2606,SHFE.ag2602,2025-12-08 21:30:00,13674.0,13674.0,0.0,1.0,0.9881694493429032
2025-12-08 22:00:00,SHFE.ag2602,SHFE.ag2607,2025-12-08 21:45:00,13660.0,13664.0,0.02928257686676261,1.0002928257686676,0.9881694493429032
2025-12-08 22:15:00,SHFE.ag2607,SHFE.ag2606,2025-12-08 22:00:00,13675.0,13676.0,0.007312614259591399,1.000073126142596,0.9878801725720183
2025-12-08 22:45:00,SHFE.ag2606,SHFE.ag2602,2025-12-08 22:30:00,13659.0,13659.0,0.0,1.0,0.9878079379878877
2025-12-09 00:45:00,SHFE.ag2602,SHFE.ag2605,2025-12-09 00:30:00,13615.0,13616.0,0.0073448402497344745,1.0000734484024973,0.9878079379878877
2025-12-09 01:00:00,SHFE.ag2605,SHFE.ag2602,2025-12-09 00:45:00,13616.0,13616.0,0.0,1.0,0.9877353904013726
2025-12-09 01:15:00,SHFE.ag2602,SHFE.ag2603,2025-12-09 01:00:00,13604.0,13605.0,0.007350779182591083,1.000073507791826,0.9877353904013726
2025-12-09 01:45:00,SHFE.ag2603,SHFE.ag2602,2025-12-09 01:30:00,13615.0,13615.0,0.0,1.0,0.9876627894906486
2025-12-09 09:00:00,SHFE.ag2602,SHFE.ag2607,2025-12-09 02:15:00,13606.0,13611.0,0.03674849331176677,1.0003674849331177,0.9876627894906486
2025-12-09 09:15:00,SHFE.ag2607,SHFE.ag2602,2025-12-09 09:00:00,13654.0,13654.0,0.0,1.0,0.9872999716266083
2025-12-09 09:30:00,SHFE.ag2602,SHFE.ag2607,2025-12-09 09:15:00,13634.0,13637.0,0.022003813994420085,1.0002200381399442,0.9872999716266083
2025-12-09 09:45:00,SHFE.ag2607,SHFE.ag2602,2025-12-09 09:30:00,13651.0,13651.0,0.0,1.0,0.9870827757686572
2025-12-09 21:00:00,SHFE.ag2602,SHFE.ag2604,2025-12-09 14:45:00,13607.0,13609.0,0.014698317042705078,1.000146983170427,0.9870827757686572
2025-12-09 21:45:00,SHFE.ag2604,SHFE.ag2608,2025-12-09 21:30:00,13779.0,13780.0,0.007257420712680762,1.0000725742071268,0.9869377125346549
2025-12-09 22:00:00,SHFE.ag2608,SHFE.ag2602,2025-12-09 21:45:00,13815.0,13815.0,0.0,1.0,0.9868660915105232
2025-12-09 22:30:00,SHFE.ag2602,SHFE.ag2609,2025-12-09 22:15:00,13811.0,13815.0,0.028962421258427185,1.0002896242125843,0.9868660915105232
2025-12-09 22:45:00,SHFE.ag2609,SHFE.ag2602,2025-12-09 22:30:00,13880.0,13880.0,0.0,1.0,0.9865803539523587
2025-12-10 10:00:00,SHFE.ag2602,SHFE.ag2603,2025-12-10 09:45:00,14344.0,14342.0,-0.013943112102621225,0.9998605688789738,0.9865803539523587
2025-12-10 10:30:00,SHFE.ag2603,SHFE.ag2602,2025-12-10 10:00:00,14340.0,14340.0,0.0,1.0,0.9867179331399131
2025-12-10 11:00:00,SHFE.ag2602,SHFE.ag2603,2025-12-10 10:45:00,14350.0,14349.0,-0.0069686411149794125,0.9999303135888502,0.9867179331399131
2025-12-10 11:15:00,SHFE.ag2603,SHFE.ag2611,2025-12-10 11:00:00,14249.0,14259.0,0.07018036353427792,1.0007018036353428,0.9867866987635202
2025-12-10 13:30:00,SHFE.ag2611,SHFE.ag2602,2025-12-10 11:15:00,14268.0,14268.0,0.0,1.0,0.9860946539505856
2025-12-10 14:45:00,SHFE.ag2602,SHFE.ag2605,2025-12-10 14:30:00,14397.0,14399.0,0.01389178301034466,1.0001389178301034,0.9860946539505856
2025-12-10 21:00:00,SHFE.ag2605,SHFE.ag2602,2025-12-10 14:45:00,14373.0,14373.0,0.0,1.0,0.9859576868481549
2025-12-10 21:15:00,SHFE.ag2602,SHFE.ag2606,2025-12-10 21:00:00,14320.0,14317.0,-0.020949720670393468,0.9997905027932961,0.9859576868481549
2025-12-10 21:30:00,SHFE.ag2606,SHFE.ag2602,2025-12-10 21:15:00,14324.0,14324.0,0.0,1.0,0.9861642855113207
2025-12-11 09:30:00,SHFE.ag2602,SHFE.ag2604,2025-12-11 09:15:00,14593.0,14596.0,0.020557801685749943,1.0002055780168575,0.9861642855113207
2025-12-11 09:45:00,SHFE.ag2604,SHFE.ag2602,2025-12-11 09:30:00,14599.0,14599.0,0.0,1.0,0.985961593482235
2025-12-11 21:30:00,SHFE.ag2602,SHFE.ag2604,2025-12-11 21:15:00,14528.0,14533.0,0.0344162995594699,1.0003441629955947,0.985961593482235
2025-12-11 21:45:00,SHFE.ag2604,SHFE.ag2602,2025-12-11 21:30:00,14576.0,14576.0,0.0,1.0,0.9856223787318454
2025-12-11 22:30:00,SHFE.ag2602,SHFE.ag2604,2025-12-11 22:15:00,14647.0,14651.0,0.027309346623871633,1.0002730934662387,0.9856223787318454
2025-12-11 22:45:00,SHFE.ag2604,SHFE.ag2602,2025-12-11 22:30:00,14683.0,14683.0,0.0,1.0,0.9853532851877238
2025-12-11 23:15:00,SHFE.ag2602,SHFE.ag2608,2025-12-11 23:00:00,14649.0,14651.0,0.013652809065467508,1.0001365280906547,0.9853532851877238
2025-12-11 23:45:00,SHFE.ag2608,SHFE.ag2602,2025-12-11 23:30:00,14773.0,14773.0,0.0,1.0,0.9852187751494755
2025-12-12 00:00:00,SHFE.ag2602,SHFE.ag2609,2025-12-11 23:45:00,14825.0,14828.0,0.02023608768970675,1.000202360876897,0.9852187751494755
2025-12-12 00:15:00,SHFE.ag2609,SHFE.ag2602,2025-12-12 00:00:00,14842.0,14842.0,0.0,1.0,0.9850194457506728
2025-12-12 00:30:00,SHFE.ag2602,SHFE.ag2610,2025-12-12 00:15:00,14836.0,14845.0,0.060663251550274744,1.0006066325155027,0.9850194457506728
2025-12-12 00:45:00,SHFE.ag2610,SHFE.ag2602,2025-12-12 00:30:00,14869.0,14869.0,0.0,1.0,0.9844222631968328
2025-12-12 01:00:00,SHFE.ag2602,SHFE.ag2609,2025-12-12 00:45:00,14955.0,14969.0,0.09361417586091214,1.0009361417586091,0.9844222631968328
2025-12-12 01:15:00,SHFE.ag2609,SHFE.ag2602,2025-12-12 01:00:00,14948.0,14948.0,0.0,1.0,0.9835015663109516
