risk_ATR,wf,model,n_train,n_test,base_delivery_rate,roc_auc,pr_auc,brier,logloss,top20_delivery_rate,bottom20_delivery_rate,bottom20_avoidance_gain
1.5,WF1,M_trend,20763,25444,0.8463688946015424,0.6367387897408261,0.9115179648776208,0.11584520046322941,0.3897795195198965,0.9239536254666929,0.7704853605816467,0.07588353401989567
1.5,WF1,M_ob,20763,25444,0.8463688946015424,0.6312198431529656,0.9094822453159116,0.11563881787039189,0.3889410700683364,0.9245431322460208,0.7695028492827668,0.07686604531877561
1.5,WF1,M_full,20763,25444,0.8463688946015424,0.7830566738144907,0.956677108965248,0.10943200794626096,0.3604418101067489,0.9891923757123207,0.6584790725093339,0.1878898220922085
1.5,WF1,M_full_minus_contact,20763,25444,0.8463688946015424,0.7846092380841428,0.9571332546866764,0.10819956366344233,0.35416088035638643,0.9905678915307526,0.6535665160149342,0.1928023785866082
1.5,WF1,M_full_minus_liquidity,20763,25444,0.8463688946015424,0.6444565224907115,0.9151152121725656,0.116937421231296,0.39022334437319334,0.9357437610532521,0.7752014148162704,0.07116747978527205
1.5,WF1,M_full_minus_trend,20763,25444,0.8463688946015424,0.7838176928760067,0.9567023565244307,0.10901853056215563,0.35851770788066184,0.9897818824916487,0.65671055217135,0.18965834243019242
1.5,WF1,M_full_minus_ob,20763,25444,0.8463688946015424,0.7811794140153226,0.9561527163336815,0.11026353850710925,0.36267675029859425,0.9887993711927687,0.6586755747691099,0.18769331983243254
1.5,WF2,M0,46207,23468,0.8463688946015424,0.6354119367287683,0.899073476553452,0.1279525150701096,0.4197392475508264,0.9294844482317852,0.730080954409885,0.11628794019165745
1.5,WF2,M_contact,46207,23468,0.8463688946015424,0.6532069286817165,0.9073876485277705,0.12768161408575926,0.41817960164122214,0.9331060928845335,0.7417980400511291,0.10457085455041326
1.5,WF2,M_liquidity,46207,23468,0.8463688946015424,0.7893247736570783,0.9486708900716195,0.11781676928821985,0.37730114513332247,0.985939497230507,0.6210055389859395,0.22536335561560294
1.5,WF2,M_trend,46207,23468,0.8463688946015424,0.6308214760227413,0.8977240696360771,0.12792415368266946,0.41980320117625697,0.9271410311035364,0.7435023434171283,0.10286655118441412
1.5,WF2,M_ob,46207,23468,0.8463688946015424,0.6209059868587212,0.8927025478038633,0.1289267799805647,0.42404977866492355,0.9124414145717937,0.7533020877716233,0.09306680682991908
1.5,WF2,M_full,46207,23468,0.8463688946015424,0.7828204653273722,0.9466948131118693,0.12032022771818965,0.386392367089836,0.9874307626757562,0.6237750319556881,0.22259386264585435
1.5,WF2,M_full_minus_contact,46207,23468,0.8463688946015424,0.7867707611248139,0.947837349012934,0.11892652341411113,0.3804756971281205,0.9870046868342565,0.6222837665104388,0.2240851280911036
1.5,WF2,M_full_minus_liquidity,46207,23468,0.8463688946015424,0.6423414776706629,0.9038031252517977,0.12866152807283093,0.42314437371558344,0.9337452066467832,0.750106518960375,0.09626237564116746
1.5,WF2,M_full_minus_trend,46207,23468,0.8463688946015424,0.7840204561697646,0.9470142715541325,0.12008455301792667,0.3855542476225842,0.9867916489135066,0.6265445249254368,0.21982436967610564
1.5,WF2,M_full_minus_ob,46207,23468,0.8463688946015424,0.7837677963213734,0.9468795882957464,0.11946184912184173,0.38446850008766625,0.985939497230507,0.6250532594801875,0.22131563512135488
1.5,WF3,M0,69675,23685,0.8463688946015424,0.63723567845729,0.8916774582380429,0.13361815919859046,0.43247977614721467,0.9170360987967068,0.7462529026810217,0.10011599192052067
1.5,WF3,M_contact,69675,23685,0.8463688946015424,0.6612611143146309,0.9032372727797859,0.13241709716010328,0.42771731096034393,0.935402153261558,0.7223981422841461,0.1239707523173963
1.5,WF3,M_liquidity,69675,23685,0.8463688946015424,0.7924861664501562,0.9496748755927873,0.11842855035720912,0.37590987353796984,0.986700443318556,0.5879248469495462,0.25844404765199624
1.5,WF3,M_trend,69675,23685,0.8463688946015424,0.6358843593889615,0.8889373034985746,0.13366969814862045,0.4329985805564604,0.917458306945324,0.738019843782985,0.10834905081855739
1.5,WF3,M_ob,69675,23685,0.8463688946015424,0.6323568886200688,0.8862754214286155,0.13418770975137467,0.4361074203952373,0.9100696643445219,0.7350643867426642,0.11130450785887824
