risk_ATR,wf,model,n_symbols,macro_median_delta,iqr_lo,iqr_hi,positive_symbols,eligible_symbols
0.25,WF3,M_full_minus_trend,15,0.09563192015813549,0.07300389539799085,0.11641033597098455,15,15
0.25,WF3,M_full_minus_ob,15,0.09339968810200905,0.07958576564110925,0.11583045021055377,15,15
0.5,WF1,M_contact,15,0.0304078307217156,0.01837641066547724,0.05318910073880606,14,15
0.5,WF1,M_liquidity,15,0.14751976284584978,0.13319864701367362,0.17478502212499986,15,15
0.5,WF1,M_trend,15,0.009447295536005207,0.0009666357689534499,0.020034392882049945,11,15
0.5,WF1,M_ob,15,-0.0031150234416659206,-0.017994889085927057,4.923668493650446e-05,4,15
0.5,WF1,M_full,15,0.13750148253572902,0.12580288760841868,0.1691001998390601,15,15
0.5,WF1,M_full_minus_contact,15,0.14514785289170984,0.1291601466607969,0.17425155766148454,15,15
0.5,WF1,M_full_minus_liquidity,15,0.032224514776213464,0.02110002614229367,0.05661912850691475,13,15
0.5,WF1,M_full_minus_trend,15,0.1421838245468382,0.12247340800593409,0.16737138721703843,15,15
0.5,WF1,M_full_minus_ob,15,0.1425279973649538,0.12581133168526387,0.16950159564123707,15,15
0.5,WF2,M_contact,15,0.054674872874636016,0.03418191878690546,0.06521046833371591,14,15
0.5,WF2,M_liquidity,15,0.18059817951282797,0.16160311807979333,0.20451009816970978,15,15
0.5,WF2,M_trend,15,-0.005575170842824662,-0.015284846212529901,0.0018232003195715052,4,15
0.5,WF2,M_ob,15,0.0016876830039874724,-0.008553625839578527,0.009097473057644856,8,15
0.5,WF2,M_full,15,0.1773868175498099,0.1506159066396593,0.19794084602941914,15,15
0.5,WF2,M_full_minus_contact,15,0.1836048533363338,0.1591417731652358,0.20112477992527994,15,15
0.5,WF2,M_full_minus_liquidity,15,0.046893822061607304,0.03437083113255829,0.06166480219611731,13,15
0.5,WF2,M_full_minus_trend,15,0.17471210399413883,0.15341609297706615,0.2022389875005844,15,15
0.5,WF2,M_full_minus_ob,15,0.1767250963782152,0.15182386906270667,0.19810844008752931,15,15
0.5,WF3,M_contact,15,0.04091071854857964,0.020458229385606763,0.06344330843456403,13,15
0.5,WF3,M_liquidity,15,0.181886809308974,0.1593601956473082,0.18831164100553754,15,15
0.5,WF3,M_trend,15,0.005495796679909293,-0.012311961259516252,0.023061538467466447,10,15
0.5,WF3,M_ob,15,0.002857411546836275,-0.012806002117143889,0.0318498258173979,8,15
0.5,WF3,M_full,15,0.17296292962672466,0.15004828757274868,0.18140522606308415,15,15
0.5,WF3,M_full_minus_contact,15,0.17956530811620863,0.159166451780971,0.18781677912918388,15,15
0.5,WF3,M_full_minus_liquidity,15,0.04395313757039426,0.0185846314328193,0.0667785372536362,13,15
0.5,WF3,M_full_minus_trend,15,0.17396158808124706,0.15075816975069795,0.18461212107091532,15,15
0.5,WF3,M_full_minus_ob,15,0.17045842566280767,0.15109434870031846,0.18283441346632714,15,15
0.75,WF1,M_contact,15,0.0497827691481868,0.043139457726328795,0.06309976028018605,14,15
0.75,WF1,M_liquidity,15,0.19389879871805693,0.1618124029996021,0.2251476878076255,15,15
0.75,WF1,M_trend,15,0.001103752759381904,-0.0014780825964951783,0.02734833258189237,9,15
0.75,WF1,M_ob,15,-0.006227135005516526,-0.021152851912966203,0.004650735934051409,5,15
0.75,WF1,M_full,15,0.1874164686118236,0.14732950931395955,0.21605454806209745,15,15
0.75,WF1,M_full_minus_contact,15,0.19513521045494064,0.15644694788166613,0.22088499416339835,15,15
0.75,WF1,M_full_minus_liquidity,15,0.04715662570794554,0.03704321369923297,0.06730224245400662,14,15
0.75,WF1,M_full_minus_trend,15,0.18714956068132182,0.14729435515188566,0.214487117729937,15,15
0.75,WF1,M_full_minus_ob,15,0.18675116134388148,0.1532977326832416,0.22120563371916682,15,15
0.75,WF2,M_contact,15,0.04236859108864066,0.020874197934827365,0.08984734388259896,14,15
0.75,WF2,M_liquidity,15,0.18693671189624506,0.17754513651752246,0.23596898016828216,15,15
0.75,WF2,M_trend,15,-0.007021711245189799,-0.013712050205618498,0.010258151709527485,6,15
0.75,WF2,M_ob,15,0.00022814393626013896,-0.0040963338823999385,0.004778280605032659,9,15
0.75,WF2,M_full,15,0.17988352709402267,0.16774307473964356,0.23100034773899114,15,15
0.75,WF2,M_full_minus_contact,15,0.182979368275205,0.1759182992147883,0.2337241010352165,15,15
0.75,WF2,M_full_minus_liquidity,15,0.048239916866922194,0.03239814146332237,0.09149051074637787,13,15
0.75,WF2,M_full_minus_trend,15,0.17625880111641778,0.16797373320006803,0.23285819905798677,15,15
0.75,WF2,M_full_minus_ob,15,0.18145580307852183,0.16757005824644366,0.2317290181445194,15,15
0.75,WF3,M_contact,15,0.06274599265595104,0.04459734391111769,0.09683703734992857,14,15
0.75,WF3,M_liquidity,15,0.21821760761410347,0.19650870887523286,0.25219817364812924,15,15
0.75,WF3,M_trend,15,0.010991842080413261,-0.002297228839285015,0.03969891141133641,10,15
0.75,WF3,M_ob,15,0.028485487115624042,-0.007255619882300501,0.0408354429937392,10,15
0.75,WF3,M_full,15,0.20629832205432463,0.18981574691500586,0.24128312162230084,15,15
0.75,WF3,M_full_minus_contact,15,0.21321281789808721,0.1970256158641654,0.24766843350815307,15,15
0.75,WF3,M_full_minus_liquidity,15,0.07723854173202932,0.0473744924566501,0.11011817316116038,14,15
0.75,WF3,M_full_minus_trend,15,0.20873829609715389,0.18801829444678397,0.24108273592057108,15,15
0.75,WF3,M_full_minus_ob,15,0.20555916071814828,0.18882076140576554,0.24106858168938286,15,15
1.0,WF1,M_contact,15,0.05638945233265724,0.03844423850980583,0.06799226579098319,14,15
1.0,WF1,M_liquidity,15,0.21096429381647375,0.17844312486543545,0.22047573143981392,15,15
1.0,WF1,M_trend,15,0.006496739377179761,-0.003891095925108723,0.01602887241771006,9,15
1.0,WF1,M_ob,15,-0.013066763935286718,-0.03249527612332817,-0.0022988044002980323,3,15
1.0,WF1,M_full,15,0.20843925386348716,0.17624885207947216,0.21417642894667144,15,15
1.0,WF1,M_full_minus_contact,15,0.21048945456796753,0.17756332886117587,0.21756210045024865,15,15
1.0,WF1,M_full_minus_liquidity,15,0.05306379883195411,0.04231894153633453,0.06803946230192645,14,15
1.0,WF1,M_full_minus_trend,15,0.20804398745279307,0.17523029241972599,0.2156069770118863,15,15
1.0,WF1,M_full_minus_ob,15,0.21011799120870045,0.17765685747633814,0.21472968982879453,15,15
1.0,WF2,M_contact,15,0.04820569658474899,0.025225169119870883,0.0949156527555548,14,15
1.0,WF2,M_liquidity,15,0.2142225915374063,0.20094986549758972,0.2642482363158623,15,15
1.0,WF2,M_trend,15,-0.004488199162490325,-0.014390866452592715,0.004337918818608344,6,15
1.0,WF2,M_ob,15,-0.00630521516101451,-0.019744846304994512,0.006121192097176653,6,15
1.0,WF2,M_full,15,0.2060067539046011,0.18589174374542763,0.26091525332859666,15,15
1.0,WF2,M_full_minus_contact,15,0.21250751170790338,0.19303830560961385,0.25873378679477205,15,15
1.0,WF2,M_full_minus_liquidity,15,0.05612931307375746,0.024014524916368213,0.08296573144053099,14,15
1.0,WF2,M_full_minus_trend,15,0.20752005065428447,0.19121433950677827,0.26471425823189143,15,15
1.0,WF2,M_full_minus_ob,15,0.20822872447463991,0.18651207001377748,0.26203915472114714,15,15
1.0,WF3,M_contact,15,0.06116331441841305,0.03879366452118094,0.10442854011814606,14,15
1.0,WF3,M_liquidity,15,0.22193559311060929,0.21465692405961662,0.2428104539139655,15,15
1.0,WF3,M_trend,15,0.0023032048502303892,-0.0414901210553576,0.031513717723469975,8,15
1.0,WF3,M_ob,15,0.02395400432765704,0.0004655950416947996,0.040724303825941555,12,15
1.0,WF3,M_full,15,0.21914054748902168,0.20375559200555665,0.24143696526696024,15,15
1.0,WF3,M_full_minus_contact,15,0.22098592885921087,0.21126653409792534,0.24587333870355882,15,15
1.0,WF3,M_full_minus_liquidity,15,0.0695647366675266,0.03449919538889923,0.11714705175254236,14,15
1.0,WF3,M_full_minus_trend,15,0.21911180179308565,0.20439202429867281,0.24002587657385777,15,15
1.0,WF3,M_full_minus_ob,15,0.21668348991898967,0.2057886557796771,0.23971515089767648,15,15
1.5,WF1,M_contact,15,0.05174226278891214,0.030924616321452214,0.06302928267988822,13,15
1.5,WF1,M_liquidity,15,0.22513290288414534,0.1993397564792737,0.25856769722603545,15,15
1.5,WF1,M_trend,15,0.012793156992932153,-0.008360043211146168,0.027040267158664533,9,15
1.5,WF1,M_ob,15,-0.0016154206336818078,-0.025868566260594528,0.00915973988038632,7,15
1.5,WF1,M_full,15,0.21934831758188045,0.19816567940536428,0.2421596447473311,15,15
1.5,WF1,M_full_minus_contact,15,0.22584579191787524,0.2009602974770497,0.25449908104943747,15,15
1.5,WF1,M_full_minus_liquidity,15,0.04456578901789632,0.031027098251467933,0.061707908149023216,13,15
1.5,WF1,M_full_minus_trend,15,0.21779778393351812,0.19659935918418897,0.248473847584262,15,15
1.5,WF1,M_full_minus_ob,15,0.22014522568029993,0.20030336460260711,0.2416235087019286,15,15
1.5,WF2,M_contact,15,0.05941166306905704,0.015257694050426429,0.08674728515252339,12,15
1.5,WF2,M_liquidity,15,0.2185514449682313,0.18908303084195943,0.290058011671543,15,15
1.5,WF2,M_trend,15,-0.008501555700492935,-0.020993910644504732,0.010748145154706595,7,15
1.5,WF2,M_ob,15,-0.01747538997425413,-0.02869487412029323,-0.005366898645887075,3,15
1.5,WF2,M_full,15,0.20187355886476743,0.18344756203238055,0.2755961820643035,15,15
1.5,WF2,M_full_minus_contact,15,0.21277652982025297,0.1890108525057,0.2799631880231305,15,15
1.5,WF2,M_full_minus_liquidity,15,0.060622658413422514,0.018718337744150326,0.07469503113518361,13,15
1.5,WF2,M_full_minus_trend,15,0.2015910022545604,0.1809374172422894,0.28128285920422225,15,15
1.5,WF2,M_full_minus_ob,15,0.20061681498425088,0.18169542495717095,0.2806663129680962,15,15
1.5,WF3,M_contact,15,0.09479042082719102,0.06557816219827262,0.1089090655542379,15,15
1.5,WF3,M_liquidity,15,0.2967666277439666,0.22503833587201577,0.3172705963649813,15,15
1.5,WF3,M_trend,15,0.016863698413659145,-0.0022358168887170737,0.03419910041866486,10,15
1.5,WF3,M_ob,15,0.04614962502286435,0.023371912403742506,0.07661017608541479,12,15
1.5,WF3,M_full,15,0.2831168831168831,0.21960832466333347,0.29825732512533415,15,15
1.5,WF3,M_full_minus_contact,15,0.2903928962169143,0.2221122098357694,0.30850646624492173,15,15
1.5,WF3,M_full_minus_liquidity,15,0.10757794898895767,0.061897753571037384,0.13039935335929403,15,15
1.5,WF3,M_full_minus_trend,15,0.2788613632492152,0.22258320724227643,0.30160812903930273,15,15
1.5,WF3,M_full_minus_ob,15,0.2847966587403208,0.2193555885749633,0.3040827951953625,15,15
2.0,WF1,M_contact,15,0.053893704147386035,0.037107379572544785,0.0789242948896483,13,15
2.0,WF1,M_liquidity,15,0.24764460686347278,0.22385277210629345,0.27843287900363084,15,15
2.0,WF1,M_trend,15,0.014843750000000044,0.001821562390786291,0.03274360529590009,12,15
2.0,WF1,M_ob,15,-0.014530277508136846,-0.02258117661338832,0.009203977091411686,6,15
2.0,WF1,M_full,15,0.24547458599182725,0.21021815794332677,0.26221852703536797,15,15
2.0,WF1,M_full_minus_contact,15,0.24449337634899804,0.22060020778279138,0.2702143543936043,15,15
2.0,WF1,M_full_minus_liquidity,15,0.05245931461035758,0.027419312990618616,0.07870364611174191,13,15
2.0,WF1,M_full_minus_trend,15,0.2471592945730876,0.21790554914945542,0.26791822632268925,15,15
2.0,WF1,M_full_minus_ob,15,0.25034351327454774,0.21199922440592234,0.26089118448097504,15,15
2.0,WF2,M_contact,15,0.06731993919224288,0.025879479214415857,0.10905771953103888,14,15
2.0,WF2,M_liquidity,15,0.2363159271490698,0.20103873403735617,0.2889044100707932,15,15
2.0,WF2,M_trend,15,-0.0029896507197425537,-0.02493591358816788,0.013736040921977055,7,15
2.0,WF2,M_ob,15,0.007600960210736529,-0.0018685525165968997,0.011489420772739456,11,15
2.0,WF2,M_full,15,0.24519140989729227,0.19683158308023213,0.284362541134299,15,15
2.0,WF2,M_full_minus_contact,15,0.24421792063128756,0.19874460166541114,0.2831401983207503,15,15
2.0,WF2,M_full_minus_liquidity,15,0.05905894298751446,0.03606486861092123,0.10719206219499422,14,15
2.0,WF2,M_full_minus_trend,15,0.24570022561553795,0.19793845373595353,0.2860031829379107,15,15
2.0,WF2,M_full_minus_ob,15,0.24210890581913702,0.19893979660670197,0.28718421524187937,15,15
2.0,WF3,M_contact,15,0.11645942571785278,0.05036617774034091,0.13428124102720035,14,15
2.0,WF3,M_liquidity,15,0.28885840050305833,0.23373323980229765,0.3571298372145939,15,15
2.0,WF3,M_trend,15,0.011006311609105479,-0.024067801560309243,0.04231704107622611,9,15
2.0,WF3,M_ob,15,0.04764474784604311,0.03063877515575958,0.06689073401384438,12,15
2.0,WF3,M_full,15,0.26874022998351144,0.23382962892660797,0.35215883902745193,15,15
2.0,WF3,M_full_minus_contact,15,0.2873720916938205,0.23031036802892801,0.3543601260898148,15,15
2.0,WF3,M_full_minus_liquidity,15,0.12878901373283397,0.049307838910440105,0.14395531216793364,14,15
2.0,WF3,M_full_minus_trend,15,0.2699179853958328,0.23548915000936022,0.35218415271786163,15,15
2.0,WF3,M_full_minus_ob,15,0.2767404012933895,0.2352458931544728,0.35307088211184723,15,15
3.0,WF1,M_contact,15,0.02929781317153335,0.018719263189956536,0.05724056923921034,13,15
3.0,WF1,M_liquidity,15,0.21309338195784122,0.18789745219799842,0.29116613215428916,15,15
3.0,WF1,M_trend,15,0.0011155583200367358,-0.044653268346116215,0.023075557573400962,8,15
3.0,WF1,M_ob,15,-0.006243280602058143,-0.025781365545942736,0.026101240942893733,6,15
3.0,WF1,M_full,15,0.20555142656591951,0.1961078734640937,0.27497616043068085,15,15
3.0,WF1,M_full_minus_contact,15,0.2053592664041648,0.19517584278892214,0.28525259618479787,15,15
3.0,WF1,M_full_minus_liquidity,15,0.03603579656211242,0.004398152048563531,0.07970701797721053,12,15
3.0,WF1,M_full_minus_trend,15,0.23351158645276304,0.19026040220023016,0.2731284741958305,15,15
3.0,WF1,M_full_minus_ob,15,0.20006004297813162,0.19383391264245514,0.2788089669384114,15,15
3.0,WF2,M_contact,15,0.06574941115643129,0.007287126565918095,0.1411206722951664,11,15
3.0,WF2,M_liquidity,15,0.2557262432299361,0.21003403584675023,0.30978514954542824,15,15
3.0,WF2,M_trend,15,-0.01134876521494399,-0.030209767345062283,0.010308069386353258,5,15
3.0,WF2,M_ob,15,-0.006296512760568862,-0.036944597635776955,0.02170141166474865,7,15
3.0,WF2,M_full,15,0.2602571897050425,0.21069940001660875,0.30690943446110575,15,15
3.0,WF2,M_full_minus_contact,15,0.2562101979279895,0.21659243400300338,0.30230667014576784,15,15
3.0,WF2,M_full_minus_liquidity,15,0.08168623463067382,0.034964269905045864,0.09942377458295754,12,15
3.0,WF2,M_full_minus_trend,15,0.25756124222381904,0.21031713144376651,0.29997227806269877,15,15
3.0,WF2,M_full_minus_ob,15,0.25541185357136276,0.20604980551093738,0.3112383763865376,15,15
3.0,WF3,M_contact,15,0.10307901098435046,0.0712912980297643,0.11425847643619608,14,15
3.0,WF3,M_liquidity,15,0.29638736523548315,0.25161224043742747,0.3629644172622464,15,15
3.0,WF3,M_trend,15,0.004134135762307534,-0.024920371478664882,0.05765086862619312,8,15
3.0,WF3,M_ob,15,0.044056885885817354,0.0018619065355703068,0.06068691687125988,11,15
3.0,WF3,M_full,15,0.2980381783395176,0.25227095366501817,0.34641156319483984,15,15
3.0,WF3,M_full_minus_contact,15,0.2922532356994244,0.25322169771606484,0.3653828089596106,15,15
3.0,WF3,M_full_minus_liquidity,15,0.11148691632384744,0.056924654972926814,0.12700079786801938,14,15
3.0,WF3,M_full_minus_trend,15,0.2916026495825603,0.25114511223911395,0.3463913595542102,15,15
3.0,WF3,M_full_minus_ob,15,0.2923128768552876,0.2504155384652107,0.3462742626203945,15,15
