risk_ATR,wf,model,roc_auc_lo,roc_auc_hi,brier_lo,brier_hi,bottom20_gain_lo,bottom20_gain_hi
0.25,WF1,M0,0.5421675643521472,0.570201759953025,0.21158349512207952,0.2192660389201715,0.018744189546628615,0.05230245492522496
0.25,WF1,M_contact,0.547680844120674,0.5690686703201541,0.21457715872309926,0.22265408983042995,0.01649461187999713,0.04652931007635744
0.25,WF1,M_liquidity,0.5936511789587673,0.620518466033837,0.2284509065810924,0.23752122833347603,0.08585328316000192,0.12169566912119786
0.25,WF1,M_trend,0.5384305541886167,0.5683004822872446,0.21213258224233966,0.22050215728483377,0.005025562014397902,0.039786569265153574
0.25,WF1,M_ob,0.5395012161757585,0.5689717350020446,0.21191012094041012,0.22034051708077226,0.012158314761329175,0.04338605602272464
0.25,WF1,M_full,0.5940442877988781,0.6191640985684042,0.23117170613877797,0.2403274799835399,0.09156643959027493,0.11577906726298731
0.25,WF1,M_full_minus_contact,0.5968745851370911,0.623941057187002,0.22528523508888,0.23458679385531772,0.09083037260153175,0.12396640848440332
0.25,WF1,M_full_minus_liquidity,0.5488634553305529,0.5699612830276168,0.21501483336744698,0.22413870973479647,0.021600616692583292,0.0496891854672319
0.25,WF1,M_full_minus_trend,0.5903276511569657,0.6150437421299056,0.23424640827022072,0.24306902440881015,0.0816323007985605,0.10985140262874757
0.25,WF1,M_full_minus_ob,0.5942064394403851,0.6191779178149398,0.23105655758278693,0.24030366778183443,0.09337122364314594,0.11752892963520815
0.25,WF2,M0,0.5239770706707904,0.5576499802629663,0.20874736536396235,0.2154968119871253,0.027225610240248162,0.06474707964859798
0.25,WF2,M_contact,0.5448234815543537,0.5718655949346981,0.20843201110692805,0.21618705889029338,0.03120107723665402,0.06482163357259135
0.25,WF2,M_liquidity,0.6167474584454857,0.6475174215976323,0.202208660058193,0.21267784180705346,0.09140758772335092,0.12769146011895594
0.25,WF2,M_trend,0.5264107958098813,0.5561068166046329,0.2089950271727263,0.21580328370090707,0.023395974258466425,0.05783042354683635
0.25,WF2,M_ob,0.5172723409569725,0.5504854053719574,0.2110657466171965,0.2175698717025424,0.023754555076660883,0.05978409548421095
0.25,WF2,M_full,0.6086422351574736,0.6393119750890549,0.20533619260419514,0.21671117357859163,0.08629013325507719,0.12077342395203779
0.25,WF2,M_full_minus_contact,0.6147801968630766,0.6454288414884922,0.2028555511353835,0.21350894236670423,0.08774914664086858,0.122430514495382
0.25,WF2,M_full_minus_liquidity,0.545014310401679,0.5712746026252986,0.20970726786992247,0.21691013986584834,0.0295898906932514,0.060393177551077995
0.25,WF2,M_full_minus_trend,0.6091208137628428,0.6389481086899624,0.20547397699325004,0.21664926563316275,0.08740157272444887,0.12234922463082365
0.25,WF2,M_full_minus_ob,0.609042522040093,0.6395565282207839,0.2053268825584204,0.21619134148845634,0.08819462559107123,0.12052715112399684
0.25,WF3,M0,0.5192955392897889,0.5445738879838675,0.20516392428871266,0.2127437624901778,0.02368244184020407,0.06759152528133724
0.25,WF3,M_contact,0.5437500032373861,0.5651254574736709,0.20722262346973766,0.21468655007098691,0.04770484119652226,0.07840104235538044
0.25,WF3,M_liquidity,0.6250217532523102,0.6486077160922912,0.19869201722363475,0.2070223371448517,0.10962575366096886,0.1417568440172772
0.25,WF3,M_trend,0.5233412715735081,0.5499455208387114,0.20535948136712648,0.21302945817239372,0.025345419910136086,0.06476767537604718
0.25,WF3,M_ob,0.5158395078414885,0.5416828814104006,0.2051342027242206,0.2129546341862822,0.030527428068735103,0.06634450692239843
0.25,WF3,M_full,0.6174125505464925,0.6404712087203199,0.20184674169327435,0.21020290811839626,0.10625852390173776,0.1351393510228992
0.25,WF3,M_full_minus_contact,0.6231763551729521,0.6460551206695696,0.1992751606355316,0.20733761537863407,0.11139919538345355,0.14122662400396768
0.25,WF3,M_full_minus_liquidity,0.5418412874394115,0.5623881353450862,0.2071117988201333,0.21494812309675024,0.04596638365207361,0.07657479583530737
0.25,WF3,M_full_minus_trend,0.6182851188553529,0.6405095441537283,0.20122630868776206,0.20976941387387255,0.10494696136604398,0.13390831409924892
0.25,WF3,M_full_minus_ob,0.6190694066819117,0.6419533339120589,0.20168046499590325,0.21012197160360274,0.1087652796853493,0.13572616371746982
0.5,WF1,M0,0.5652555178637656,0.5877872609303165,0.24319259450347008,0.2462709342022187,0.06743730855024994,0.103766747156818
0.5,WF1,M_contact,0.5804960933945137,0.5977917012768887,0.2443097391079168,0.2486207709268542,0.07316410776870683,0.09717502569654776
0.5,WF1,M_liquidity,0.681761753821814,0.7026223731609261,0.22170588169486155,0.23024434711365438,0.2051635166208011,0.23942366051744152
0.5,WF1,M_trend,0.5651792598061866,0.5874202728691946,0.24443788179667267,0.24712552887521053,0.07486922552977228,0.10960899044948355
0.5,WF1,M_ob,0.5568475139080181,0.5792712541810285,0.24602501903914556,0.24879873721037038,0.053387442224276264,0.09179880161676011
0.5,WF1,M_full,0.6766863003981138,0.6969822075176193,0.2257226902122272,0.23437751624661257,0.18110987210907764,0.21264335654285782
0.5,WF1,M_full_minus_contact,0.6805485356454798,0.7014041144581199,0.22260874222668506,0.23122067950904865,0.1922535492186556,0.2279269809197542
0.5,WF1,M_full_minus_liquidity,0.5793067748492343,0.5958599304341203,0.24682745597013545,0.25097300189565175,0.05875490202087628,0.08634297247820893
0.5,WF1,M_full_minus_trend,0.6749508412420564,0.6952219780352359,0.22630396692590093,0.23494289846648975,0.18659401425878144,0.216191286265227
0.5,WF1,M_full_minus_ob,0.6777036280654762,0.6978797079090789,0.22535466507098262,0.2342651467304258,0.18094577730793604,0.2128521021835182
0.5,WF2,M0,0.5503407572661891,0.5765640778928556,0.24506050165490462,0.24998041053533693,0.08374806883662106,0.12658072245048305
0.5,WF2,M_contact,0.5838004916768713,0.6084856480618032,0.24195971355102852,0.24854870096061157,0.09052761885140259,0.1289336384334932
0.5,WF2,M_liquidity,0.6966607636104866,0.7198695923642479,0.21756601924866645,0.22667193271656924,0.21907103683474385,0.25935853637591494
0.5,WF2,M_trend,0.544682751390821,0.5683897833284258,0.24585751928324598,0.2511303674975206,0.06419928944144158,0.10843230775639592
0.5,WF2,M_ob,0.5465489724571733,0.5725996368807963,0.24632443572926438,0.25164236270527723,0.0719346230986886,0.11988213878113274
0.5,WF2,M_full,0.6893478576971752,0.7113799865337836,0.22183225103202894,0.23089956324960348,0.22683225114589853,0.2628863309581547
0.5,WF2,M_full_minus_contact,0.6929291952902997,0.7153729603358113,0.2196847539837397,0.22898645573455204,0.2214010908858759,0.2586295258848046
0.5,WF2,M_full_minus_liquidity,0.5784657455735079,0.6018582549097743,0.2442170600038565,0.2507646961669148,0.0817976138678854,0.11896588071424427
0.5,WF2,M_full_minus_trend,0.6918028227879499,0.7143991499494172,0.22065503694993277,0.22980993115340637,0.22901814287463435,0.26434209263216357
0.5,WF2,M_full_minus_ob,0.6898943599770718,0.7117378998692092,0.2214031739547307,0.23051933588970774,0.2266766622831937,0.2627590065632681
0.5,WF3,M0,0.5647311089992572,0.5912189797418975,0.24301372299167748,0.2469765000799073,0.07310734863567508,0.11686483911170317
0.5,WF3,M_contact,0.5868380688652917,0.6075403989261929,0.242008102071875,0.24697932357390104,0.10448691188630026,0.13944664691153943
0.5,WF3,M_liquidity,0.7056006238571594,0.7234195876343809,0.21303564573017153,0.21994870406823905,0.23435847613966704,0.2695227588462378
0.5,WF3,M_trend,0.5652170954421627,0.591880408060019,0.24308317421050038,0.24703289832450598,0.07378648861929794,0.1167586895801099
0.5,WF3,M_ob,0.5722170454082544,0.5986821827981391,0.24233182771214096,0.24626459947083215,0.08683364343753039,0.12880488066895313
0.5,WF3,M_full,0.6954955488525135,0.7143468900015268,0.21776457929174559,0.22487743279836986,0.22618459272404642,0.26253276152939903
0.5,WF3,M_full_minus_contact,0.7045703446219065,0.7225237543839721,0.2134843415387597,0.22028000478529206,0.23778347071503236,0.27526345301583
0.5,WF3,M_full_minus_liquidity,0.5884191121033996,0.6099116361457019,0.24182205566794085,0.24671523076483706,0.10898485075394033,0.1429586631135295
0.5,WF3,M_full_minus_trend,0.6962498153664809,0.7152582877086757,0.2172173743446984,0.22442060018036233,0.22549889311186674,0.2624923475036969
0.5,WF3,M_full_minus_ob,0.6978373828057441,0.7160122446613707,0.21679630939943492,0.22394821629698272,0.2249417888712437,0.2615055584381384
0.75,WF1,M0,0.5875561537442456,0.6119743706747699,0.2088054529703507,0.21495854090819763,0.08622189701747428,0.11905644953097617
0.75,WF1,M_contact,0.6085750463626303,0.6280925605832702,0.20919489851225131,0.21575773384429373,0.0839487163429513,0.11070569649659018
0.75,WF1,M_liquidity,0.7246692813558347,0.7424756852846879,0.18637928343897817,0.19500308662087285,0.21553592152493375,0.2544142132525126
0.75,WF1,M_trend,0.5899062954998259,0.6139496542371278,0.2096598474858459,0.2151942099405082,0.08547894867848435,0.1223743504657745
0.75,WF1,M_ob,0.5809217394234173,0.6063075885903079,0.21123536677268806,0.21685078336456867,0.08411491005626061,0.12124769384104123
0.75,WF1,M_full,0.7195635330607735,0.7371802145870895,0.18995076313273343,0.1982784171936717,0.21722908690394646,0.24888823836569554
0.75,WF1,M_full_minus_contact,0.7224930058286453,0.7414030616613856,0.1875344746665811,0.1959244276878012,0.2094096804722922,0.24665463644151192
0.75,WF1,M_full_minus_liquidity,0.6082202186297484,0.6262636393612906,0.21121838896357195,0.2172542139488305,0.07165535101396414,0.10055809476612813
0.75,WF1,M_full_minus_trend,0.7191377845711375,0.7365690374617095,0.1898970162131924,0.19822194930868126,0.21969720794562098,0.25447496730038827
0.75,WF1,M_full_minus_ob,0.721635759141847,0.7391245989928381,0.18921156775212403,0.1976072513621465,0.2196849857811518,0.2522756466269066
0.75,WF2,M0,0.5785253038281627,0.6047328522938497,0.21580684138548545,0.2253532610068662,0.12079592319840156,0.1558407494536601
0.75,WF2,M_contact,0.6054407563004941,0.6280759430940219,0.21390414268582555,0.22376261224865587,0.11079123202321042,0.1438018914535402
0.75,WF2,M_liquidity,0.7268576049852841,0.747796672110502,0.19279808816031072,0.20370135879433637,0.25232991155783535,0.2954189046005671
0.75,WF2,M_trend,0.5729704130188125,0.5972647741440926,0.2164642500573043,0.2258491694323191,0.10074661050701916,0.14048573365705463
0.75,WF2,M_ob,0.5719512115188283,0.5982230372216533,0.21739582930855753,0.22735973889714156,0.0998634792296268,0.14338682123401875
0.75,WF2,M_full,0.7228537289459539,0.7429597621561672,0.1957165023228763,0.20585284821210434,0.24823162051138026,0.2907013724657658
0.75,WF2,M_full_minus_contact,0.7257625776480693,0.7464096147278034,0.19403504201266203,0.204583529387857,0.25197856690001397,0.29290305375136083
0.75,WF2,M_full_minus_liquidity,0.5999608090986457,0.6213299656181782,0.2156666684519604,0.22625205553754704,0.09961839194773205,0.13205436183807479
0.75,WF2,M_full_minus_trend,0.7232205451466241,0.7436281492000909,0.1953510298829948,0.2059718759959141,0.24644764504250405,0.2889842186919086
0.75,WF2,M_full_minus_ob,0.7228245174445004,0.7427795442062074,0.19522086483965465,0.20539670585046665,0.24620326292958583,0.28966875666932546
0.75,WF3,M0,0.5931053762707582,0.6186098890010143,0.21537546903286703,0.2235321843841179,0.090145963349064,0.13821787732656224
0.75,WF3,M_contact,0.613279710003987,0.6339660176989627,0.21363321452815456,0.22230709442501925,0.12524962743282184,0.15912515753255613
0.75,WF3,M_liquidity,0.7388315731869667,0.7553362187995798,0.18722689231277326,0.1948636998180057,0.2658131465646022,0.3057952211007503
0.75,WF3,M_trend,0.5936073682566244,0.6189812227552477,0.21545551940002777,0.22353977200274025,0.10292042117514966,0.14493653551380756
0.75,WF3,M_ob,0.5959802098303949,0.6201823386439835,0.21511060838957868,0.22353127545749665,0.10931761170760561,0.15529086231029599
0.75,WF3,M_full,0.7332158818311402,0.7491431817133187,0.1892609987842342,0.1975001022477295,0.2574858745375218,0.2950239387668654
0.75,WF3,M_full_minus_contact,0.7380042055596718,0.7543223460445255,0.18727491038754504,0.1952760369713283,0.2656534671655683,0.30361247266583896
0.75,WF3,M_full_minus_liquidity,0.6167864522809242,0.6368326975687517,0.21324594236177058,0.22156992050695004,0.13368698410726323,0.1698291751342923
0.75,WF3,M_full_minus_trend,0.7332090840714206,0.7489687555011947,0.18932323318583216,0.19737535976169368,0.2592523392386527,0.29692229739276393
0.75,WF3,M_full_minus_ob,0.732847192301439,0.7490425084560107,0.18970254631531666,0.19770129807326306,0.2586997459284593,0.29444487022692095
1.0,WF1,M0,0.6016728329849595,0.6269511663304475,0.1740029516401206,0.1810854073210437,0.0948544236061201,0.12926667615515586
1.0,WF1,M_contact,0.6232256381816523,0.641977913407609,0.17456137690159335,0.18144499082448398,0.08222036525918716,0.11238219933608859
1.0,WF1,M_liquidity,0.7526184274682008,0.7713751305438489,0.15411230143427052,0.16313200403773911,0.22399138999872964,0.26252229017194684
