event_id,symbol,trigger_time,trigger_bar_index,trigger_ob_bias,trigger_ob_structure,trigger_ob_age_bars,trigger_ob_low,trigger_ob_high,trigger_ob_width_pct,trigger_ob_overlap_fraction,trigger_ob_anchor_index,trigger_ob_anchor_time,trigger_ob_confirmed_index,trigger_ob_confirmed_time,trigger_ob_enter_index,trigger_ob_enter_time,trigger_ob_mitigated_same_bar,trigger_ob_alive_at_close,trigger_ob_mitigated_index,5m_bar_index,5m_bar_end,5m_lag_minutes,5m_swing_bias,5m_internal_bias,5m_last_swing_structure_type,5m_last_swing_structure_bias,5m_last_swing_structure_level,5m_last_swing_structure_age,5m_last_internal_structure_type,5m_last_internal_structure_bias,5m_last_internal_structure_level,5m_last_internal_structure_age,5m_active_bull_internal_ob_count,5m_active_bear_internal_ob_count,5m_active_bull_swing_ob_count,5m_active_bear_swing_ob_count,5m_nearest_above_type,5m_nearest_above_distance_pct,5m_nearest_below_type,5m_nearest_below_distance_pct,5m_open,5m_high,5m_low,5m_close,5m_volume,5m_close_oi,5m_current_internal_high_level,5m_current_internal_high_age,5m_current_internal_high_relation,5m_current_internal_high_distance_pct,5m_current_internal_high_last_level,5m_current_internal_low_level,5m_current_internal_low_age,5m_current_internal_low_relation,5m_current_internal_low_distance_pct,5m_current_internal_low_last_level,5m_current_swing_high_level,5m_current_swing_high_age,5m_current_swing_high_relation,5m_current_swing_high_distance_pct,5m_current_swing_high_last_level,5m_current_swing_low_level,5m_current_swing_low_age,5m_current_swing_low_relation,5m_current_swing_low_distance_pct,5m_current_swing_low_last_level,5m_overlap_object_count,5m_overlap_types,15m_bar_index,15m_bar_end,15m_lag_minutes,15m_swing_bias,15m_internal_bias,15m_last_swing_structure_type,15m_last_swing_structure_bias,15m_last_swing_structure_level,15m_last_swing_structure_age,15m_last_internal_structure_type,15m_last_internal_structure_bias,15m_last_internal_structure_level,15m_last_internal_structure_age,15m_active_bull_internal_ob_count,15m_active_bear_internal_ob_count,15m_active_bull_swing_ob_count,15m_active_bear_swing_ob_count,15m_nearest_above_type,15m_nearest_above_distance_pct,15m_nearest_below_type,15m_nearest_below_distance_pct,15m_open,15m_high,15m_low,15m_close,15m_volume,15m_close_oi,15m_current_internal_high_level,15m_current_internal_high_age,15m_current_internal_high_relation,15m_current_internal_high_distance_pct,15m_current_internal_high_last_level,15m_current_internal_low_level,15m_current_internal_low_age,15m_current_internal_low_relation,15m_current_internal_low_distance_pct,15m_current_internal_low_last_level,15m_current_swing_high_level,15m_current_swing_high_age,15m_current_swing_high_relation,15m_current_swing_high_distance_pct,15m_current_swing_high_last_level,15m_current_swing_low_level,15m_current_swing_low_age,15m_current_swing_low_relation,15m_current_swing_low_distance_pct,15m_current_swing_low_last_level,15m_overlap_object_count,15m_overlap_types,1h_bar_index,1h_bar_end,1h_lag_minutes,1h_swing_bias,1h_internal_bias,1h_last_swing_structure_type,1h_last_swing_structure_bias,1h_last_swing_structure_level,1h_last_swing_structure_age,1h_last_internal_structure_type,1h_last_internal_structure_bias,1h_last_internal_structure_level,1h_last_internal_structure_age,1h_active_bull_internal_ob_count,1h_active_bear_internal_ob_count,1h_active_bull_swing_ob_count,1h_active_bear_swing_ob_count,1h_nearest_below_type,1h_nearest_below_distance_pct,1h_open,1h_high,1h_low,1h_close,1h_volume,1h_close_oi,1h_current_internal_high_level,1h_current_internal_high_age,1h_current_internal_high_relation,1h_current_internal_high_distance_pct,1h_current_internal_high_last_level,1h_current_internal_low_level,1h_current_internal_low_age,1h_current_internal_low_relation,1h_current_internal_low_distance_pct,1h_current_internal_low_last_level,1h_current_swing_high_level,1h_current_swing_high_age,1h_current_swing_high_relation,1h_current_swing_high_distance_pct,1h_current_swing_high_last_level,1h_current_swing_low_level,1h_current_swing_low_age,1h_current_swing_low_relation,1h_current_swing_low_distance_pct,1h_current_swing_low_last_level,1h_overlap_object_count,1h_overlap_types,fwd_raw_ret_h1,fwd_long_mfe_h1,fwd_long_mae_h1,fwd_short_mfe_h1,fwd_short_mae_h1,fwd_dir_ret_h1,fwd_dir_mfe_h1,fwd_dir_mae_h1,fwd_time_contiguous_h1,fwd_raw_ret_h3,fwd_long_mfe_h3,fwd_long_mae_h3,fwd_short_mfe_h3,fwd_short_mae_h3,fwd_dir_ret_h3,fwd_dir_mfe_h3,fwd_dir_mae_h3,fwd_time_contiguous_h3,fwd_raw_ret_h6,fwd_long_mfe_h6,fwd_long_mae_h6,fwd_short_mfe_h6,fwd_short_mae_h6,fwd_dir_ret_h6,fwd_dir_mfe_h6,fwd_dir_mae_h6,fwd_time_contiguous_h6,fwd_raw_ret_h12,fwd_long_mfe_h12,fwd_long_mae_h12,fwd_short_mfe_h12,fwd_short_mae_h12,fwd_dir_ret_h12,fwd_dir_mfe_h12,fwd_dir_mae_h12,fwd_time_contiguous_h12,fwd_raw_ret_h24,fwd_long_mfe_h24,fwd_long_mae_h24,fwd_short_mfe_h24,fwd_short_mae_h24,fwd_dir_ret_h24,fwd_dir_mfe_h24,fwd_dir_mae_h24,fwd_time_contiguous_h24,1h_nearest_above_type,1h_nearest_above_distance_pct
CU:116:I:1:103:108,CU,2025-01-03 11:15:00,116,1,internal,8,73030.0,73080.0,0.06841817186644773,0.2,103,2025-01-03T09:50:00,108,2025-01-03T10:30:00,116,2025-01-03T11:10:00,False,True,117.0,116,2025-01-03 11:15:00,0.0,0,1,NONE,0,,,BOS,1,73250.0,8.0,0,0,0,0,current_internal_high,0.003694581280788177,current_internal_low,0.0006841817186644773,73100.0,73120.0,73070.0,73080.0,947.0,158789.0,73350.0,3,above,0.003694581280788177,73250.0,73030.0,8,below,0.0006841817186644773,72910.0,,,,,,72780.0,12,below,0.004105090311986864,,0,,38,2025-01-03 11:15:00,0.0,0,-1,NONE,0,,,BOS,-1,73250.0,23.0,0,0,0,0,current_internal_high,0.002326217843459223,current_internal_low,0.004105090311986864,73120.0,73160.0,73070.0,73080.0,2488.0,158789.0,73250.0,4,above,0.002326217843459223,73430.0,72780.0,15,below,0.004105090311986864,73250.0,,,,,,,,,,,0,,10,2025-01-03 11:00:00,15.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.004105090311986864,73100.0,73350.0,73040.0,73120.0,11068.0,158954.0,,,,,,72780.0,0,below,0.004105090311986864,,,,,,,,,,,,0,,-0.0002737101426699695,0.00013682698249439795,0.00082135528231575,0.00082135528231575,0.00013682698249439795,-0.0002737101426699695,0.00013682698249439795,0.00082135528231575,True,-0.00205465451366571,0.00013682698249439795,0.0023289276914670864,0.0023289276914670864,0.00013682698249439795,-0.00205465451366571,0.00013682698249439795,0.0023289276914670864,True,-0.0019175461292721963,0.00013682698249439795,0.0024660924951938057,0.0024660924951938057,0.00013682698249439795,-0.0019175461292721963,0.00013682698249439795,0.0024660924951938057,False,-0.00260327611568556,0.00013682698249439795,0.002877699827616098,0.002877699827616098,0.00013682698249439795,-0.00260327611568556,0.00013682698249439795,0.002877699827616098,False,0.004096687417328937,0.004096687417328937,0.002877699827616098,0.002877699827616098,0.004096687417328937,0.004096687417328937,0.004096687417328937,0.002877699827616098,False,,
CU:118:I:1:83:88,CU,2025-01-03 11:25:00,118,1,internal,30,72910.0,72960.0,0.06854009595613435,1.0,83,2025-01-03T00:10:00,88,2025-01-03T00:35:00,118,2025-01-03T11:20:00,False,True,120.0,118,2025-01-03 11:25:00,0.0,0,-1,NONE,0,,,CHoCH,-1,73030.0,0.0,2,2,0,0,current_internal_low,0.0010966415352981493,active_bull_internal_ob,0.0013708019191226869,73050.0,73060.0,72910.0,72950.0,2099.0,159463.0,73350.0,5,above,0.0054832076764907475,73250.0,73030.0,10,above,0.0010966415352981493,72910.0,,,,,,72780.0,14,below,0.0023303632625085676,,1,active_bull_internal_ob,38,2025-01-03 11:15:00,10.0,0,-1,NONE,0,,,BOS,-1,73250.0,23.0,0,0,0,0,current_internal_high,0.00411240575736806,current_internal_low,0.0023303632625085676,73120.0,73160.0,73070.0,73080.0,2488.0,158789.0,73250.0,4,above,0.00411240575736806,73430.0,72780.0,15,below,0.0023303632625085676,73250.0,,,,,,,,,,,0,,10,2025-01-03 11:00:00,25.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.0023303632625085676,73100.0,73350.0,73040.0,73120.0,11068.0,158954.0,,,,,,72780.0,0,below,0.0023303632625085676,,,,,,,,,,,,0,,-0.0004112687699340256,0.0004110996974659997,0.000548395955613401,0.000548395955613401,0.0004110996974659997,-0.0004112687699340256,0.0004110996974659997,0.000548395955613401,True,0.0,0.0005480953823155943,0.0008227067514621211,0.0008227067514621211,0.0005480953823155943,0.0,0.0005480953823155943,0.0008227067514621211,False,-0.0002741603855405117,0.0005480953823155943,0.0008227067514621211,0.0008227067514621211,0.0005480953823155943,-0.0002741603855405117,0.0005480953823155943,0.0008227067514621211,False,0.0005480953823155943,0.0006850723019198313,0.0012343140838844135,0.0012343140838844135,0.0006850723019198313,0.0005480953823155943,0.0006850723019198313,0.0012343140838844135,False,0.005876340790896606,0.006965813866111503,0.0012343140838844135,0.0012343140838844135,0.006965813866111503,0.005876340790896606,0.006965813866111503,0.0012343140838844135,False,,
CU:138:I:-1:108:118,CU,2025-01-03 21:05:00,138,-1,internal,20,73190.0,73350.0,0.21843003412969283,0.6875,108,2025-01-03T10:30:00,118,2025-01-03T11:20:00,138,2025-01-03T21:00:00,False,True,140.0,138,2025-01-03 21:05:00,0.0,0,1,NONE,0,,,CHoCH,1,73010.0,0.0,2,2,0,0,active_bear_internal_ob,0.0015017064846416382,current_internal_high,0.0032764505119453925,73230.0,73300.0,73130.0,73250.0,4595.0,159195.0,73010.0,2,below,0.0032764505119453925,73000.0,72870.0,4,below,0.005187713310580205,72900.0,,,,,,72780.0,34,below,0.006416382252559727,,1,active_bear_internal_ob,45,2025-01-03 15:00:00,365.0,0,-1,NONE,0,,,BOS,-1,73250.0,30.0,0,0,0,0,,,current_internal_low,0.006416382252559727,72910.0,72930.0,72870.0,72920.0,3181.0,160879.0,73250.0,11,overlap,0.0,73430.0,72780.0,22,below,0.006416382252559727,73250.0,,,,,,,,,,,1,current_internal_high,13,2025-01-03 15:00:00,365.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.006416382252559727,72970.0,73010.0,72870.0,72920.0,10715.0,160879.0,,,,,,72780.0,3,below,0.006416382252559727,,,,,,,,,,,,0,,-0.0006829201931726203,0.00027303754435870076,0.0009562189103711205,0.0009562189103711205,0.00027303754435870076,0.0006829201931726203,0.0009562189103711205,0.00027303754435870076,True,0.002045966750662487,0.003135439825877384,0.0010928962836445066,0.0010928962836445066,0.003135439825877384,-0.002045966750662487,0.0010928962836445066,0.003135439825877384,True,0.0023184463163801183,0.003135439825877384,0.0010928962836445066,0.0010928962836445066,0.003135439825877384,-0.0023184463163801183,0.0010928962836445066,0.003135439825877384,True,0.0070748594420297906,0.008294289171079328,0.0010928962836445066,0.0010928962836445066,0.008294289171079328,-0.0070748594420297906,0.0010928962836445066,0.008294289171079328,True,0.004359679929811122,0.008294289171079328,0.0010928962836445066,0.0010928962836445066,0.008294289171079328,-0.004359679929811122,0.0010928962836445066,0.008294289171079328,True,,
CU:140:I:-1:33:41,CU,2025-01-03 21:15:00,140,-1,internal,99,73360.0,73410.0,0.0681384573453257,0.4,33,2025-01-02T14:00:00,41,2025-01-02T14:40:00,140,2025-01-03T21:10:00,False,True,141.0,140,2025-01-03 21:15:00,0.0,0,1,NONE,0,,,CHoCH,1,73010.0,2.0,2,1,0,0,,,current_internal_high,0.005042245843554102,73180.0,73380.0,73160.0,73380.0,1837.0,158547.0,73010.0,4,below,0.005042245843554102,73000.0,72870.0,0,below,0.006950122649223222,72870.0,,,,,,72780.0,36,below,0.008176614881439084,,1,active_bear_internal_ob,46,2025-01-03 21:15:00,0.0,0,1,NONE,0,,,CHoCH,1,73250.0,0.0,1,1,0,0,,,current_internal_high,0.0017715998909784683,73230.0,73380.0,73130.0,73380.0,7690.0,158547.0,73250.0,12,below,0.0017715998909784683,73430.0,72780.0,23,below,0.008176614881439084,73250.0,,,,,,,,,,,1,active_bear_internal_ob,13,2025-01-03 15:00:00,375.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.008176614881439084,72970.0,73010.0,72870.0,72920.0,10715.0,160879.0,,,,,,72780.0,3,below,0.008176614881439084,,,,,,,,,,,,0,,0.0001362676298359844,0.0012257407050508817,0.0005452562839565189,0.0005452562839565189,0.0012257407050508817,-0.0001362676298359844,0.0005452562839565189,0.0012257407050508817,True,0.0005449591415516153,0.0012257407050508817,0.0005452562839565189,0.0005452562839565189,0.0012257407050508817,-0.0005449591415516153,0.0005452562839565189,0.0012257407050508817,True,0.0002725166933341683,0.0012257407050508817,0.0005452562839565189,0.0005452562839565189,0.0012257407050508817,-0.0002725166933341683,0.0005452562839565189,0.0012257407050508817,True,0.004351380268154514,0.006384590050252825,0.0005452562839565189,0.0005452562839565189,0.006384590050252825,-0.004351380268154514,0.0005452562839565189,0.006384590050252825,True,0.003129467143478948,0.006384590050252825,0.0005452562839565189,0.0005452562839565189,0.006384590050252825,-0.003129467143478948,0.0005452562839565189,0.006384590050252825,True,,
CU:223:I:1:162:188,CU,2025-01-06 14:25:00,223,1,internal,35,73530.0,73600.0,0.09512161978529692,0.2857142857142857,162,2025-01-03T23:00:00,188,2025-01-06T09:10:00,223,2025-01-06T14:20:00,False,True,229.0,223,2025-01-06 14:25:00,0.0,0,-1,NONE,0,,,CHoCH,-1,73740.0,10.0,0,0,0,0,current_internal_low,0.0020383204239706482,current_swing_low,0.0110069302894415,73640.0,73640.0,73580.0,73590.0,877.0,151228.0,73900.0,18,above,0.004212528876206006,74130.0,73740.0,20,above,0.0020383204239706482,73530.0,,,,,,72780.0,119,below,0.0110069302894415,,0,,73,2025-01-06 14:15:00,10.0,0,1,NONE,0,,,BOS,1,73850.0,11.0,0,0,0,0,current_internal_high,0.007337953526294333,current_internal_low,0.0008153281695882593,73630.0,73710.0,73620.0,73660.0,1823.0,151362.0,74130.0,5,above,0.007337953526294333,73850.0,73530.0,14,below,0.0008153281695882593,72870.0,,,,,,72780.0,5.0,below,0.0110069302894415,,0,,21,2025-01-06 14:00:00,25.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.0110069302894415,73730.0,73740.0,73610.0,73630.0,6288.0,151427.0,,,,,,72780.0,11,below,0.0110069302894415,,,,,,,,,,,,0,,0.0,0.0002717760582022777,0.00027184994050877265,0.00027184994050877265,0.0002717760582022777,0.0,0.0002717760582022777,0.00027184994050877265,True,0.0002717760582022777,0.0004076363939855554,0.0004078026291818304,0.0004078026291818304,0.0004076363939855554,0.0002717760582022777,0.0004076363939855554,0.0004078026291818304,True,-0.0005437738035034556,0.0005434782742455013,0.0009517982906324107,0.0009517982906324107,0.0005434782742455013,-0.0005437738035034556,0.0005434782742455013,0.0009517982906324107,True,0.013499125074044827,0.01470515537098116,0.0009517982906324107,0.0009517982906324107,0.01470515537098116,0.013499125074044827,0.01470515537098116,0.0009517982906324107,False,0.00933385200457515,0.014839068996892024,0.0009517982906324107,0.0009517982906324107,0.014839068996892024,0.00933385200457515,0.014839068996892024,0.0009517982906324107,False,,
CU:255:I:-1:244:246,CU,2025-01-06 23:05:00,255,-1,internal,9,74570.0,74650.0,0.10725298297358896,0.5,244,2025-01-06T22:05:00,246,2025-01-06T22:15:00,255,2025-01-06T23:00:00,False,True,432.0,255,2025-01-06 23:05:00,0.0,0,-1,NONE,0,,,CHoCH,-1,74500.0,9.0,0,0,0,0,current_internal_high,0.0008043973723019171,current_internal_low,0.00455825177637753,74550.0,74610.0,74550.0,74590.0,840.0,148326.0,74650.0,6,above,0.0008043973723019171,74680.0,74250.0,2,below,0.00455825177637753,74500.0,,,,,,72780.0,151,below,0.0242659873977745,,0,,84,2025-01-06 23:00:00,5.0,0,1,NONE,0,,,BOS,1,74130.0,7.0,0,0,0,0,current_internal_high,0.0012065960584528757,current_internal_low,0.014479152701434508,74380.0,74560.0,74380.0,74540.0,1638.0,148046.0,74680.0,0,above,0.0012065960584528757,74130.0,73510.0,3,below,0.014479152701434508,73530.0,,,,,,72780.0,16.0,below,0.0242659873977745,,0,,24,2025-01-06 23:00:00,5.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.0242659873977745,74540.0,74650.0,74250.0,74540.0,13639.0,148046.0,,,,,,72780.0,14,below,0.0242659873977745,,,,,,,,,,,,0,,-0.0002681684113685634,0.00026809651635062437,0.0005364087563233255,0.0005364087563233255,0.00026809651635062437,0.0002681684113685634,0.0005364087563233255,0.00026809651635062437,True,0.00026809651635062437,0.0004021178259403513,0.0005364087563233255,0.0005364087563233255,0.0004021178259403513,-0.00026809651635062437,0.0005364087563233255,0.0004021178259403513,True,0.00013405724264359264,0.0008040740181272099,0.0005364087563233255,0.0005364087563233255,0.0008040740181272099,-0.00013405724264359264,0.0005364087563233255,0.0008040740181272099,True,0.0,0.0008040740181272099,0.0005364087563233255,0.0005364087563233255,0.0008040740181272099,-0.0,0.0005364087563233255,0.0008040740181272099,True,-0.0030882871138278034,0.0008040740181272099,0.003626355461488373,0.003626355461488373,0.0008040740181272099,0.0030882871138278034,0.003626355461488373,0.0008040740181272099,False,,
CU:309:I:-1:288:294,CU,2025-01-07 13:50:00,309,-1,internal,15,74370.0,74430.0,0.08073196986006459,0.5,288,2025-01-07T09:45:00,294,2025-01-07T10:30:00,309,2025-01-07T13:45:00,False,True,322.0,309,2025-01-07 13:50:00,0.0,0,-1,NONE,0,,,BOS,-1,74310.0,15.0,0,0,0,0,current_internal_high,0.001480086114101184,current_internal_low,0.0028256189451022606,74320.0,74400.0,74320.0,74320.0,1235.0,145558.0,74430.0,16,above,0.001480086114101184,74460.0,74110.0,3,below,0.0028256189451022606,74310.0,74680.0,22.0,above,0.004843918191603875,,72780.0,205,below,0.020721205597416577,,0,,102,2025-01-07 13:45:00,5.0,0,-1,NONE,0,,,CHoCH,-1,74250.0,4.0,0,0,0,0,current_internal_high,0.004440258342303553,current_internal_low,0.0009418729817007535,74280.0,74340.0,74250.0,74330.0,3613.0,145736.0,74650.0,11,above,0.004440258342303553,74680.0,74250.0,15,below,0.0009418729817007535,73510.0,,,,,,72780.0,34.0,below,0.020721205597416577,,0,,29,2025-01-07 11:30:00,140.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.020721205597416577,74170.0,74220.0,74110.0,74200.0,4055.0,145994.0,74680.0,1.0,above,0.004843918191603875,,72780.0,19,below,0.020721205597416577,,,,,,,,,,,,0,,0.00013456233620523506,0.00013456233620523506,0.0002691790056630339,0.0002691790056630339,0.00013456233620523506,-0.00013456233620523506,0.0002691790056630339,0.00013456233620523506,True,0.0002691065678241955,0.0004036326997276518,0.00040379568487303175,0.00040379568487303175,0.0004036326997276518,-0.0002691065678241955,0.00040379568487303175,0.0004036326997276518,True,0.0002691065678241955,0.0006726306838658047,0.00040379568487303175,0.00040379568487303175,0.0006726306838658047,-0.0002691065678241955,0.00040379568487303175,0.0006726306838658047,True,0.001210409669667456,0.0013448092397911893,0.00040379568487303175,0.00040379568487303175,0.0013448092397911893,-0.001210409669667456,0.00040379568487303175,0.0013448092397911893,True,0.0024193560188070506,0.003626842581295975,0.00040379568487303175,0.00040379568487303175,0.003626842581295975,-0.0024193560188070506,0.00040379568487303175,0.003626842581295975,False,current_internal_high,0.004843918191603875
CU:350:I:-1:345:348,CU,2025-01-07 23:15:00,350,-1,internal,2,74470.0,74540.0,0.094010206822455,0.0,345,2025-01-07T22:45:00,348,2025-01-07T23:00:00,350,2025-01-07T23:10:00,False,True,359.0,350,2025-01-07 23:15:00,0.0,0,-1,NONE,0,,,CHoCH,-1,74430.0,2.0,0,0,0,0,current_internal_high,0.0010744023636852001,current_internal_low,0.00040290088638195,74410.0,74470.0,74410.0,74460.0,261.0,144654.0,74540.0,0,above,0.0010744023636852001,74580.0,74430.0,6,below,0.00040290088638195,74280.0,74680.0,63.0,above,0.0029546065001343,,72780.0,246,below,0.022562449637389202,,0,,116,2025-01-07 23:15:00,0.0,0,-1,NONE,0,,,CHoCH,-1,74250.0,18.0,0,0,0,0,current_internal_high,0.0016116035455278,current_internal_low,0.0047005103411227505,74430.0,74470.0,74370.0,74460.0,1771.0,144654.0,74580.0,2,above,0.0016116035455278,74650.0,74110.0,11,below,0.0047005103411227505,74250.0,,,,,,72780.0,48.0,below,0.022562449637389202,,0,,33,2025-01-07 23:00:00,15.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.022562449637389202,74540.0,74540.0,74430.0,74480.0,2705.0,144862.0,74680.0,5.0,above,0.0029546065001343,,72780.0,23,below,0.022562449637389202,,,,,,,,,,,,0,,-0.0002686727581995285,0.00013430931455182815,0.000671817290973209,0.000671817290973209,0.00013430931455182815,0.0002686727581995285,0.000671817290973209,0.00013430931455182815,True,0.0005371290581663857,0.0009397866033697966,0.000671817290973209,0.000671817290973209,0.0009397866033697966,-0.0005371290581663857,0.000671817290973209,0.0009397866033697966,True,0.00026860059253586144,0.0009397866033697966,0.000671817290973209,0.000671817290973209,0.0009397866033697966,-0.00026860059253586144,0.000671817290973209,0.0009397866033697966,True,0.0005371290581663857,0.001476411247317344,0.000671817290973209,0.000671817290973209,0.001476411247317344,-0.0005371290581663857,0.000671817290973209,0.001476411247317344,True,0.00026860059253586144,0.001476411247317344,0.001075124414809281,0.001075124414809281,0.001476411247317344,-0.00026860059253586144,0.001075124414809281,0.001476411247317344,False,current_internal_high,0.0029546065001343
CU:398:I:1:311:322,CU,2025-01-08 11:30:00,398,1,internal,76,74280.0,74320.0,0.053835800807537006,1.0,311,2025-01-07T13:55:00,322,2025-01-07T14:50:00,398,2025-01-08T11:25:00,False,True,399.0,398,2025-01-08 11:30:00,0.0,0,-1,NONE,0,,,BOS,-1,74370.0,1.0,0,0,0,0,current_internal_low,0.0009421265141318977,current_swing_low,0.0025572005383580083,74350.0,74380.0,74280.0,74300.0,1039.0,142281.0,74550.0,13,above,0.0033647375504710633,74560.0,74370.0,21,above,0.0009421265141318977,74370.0,74580.0,19.0,above,0.003768506056527591,74680.0,74110.0,47,below,0.0025572005383580083,72780.0,0,,132,2025-01-08 11:30:00,0.0,0,-1,NONE,0,,,BOS,-1,74370.0,0.0,2,2,0,0,current_internal_low,0.0009421265141318977,active_bull_internal_ob,0.009152086137281292,74410.0,74420.0,74280.0,74300.0,2428.0,142281.0,74550.0,1,above,0.0033647375504710633,74560.0,74370.0,3,above,0.0009421265141318977,74370.0,74680.0,3.0,above,0.0051144010767160165,,72780.0,64.0,below,0.020457604306864066,,0,,38,2025-01-08 11:30:00,0.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.0025572005383580083,74450.0,74450.0,74280.0,74300.0,4096.0,142281.0,74580.0,1.0,above,0.003768506056527591,74680.0,74110.0,4,below,0.0025572005383580083,72780.0,,,,,,,,,,,0,,-0.0002691065678241955,0.0001345261319034563,0.0009421899882688933,0.0009421899882688933,0.0001345261319034563,-0.0002691065678241955,0.0001345261319034563,0.0009421899882688933,False,-0.000403687013488252,0.0002690341689621789,0.0009421899882688933,0.0009421899882688933,0.0002690341689621789,-0.000403687013488252,0.0002690341689621789,0.0009421899882688933,False,0.0008068854660479019,0.0009413031018432605,0.0009421899882688933,0.0009421899882688933,0.0009413031018432605,0.0008068854660479019,0.0009413031018432605,0.0009421899882688933,False,0.0008068854660479019,0.001344447634616941,0.0009421899882688933,0.0009421899882688933,0.001344447634616941,0.0008068854660479019,0.001344447634616941,0.0009421899882688933,False,-0.000403687013488252,0.0024187058284343976,0.0014809831047504218,0.0014809831047504218,0.0024187058284343976,-0.000403687013488252,0.0024187058284343976,0.0014809831047504218,False,current_internal_high,0.003768506056527591
CU:413:I:-1:380:397,CU,2025-01-08 14:45:00,413,-1,internal,16,74490.0,74550.0,0.08054772452678212,0.3333333333333333,380,2025-01-08T09:40:00,397,2025-01-08T11:20:00,413,2025-01-08T14:40:00,False,True,430.0,413,2025-01-08 14:45:00,0.0,0,-1,NONE,0,,,BOS,-1,74370.0,16.0,0,0,0,0,current_internal_high,0.0008054772452678212,EQL,0.0016109544905356424,74390.0,74510.0,74380.0,74490.0,1346.0,140663.0,74550.0,28,above,0.0008054772452678212,74560.0,74260.0,8,below,0.003087662773526648,74370.0,74580.0,34.0,above,0.0012082158679017317,74680.0,74110.0,62,below,0.005101355886696201,72780.0,0,,137,2025-01-08 14:45:00,0.0,0,-1,NONE,0,,,BOS,-1,74370.0,5.0,0,0,0,0,current_internal_high,0.0008054772452678212,current_internal_low,0.0016109544905356424,74390.0,74510.0,74340.0,74490.0,2775.0,140663.0,74550.0,6,above,0.0008054772452678212,74560.0,74370.0,8,below,0.0016109544905356424,74370.0,74680.0,8.0,above,0.0025506779433481005,,72780.0,69.0,below,0.022956101490132903,,0,,39,2025-01-08 14:00:00,45.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.005101355886696201,74330.0,74400.0,74260.0,74390.0,5208.0,141199.0,74580.0,2.0,above,0.0012082158679017317,74680.0,74110.0,5,below,0.005101355886696201,72780.0,,,,,,,,,,,0,,-0.000805693611464875,0.0,0.000805693611464875,0.000805693611464875,0.0,0.000805693611464875,0.000805693611464875,0.0,True,-0.0002684924167031255,0.0,0.0010744024670383823,0.0010744024670383823,0.0,0.0002684924167031255,0.0010744024670383823,0.0,True,-0.002688173661800519,0.0,0.003765469753062689,0.003765469753062689,0.0,0.002688173661800519,0.003765469753062689,0.0,False,-0.002149960516408811,0.0,0.003765469753062689,0.003765469753062689,0.0,0.002149960516408811,0.003765469753062689,0.0,False,0.001341381824200738,0.00335008688528049,0.003765469753062689,0.003765469753062689,0.00335008688528049,-0.001341381824200738,0.003765469753062689,0.00335008688528049,False,current_internal_high,0.0012082158679017317
