event_id,symbol,trigger_time,trigger_bar_index,trigger_ob_bias,trigger_ob_structure,trigger_ob_age_bars,trigger_ob_low,trigger_ob_high,trigger_ob_width_pct,trigger_ob_overlap_fraction,trigger_ob_anchor_index,trigger_ob_anchor_time,trigger_ob_confirmed_index,trigger_ob_confirmed_time,trigger_ob_enter_index,trigger_ob_enter_time,trigger_ob_mitigated_same_bar,trigger_ob_alive_at_close,trigger_ob_mitigated_index,5m_bar_index,5m_bar_end,5m_lag_minutes,5m_swing_bias,5m_internal_bias,5m_last_swing_structure_type,5m_last_swing_structure_bias,5m_last_swing_structure_level,5m_last_swing_structure_age,5m_last_internal_structure_type,5m_last_internal_structure_bias,5m_last_internal_structure_level,5m_last_internal_structure_age,5m_active_bull_internal_ob_count,5m_active_bear_internal_ob_count,5m_active_bull_swing_ob_count,5m_active_bear_swing_ob_count,5m_nearest_above_type,5m_nearest_above_distance_pct,5m_nearest_below_type,5m_nearest_below_distance_pct,5m_open,5m_high,5m_low,5m_close,5m_volume,5m_close_oi,5m_current_internal_high_level,5m_current_internal_high_age,5m_current_internal_high_relation,5m_current_internal_high_distance_pct,5m_current_internal_high_last_level,5m_current_internal_low_level,5m_current_internal_low_age,5m_current_internal_low_relation,5m_current_internal_low_distance_pct,5m_current_internal_low_last_level,5m_current_swing_high_level,5m_current_swing_high_age,5m_current_swing_high_relation,5m_current_swing_high_distance_pct,5m_current_swing_high_last_level,5m_current_swing_low_level,5m_current_swing_low_age,5m_current_swing_low_relation,5m_current_swing_low_distance_pct,5m_current_swing_low_last_level,5m_overlap_object_count,5m_overlap_types,15m_bar_index,15m_bar_end,15m_lag_minutes,15m_swing_bias,15m_internal_bias,15m_last_swing_structure_type,15m_last_swing_structure_bias,15m_last_swing_structure_level,15m_last_swing_structure_age,15m_last_internal_structure_type,15m_last_internal_structure_bias,15m_last_internal_structure_level,15m_last_internal_structure_age,15m_active_bull_internal_ob_count,15m_active_bear_internal_ob_count,15m_active_bull_swing_ob_count,15m_active_bear_swing_ob_count,15m_nearest_above_type,15m_nearest_above_distance_pct,15m_nearest_below_type,15m_nearest_below_distance_pct,15m_open,15m_high,15m_low,15m_close,15m_volume,15m_close_oi,15m_current_internal_high_level,15m_current_internal_high_age,15m_current_internal_high_relation,15m_current_internal_high_distance_pct,15m_current_internal_high_last_level,15m_current_internal_low_level,15m_current_internal_low_age,15m_current_internal_low_relation,15m_current_internal_low_distance_pct,15m_current_internal_low_last_level,15m_current_swing_high_level,15m_current_swing_high_age,15m_current_swing_high_relation,15m_current_swing_high_distance_pct,15m_current_swing_high_last_level,15m_current_swing_low_level,15m_current_swing_low_age,15m_current_swing_low_relation,15m_current_swing_low_distance_pct,15m_current_swing_low_last_level,15m_overlap_object_count,15m_overlap_types,1h_bar_index,1h_bar_end,1h_lag_minutes,1h_swing_bias,1h_internal_bias,1h_last_swing_structure_type,1h_last_swing_structure_bias,1h_last_swing_structure_level,1h_last_swing_structure_age,1h_last_internal_structure_type,1h_last_internal_structure_bias,1h_last_internal_structure_level,1h_last_internal_structure_age,1h_active_bull_internal_ob_count,1h_active_bear_internal_ob_count,1h_active_bull_swing_ob_count,1h_active_bear_swing_ob_count,1h_open,1h_high,1h_low,1h_close,1h_volume,1h_close_oi,1h_current_internal_high_level,1h_current_internal_high_age,1h_current_internal_high_relation,1h_current_internal_high_distance_pct,1h_current_internal_high_last_level,1h_current_internal_low_level,1h_current_internal_low_age,1h_current_internal_low_relation,1h_current_internal_low_distance_pct,1h_current_internal_low_last_level,1h_current_swing_high_level,1h_current_swing_high_age,1h_current_swing_high_relation,1h_current_swing_high_distance_pct,1h_current_swing_high_last_level,1h_current_swing_low_level,1h_current_swing_low_age,1h_current_swing_low_relation,1h_current_swing_low_distance_pct,1h_current_swing_low_last_level,1h_overlap_object_count,1h_overlap_types,fwd_raw_ret_h1,fwd_long_mfe_h1,fwd_long_mae_h1,fwd_short_mfe_h1,fwd_short_mae_h1,fwd_dir_ret_h1,fwd_dir_mfe_h1,fwd_dir_mae_h1,fwd_time_contiguous_h1,fwd_raw_ret_h3,fwd_long_mfe_h3,fwd_long_mae_h3,fwd_short_mfe_h3,fwd_short_mae_h3,fwd_dir_ret_h3,fwd_dir_mfe_h3,fwd_dir_mae_h3,fwd_time_contiguous_h3,fwd_raw_ret_h6,fwd_long_mfe_h6,fwd_long_mae_h6,fwd_short_mfe_h6,fwd_short_mae_h6,fwd_dir_ret_h6,fwd_dir_mfe_h6,fwd_dir_mae_h6,fwd_time_contiguous_h6,fwd_raw_ret_h12,fwd_long_mfe_h12,fwd_long_mae_h12,fwd_short_mfe_h12,fwd_short_mae_h12,fwd_dir_ret_h12,fwd_dir_mfe_h12,fwd_dir_mae_h12,fwd_time_contiguous_h12,fwd_raw_ret_h24,fwd_long_mfe_h24,fwd_long_mae_h24,fwd_short_mfe_h24,fwd_short_mae_h24,fwd_dir_ret_h24,fwd_dir_mfe_h24,fwd_dir_mae_h24,fwd_time_contiguous_h24,1h_nearest_below_type,1h_nearest_below_distance_pct,1h_nearest_above_type,1h_nearest_above_distance_pct
AG:23:I:1:18:20,AG,2025-01-02 11:15:00,23,1,internal,3,7599.0,7605.0,0.07896814951302975,1.0,18,2025-01-02T10:45:00,20,2025-01-02T10:55:00,23,2025-01-02T11:10:00,True,False,23.0,23,2025-01-02 11:15:00,0.0,0,1,NONE,0,,,BOS,1,7616.0,3.0,0,0,0,0,current_internal_high,0.0023690444853908922,current_internal_low,0.00026322716504343247,7607.0,7608.0,7598.0,7598.0,3921.0,226297.0,7616.0,4,above,0.0023690444853908922,7624.0,7596.0,8,below,0.00026322716504343247,7595.0,,,,,,,,,,,0,,7,2025-01-02 11:15:00,0.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_high,0.003421953145564622,current_internal_low,0.0003948407475651487,7618.0,7622.0,7598.0,7598.0,11679.0,226297.0,7624.0,0,above,0.003421953145564622,,7595.0,1,below,0.0003948407475651487,,,,,,,,,,,,0,,1,2025-01-02 11:00:00,15.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7600.0,7620.0,7599.0,7618.0,32852.0,227198.0,,,,,,,,,,,,,,,,,,,,,0,,0.0003947628184697294,0.0010523547406329214,0.0001316222443499271,0.0001316222443499271,0.0010523547406329214,0.0003947628184697294,0.0010523547406329214,0.0001316222443499271,True,0.0001316049222133131,0.0010523547406329214,0.0001316222443499271,0.0001316222443499271,0.0010523547406329214,0.0001316049222133131,0.0010523547406329214,0.0001316222443499271,True,0.0017095145198204875,0.002760072725438434,0.0001316222443499271,0.0001316222443499271,0.002760072725438434,0.0017095145198204875,0.002760072725438434,0.0001316222443499271,False,0.0005263158016237668,0.002760072725438434,0.0001316222443499271,0.0001316222443499271,0.002760072725438434,0.0005263158016237668,0.002760072725438434,0.0001316222443499271,False,0.0014467024289519514,0.005381649793788412,0.0001316222443499271,0.0001316222443499271,0.005381649793788412,0.0014467024289519514,0.005381649793788412,0.0001316222443499271,False,,,,
AG:47:I:1:36:45,AG,2025-01-02 21:15:00,47,1,internal,2,7600.0,7608.0,0.10513865159679327,0.5,36,2025-01-02T14:15:00,45,2025-01-02T21:00:00,47,2025-01-02T21:10:00,False,True,49.0,47,2025-01-02 21:15:00,0.0,0,1,NONE,0,,,BOS,1,7619.0,2.0,0,0,0,0,current_internal_high,0.001314233144959916,current_internal_low,0.0011828098304639244,7615.0,7616.0,7604.0,7609.0,8611.0,223164.0,7619.0,13,above,0.001314233144959916,7616.0,7600.0,6,below,0.0011828098304639244,7597.0,,,,,,,,,,,0,,15,2025-01-02 21:15:00,0.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_high,0.001314233144959916,current_internal_low,0.001577079773951899,7631.0,7639.0,7604.0,7609.0,31819.0,223164.0,7619.0,1,above,0.001314233144959916,7622.0,7597.0,2,below,0.001577079773951899,7596.0,,,,,,,,,,,0,,4,2025-01-02 15:00:00,375.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7613.0,7616.0,7600.0,7614.0,29422.0,221998.0,,,,,,,,,,,,,,,,,,,,,0,,-0.000394399531831624,0.0005256241908142556,0.0007889546760306843,0.0007889546760306843,0.0005256241908142556,-0.000394399531831624,0.0005256241908142556,0.0007889546760306843,True,0.0005256241908142556,0.0006569870809869371,0.0015785322930490508,0.0015785322930490508,0.0006569870809869371,0.0005256241908142556,0.0006569870809869371,0.0015785322930490508,True,-0.0005259006169051617,0.0006569870809869371,0.0015785322930490508,0.0015785322930490508,0.0006569870809869371,-0.0005259006169051617,0.0006569870809869371,0.0015785322930490508,True,0.0009196611040369618,0.0014448022477839828,0.0015785322930490508,0.0015785322930490508,0.0014448022477839828,0.0009196611040369618,0.0014448022477839828,0.0015785322930490508,True,0.0035426134275073906,0.0049823100311332524,0.0015785322930490508,0.0015785322930490508,0.0049823100311332524,0.0035426134275073906,0.0049823100311332524,0.0015785322930490508,True,,,,
AG:101:I:1:69:85,AG,2025-01-03 01:45:00,101,1,internal,16,7620.0,7633.0,0.17024620220010478,0.0,69,2025-01-02T23:00:00,85,2025-01-03T00:20:00,101,2025-01-03T01:40:00,False,True,139.0,101,2025-01-03 01:45:00,0.0,0,1,NONE,0,,,BOS,1,7646.0,16.0,0,0,0,0,current_internal_high,0.0026191723415400735,current_internal_low,0.0020953378732320588,7635.0,7638.0,7633.0,7636.0,2414.0,229959.0,7656.0,4,above,0.0026191723415400735,7646.0,7620.0,27,below,0.0020953378732320588,7596.0,,,,,,7505.0,51.0,below,0.01715557883708748,,0,,33,2025-01-03 01:45:00,0.0,0,1,NONE,0,,,BOS,1,7646.0,4.0,0,0,0,0,current_internal_high,0.0013095861707700367,current_internal_low,0.0020953378732320588,7645.0,7645.0,7633.0,7636.0,8293.0,229959.0,7646.0,6,above,0.0013095861707700367,7619.0,7620.0,5,below,0.0020953378732320588,7596.0,,,,,,,,,,,0,,8,2025-01-03 01:00:00,45.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7638.0,7656.0,7632.0,7653.0,39028.0,231737.0,,,,,,7505.0,3.0,below,0.01715557883708748,,,,,,,,,,,,0,,-0.00013095004274532585,0.00013093289707732936,0.0002619172356510546,0.0002619172356510546,0.00013093289707732936,-0.00013095004274532585,0.00013093289707732936,0.0002619172356510546,True,0.0009161704717790542,0.0009161704717790542,0.0003929015832095928,0.0003929015832095928,0.0009161704717790542,0.0009161704717790542,0.0009161704717790542,0.0003929015832095928,True,0.0009161704717790542,0.001962195671758593,0.0003929015832095928,0.0003929015832095928,0.001962195671758593,0.0009161704717790542,0.001962195671758593,0.0003929015832095928,True,0.0005236287591827704,0.005093722239205789,0.0003929015832095928,0.0003929015832095928,0.005093722239205789,0.0005236287591827704,0.005093722239205789,0.0003929015832095928,False,-0.0003929015832095928,0.005093722239205789,0.0015725334127711932,0.0015725334127711932,0.005093722239205789,-0.0003929015832095928,0.005093722239205789,0.0015725334127711932,False,current_internal_low,0.01715557883708748,,
AG:126:I:-1:111:118,AG,2025-01-03 10:35:00,126,-1,internal,8,7646.0,7676.0,0.39215686274509803,0.26666666666666666,111,2025-01-03T09:00:00,118,2025-01-03T09:35:00,126,2025-01-03T10:30:00,False,True,156.0,126,2025-01-03 10:35:00,0.0,0,-1,NONE,0,,,CHoCH,-1,7633.0,8.0,0,0,0,0,current_internal_high,0.0033986928104575162,current_internal_low,0.0022222222222222222,7637.0,7654.0,7636.0,7650.0,8104.0,219629.0,7676.0,10,above,0.0033986928104575162,7656.0,7633.0,20,below,0.0022222222222222222,7620.0,,,,,,7505.0,76.0,below,0.01895424836601307,,0,,41,2025-01-03 10:15:00,20.0,0,-1,NONE,0,,,CHoCH,-1,7633.0,2.0,0,0,0,0,current_internal_high,0.000784313725490196,current_internal_low,0.0022222222222222222,7635.0,7637.0,7625.0,7634.0,10197.0,219294.0,7656.0,6,above,0.000784313725490196,7646.0,7633.0,3,below,0.0022222222222222222,7620.0,,,,,,,,,,,0,,11,2025-01-03 10:00:00,35.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7660.0,7676.0,7626.0,7636.0,61332.0,220782.0,,,,,,7505.0,6.0,below,0.01895424836601307,,,,,,,,,,,,0,,-0.001046025199979539,0.0,0.0011768553172579743,0.0011768553172579743,0.0,0.001046025199979539,0.0011768553172579743,0.0,True,-0.001569448399576956,0.0,0.0018312627746812637,0.0018312627746812637,0.0,0.001569448399576956,0.0018312627746812637,0.0,True,-0.0011768553172579743,0.0,0.002355097254968186,0.002355097254968186,0.0,0.0011768553172579743,0.002355097254968186,0.0,True,-0.00274815327050959,0.0001306762497783609,0.003141363839832323,0.003141363839832323,0.0001306762497783609,0.00274815327050959,0.003141363839832323,0.0001306762497783609,False,-0.0026171174320204216,0.0001306762497783609,0.004978393617699695,0.004978393617699695,0.0001306762497783609,0.0026171174320204216,0.004978393617699695,0.0001306762497783609,False,current_internal_low,0.01895424836601307,,
AG:178:I:1:172:174,AG,2025-01-03 22:55:00,178,1,internal,4,7686.0,7698.0,0.15580368735393405,0.0,172,2025-01-03T22:20:00,174,2025-01-03T22:30:00,178,2025-01-03T22:50:00,False,True,183.0,178,2025-01-03 22:55:00,0.0,0,1,NONE,0,,,BOS,1,7703.0,4.0,0,0,0,0,current_internal_high,0.00012983640612827837,current_internal_low,0.002077382498052454,7703.0,7706.0,7698.0,7702.0,4617.0,219378.0,7703.0,5,above,0.00012983640612827837,7692.0,7686.0,1,below,0.002077382498052454,7664.0,,,,,,7505.0,128.0,below,0.02557777200727084,,0,,58,2025-01-03 22:45:00,10.0,0,1,NONE,0,,,CHoCH,1,7676.0,6.0,0,0,0,0,,,current_internal_high,0.0033757465593352376,7697.0,7715.0,7697.0,7708.0,22886.0,218543.0,7676.0,16,below,0.0033757465593352376,7656.0,7614.0,7,below,0.011425603739288496,7633.0,,,,,,7505.0,8.0,below,0.02557777200727084,,0,,16,2025-01-03 22:00:00,55.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7684.0,7696.0,7661.0,7693.0,100557.0,217309.0,,,,,,7505.0,11.0,below,0.02557777200727084,,,,,,,,,,,,0,,0.0009085599950076073,0.0011679970181255328,0.0001298616974736433,0.0001298616974736433,0.0011679970181255328,0.0009085599950076073,0.0011679970181255328,0.0001298616974736433,True,-0.0006494771937077815,0.0011679970181255328,0.0011693628305788906,0.0011693628305788906,0.0011679970181255328,-0.0006494771937077815,0.0011679970181255328,0.0011693628305788906,True,-0.001559454507068736,0.0011679970181255328,0.0024702606333999455,0.0024702606333999455,0.0011679970181255328,-0.001559454507068736,0.0011679970181255328,0.0024702606333999455,True,-0.0009093862270095343,0.0011679970181255328,0.0024702606333999455,0.0024702606333999455,0.0011679970181255328,-0.0009093862270095343,0.0011679970181255328,0.0024702606333999455,True,-0.001429407039559294,0.0011679970181255328,0.0024702606333999455,0.0024702606333999455,0.0011679970181255328,-0.001429407039559294,0.0011679970181255328,0.0024702606333999455,True,current_internal_low,0.02557777200727084,,
AG:210:I:1:160:167,AG,2025-01-04 01:35:00,210,1,internal,43,7664.0,7677.0,0.16942525739606412,0.38461538461538464,160,2025-01-03T21:20:00,167,2025-01-03T21:55:00,210,2025-01-04T01:30:00,False,True,211.0,210,2025-01-04 01:35:00,0.0,0,-1,NONE,0,,,BOS,-1,7682.0,0.0,2,2,0,0,current_internal_low,0.0011729440896650592,active_bull_internal_ob,0.005082757721881923,7683.0,7683.0,7672.0,7673.0,6027.0,219967.0,7705.0,11,above,0.004170467874364655,7715.0,7682.0,19,above,0.0011729440896650592,7686.0,,,,,,7505.0,160.0,below,0.02189495634041444,,1,active_bull_internal_ob,69,2025-01-04 01:30:00,5.0,0,1,NONE,0,,,CHoCH,1,7676.0,17.0,0,0,0,0,current_internal_low,0.0011729440896650592,current_swing_low,0.02189495634041444,7688.0,7690.0,7683.0,7683.0,4485.0,221261.0,7705.0,0,above,0.004170467874364655,7715.0,7682.0,2,above,0.0011729440896650592,7614.0,,,,,,7505.0,19.0,below,0.02189495634041444,,0,,19,2025-01-04 01:00:00,35.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7693.0,7705.0,7686.0,7689.0,27384.0,222114.0,,,,,,7505.0,14.0,below,0.02189495634041444,,,,,,,,,,,,0,,-0.0007822686187708427,0.0,0.0013041212072621988,0.0013041212072621988,0.0,-0.0007822686187708427,0.0,0.0013041212072621988,True,0.00013031862923185145,0.000651423383077443,0.0013041212072621988,0.0013041212072621988,0.000651423383077443,0.00013031862923185145,0.000651423383077443,0.0013041212072621988,True,-0.0005214444128061047,0.000651423383077443,0.0013041212072621988,0.0013041212072621988,0.000651423383077443,-0.0005214444128061047,0.000651423383077443,0.0013041212072621988,True,-0.00039105781636372683,0.0016928189471236976,0.0013041212072621988,0.0013041212072621988,0.0016928189471236976,-0.00039105781636372683,0.0016928189471236976,0.0013041212072621988,False,-0.0018262462680720404,0.0031229693566512395,0.002740621617522976,0.002740621617522976,0.0031229693566512395,-0.0018262462680720404,0.0031229693566512395,0.002740621617522976,False,current_internal_low,0.02189495634041444,,
AG:225:I:-1:192:210,AG,2025-01-06 09:20:00,225,-1,internal,15,7693.0,7705.0,0.156128024980484,0.3333333333333333,192,2025-01-04T00:00:00,210,2025-01-04T01:30:00,225,2025-01-06T09:15:00,False,True,267.0,225,2025-01-06 09:20:00,0.0,0,1,NONE,0,,,CHoCH,1,7678.0,2.0,0,0,0,0,,,current_internal_high,0.0010408534998698933,7687.0,7697.0,7686.0,7686.0,8571.0,212845.0,7678.0,7,below,0.0010408534998698933,7705.0,7664.0,4,below,0.0028623471246422066,7663.0,,,,,,7505.0,175.0,below,0.023549310434556336,,0,,74,2025-01-06 09:15:00,5.0,0,-1,NONE,0,,,CHoCH,-1,7682.0,4.0,0,0,0,0,current_internal_high,0.0024720270621909966,current_internal_low,0.0005204267499349467,7682.0,7688.0,7665.0,7687.0,23449.0,212939.0,7705.0,5,above,0.0024720270621909966,7715.0,7682.0,7,below,0.0005204267499349467,7614.0,,,,,,7505.0,24.0,below,0.023549310434556336,,0,,21,2025-01-04 02:30:00,3290.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7671.0,7675.0,7664.0,7672.0,12444.0,214653.0,,,,,,7505.0,16.0,below,0.023549310434556336,,,,,,,,,,,,0,,-0.00026024723634243685,0.0005202913749009497,0.0005205622189397019,0.0005205622189397019,0.0005202913749009497,0.00026024723634243685,0.0005205622189397019,0.0005202913749009497,True,-0.0006507451261068553,0.0005202913749009497,0.0013019139971994775,0.0013019139971994775,0.0005202913749009497,0.0006507451261068553,0.0013019139971994775,0.0005202913749009497,True,-0.001171646296890927,0.0005202913749009497,0.0015625003178918462,0.0015625003178918462,0.0005202913749009497,0.001171646296890927,0.0015625003178918462,0.0005202913749009497,True,-0.0016928189471236976,0.0005202913749009497,0.0044334405646466735,0.0044334405646466735,0.0005202913749009497,0.0016928189471236976,0.0044334405646466735,0.0005202913749009497,False,-0.008755364651779729,0.0005202913749009497,0.00914919465358821,0.00914919465358821,0.0005202913749009497,0.008755364651779729,0.00914919465358821,0.0005202913749009497,False,current_internal_low,0.023549310434556336,,
AG:230:I:1:216:223,AG,2025-01-06 09:45:00,230,1,internal,7,7664.0,7674.0,0.13027618551328818,0.0,216,2025-01-04T02:00:00,223,2025-01-06T09:05:00,230,2025-01-06T09:40:00,False,True,232.0,230,2025-01-06 09:45:00,0.0,0,1,NONE,0,,,CHoCH,1,7678.0,7.0,0,0,0,0,current_internal_high,0.0027357998957790518,current_internal_low,0.001563314226159458,7679.0,7683.0,7674.0,7676.0,2613.0,211360.0,7697.0,0,above,0.0027357998957790518,7678.0,7664.0,9,below,0.001563314226159458,7663.0,7715.0,4.0,above,0.005080771235018239,,7505.0,180.0,below,0.022277227722772276,,0,,76,2025-01-06 09:45:00,0.0,0,-1,NONE,0,,,CHoCH,-1,7682.0,6.0,0,0,0,0,current_internal_high,0.003778009379885357,current_internal_low,0.0016935904116727463,7686.0,7687.0,7674.0,7676.0,8583.0,211360.0,7705.0,7,above,0.003778009379885357,7715.0,7663.0,1,below,0.0016935904116727463,7682.0,,,,,,7505.0,26.0,below,0.022277227722772276,,0,,21,2025-01-04 02:30:00,3315.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7671.0,7675.0,7664.0,7672.0,12444.0,214653.0,,,,,,7505.0,16.0,below,0.022277227722772276,,,,,,,,,,,,0,,0.0002605523725005554,0.0005210368751455974,0.00013030164850036385,0.00013030164850036385,0.0005210368751455974,0.0002605523725005554,0.0005210368751455974,0.00013030164850036385,True,-0.001825769938577082,0.0005210368751455974,0.002348031342274126,0.002348031342274126,0.0005210368751455974,-0.001825769938577082,0.0005210368751455974,0.002348031342274126,True,-0.0002606202777322153,0.0005210368751455974,0.003001241895255191,0.003001241895255191,0.0005210368751455974,-0.0002606202777322153,0.0005210368751455974,0.003001241895255191,True,0.000651253686319464,0.0014321986693914823,0.003001241895255191,0.003001241895255191,0.0014321986693914823,0.000651253686319464,0.0014321986693914823,0.003001241895255191,False,-0.007323165982388247,0.0014321986693914823,0.01047815742552416,0.01047815742552416,0.0014321986693914823,-0.007323165982388247,0.0014321986693914823,0.01047815742552416,False,current_internal_low,0.022277227722772276,,
AG:242:I:-1:225:232,AG,2025-01-06 11:00:00,242,-1,internal,10,7686.0,7697.0,0.14322916666666666,0.0,225,2025-01-06T09:15:00,232,2025-01-06T09:50:00,242,2025-01-06T10:55:00,False,True,267.0,242,2025-01-06 11:00:00,0.0,0,-1,NONE,0,,,CHoCH,-1,7664.0,10.0,0,0,0,0,current_internal_high,0.0022135416666666666,current_internal_low,0.0036458333333333334,7684.0,7686.0,7679.0,7680.0,2081.0,207586.0,7697.0,12,above,0.0022135416666666666,7678.0,7652.0,3,below,0.0036458333333333334,7664.0,7715.0,16.0,above,0.004557291666666667,,7505.0,192.0,below,0.022786458333333332,,0,,80,2025-01-06 11:00:00,0.0,0,-1,NONE,0,,,BOS,-1,7663.0,3.0,0,0,0,0,current_internal_high,0.0022135416666666666,current_internal_low,0.0022135416666666666,7677.0,7686.0,7674.0,7680.0,7570.0,207586.0,7697.0,0,above,0.0022135416666666666,7705.0,7663.0,5,below,0.0022135416666666666,7682.0,,,,,,7505.0,30.0,below,0.022786458333333332,,0,,23,2025-01-06 11:00:00,0.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7660.0,7686.0,7652.0,7680.0,26238.0,207586.0,7715.0,1.0,above,0.004557291666666667,,7505.0,18.0,below,0.022786458333333332,,,,,,,,,,,,0,,-0.0005209011707840716,0.0,0.0005209011707840716,0.0005209011707840716,0.0,0.0005209011707840716,0.0005209011707840716,0.0,True,-0.00026041666813902964,0.00013018290716715342,0.0006511688710926222,0.0006511688710926222,0.00013018290716715342,0.00026041666813902964,0.0006511688710926222,0.00013018290716715342,True,-0.0013027620393852857,0.00013018290716715342,0.0014331316373805691,0.0014331316373805691,0.00013018290716715342,0.0013027620393852857,0.0014331316373805691,0.00013018290716715342,True,-0.008104619525672874,0.00013018290716715342,0.011259610968808786,0.011259610968808786,0.00013018290716715342,0.008104619525672874,0.011259610968808786,0.00013018290716715342,False,-0.00915517773129082,0.00013018290716715342,0.011259610968808786,0.011259610968808786,0.00013018290716715342,0.00915517773129082,0.011259610968808786,0.00013018290716715342,False,current_internal_low,0.022786458333333332,current_internal_high,0.004557291666666667
AG:249:I:1:150:156,AG,2025-01-06 13:35:00,249,1,internal,93,7629.0,7634.0,0.0656254101588135,1.0,150,2025-01-03T14:30:00,156,2025-01-03T21:00:00,249,2025-01-06T13:30:00,True,False,249.0,249,2025-01-06 13:35:00,0.0,0,-1,NONE,0,,,BOS,-1,7652.0,0.0,0,4,0,0,current_internal_low,0.0043312770704816905,current_swing_low,0.014962593516209476,7656.0,7659.0,7616.0,7619.0,21524.0,203692.0,7686.0,2,above,0.008793804961281008,7697.0,7652.0,10,above,0.0043312770704816905,7664.0,7715.0,23.0,above,0.01260007875049219,,7505.0,199.0,below,0.014962593516209476,,0,,82,2025-01-06 11:30:00,125.0,0,-1,NONE,0,,,BOS,-1,7663.0,5.0,0,0,0,0,current_internal_low,0.005775036093975588,current_swing_low,0.014962593516209476,7678.0,7679.0,7670.0,7671.0,5459.0,206067.0,7697.0,2,above,0.010237563984774906,7705.0,7663.0,7,above,0.005775036093975588,7682.0,,,,,,7505.0,32.0,below,0.014962593516209476,,0,,24,2025-01-06 11:30:00,125.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,7681.0,7682.0,7670.0,7671.0,9993.0,206067.0,7715.0,2.0,above,0.01260007875049219,,7505.0,19.0,below,0.014962593516209476,,,,,,,,,,,,0,,-0.0019709618101124704,0.0,0.0030237320086747843,0.0030237320086747843,0.0,-0.0019709618101124704,0.0,0.0030237320086747843,True,-0.0017079423451544784,0.0,0.0030237320086747843,0.0030237320086747843,0.0,-0.0017079423451544784,0.0,0.0030237320086747843,True,0.002098086266625998,0.002360037807090265,0.0030237320086747843,0.0030237320086747843,0.002360037807090265,0.002098086266625998,0.002360037807090265,0.0030237320086747843,True,-0.0003938817092858926,0.0032763282043362096,0.0030237320086747843,0.0030237320086747843,0.0032763282043362096,-0.0003938817092858926,0.0032763282043362096,0.0030237320086747843,True,0.013947954727397516,0.02014232219167056,0.0030237320086747843,0.0030237320086747843,0.02014232219167056,0.013947954727397516,0.02014232219167056,0.0030237320086747843,False,current_internal_low,0.014962593516209476,current_internal_high,0.01260007875049219
