event_id,symbol,trigger_time,trigger_bar_index,trigger_ob_bias,trigger_ob_structure,trigger_ob_age_bars,trigger_ob_low,trigger_ob_high,trigger_ob_width_pct,trigger_ob_overlap_fraction,trigger_ob_anchor_index,trigger_ob_anchor_time,trigger_ob_confirmed_index,trigger_ob_confirmed_time,trigger_ob_enter_index,trigger_ob_enter_time,trigger_ob_mitigated_same_bar,trigger_ob_alive_at_close,trigger_ob_mitigated_index,5m_bar_index,5m_bar_end,5m_lag_minutes,5m_swing_bias,5m_internal_bias,5m_last_swing_structure_type,5m_last_swing_structure_bias,5m_last_swing_structure_level,5m_last_swing_structure_age,5m_last_internal_structure_type,5m_last_internal_structure_bias,5m_last_internal_structure_level,5m_last_internal_structure_age,5m_active_bull_internal_ob_count,5m_active_bear_internal_ob_count,5m_active_bull_swing_ob_count,5m_active_bear_swing_ob_count,5m_nearest_above_type,5m_nearest_above_distance_pct,5m_open,5m_high,5m_low,5m_close,5m_volume,5m_close_oi,5m_current_internal_high_level,5m_current_internal_high_age,5m_current_internal_high_relation,5m_current_internal_high_distance_pct,5m_current_internal_high_last_level,5m_current_internal_low_level,5m_current_internal_low_age,5m_current_internal_low_relation,5m_current_internal_low_distance_pct,5m_current_internal_low_last_level,5m_current_swing_high_level,5m_current_swing_high_age,5m_current_swing_high_relation,5m_current_swing_high_distance_pct,5m_current_swing_high_last_level,5m_current_swing_low_level,5m_current_swing_low_age,5m_current_swing_low_relation,5m_current_swing_low_distance_pct,5m_current_swing_low_last_level,5m_overlap_object_count,5m_overlap_types,15m_bar_index,15m_bar_end,15m_lag_minutes,15m_swing_bias,15m_internal_bias,15m_last_swing_structure_type,15m_last_swing_structure_bias,15m_last_swing_structure_level,15m_last_swing_structure_age,15m_last_internal_structure_type,15m_last_internal_structure_bias,15m_last_internal_structure_level,15m_last_internal_structure_age,15m_active_bull_internal_ob_count,15m_active_bear_internal_ob_count,15m_active_bull_swing_ob_count,15m_active_bear_swing_ob_count,15m_nearest_below_type,15m_nearest_below_distance_pct,15m_open,15m_high,15m_low,15m_close,15m_volume,15m_close_oi,15m_current_internal_high_level,15m_current_internal_high_age,15m_current_internal_high_relation,15m_current_internal_high_distance_pct,15m_current_internal_high_last_level,15m_current_internal_low_level,15m_current_internal_low_age,15m_current_internal_low_relation,15m_current_internal_low_distance_pct,15m_current_internal_low_last_level,15m_current_swing_high_level,15m_current_swing_high_age,15m_current_swing_high_relation,15m_current_swing_high_distance_pct,15m_current_swing_high_last_level,15m_current_swing_low_level,15m_current_swing_low_age,15m_current_swing_low_relation,15m_current_swing_low_distance_pct,15m_current_swing_low_last_level,15m_overlap_object_count,15m_overlap_types,1h_bar_index,1h_bar_end,1h_lag_minutes,1h_swing_bias,1h_internal_bias,1h_last_swing_structure_type,1h_last_swing_structure_bias,1h_last_swing_structure_level,1h_last_swing_structure_age,1h_last_internal_structure_type,1h_last_internal_structure_bias,1h_last_internal_structure_level,1h_last_internal_structure_age,1h_active_bull_internal_ob_count,1h_active_bear_internal_ob_count,1h_active_bull_swing_ob_count,1h_active_bear_swing_ob_count,1h_open,1h_high,1h_low,1h_close,1h_volume,1h_close_oi,1h_current_internal_high_level,1h_current_internal_high_age,1h_current_internal_high_relation,1h_current_internal_high_distance_pct,1h_current_internal_high_last_level,1h_current_internal_low_level,1h_current_internal_low_age,1h_current_internal_low_relation,1h_current_internal_low_distance_pct,1h_current_internal_low_last_level,1h_current_swing_high_level,1h_current_swing_high_age,1h_current_swing_high_relation,1h_current_swing_high_distance_pct,1h_current_swing_high_last_level,1h_current_swing_low_level,1h_current_swing_low_age,1h_current_swing_low_relation,1h_current_swing_low_distance_pct,1h_current_swing_low_last_level,1h_overlap_object_count,1h_overlap_types,fwd_raw_ret_h1,fwd_long_mfe_h1,fwd_long_mae_h1,fwd_short_mfe_h1,fwd_short_mae_h1,fwd_dir_ret_h1,fwd_dir_mfe_h1,fwd_dir_mae_h1,fwd_time_contiguous_h1,fwd_raw_ret_h3,fwd_long_mfe_h3,fwd_long_mae_h3,fwd_short_mfe_h3,fwd_short_mae_h3,fwd_dir_ret_h3,fwd_dir_mfe_h3,fwd_dir_mae_h3,fwd_time_contiguous_h3,fwd_raw_ret_h6,fwd_long_mfe_h6,fwd_long_mae_h6,fwd_short_mfe_h6,fwd_short_mae_h6,fwd_dir_ret_h6,fwd_dir_mfe_h6,fwd_dir_mae_h6,fwd_time_contiguous_h6,fwd_raw_ret_h12,fwd_long_mfe_h12,fwd_long_mae_h12,fwd_short_mfe_h12,fwd_short_mae_h12,fwd_dir_ret_h12,fwd_dir_mfe_h12,fwd_dir_mae_h12,fwd_time_contiguous_h12,fwd_raw_ret_h24,fwd_long_mfe_h24,fwd_long_mae_h24,fwd_short_mfe_h24,fwd_short_mae_h24,fwd_dir_ret_h24,fwd_dir_mfe_h24,fwd_dir_mae_h24,fwd_time_contiguous_h24,5m_nearest_below_type,5m_nearest_below_distance_pct,15m_nearest_above_type,15m_nearest_above_distance_pct,1h_nearest_above_type,1h_nearest_above_distance_pct,1h_nearest_below_type,1h_nearest_below_distance_pct
RB:27:I:1:9:13,RB,2025-01-02 13:35:00,27,1,internal,14,3313.0,3318.0,0.1506931886678722,1.0,9,2025-01-02T09:45:00,13,2025-01-02T10:05:00,27,2025-01-02T13:30:00,False,True,29.0,27,2025-01-02 13:35:00,0.0,0,-1,NONE,0,,,CHoCH,-1,3321.0,0.0,1,1,0,0,current_internal_low,0.0009041591320072332,3318.0,3321.0,3313.0,3318.0,62805.0,1574429.0,3333.0,1,above,0.0045207956600361665,3333.0,3321.0,5,above,0.0009041591320072332,3313.0,,,,,,,,,,,1,active_bull_internal_ob,8,2025-01-02 11:30:00,125.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,current_internal_low,0.010247136829415311,3328.0,3329.0,3323.0,3324.0,43784.0,1581980.0,,,,,,3284.0,3,below,0.010247136829415311,,,,,,,,,,,,0,,2,2025-01-02 11:30:00,125.0,0,0,NONE,0,,,NONE,0,,,0,0,0,0,3331.0,3333.0,3323.0,3324.0,94539.0,1581980.0,,,,,,,,,,,,,,,,,,,,,0,,-0.0009048409605441066,0.00030143180333830344,0.0012066366471561452,0.0012066366471561452,0.00030143180333830344,-0.0009048409605441066,0.00030143180333830344,0.0012066366471561452,True,-0.003019325965258446,0.00030143180333830344,0.0033217605660826877,0.0033217605660826877,0.00030143180333830344,-0.003019325965258446,0.00030143180333830344,0.0033217605660826877,True,-0.001810501399805986,0.00030143180333830344,0.0033217605660826877,0.0033217605660826877,0.00030143180333830344,-0.001810501399805986,0.00030143180333830344,0.0033217605660826877,True,-0.004532414466979162,0.00030143180333830344,0.005138291492480462,0.005138291492480462,0.00030143180333830344,-0.004532414466979162,0.00030143180333830344,0.005138291492480462,True,-0.007565477150091482,0.00030143180333830344,0.007869290003712948,0.007869290003712948,0.00030143180333830344,-0.007565477150091482,0.00030143180333830344,0.007869290003712948,False,,,,,,,,
RB:124:I:-1:107:120,RB,2025-01-03 21:55:00,124,-1,internal,4,3273.0,3281.0,0.24457352491592785,0.0,107,2025-01-03T14:25:00,120,2025-01-03T21:30:00,124,2025-01-03T21:50:00,False,True,134.0,124,2025-01-03 21:55:00,0.0,-1,-1,BOS,-1,3284.0,53.0,BOS,-1,3263.0,4.0,0,0,0,0,current_internal_high,0.003057169061449098,3262.0,3273.0,3261.0,3271.0,53304.0,1708657.0,3281.0,12,above,0.003057169061449098,3291.0,3263.0,15,below,0.0024457352491592784,3278.0,3333.0,53.0,above,0.018954448180984407,,3284.0,74.0,above,0.003974319779883827,,0,,40,2025-01-03 21:45:00,10.0,0,-1,NONE,0,,,BOS,-1,3261.0,0.0,0,2,0,0,current_internal_low,0.003057169061449098,3266.0,3267.0,3252.0,3256.0,139573.0,1714508.0,3281.0,0.0,above,0.003057169061449098,3333.0,3261.0,3,below,0.003057169061449098,3284.0,,,,,,,,,,,1,active_bear_internal_ob,11,2025-01-03 15:00:00,415.0,0,-1,NONE,0,,,BOS,-1,3284.0,4.0,0,0,0,0,3267.0,3281.0,3263.0,3272.0,261961.0,1675464.0,3333.0,4.0,above,0.018954448180984407,,3284.0,6.0,above,0.003974319779883827,,,,,,,,,,,,0,,-0.0006116208141726531,0.0,0.0012236159373131272,0.0012236159373131272,0.0,0.0006116208141726531,0.0012236159373131272,0.0,True,0.0006112469627961303,0.0021377317653907824,0.0012236159373131272,0.0012236159373131272,0.0021377317653907824,-0.0006112469627961303,0.0012236159373131272,0.0021377317653907824,True,0.0012221205309685956,0.0021377317653907824,0.0012236159373131272,0.0012236159373131272,0.0021377317653907824,-0.0012221205309685956,0.0012236159373131272,0.0021377317653907824,True,0.0021377317653907824,0.004879546125835077,0.0012236159373131272,0.0012236159373131272,0.004879546125835077,-0.0021377317653907824,0.0012236159373131272,0.004879546125835077,True,-0.002142311454386814,0.004879546125835077,0.002142311454386814,0.002142311454386814,0.004879546125835077,0.002142311454386814,0.002142311454386814,0.004879546125835077,False,current_internal_low,0.0024457352491592784,current_internal_high,0.003057169061449098,current_internal_low,0.003974319779883827,,
RB:134:I:-1:84:87,RB,2025-01-03 22:45:00,134,-1,internal,47,3284.0,3291.0,0.21315468940316687,0.14285714285714285,84,2025-01-03T10:30:00,87,2025-01-03T10:45:00,134,2025-01-03T22:40:00,False,True,586.0,134,2025-01-03 22:45:00,0.0,-1,1,BOS,-1,3284.0,63.0,CHoCH,1,3278.0,0.0,1,4,0,1,active_bear_internal_ob,0.00243605359317905,3278.0,3285.0,3276.0,3284.0,52923.0,1690136.0,3278.0,3,below,0.0018270401948842874,3281.0,3270.0,1,below,0.004263093788063338,3252.0,3333.0,63.0,above,0.01492082825822168,,3284.0,84.0,overlap,0.0,,2,active_bear_internal_ob|current_swing_low,44,2025-01-03 22:45:00,0.0,0,1,NONE,0,,,CHoCH,1,3281.0,0.0,1,1,0,0,current_internal_high,0.0009135200974421437,3276.0,3285.0,3274.0,3284.0,80121.0,1690136.0,3281.0,4.0,below,0.0009135200974421437,3333.0,3261.0,7,below,0.007003654080389768,3284.0,,,,,,,,,,,0,,12,2025-01-03 22:00:00,45.0,0,-1,NONE,0,,,BOS,-1,3284.0,5.0,0,0,0,0,3264.0,3273.0,3252.0,3269.0,431679.0,1707886.0,3333.0,5.0,above,0.01492082825822168,,3284.0,7.0,overlap,0.0,,,,,,,,,,,,1,current_internal_low,-0.0006091989222820615,0.0009131030919000693,0.001523693727669695,0.001523693727669695,0.0009131030919000693,0.0006091989222820615,0.001523693727669695,0.0009131030919000693,True,-0.001523693727669695,0.0009131030919000693,0.0018287112685442253,0.0018287112685442253,0.0009131030919000693,0.001523693727669695,0.0018287112685442253,0.0009131030919000693,True,-0.0009139376112177189,0.0009131030919000693,0.004578063848107661,0.004578063848107661,0.0009131030919000693,0.0009139376112177189,0.004578063848107661,0.0009131030919000693,False,-0.004884014592425601,0.0009131030919000693,0.005190058971248135,0.005190058971248135,0.0009131030919000693,0.004884014592425601,0.005190058971248135,0.0009131030919000693,False,-0.004884014592425601,0.0009131030919000693,0.006721687391358699,0.006721687391358699,0.0009131030919000693,0.004884014592425601,0.006721687391358699,0.0009131030919000693,False,active_bull_internal_ob,0.0018270401948842874,active_bear_internal_ob,0.009135200974421437,current_internal_high,0.01492082825822168,,
RB:136:I:1:126:134,RB,2025-01-03 22:55:00,136,1,internal,2,3270.0,3278.0,0.24405125076266015,0.0,126,2025-01-03T22:00:00,134,2025-01-03T22:40:00,136,2025-01-03T22:50:00,False,True,139.0,136,2025-01-03 22:55:00,0.0,-1,1,BOS,-1,3284.0,65.0,CHoCH,1,3278.0,2.0,0,0,0,0,current_swing_low,0.0018303843807199512,3281.0,3287.0,3278.0,3278.0,34226.0,1680611.0,3278.0,5,overlap,0.0,3281.0,3270.0,3,below,0.0024405125076266015,3252.0,3333.0,65.0,above,0.016778523489932886,,3284.0,86.0,above,0.0018303843807199512,,1,current_internal_high,44,2025-01-03 22:45:00,10.0,0,1,NONE,0,,,CHoCH,1,3281.0,0.0,1,1,0,0,active_bull_internal_ob,0.003355704697986577,3276.0,3285.0,3274.0,3284.0,80121.0,1690136.0,3281.0,4.0,above,0.0009151921903599756,3333.0,3261.0,7,below,0.005186089078706529,3284.0,,,,,,,,,,,0,,12,2025-01-03 22:00:00,55.0,0,-1,NONE,0,,,BOS,-1,3284.0,5.0,0,0,0,0,3264.0,3273.0,3252.0,3269.0,431679.0,1707886.0,3333.0,5.0,above,0.016778523489932886,,3284.0,7.0,above,0.0018303843807199512,,,,,,,,,,,,0,,0.00030501754087453037,0.0009147736573265064,0.0,0.0,0.0009147736573265064,0.00030501754087453037,0.0009147736573265064,0.0,True,-0.0021377317653907824,0.0009147736573265064,0.0027493525795634355,0.0027493525795634355,0.0009147736573265064,-0.0021377317653907824,0.0009147736573265064,0.0027493525795634355,False,-0.00030511060495896913,0.0021331716149362023,0.0027493525795634355,0.0027493525795634355,0.0021331716149362023,-0.00030511060495896913,0.0021331716149362023,0.0027493525795634355,False,-0.004280043219777596,0.0021331716149362023,0.004280043219777596,0.004280043219777596,0.0021331716149362023,-0.004280043219777596,0.0021331716149362023,0.004280043219777596,False,-0.0033613477027039096,0.0021331716149362023,0.004892976122814474,0.004892976122814474,0.0021331716149362023,-0.0033613477027039096,0.0021331716149362023,0.004892976122814474,False,current_internal_low,0.0024405125076266015,current_internal_high,0.0009151921903599756,current_internal_low,0.0018303843807199512,,
RB:151:I:-1:141:145,RB,2025-01-06 10:10:00,151,-1,internal,6,3275.0,3285.0,0.30553009471432935,0.0,141,2025-01-06T09:15:00,145,2025-01-06T09:35:00,151,2025-01-06T10:05:00,False,True,582.0,151,2025-01-06 10:10:00,0.0,-1,-1,BOS,-1,3284.0,80.0,CHoCH,-1,3269.0,6.0,0,0,0,0,current_swing_low,0.003360831041857623,3264.0,3275.0,3263.0,3273.0,37165.0,1698755.0,3285.0,5,above,0.0036663611365719525,3287.0,3269.0,7,below,0.0012221203788573174,3270.0,3333.0,80.0,above,0.01833180568285976,,3284.0,101.0,above,0.003360831041857623,,0,,49,2025-01-06 10:00:00,10.0,0,1,NONE,0,,,CHoCH,1,3281.0,5.0,0,0,0,0,current_internal_low,0.006416131989000917,3267.0,3271.0,3264.0,3265.0,46570.0,1692886.0,3281.0,9.0,above,0.002444240757714635,3333.0,3252.0,4,below,0.006416131989000917,3261.0,,,,,,,,,,,0,,14,2025-01-06 10:00:00,10.0,0,-1,NONE,0,,,BOS,-1,3284.0,7.0,0,0,0,0,3275.0,3285.0,3264.0,3265.0,282987.0,1692886.0,3333.0,7.0,above,0.01833180568285976,,3284.0,9.0,above,0.003360831041857623,,,,,,,,,,,,0,,0.0006108735681724653,0.0012213741976356829,0.0003055767785422603,0.0003055767785422603,0.0012213741976356829,-0.0006108735681724653,0.0003055767785422603,0.0012213741976356829,True,-0.0015288185212867234,0.0012213741976356829,0.0021410009707700794,0.0021410009707700794,0.0012213741976356829,0.0015288185212867234,0.0021410009707700794,0.0012213741976356829,False,-0.0021410009707700794,0.0012213741976356829,0.002753558417182944,0.002753558417182944,0.0012213741976356829,0.0021410009707700794,0.002753558417182944,0.0012213741976356829,False,-0.0030599779078599454,0.0012213741976356829,0.004286595663618442,0.004286595663618442,0.0012213741976356829,0.0030599779078599454,0.004286595663618442,0.0012213741976356829,False,-0.004900469224946136,0.0012213741976356829,0.006129348027828385,0.006129348027828385,0.0012213741976356829,0.004900469224946136,0.006129348027828385,0.0012213741976356829,False,current_internal_low,0.0012221203788573174,current_internal_high,0.002444240757714635,current_internal_low,0.003360831041857623,,
RB:183:I:-1:171:182,RB,2025-01-06 21:05:00,183,-1,internal,1,3258.0,3264.0,0.18359853121175032,0.16666666666666666,171,2025-01-06T14:00:00,182,2025-01-06T14:55:00,183,2025-01-06T21:00:00,True,False,183.0,183,2025-01-06 21:05:00,0.0,-1,1,BOS,-1,3284.0,112.0,CHoCH,1,3264.0,0.0,1,6,0,1,active_bear_internal_ob,0.0012239902080783353,3269.0,3275.0,3263.0,3268.0,116787.0,1725964.0,3264.0,6,below,0.0012239902080783353,3277.0,3253.0,10,below,0.004589963280293758,3262.0,3333.0,112.0,above,0.01988984088127295,,3252.0,12.0,below,0.004895960832313341,3284.0,0,,60,2025-01-06 15:00:00,365.0,0,1,NONE,0,,,CHoCH,1,3281.0,16.0,0,0,0,0,current_internal_low,0.004895960832313341,3258.0,3258.0,3251.0,3252.0,72256.0,1746201.0,3287.0,10.0,above,0.005813953488372093,3281.0,3252.0,15,below,0.004895960832313341,3261.0,,,,,,,,,,,0,,18,2025-01-06 15:00:00,365.0,0,-1,NONE,0,,,BOS,-1,3284.0,11.0,0,0,0,0,3260.0,3264.0,3251.0,3252.0,222212.0,1746201.0,3287.0,0.0,above,0.005813953488372093,3333.0,3252.0,1.0,below,0.004895960832313341,3284.0,,,,,,,,,,,0,,-0.0006123698905398101,0.0003060443788225342,0.0009186955170736866,0.0009186955170736866,0.0003060443788225342,0.0006123698905398101,0.0009186955170736866,0.0003060443788225342,True,-0.0009186955170736866,0.0003060443788225342,0.0009186955170736866,0.0009186955170736866,0.0003060443788225342,0.0009186955170736866,0.0009186955170736866,0.0003060443788225342,True,0.0,0.0003060443788225342,0.0015316284201105645,0.0015316284201105645,0.0003060443788225342,-0.0,0.0015316284201105645,0.0003060443788225342,True,-0.0009186955170736866,0.0003060443788225342,0.0015316284201105645,0.0015316284201105645,0.0003060443788225342,0.0009186955170736866,0.0015316284201105645,0.0003060443788225342,True,-0.007681709305449758,0.0003060443788225342,0.007681709305449758,0.007681709305449758,0.0003060443788225342,0.007681709305449758,0.007681709305449758,0.0003060443788225342,False,current_internal_high,0.0012239902080783353,current_internal_high,0.005813953488372093,current_internal_high,0.005813953488372093,current_internal_low,0.004895960832313341
RB:183:I:-1:152:162,RB,2025-01-06 21:05:00,183,-1,internal,21,3272.0,3277.0,0.15299877600979192,0.6,152,2025-01-06T10:10:00,162,2025-01-06T11:15:00,183,2025-01-06T21:00:00,False,True,581.0,183,2025-01-06 21:05:00,0.0,-1,1,BOS,-1,3284.0,112.0,CHoCH,1,3264.0,0.0,1,6,0,1,active_bear_internal_ob,0.0012239902080783353,3269.0,3275.0,3263.0,3268.0,116787.0,1725964.0,3264.0,6,below,0.0012239902080783353,3277.0,3253.0,10,below,0.004589963280293758,3262.0,3333.0,112.0,above,0.01988984088127295,,3252.0,12.0,below,0.004895960832313341,3284.0,0,,60,2025-01-06 15:00:00,365.0,0,1,NONE,0,,,CHoCH,1,3281.0,16.0,0,0,0,0,current_internal_low,0.004895960832313341,3258.0,3258.0,3251.0,3252.0,72256.0,1746201.0,3287.0,10.0,above,0.005813953488372093,3281.0,3252.0,15,below,0.004895960832313341,3261.0,,,,,,,,,,,0,,18,2025-01-06 15:00:00,365.0,0,-1,NONE,0,,,BOS,-1,3284.0,11.0,0,0,0,0,3260.0,3264.0,3251.0,3252.0,222212.0,1746201.0,3287.0,0.0,above,0.005813953488372093,3333.0,3252.0,1.0,below,0.004895960832313341,3284.0,,,,,,,,,,,0,,-0.0006123698905398101,0.0003060443788225342,0.0009186955170736866,0.0009186955170736866,0.0003060443788225342,0.0006123698905398101,0.0009186955170736866,0.0003060443788225342,True,-0.0009186955170736866,0.0003060443788225342,0.0009186955170736866,0.0009186955170736866,0.0003060443788225342,0.0009186955170736866,0.0009186955170736866,0.0003060443788225342,True,0.0,0.0003060443788225342,0.0015316284201105645,0.0015316284201105645,0.0003060443788225342,-0.0,0.0015316284201105645,0.0003060443788225342,True,-0.0009186955170736866,0.0003060443788225342,0.0015316284201105645,0.0015316284201105645,0.0003060443788225342,0.0009186955170736866,0.0015316284201105645,0.0003060443788225342,True,-0.007681709305449758,0.0003060443788225342,0.007681709305449758,0.007681709305449758,0.0003060443788225342,0.007681709305449758,0.007681709305449758,0.0003060443788225342,False,current_internal_high,0.0012239902080783353,current_internal_high,0.005813953488372093,current_internal_high,0.005813953488372093,current_internal_low,0.004895960832313341
RB:198:I:1:178:183,RB,2025-01-06 22:20:00,198,1,internal,15,3251.0,3258.0,0.21485573971761818,0.14285714285714285,178,2025-01-06T14:35:00,183,2025-01-06T21:00:00,198,2025-01-06T22:15:00,False,True,207.0,198,2025-01-06 22:20:00,0.0,-1,-1,BOS,-1,3284.0,127.0,CHoCH,-1,3262.0,0.0,1,7,0,1,current_internal_low,0.0012277470841006752,3265.0,3266.0,3257.0,3258.0,35398.0,1722371.0,3268.0,3,above,0.003069367710251688,3275.0,3262.0,5,above,0.0012277470841006752,3251.0,3287.0,12.0,above,0.008901166359729895,3333.0,3252.0,27.0,below,0.001841620626151013,3284.0,1,active_bull_internal_ob,65,2025-01-06 22:15:00,5.0,0,1,NONE,0,,,CHoCH,1,3281.0,21.0,0,0,0,0,current_internal_low,0.002148557397176182,3266.0,3266.0,3263.0,3266.0,12110.0,1723796.0,3287.0,15.0,above,0.008901166359729895,3281.0,3251.0,0,below,0.002148557397176182,3252.0,,,,,,,,,,,0,,19,2025-01-06 22:00:00,20.0,0,-1,NONE,0,,,BOS,-1,3284.0,12.0,0,0,0,0,3269.0,3275.0,3262.0,3266.0,216338.0,1724382.0,3287.0,1.0,above,0.008901166359729895,3333.0,3252.0,2.0,below,0.001841620626151013,3284.0,,,,,,,,,,,0,,-0.001228501383007341,0.0,0.001228501383007341,0.001228501383007341,0.0,-0.001228501383007341,0.0,0.001228501383007341,True,-0.0006140620395598262,0.0,0.001228501383007341,0.001228501383007341,0.0,-0.0006140620395598262,0.0,0.001228501383007341,True,0.0,0.0,0.001228501383007341,0.001228501383007341,0.0,0.0,0.0,0.001228501383007341,True,-0.0036900410874540768,0.0012269940189693074,0.0052315860204430464,0.0052315860204430464,0.0012269940189693074,-0.0036900410874540768,0.0012269940189693074,0.0052315860204430464,False,-0.0064665352357469175,0.0012269940189693074,0.0067755109836085126,0.0067755109836085126,0.0012269940189693074,-0.0064665352357469175,0.0012269940189693074,0.0067755109836085126,False,current_swing_low,0.001841620626151013,current_internal_high,0.008901166359729895,current_internal_high,0.008901166359729895,current_internal_low,0.001841620626151013
RB:234:I:-1:213:222,RB,2025-01-07 13:35:00,234,-1,internal,12,3245.0,3254.0,0.2773497688751926,0.1111111111111111,213,2025-01-07T09:30:00,222,2025-01-07T10:30:00,234,2025-01-07T13:30:00,False,True,237.0,234,2025-01-07 13:35:00,0.0,-1,-1,BOS,-1,3252.0,27.0,BOS,-1,3241.0,12.0,0,0,0,0,current_swing_low,0.0021571648690292757,3239.0,3246.0,3239.0,3245.0,33876.0,1787954.0,3254.0,15,above,0.002773497688751926,3268.0,3233.0,1,below,0.0036979969183359015,3241.0,3287.0,48.0,above,0.012942989214175655,3333.0,3252.0,63.0,above,0.0021571648690292757,3284.0,0,,77,2025-01-07 11:30:00,125.0,0,-1,NONE,0,,,CHoCH,-1,3251.0,8.0,0,0,0,0,,,3238.0,3241.0,3234.0,3239.0,42656.0,1792787.0,3275.0,11.0,above,0.009244992295839754,3287.0,3251.0,12,above,0.0018489984591679508,3252.0,,,,,,,,,,,0,,23,2025-01-07 11:30:00,125.0,0,-1,NONE,0,,,BOS,-1,3252.0,2.0,0,0,0,0,3235.0,3241.0,3233.0,3239.0,77112.0,1792787.0,3287.0,5.0,above,0.012942989214175655,3333.0,3252.0,6.0,above,0.0021571648690292757,3284.0,,,,,,,,,,,0,,0.0006159532070313389,0.0006159532070313389,0.0006163328392325695,0.0006163328392325695,0.0006159532070313389,-0.0006159532070313389,0.0006163328392325695,0.0006159532070313389,True,0.00030802402830865105,0.0030759790478942506,0.0006163328392325695,0.0006163328392325695,0.0030759790478942506,-0.00030802402830865105,0.0006163328392325695,0.0030759790478942506,True,-0.0015415449329889697,0.0030759790478942506,0.0018501392881606904,0.0018501392881606904,0.0030759790478942506,0.0015415449329889697,0.0018501392881606904,0.0030759790478942506,True,-0.001233045778915809,0.0030759790478942506,0.003394541139535079,0.003394541139535079,0.0030759790478942506,0.001233045778915809,0.003394541139535079,0.0030759790478942506,True,-0.0009246417672184037,0.0030759790478942506,0.003394541139535079,0.003394541139535079,0.0030759790478942506,0.0009246417672184037,0.003394541139535079,0.0030759790478942506,False,current_internal_low,0.0036979969183359015,current_internal_low,0.0018489984591679508,current_internal_low,0.0021571648690292757,,
RB:380:I:-1:337:353,RB,2025-01-09 14:15:00,380,-1,internal,27,3208.0,3212.0,0.12472715933894606,0.0,337,2025-01-08T22:20:00,353,2025-01-09T09:40:00,380,2025-01-09T14:10:00,False,True,384.0,380,2025-01-09 14:15:00,0.0,-1,1,BOS,-1,3233.0,95.0,CHoCH,1,3206.0,0.0,1,10,0,3,active_bear_internal_ob,0.0003118178983473651,3197.0,3208.0,3197.0,3207.0,46272.0,1852780.0,3206.0,7,below,0.0003118178983473651,3212.0,3184.0,16,below,0.007171811661989398,3196.0,3256.0,93.0,above,0.015279077019020891,3287.0,3233.0,102.0,above,0.008107265357031494,3252.0,0,,126,2025-01-09 14:15:00,0.0,0,-1,NONE,0,,,BOS,-1,3196.0,9.0,0,0,0,0,current_internal_low,0.007171811661989398,3196.0,3208.0,3191.0,3207.0,81268.0,1852780.0,3212.0,9.0,above,0.0015590894917368258,3250.0,3184.0,2,below,0.007171811661989398,3196.0,,,,,,,,,,,0,,38,2025-01-09 14:00:00,15.0,0,-1,NONE,0,,,BOS,-1,3252.0,17.0,0,0,0,0,3199.0,3200.0,3194.0,3196.0,75402.0,1860011.0,3287.0,20.0,above,0.024945431867789213,3333.0,3252.0,21.0,above,0.01403180542563143,3284.0,,,,,,,,,,,0,,0.0,0.0009350164309065434,0.0006238303383838684,0.0006238303383838684,0.0009350164309065434,-0.0,0.0006238303383838684,0.0009350164309065434,True,-0.0006238303383838684,0.0009350164309065434,0.0006238303383838684,0.0006238303383838684,0.0009350164309065434,0.0006238303383838684,0.0006238303383838684,0.0009350164309065434,True,0.0018691594227036035,0.003424127859174675,0.0006238303383838684,0.0006238303383838684,0.003424127859174675,-0.0018691594227036035,0.0006238303383838684,0.003424127859174675,True,-0.0006238303383838684,0.003424127859174675,0.002497659743635694,0.002497659743635694,0.003424127859174675,0.0006238303383838684,0.002497659743635694,0.003424127859174675,False,-0.004375006978373008,0.003424127859174675,0.005628532683097376,0.005628532683097376,0.003424127859174675,0.004375006978373008,0.005628532683097376,0.003424127859174675,False,current_internal_high,0.0003118178983473651,current_internal_high,0.0015590894917368258,current_internal_low,0.01403180542563143,,
