horizon,feature_set,model,instrument_count,median_q10_pinball_skill,positive_share_q10_pinball_skill,min_q10_pinball_skill,max_q10_pinball_skill,median_q50_pinball_skill,positive_share_q50_pinball_skill,min_q50_pinball_skill,max_q50_pinball_skill,median_q90_pinball_skill,positive_share_q90_pinball_skill,min_q90_pinball_skill,max_q90_pinball_skill,median_interval_skill,positive_share_interval_skill,min_interval_skill,max_interval_skill,median_width_path_spearman,positive_share_width_path_spearman,min_width_path_spearman,max_width_path_spearman,median_width_abs_return_spearman,positive_share_width_abs_return_spearman,min_width_abs_return_spearman,max_width_abs_return_spearman
4,F1,gbr_quantile,8,0.042385150242439995,0.875,-0.002233966652999131,0.07977853676047708,-0.0018350094315453536,0.0,-0.004991434214926205,-0.0001073810743235093,0.06172995887513294,1.0,0.006741896886982013,0.07910342399652937,0.05216630778161091,1.0,0.0022284483915788744,0.07945095710418992,0.5142206715832436,1.0,0.1816826008790831,0.6144313438515328,0.3094047555333379,1.0,0.07295446689139416,0.3941433663952185
4,F1,linear_qr,8,-0.003450398755275974,0.25,-0.007174814775620764,0.006987106263427467,-0.0003096310792087831,0.125,-0.0016870805324089577,0.00038984832480593035,-0.001362659484664852,0.375,-0.011858872483953231,0.009858681831103722,-0.001992609527120881,0.25,-0.008368267786122097,0.0061859437106034365,0.17982558147556638,1.0,0.04490804496613312,0.3203746494776854,0.09385620223786058,1.0,0.009897671906337295,0.1962226078063264
4,F1_VOL,gbr_quantile,8,0.06103508760916493,0.875,-0.0038794801056614148,0.12707241171843753,-0.0015549690179190723,0.0,-0.006600042397791883,-0.00021180438342871533,0.07516296313614718,0.875,-0.0011727114567186003,0.11627360108442775,0.06812658080885364,0.875,-0.0025337906254869758,0.12183258977356315,0.5787645838128594,1.0,0.1780914344756385,0.6742803617003184,0.3432066191056019,1.0,0.05873175313125284,0.42989672293186443
4,F1_VOL,linear_qr,8,0.017356247270540415,0.875,-0.0036122410914243286,0.05113493610454933,-0.0004672513024553959,0.25,-0.0037804988540370843,0.0016309754122582065,0.021105017903270795,0.875,-0.002491654893973072,0.05843093318657344,0.018145048307470157,0.875,-0.0030551336126867223,0.05475627324658083,0.3431875191525509,1.0,0.16231708877358014,0.5155775626280434,0.18596098232405006,1.0,0.07333500004899972,0.32615582536169396
8,F1,gbr_quantile,8,0.025591781050645745,0.75,-0.020340509405330165,0.07247736851527842,-0.0034829069560676773,0.0,-0.007677209759248349,-0.0016694933888086183,0.028415185625591755,0.625,-0.002025317320017539,0.0662417947444639,0.028949451687854788,0.75,-0.011207598050708256,0.06919019308290653,0.3963961168793083,1.0,0.031265140445532434,0.55186262164315,0.22060118570457635,0.875,-0.015336087352631032,0.34491095285599493
8,F1,linear_qr,8,-0.0029762084062144867,0.25,-0.017068867973806467,0.0007253361184912377,-0.0004149089360929725,0.25,-0.003601879283590348,0.0009109672859385354,-0.005880926141013765,0.0,-0.012135954812171335,-0.0012116236656556367,-0.003881831787903689,0.0,-0.010203011135139217,-0.002314693701863657,0.06557550395593649,1.0,0.019064568443466177,0.30848480646372256,0.0320414281451539,1.0,0.017788714611187844,0.189837760626046
8,F1_VOL,gbr_quantile,8,0.042633557034201464,0.875,-0.015141193297173672,0.10979131114105478,-0.003291679746831644,0.0,-0.00910906440413184,-0.001053291049151861,0.05014050469100456,0.75,-0.007393298017755345,0.11036109646284509,0.047212267130855634,0.75,-0.011295417089525195,0.11006628315640032,0.4675562171170496,1.0,0.027325486097166674,0.6127436022859234,0.260979841230227,0.875,-0.023620360496112828,0.37760165168463555
8,F1_VOL,linear_qr,8,0.013673445254063554,0.75,-0.018619257844477488,0.05552433536408774,-0.001132866354836226,0.25,-0.004861100016383402,0.0013976731038523038,0.002954982234879777,0.5,-0.0061199791918205015,0.041964519933983535,0.009814270448345486,0.75,-0.01241506603217335,0.048735532982020935,0.2860922308047194,1.0,0.056205997777446504,0.49226366556196505,0.1471921348482348,1.0,0.01930927937229267,0.3007903897829588
