config,window_type,train_blocks,test_block,test_auc,lo_threshold,hi_threshold,n_pred_reversal,n_pred_continuation,tail_test_coverage,reversal_tail_accuracy,continuation_tail_accuracy,macro_tail_accuracy,test_reversal_base_rate
TB1_TB2,ONE_BLOCK_ROLLING,TB1,TB2,0.6336228113288576,0.23301423852639502,0.5815625638195261,1282,1764,0.16564250367067268,0.5655226209048362,0.7726757369614512,0.6690991789331437,0.40127249986404917
TB2_TB3,ONE_BLOCK_ROLLING,TB2,TB3,0.653356340637075,0.22219362740242343,0.573885387704043,1409,1746,0.1939986472360573,0.6855926188786373,0.761168384879725,0.7233805018791812,0.41468363770522043
TB3_TB4,ONE_BLOCK_ROLLING,TB3,TB4,0.6399925541488447,0.21353209809899779,0.5955207668710357,1425,1053,0.15908069589779802,0.5684210526315789,0.7901234567901234,0.6792722547108512,0.37959812544135585
TB1_TB3,ROLLING_CROSS,TB1,TB3,0.6451233762729894,0.23301423852639502,0.5815625638195261,1061,1675,0.16823464305478694,0.6013195098963242,0.7838805970149254,0.6926000534556248,0.41468363770522043
TB1_TB4,ROLLING_CROSS,TB1,TB4,0.6391870956826523,0.23301423852639502,0.5815625638195261,1095,1476,0.16505103678500352,0.6164383561643836,0.8130081300813008,0.7147232431228422,0.37959812544135585
TB2_TB4,ROLLING_CROSS,TB2,TB4,0.6461765935815461,0.22219362740242343,0.573885387704043,1319,1652,0.19072992232137126,0.6125852918877938,0.8202179176755447,0.7164016047816693,0.37959812544135585
E123,EXPANDING,TB1+TB2,TB3,0.6591039918664263,0.23726264146415307,0.5735121876157734,1479,1792,0.2011314025702515,0.6680189317106153,0.7868303571428571,0.7274246444267363,0.41468363770522043
E1234,EXPANDING,TB1+TB2+TB3,TB4,0.6626762290939371,0.23238126128035855,0.5673824658567059,1660,1611,0.20998908647364706,0.6590361445783133,0.845437616387337,0.7522368804828252,0.37959812544135585
R23_4,RECENT_TWO_BLOCK,TB2+TB3,TB4,0.6540073547117531,0.22012349877518594,0.5716769887557563,1363,1222,0.16594979777877641,0.6338958180484225,0.8428805237315876,0.7383881708900051,0.37959812544135585
