config,window_type,train_blocks,test_block,test_auc,train_oof_auc,macro_tail_accuracy,reversal_tail_accuracy,continuation_tail_accuracy,tail_test_coverage,n_train,n_test,test_reversal_base_rate
TB1_TB2,ONE_BLOCK_ROLLING,TB1,TB2,0.6336228113288576,0.6467969512511665,0.6690991789331437,0.5655226209048362,0.7726757369614512,0.16564250367067268,14779,18389,0.40127249986404917
TB2_TB3,ONE_BLOCK_ROLLING,TB2,TB3,0.653356340637075,0.6351395758237443,0.7233805018791812,0.6855926188786373,0.761168384879725,0.1939986472360573,18389,16263,0.41468363770522043
TB3_TB4,ONE_BLOCK_ROLLING,TB3,TB4,0.6399925541488447,0.6390168603221963,0.6792722547108512,0.5684210526315789,0.7901234567901234,0.15908069589779802,16263,15577,0.37959812544135585
E123,EXPANDING,TB1+TB2,TB3,0.6591039918664263,0.6403711012777045,0.7274246444267363,0.6680189317106153,0.7868303571428571,0.2011314025702515,33168,16263,0.41468363770522043
E1234,EXPANDING,TB1+TB2+TB3,TB4,0.6626762290939371,0.6540280295280392,0.7522368804828252,0.6590361445783133,0.845437616387337,0.20998908647364706,49431,15577,0.37959812544135585
R23_4,RECENT_TWO_BLOCK,TB2+TB3,TB4,0.6540073547117531,0.6517948136977647,0.7383881708900051,0.6338958180484225,0.8428805237315876,0.16594979777877641,34652,15577,0.37959812544135585
