config,train_blocks,test_block,test_auc,train_oof_auc,macro_tail_accuracy,reversal_tail_accuracy,continuation_tail_accuracy,tail_test_coverage,n_train,n_test,test_reversal_base_rate
TB1_TB2,TB1,TB2,0.6336228113288576,0.6467969512511665,0.6690991789331437,0.5655226209048362,0.7726757369614512,0.16564250367067268,14779,18389,0.40127249986404917
TB1_TB3,TB1,TB3,0.6451233762729894,0.6467969512511665,0.6926000534556248,0.6013195098963242,0.7838805970149254,0.16823464305478694,14779,16263,0.41468363770522043
TB1_TB4,TB1,TB4,0.6391870956826523,0.6467969512511665,0.7147232431228422,0.6164383561643836,0.8130081300813008,0.16505103678500352,14779,15577,0.37959812544135585
TB2_TB3,TB2,TB3,0.653356340637075,0.6351395758237443,0.7233805018791812,0.6855926188786373,0.761168384879725,0.1939986472360573,18389,16263,0.41468363770522043
TB2_TB4,TB2,TB4,0.6461765935815461,0.6351395758237443,0.7164016047816693,0.6125852918877938,0.8202179176755447,0.19072992232137126,18389,15577,0.37959812544135585
TB3_TB4,TB3,TB4,0.6399925541488447,0.6390168603221963,0.6792722547108512,0.5684210526315789,0.7901234567901234,0.15908069589779802,16263,15577,0.37959812544135585
