n,n_selected,selection_rate,selected_clear_rate,direction_accuracy_given_clear,actionable_precision,tradeoff_selected_rate,n_pred_continuation,n_pred_reversal,continuation_precision_given_clear,reversal_precision_given_clear,n_predicted_LONG,n_predicted_SHORT,predicted_LONG_actionable_precision,predicted_SHORT_actionable_precision,direction_auc_clear,cont_enabled,rev_enabled,cont_threshold,rev_threshold,cont_oof_precision,cont_oof_coverage,rev_oof_precision,rev_oof_coverage,wf
24649,3804,0.15432674753539696,0.8464773922187171,0.7332298136645963,0.6206624605678234,0.15352260778128285,3804,0,0.7332298136645963,,1937,1867,0.6226122870418173,0.6186395286555972,0.6011010269342054,True,False,0.5834187917596116,,0.6,0.18439716312056736,,,WF1
22390,5930,0.26485037963376507,0.8477234401349073,0.6988263377760096,0.5924114671163575,0.15227655986509275,5930,0,0.6988263377760096,,3027,2903,0.571192599933928,0.6145366861867034,0.6391181316582668,True,False,0.542151811247998,,0.6000266737796746,0.2568160021920811,,,WF2
21882,5996,0.2740151722877251,0.850400266844563,0.7411257109237105,0.63025350233489,0.14959973315543695,5996,0,0.7411257109237105,,2690,3306,0.6263940520446096,0.6333938294010889,0.6249077668550495,True,False,0.5305001474837313,,0.6000330414670412,0.2906253751050294,,,WF3
