wf,n_cont_tail,n_rev_tail,continuation_tail_accuracy,reversal_tail_accuracy,delta_cont_minus_rev
WF1,1764,1282,0.7726757369614512,0.5655226209048362,0.20715311605661502
WF2,1792,1479,0.7868303571428571,0.6680189317106153,0.11881142543224177
WF3,1611,1660,0.845437616387337,0.6590361445783133,0.18640147180902378
