wf,n_boot,point_delta,delta_mean,ci_lo,ci_hi
WF1,500,0.20715311605661502,0.20774247685135755,0.13752023519269704,0.2797060603007303
WF2,500,0.11881142543224177,0.11735824591652969,0.05149286577261229,0.19238972972179316
WF3,500,0.18640147180902378,0.18404991894929776,0.12122468170663774,0.24181577862346568
