wf,action,first_h,scale,target_bin,risk_bin,plane,n_available,n_resolved,target_first_rate,stop_first_rate,ambiguous_rate,censored_rate,E_R_lower,E_R_upper,ambiguity_gap_R,median_target_atr,median_risk_atr,median_RR,rr_bin
WF1,OUTWARD,2,0.4,>=5,2-3,target_x_risk,105,88,0.09523809523809523,0.7428571428571429,0.0,0.1619047619047619,-0.6158673827567828,-0.6158673827567828,0.0,6.346153846153846,2.34375,2.8888386549872846,
WF2,OUTWARD,2,0.4,0.5-1,0.5-1,target_x_risk,1205,1183,0.408298755186722,0.5684647302904564,0.004979253112033195,0.018257261410788383,-0.13794750827175345,-0.12828283462909004,0.009664673642663425,0.75,0.6962025316455697,1.0,
WF2,OUTWARD,2,0.4,3-5,0.25-0.5,target_x_risk,613,589,0.02773246329526917,0.9314845024469821,0.0016313213703099511,0.03915171288743882,-0.7530786373655078,-0.7344029158035383,0.01867572156196944,3.68421052631579,0.35714285714285715,10.6000390625,
WF2,OUTWARD,2,0.4,1-2,0.25-0.5,target_x_risk,1500,1494,0.112,0.8673333333333333,0.016666666666666666,0.004,-0.4743595337349752,-0.3957763361897717,0.07858319754520347,1.4285714285714286,0.3623191610754641,4.0,
WF2,OUTWARD,2,0.4,3-5,0.5-1,target_x_risk,846,806,0.1016548463356974,0.851063829787234,0.0,0.04728132387706856,-0.35324611334809425,-0.35324611334809425,0.0,3.6666531032985183,0.7108291232349705,5.333333333333333,
WF2,OUTWARD,2,0.4,1-2,<0.25,target_x_risk,1058,1058,0.036862003780718335,0.9508506616257089,0.012287334593572778,0.0,-0.6386229676103329,-0.18006071578451852,0.45856225182581456,1.5,0.1724137931034483,9.0,
WF2,OUTWARD,2,0.4,2-3,<0.25,target_x_risk,608,600,0.013157894736842105,0.9736842105263158,0.0,0.013157894736842105,-0.8327891874373756,-0.8327891874373756,0.0,2.38094892091955,0.17044666389224913,14.0,
WF2,OUTWARD,2,0.4,3-5,1-2,target_x_risk,524,496,0.21374045801526717,0.732824427480916,0.0,0.05343511450381679,-0.15956431695756768,-0.15956431695756768,0.0,3.704726858643066,1.25,2.8,
WF2,OUTWARD,2,0.4,>=5,1-2,target_x_risk,368,326,0.10869565217391304,0.7771739130434783,0.0,0.11413043478260869,-0.24527390346592248,-0.24527390346592248,0.0,6.491233648255815,1.3142874309060324,5.005584685008009,
WF2,OUTWARD,2,0.4,1-2,0.5-1,target_x_risk,2082,2065,0.2987512007684918,0.6873198847262247,0.005763688760806916,0.008165225744476465,-0.11739889355650489,-0.09948121801171071,0.01791767554479419,1.377625252585708,0.6818181818181818,2.0,
