action,first_h,scale,target_bin,risk_bin,plane,all_wf_present,WF1_n,WF1_E_R_lower,WF1_E_R_upper,WF1_ambiguity_gap_R,WF2_n,WF2_E_R_lower,WF2_E_R_upper,WF2_ambiguity_gap_R,WF3_n,WF3_E_R_lower,WF3_E_R_upper,WF3_ambiguity_gap_R,min_n_across_wf,min_E_R_lower_across_wf,max_ambiguity_gap_R_across_wf,sample_gate,positive_3_of_3,ambiguity_gate,robust_positive_geometry,rr_bin
INWARD,3,0.8,0.5-1,1-2,target_x_risk,True,97,0.23207808202221342,0.23207808202221342,0.0,75,-0.26310831065418555,-0.24310831065418553,0.02,79,0.03620672288994927,0.05519406466210117,0.0189873417721519,75,-0.26310831065418555,0.02,False,False,True,False,
INWARD,3,0.8,0.5-1,2-3,target_x_risk,True,12,-0.18143939393939393,-0.18143939393939393,0.0,4,0.3232700892857143,0.3232700892857143,0.0,6,-0.11111111111111116,-0.11111111111111116,0.0,4,-0.18143939393939393,0.0,False,False,True,False,
INWARD,3,0.8,3-5,0.25-0.5,target_x_risk,True,217,-0.542281005147218,-0.542281005147218,0.0,174,-0.48201927723098414,-0.48201927723098414,0.0,193,-0.35000000000000003,-0.35000000000000003,0.0,174,-0.542281005147218,0.0,False,False,True,False,
INWARD,3,0.8,3-5,1-2,target_x_risk,True,391,-0.24390961770564049,-0.24390961770564049,0.0,348,-0.12796024148262486,-0.12796024148262486,0.0,453,-0.1417981616594677,-0.1417981616594677,0.0,348,-0.24390961770564049,0.0,True,False,True,False,
INWARD,3,0.8,>=5,<0.25,target_x_risk,True,99,3.8699379438295693,3.8699379438295693,0.0,89,-1.0,-1.0,0.0,94,-1.0,-1.0,0.0,89,-1.0,0.0,False,False,True,False,
INWARD,3,0.8,>=5,>=3,target_x_risk,True,29,-0.09407398515921536,-0.09407398515921536,0.0,34,-0.8518518518518519,-0.8518518518518519,0.0,20,-0.2943523132671975,-0.2943523132671975,0.0,20,-0.8518518518518519,0.0,False,False,True,False,
INWARD,3,0.8,1-2,<0.25,target_x_risk,True,33,-0.8181818181818182,-0.8181818181818182,0.0,38,-0.8421052631578947,-0.8421052631578947,0.0,13,-1.0,0.9230769230769231,1.9230769230769231,13,-1.0,1.9230769230769231,False,False,False,False,
INWARD,3,0.8,1-2,1-2,target_x_risk,True,300,-0.06757295248456639,-0.03791696197448335,0.02965599051008303,281,0.22310407637527307,0.2377723982948237,0.014668321919550639,275,0.035417637577278206,0.08529137495101557,0.049873737373737376,275,-0.06757295248456639,0.049873737373737376,True,False,True,False,
INWARD,3,0.8,1-2,0.5-1,target_x_risk,True,456,-0.09131165599147686,-0.09131165599147686,0.0,423,-0.04782904806450164,-0.04782904806450164,0.0,387,0.10750853243616794,0.1230631783633067,0.015554645927138764,387,-0.09131165599147686,0.015554645927138764,True,False,True,False,
INWARD,3,0.8,2-3,1-2,target_x_risk,True,294,0.055643090173141535,0.055643090173141535,0.0,243,-0.13502779722315444,-0.13502779722315444,0.0,269,-0.17607737300454315,-0.17607737300454315,0.0,243,-0.17607737300454315,0.0,True,False,True,False,
INWARD,3,0.8,>=5,0.25-0.5,target_x_risk,True,167,-0.7086092715231788,-0.7086092715231788,0.0,140,-0.6908461181451071,-0.6908461181451071,0.0,174,-0.8170731707317073,-0.8170731707317073,0.0,140,-0.8170731707317073,0.0,False,False,True,False,
INWARD,3,0.8,0.5-1,0.5-1,target_x_risk,True,168,-0.16812881906041882,-0.16812881906041882,0.0,133,-0.014133421952032202,-0.014133421952032202,0.0,130,-0.013607909975019617,-0.0007873971545068005,0.01282051282051282,130,-0.16812881906041882,0.01282051282051282,False,False,True,False,
INWARD,3,0.8,1-2,0.25-0.5,target_x_risk,True,115,-0.7726708074534162,-0.7118012422360249,0.06086956521739131,116,0.07206111478745258,0.07206111478745258,0.0,68,0.08823529411764706,0.08823529411764706,0.0,68,-0.7726708074534162,0.06086956521739131,False,False,True,False,
INWARD,3,0.8,<0.5,1-2,target_x_risk,True,35,-0.09664145378431092,-0.09664145378431092,0.0,33,-0.20737424514020258,-0.20737424514020258,0.0,21,-0.1354129530600119,-0.1354129530600119,0.0,21,-0.20737424514020258,0.0,False,False,True,False,
INWARD,3,0.8,<0.5,0.5-1,target_x_risk,True,23,-0.052188474443287156,-0.052188474443287156,0.0,35,0.24007615517453454,0.2781713932697726,0.03809523809523809,40,0.2327805601417956,0.2327805601417956,0.0,23,-0.052188474443287156,0.03809523809523809,False,False,True,False,
INWARD,3,0.8,2-3,>=3,target_x_risk,True,5,0.30330642858417667,0.30330642858417667,0.0,18,0.3522588385712504,0.3522588385712504,0.0,6,-0.02373805190577651,-0.02373805190577651,0.0,5,-0.02373805190577651,0.0,False,False,True,False,
INWARD,3,0.8,1-2,2-3,target_x_risk,True,17,-0.00269663940342388,-0.00269663940342388,0.0,18,0.45611180533860946,0.45611180533860946,0.0,17,0.24760557232939,0.24760557232939,0.0,17,-0.00269663940342388,0.0,False,False,True,False,
INWARD,3,1.2,>=5,1-2,target_x_risk,True,499,-0.5934424090223592,-0.5934424090223592,0.0,597,-0.33120544582120404,-0.33120544582120404,0.0,598,-0.3248561293010432,-0.3151015033959748,0.009754625905068382,499,-0.5934424090223592,0.009754625905068382,True,False,True,False,
INWARD,3,1.2,1-2,0.5-1,target_x_risk,True,250,0.08637264704795745,0.08637264704795745,0.0,156,-0.09475262535495606,-0.07872541917246129,0.016027206182494782,151,0.32369351174083155,0.32369351174083155,0.0,151,-0.09475262535495606,0.016027206182494782,False,False,True,False,
INWARD,3,1.2,2-3,0.5-1,target_x_risk,True,184,-0.3144543057859923,-0.3144543057859923,0.0,203,0.5939295495972833,0.5939295495972833,0.0,204,0.25218189687555803,0.25218189687555803,0.0,184,-0.3144543057859923,0.0,False,False,True,False,
INWARD,3,1.2,1-2,1-2,target_x_risk,True,605,-0.05354271616214103,-0.04650046264101427,0.007042253521126761,548,-0.01787748611508807,-0.002362768332009132,0.015514717783078946,539,-0.022855047077885,0.004461688745074889,0.027316735822959893,539,-0.05354271616214103,0.027316735822959893,True,False,True,False,
INWARD,3,1.2,3-5,0.5-1,target_x_risk,True,356,0.11897663700816268,0.11897663700816268,0.0,271,-0.26880767029611047,-0.26880767029611047,0.0,215,-0.18008527083480366,-0.18008527083480366,0.0,215,-0.26880767029611047,0.0,True,False,True,False,
INWARD,3,1.2,2-3,1-2,target_x_risk,True,570,0.07160195110730855,0.07160195110730855,0.0,522,-0.043521814133828475,-0.043521814133828475,0.0,540,-0.19707327775843791,-0.19707327775843791,0.0,522,-0.19707327775843791,0.0,True,False,True,False,
INWARD,3,1.2,>=5,2-3,target_x_risk,True,70,-0.043752004016105975,-0.043752004016105975,0.0,50,0.04343025395656976,0.04343025395656976,0.0,71,-0.10309343582491386,-0.10309343582491386,0.0,50,-0.10309343582491386,0.0,False,False,True,False,
INWARD,3,1.2,3-5,2-3,target_x_risk,True,67,0.017476227196114004,0.017476227196114004,0.0,70,0.24485574250927775,0.24485574250927775,0.0,57,-0.19497180279040685,-0.19497180279040685,0.0,57,-0.19497180279040685,0.0,False,False,True,False,
INWARD,3,1.2,3-5,>=3,target_x_risk,True,12,0.6994175577573577,0.6994175577573577,0.0,9,0.06707655888442332,0.06707655888442332,0.0,9,-0.2571428571428572,-0.2571428571428572,0.0,9,-0.2571428571428572,0.0,False,False,True,False,
INWARD,3,1.2,2-3,0.25-0.5,target_x_risk,True,36,0.36243386243386255,0.36243386243386255,0.0,43,-0.07751937984496121,-0.07751937984496121,0.0,13,-0.46153846153846156,-0.46153846153846156,0.0,13,-0.46153846153846156,0.0,False,False,True,False,
INWARD,3,1.2,0.5-1,1-2,target_x_risk,True,231,0.15955360558453618,0.16561421164514228,0.006060606060606061,231,-0.15827568883668341,-0.15827568883668341,0.0,199,-0.0018028257215410865,0.015041145909664584,0.016843971631205674,199,-0.15827568883668341,0.016843971631205674,False,False,True,False,
INWARD,3,1.2,0.5-1,2-3,target_x_risk,True,41,-0.09069772198599962,-0.09069772198599962,0.0,15,-0.31540843380423716,-0.31540843380423716,0.0,9,0.0357291693261506,0.0357291693261506,0.0,9,-0.31540843380423716,0.0,False,False,True,False,
INWARD,3,1.2,3-5,1-2,target_x_risk,True,663,-0.33056062814537984,-0.33056062814537984,0.0,621,-0.14861038703676777,-0.14861038703676777,0.0,757,0.012210393190245403,0.029533227835914694,0.01732283464566929,621,-0.33056062814537984,0.01732283464566929,True,False,True,False,
INWARD,3,1.2,>=5,0.5-1,target_x_risk,True,244,-0.6184075958100113,-0.6184075958100113,0.0,299,-0.30790181725439497,-0.30790181725439497,0.0,203,0.3816684521652074,0.3816684521652074,0.0,203,-0.6184075958100113,0.0,True,False,True,False,
INWARD,3,1.2,0.5-1,>=3,target_x_risk,True,10,0.16428571428571428,0.16428571428571428,0.0,6,0.13217623860624014,0.13217623860624014,0.0,1,0.10256410256410256,0.10256410256410256,0.0,1,0.10256410256410256,0.0,False,True,True,False,
INWARD,3,1.2,<0.5,0.5-1,target_x_risk,True,3,0.5238095238095238,0.5238095238095238,0.0,10,-0.11872824423953507,-0.11872824423953507,0.0,5,0.4428571428571429,0.4428571428571429,0.0,3,-0.11872824423953507,0.0,False,False,True,False,
INWARD,3,1.2,>=5,>=3,target_x_risk,True,42,0.45107532402918066,0.45107532402918066,0.0,23,-0.28683115706224,-0.28683115706224,0.0,27,-0.1918840414157824,-0.1918840414157824,0.0,23,-0.28683115706224,0.0,False,False,True,False,
INWARD,3,1.2,>=5,<0.25,target_x_risk,True,19,-1.0,-1.0,0.0,43,-1.0,-1.0,0.0,26,-1.0,-1.0,0.0,19,-1.0,0.0,False,False,True,False,
INWARD,3,1.2,2-3,2-3,target_x_risk,True,37,-0.31259869755353153,-0.31259869755353153,0.0,58,-0.6719415038742769,-0.6719415038742769,0.0,28,-0.9027777777777778,-0.9027777777777778,0.0,28,-0.9027777777777778,0.0,False,False,True,False,
INWARD,3,1.2,0.5-1,0.5-1,target_x_risk,True,52,-0.10357142857142858,-0.06510989010989011,0.038461538461538464,78,0.02403453854229105,0.02403453854229105,0.0,50,-0.4388327611200122,-0.4388327611200122,0.0,50,-0.4388327611200122,0.038461538461538464,False,False,True,False,
INWARD,3,1.2,>=5,0.25-0.5,target_x_risk,True,68,-0.5671641791044776,-0.5671641791044776,0.0,77,-0.5422077922077922,-0.5422077922077922,0.0,85,-0.6470588235294118,-0.6470588235294118,0.0,68,-0.6470588235294118,0.0,False,False,True,False,
INWARD,3,1.2,<0.5,2-3,target_x_risk,True,12,0.1674560914914143,0.1674560914914143,0.0,7,-0.18314706835114997,-0.011718496922578567,0.17142857142857143,7,0.09890797301462259,0.09890797301462259,0.0,7,-0.18314706835114997,0.17142857142857143,False,False,True,False,
INWARD,3,1.2,<0.5,1-2,target_x_risk,True,117,0.14709248295588861,0.14709248295588861,0.0,82,-0.07488580984555414,-0.07488580984555414,0.0,46,-0.1017663029865298,-0.1017663029865298,0.0,46,-0.1017663029865298,0.0,False,False,True,False,
INWARD,3,1.2,3-5,<0.25,target_x_risk,True,14,-1.0,-1.0,0.0,16,-1.0,-1.0,0.0,15,-1.0,-1.0,0.0,14,-1.0,0.0,False,False,True,False,
INWARD,3,1.2,3-5,0.25-0.5,target_x_risk,True,38,-1.0,-1.0,0.0,46,0.27535242733817356,0.27535242733817356,0.0,52,-0.20288461538461539,-0.20288461538461539,0.0,38,-1.0,0.0,False,False,True,False,
INWARD,3,1.2,2-3,>=3,target_x_risk,True,7,-0.06906683672558811,-0.06906683672558811,0.0,18,0.43559254047632545,0.43559254047632545,0.0,8,-0.034107886755419356,-0.034107886755419356,0.0,7,-0.06906683672558811,0.0,False,False,True,False,
INWARD,3,1.2,2-3,<0.25,target_x_risk,True,5,-1.0,-1.0,0.0,10,-1.0,-1.0,0.0,3,-1.0,-1.0,0.0,3,-1.0,0.0,False,False,True,False,
INWARD,3,1.2,1-2,2-3,target_x_risk,True,35,0.06202554605871857,0.06202554605871857,0.0,44,0.06441779247263937,0.06441779247263937,0.0,34,0.17214803269060014,0.17214803269060014,0.0,34,0.06202554605871857,0.0,False,True,True,False,
OUTWARD,5,0.2,1-2,0.25-0.5,target_x_risk,True,15,-1.0,-1.0,0.0,23,-0.6304347826086957,-0.6304347826086957,0.0,19,-0.2631578947368421,-0.2631578947368421,0.0,15,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.2,2-3,0.5-1,target_x_risk,True,33,-0.6818181818181818,-0.6818181818181818,0.0,13,0.22419176894315015,0.22419176894315015,0.0,30,-0.44606218573950235,-0.44606218573950235,0.0,13,-0.6818181818181818,0.0,False,False,True,False,
OUTWARD,5,0.2,>=5,0.25-0.5,target_x_risk,True,14,-1.0,-1.0,0.0,13,-1.0,-1.0,0.0,14,-1.0,-1.0,0.0,13,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.2,1-2,<0.25,target_x_risk,True,35,-1.0,-1.0,0.0,20,-0.55,-0.55,0.0,14,-1.0,-1.0,0.0,14,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.2,3-5,0.25-0.5,target_x_risk,True,17,-1.0,-1.0,0.0,21,2.980769230769231,2.980769230769231,0.0,17,0.8823529411764706,0.8823529411764706,0.0,17,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.2,>=5,1-2,target_x_risk,True,9,0.14814814814814822,0.14814814814814822,0.0,1,-1.0,-1.0,0.0,11,-1.0,-1.0,0.0,1,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,2-3,<0.25,target_x_risk,True,50,-1.0,-1.0,0.0,103,-0.7653087947531293,-0.7653087947531293,0.0,62,1.6096971089160899,1.6096971089160899,0.0,50,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,1-2,0.25-0.5,target_x_risk,True,105,-0.6063492063492063,-0.6063492063492063,0.0,149,-0.10964974517139439,-0.10964974517139439,0.0,92,-0.00940049700538103,0.10171061410573008,0.1111111111111111,92,-0.6063492063492063,0.1111111111111111,False,False,True,False,
OUTWARD,5,0.4,1-2,1-2,target_x_risk,True,47,-0.06279819471308834,-0.06279819471308834,0.0,56,-0.015404640924808134,-0.015404640924808134,0.0,43,0.32978138618589675,0.32978138618589675,0.0,43,-0.06279819471308834,0.0,False,False,True,False,
OUTWARD,5,0.4,>=5,>=3,target_x_risk,True,3,-1.0,-1.0,0.0,3,-0.09604426260316938,-0.09604426260316938,0.0,1,-1.0,-1.0,0.0,1,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,2-3,0.5-1,target_x_risk,True,83,-0.6315672536375662,-0.6315672536375662,0.0,55,-0.019476767352692614,-0.019476767352692614,0.0,99,-0.5355185324890492,-0.5355185324890492,0.0,55,-0.6315672536375662,0.0,False,False,True,False,
OUTWARD,5,0.4,2-3,0.25-0.5,target_x_risk,True,92,-0.30279105050223215,-0.30279105050223215,0.0,120,-0.6815405574845679,-0.6815405574845679,0.0,79,-0.27777777777777773,-0.27777777777777773,0.0,79,-0.6815405574845679,0.0,False,False,True,False,
OUTWARD,5,0.4,3-5,0.25-0.5,target_x_risk,True,68,-1.0,-1.0,0.0,61,1.197513013302487,1.197513013302487,0.0,116,-0.3168472953464674,-0.3168472953464674,0.0,61,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,>=5,<0.25,target_x_risk,True,28,-1.0,-1.0,0.0,25,-1.0,-1.0,0.0,35,-1.0,-1.0,0.0,25,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,3-5,0.5-1,target_x_risk,True,89,-0.5513451892384862,-0.5513451892384862,0.0,83,-0.4487228575977517,-0.4487228575977517,0.0,150,-0.5447682501744053,-0.5447682501744053,0.0,83,-0.5513451892384862,0.0,False,False,True,False,
OUTWARD,5,0.4,>=5,0.25-0.5,target_x_risk,True,33,-0.057692307692307696,-0.057692307692307696,0.0,36,-1.0,-1.0,0.0,50,-1.0,-1.0,0.0,33,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,>=5,1-2,target_x_risk,True,28,-0.5507246376811594,-0.5507246376811594,0.0,10,-1.0,-1.0,0.0,26,-0.5185185185185185,-0.5185185185185185,0.0,10,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,1-2,0.5-1,target_x_risk,True,125,0.9428004834932388,0.9632922867719272,0.020491803278688523,124,-0.6884575677946411,-0.6884575677946411,0.0,164,0.19928631983679368,0.19928631983679368,0.0,124,-0.6884575677946411,0.020491803278688523,False,False,True,False,
OUTWARD,5,0.4,>=5,0.5-1,target_x_risk,True,48,0.3283950617283951,0.3283950617283951,0.0,57,-0.011124374911107592,-0.011124374911107592,0.0,51,-1.0,-1.0,0.0,48,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,3-5,1-2,target_x_risk,True,33,-0.7822210165813298,-0.7822210165813298,0.0,48,-0.4452035886818495,-0.4452035886818495,0.0,50,-0.7083333333333334,-0.7083333333333334,0.0,33,-0.7822210165813298,0.0,False,False,True,False,
OUTWARD,5,0.4,0.5-1,>=3,target_x_risk,False,1,0.1699991699259281,0.1699991699259281,0.0,0,,,,2,-1.0,-1.0,0.0,0,,,False,False,False,False,
OUTWARD,5,0.4,<0.5,0.25-0.5,target_x_risk,True,3,-0.4523705722070845,-0.4523705722070845,0.0,4,0.0,0.0,0.0,2,-1.0,-1.0,0.0,2,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,<0.5,1-2,target_x_risk,True,9,0.30026455026455023,0.30026455026455023,0.0,3,0.08825235379001038,0.08825235379001038,0.0,3,-0.5714285714285715,-0.5714285714285715,0.0,3,-0.5714285714285715,0.0,False,False,True,False,
OUTWARD,5,0.4,3-5,<0.25,target_x_risk,True,47,-1.0,-1.0,0.0,95,2.5366301013423236,2.5366301013423236,0.0,87,-0.772412670617816,-0.772412670617816,0.0,47,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.4,1-2,<0.25,target_x_risk,True,44,-1.0,-1.0,0.0,53,-1.0,-1.0,0.0,68,-1.0,-0.8412698412698413,0.15873015873015872,44,-1.0,0.15873015873015872,False,False,True,False,
OUTWARD,5,0.8,1-2,0.5-1,target_x_risk,True,583,-0.031415932360124514,-0.02704530298949514,0.004370629370629371,633,-0.2730265250345299,-0.2730265250345299,0.0,474,0.26691392944059256,0.26691392944059256,0.0,474,-0.2730265250345299,0.004370629370629371,True,False,True,False,
OUTWARD,5,0.8,2-3,0.5-1,target_x_risk,True,381,-0.2663172918751179,-0.25182453825192946,0.014492753623188406,315,-0.2517816501091105,-0.22364312197058234,0.028138528138528143,314,-0.15579275182589167,-0.12093273779102337,0.03486001403486832,314,-0.2663172918751179,0.03486001403486832,True,False,True,False,
OUTWARD,5,0.8,3-5,0.5-1,target_x_risk,True,317,0.11007812968359582,0.11007812968359582,0.0,292,-0.11925485961499668,-0.11925485961499668,0.0,434,-0.37948559921914926,-0.37948559921914926,0.0,292,-0.37948559921914926,0.0,True,False,True,False,
OUTWARD,5,0.8,1-2,0.25-0.5,target_x_risk,True,138,-0.09335182669082123,0.15302498490338168,0.2463768115942029,168,0.3299295985539979,0.35969150331590266,0.02976190476190476,188,-0.522250650545129,-0.3546974590557673,0.1675531914893617,138,-0.522250650545129,0.2463768115942029,False,False,True,False,
OUTWARD,5,0.8,1-2,<0.25,target_x_risk,True,91,-0.9010989010989011,-0.9010989010989011,0.0,53,1.2264150943396226,1.2264150943396226,0.0,63,0.23024928624483837,0.23024928624483837,0.0,53,-0.9010989010989011,0.0,False,False,True,False,
OUTWARD,5,0.8,3-5,<0.25,target_x_risk,True,64,-0.746031746031746,-0.746031746031746,0.0,74,-1.0,-1.0,0.0,83,1.3661374469841985,1.3661374469841985,0.0,64,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.8,>=5,1-2,target_x_risk,True,107,-0.8206651286802178,-0.8206651286802178,0.0,119,-0.36062991054842125,-0.36062991054842125,0.0,117,-0.39591305205034305,-0.39591305205034305,0.0,107,-0.8206651286802178,0.0,False,False,True,False,
OUTWARD,5,0.8,1-2,1-2,target_x_risk,True,240,0.148384409723785,0.1625971567813022,0.01421274705751721,275,0.05049818797050057,0.05049818797050057,0.0,227,-0.009905850641642996,-0.009905850641642996,0.0,227,-0.009905850641642996,0.01421274705751721,True,False,True,False,
OUTWARD,5,0.8,>=5,<0.25,target_x_risk,True,40,-1.0,-1.0,0.0,45,-1.0,-1.0,0.0,54,-0.35270296252383315,-0.35270296252383315,0.0,40,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.8,0.5-1,0.5-1,target_x_risk,True,290,0.03812836645088488,0.03812836645088488,0.0,199,-0.26519740368406386,-0.1912261506386523,0.07397125304541151,239,0.10533718655887425,0.10533718655887425,0.0,199,-0.26519740368406386,0.07397125304541151,False,False,True,False,
OUTWARD,5,0.8,3-5,0.25-0.5,target_x_risk,True,137,-0.5315612328464691,-0.5315612328464691,0.0,97,-0.0835839598997494,-0.0835839598997494,0.0,153,0.07304324253042932,0.07304324253042932,0.0,97,-0.5315612328464691,0.0,False,False,True,False,
OUTWARD,5,0.8,>=5,>=3,target_x_risk,True,28,0.8418031225334414,0.8418031225334414,0.0,7,-0.5480221313015847,-0.5480221313015847,0.0,8,-1.0,-1.0,0.0,7,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.8,2-3,<0.25,target_x_risk,True,74,-0.8243243243243243,-0.8243243243243243,0.0,109,-0.601094254141685,-0.601094254141685,0.0,65,-1.0,-1.0,0.0,65,-1.0,0.0,False,False,True,False,
OUTWARD,5,0.8,>=5,0.5-1,target_x_risk,True,191,-0.5750397457925146,-0.5750397457925146,0.0,173,-0.4622324664988775,-0.4622324664988775,0.0,168,-0.8691626409017713,-0.8691626409017713,0.0,168,-0.8691626409017713,0.0,False,False,True,False,
OUTWARD,5,0.8,3-5,1-2,target_x_risk,True,167,-0.3192185505895676,-0.3192185505895676,0.0,165,-0.2115108574163452,-0.2115108574163452,0.0,187,-0.24119256514689408,-0.24119256514689408,0.0,165,-0.3192185505895676,0.0,False,False,True,False,
OUTWARD,5,0.8,>=5,0.25-0.5,target_x_risk,True,57,0.22456140350877188,0.22456140350877188,0.0,54,-0.7366037735849057,-0.7366037735849057,0.0,63,-0.47096774193548385,-0.47096774193548385,0.0,54,-0.7366037735849057,0.0,False,False,True,False,
OUTWARD,5,0.8,2-3,0.25-0.5,target_x_risk,True,147,-0.43518518518518523,0.07533238366571698,0.5105175688509022,174,-0.5561852591440755,-0.5561852591440755,0.0,121,0.16177197040052824,0.16177197040052824,0.0,121,-0.5561852591440755,0.5105175688509022,False,False,False,False,
OUTWARD,5,0.8,2-3,1-2,target_x_risk,True,172,-0.05715566609872498,-0.05715566609872498,0.0,126,-0.2653569209109257,-0.2653569209109257,0.0,176,-0.03164481269146104,-0.03164481269146104,0.0,126,-0.2653569209109257,0.0,False,False,True,False,
OUTWARD,5,0.8,1-2,2-3,target_x_risk,True,32,0.23397172556765086,0.23397172556765086,0.0,28,0.1292822403933515,0.1292822403933515,0.0,29,0.056475464271928934,0.056475464271928934,0.0,28,0.056475464271928934,0.0,False,True,True,False,
OUTWARD,5,0.8,2-3,2-3,target_x_risk,True,14,0.44381598793363497,0.44381598793363497,0.0,23,-0.34984520123839014,-0.34984520123839014,0.0,18,0.6253396602964528,0.6253396602964528,0.0,14,-0.34984520123839014,0.0,False,False,True,False,
OUTWARD,5,0.8,3-5,>=3,target_x_risk,True,2,-0.10526315789473684,-0.10526315789473684,0.0,4,-0.033914728682170575,-0.033914728682170575,0.0,10,0.2499978076521545,0.2499978076521545,0.0,2,-0.10526315789473684,0.0,False,False,True,False,
OUTWARD,5,0.8,0.5-1,1-2,target_x_risk,True,148,0.2668477182683115,0.2668477182683115,0.0,129,-0.18867487589858425,-0.14991518597610365,0.03875968992248062,141,0.005220062576884382,0.015687051304742676,0.010466988727858293,129,-0.18867487589858425,0.03875968992248062,False,False,True,False,
OUTWARD,5,0.8,1-2,>=3,target_x_risk,True,21,0.18066620587628993,0.23240593108061208,0.05173972520432217,20,0.23271291521786566,0.23271291521786566,0.0,12,0.2604454128504903,0.40330175850263383,0.14285634565214358,12,0.18066620587628993,0.14285634565214358,False,True,True,False,
OUTWARD,5,0.8,<0.5,1-2,target_x_risk,True,78,0.007890369007872714,0.007890369007872714,0.0,75,0.07538731879390931,0.07538731879390931,0.0,59,0.017533411667382957,0.017533411667382957,0.0,59,0.007890369007872714,0.0,False,True,True,False,
OUTWARD,5,0.8,0.5-1,0.25-0.5,target_x_risk,True,36,-0.020370370370370355,0.3685185185185185,0.3888888888888889,60,0.47188249745928784,0.5218824974592878,0.05,53,-0.2734157819564539,0.15888166532434525,0.43229744728079916,36,-0.2734157819564539,0.43229744728079916,False,False,False,False,
OUTWARD,5,0.8,<0.5,0.5-1,target_x_risk,True,45,-0.2975558019609845,-0.16792541881856826,0.12963038314241623,82,0.2261070834790378,0.2261070834790378,0.0,88,-0.015682863337619826,-0.015682863337619826,0.0,45,-0.2975558019609845,0.12963038314241623,False,False,True,False,
OUTWARD,5,0.8,>=5,2-3,target_x_risk,True,13,-1.0,-1.0,0.0,18,0.6690532810167388,0.6690532810167388,0.0,16,-0.2710694986565722,-0.2710694986565722,0.0,13,-1.0,0.0,False,False,True,False,
OUTWARD,5,1.2,<0.5,1-2,target_x_risk,True,224,0.0055891276808130745,0.029264876055811632,0.023675748374998556,162,0.032496005924213124,0.032496005924213124,0.0,189,-0.024357685780991834,-0.0053100667333727865,0.019047619047619046,162,-0.024357685780991834,0.023675748374998556,False,False,True,False,
OUTWARD,5,1.2,1-2,1-2,target_x_risk,True,709,-0.1330160501446504,-0.1246317172193138,0.008384332925336597,696,-0.14741113135306158,-0.14741113135306158,0.0,537,0.11677164456090112,0.12018720433319714,0.003415559772296015,537,-0.14741113135306158,0.008384332925336597,True,False,True,False,
OUTWARD,5,1.2,2-3,1-2,target_x_risk,True,400,-0.19708259016949967,-0.19708259016949967,0.0,335,-0.21078377594848197,-0.21078377594848197,0.0,333,0.05157591004666285,0.06077323446137857,0.00919732441471572,333,-0.21078377594848197,0.00919732441471572,True,False,True,False,
OUTWARD,5,1.2,2-3,0.5-1,target_x_risk,True,213,-0.2302804303590208,-0.205527955111496,0.024752475247524754,244,-0.3790369027362644,-0.3790369027362644,0.0,221,-0.07893695856347198,-0.07893695856347198,0.0,213,-0.3790369027362644,0.024752475247524754,True,False,True,False,
OUTWARD,5,1.2,>=5,2-3,target_x_risk,True,39,-0.8784722222222222,-0.8784722222222222,0.0,41,0.5389109811115804,0.5389109811115804,0.0,38,-0.35445898798781195,-0.35445898798781195,0.0,38,-0.8784722222222222,0.0,False,False,True,False,
OUTWARD,5,1.2,1-2,0.5-1,target_x_risk,True,464,0.07387268425132616,0.07935514039167704,0.005482456140350877,383,-0.16876638838226457,-0.10714758942665101,0.061618798955613584,351,-0.06040027604345257,-0.06040027604345257,0.0,351,-0.16876638838226457,0.061618798955613584,True,False,True,False,
OUTWARD,5,1.2,1-2,0.25-0.5,target_x_risk,True,96,-0.20525793650793647,-0.16359126984126984,0.041666666666666664,99,0.10688465941038097,0.10688465941038097,0.0,67,-0.6828358208955224,-0.5932835820895522,0.08955223880597014,67,-0.6828358208955224,0.08955223880597014,False,False,True,False,
OUTWARD,5,1.2,0.5-1,1-2,target_x_risk,True,394,0.026729848558763807,0.031289721675337945,0.004559873116574147,372,0.02577614656666665,0.02577614656666665,0.0,427,0.029000498451149798,0.03973155143572391,0.010731052984574111,372,0.02577614656666665,0.010731052984574111,True,True,True,True,
OUTWARD,5,1.2,>=5,1-2,target_x_risk,True,242,-0.5648718512070318,-0.5648718512070318,0.0,198,-0.6047530356117513,-0.6047530356117513,0.0,231,-0.5587001891343175,-0.5587001891343175,0.0,198,-0.6047530356117513,0.0,False,False,True,False,
