selector,n,label_utility_E,mean_graph_ev_predicted,actual_executable_R_E,mean_rr_ref,target_hit_rate,loss_rate,censor_rate,mean_selected_edge_index
T0,24954,-0.0185497626816751,-0.03189917255825394,-0.0175271771225042,1.7119662880842754,0.4888995752184019,0.4719483850284524,0.03915203975314579,0.0
T2,24954,-0.03572944047112938,0.004492992672146745,-0.0411469930725955,2.5904562100913484,0.3693596217039352,0.5657209265047688,0.06491945179129599,0.6609761962010099
