model,tb2_logloss,tb2_brier,reach_ece_edges0_4,loss_ece_edges0_4
C0_RAW,0.6389246547657079,0.41860225058061284,0.011624216058834565,0.02295174588456253
C1_GLOBAL,0.6337848136943718,0.4159311681891904,0.01775978477487295,0.017634101640682173
C2_RR_EDGE,0.6237844225596542,0.4089405860364377,0.010308956781257282,0.019095511819776013
