decision_time,T0,T1,T2
2025-06-11 00:15:00,0.995,0.995,0.995
2025-06-11 00:30:00,0.990025,0.990025,0.990025
2025-06-11 00:50:00,0.985074875,0.985074875,0.985074875
2025-06-11 00:55:00,0.9787058564116379,0.9787058564116379,0.9787058564116379
2025-06-11 01:40:00,0.9738123271295797,0.9738123271295797,0.9738123271295797
2025-06-11 02:20:00,0.9809130936088085,0.9809130936088085,0.9809130936088085
2025-06-11 02:30:00,0.9809130936088085,0.9833653688590804,0.9809130936088085
2025-06-11 09:05:00,0.984744785380718,0.978448542014785,0.984744785380718
2025-06-11 09:05:00,0.9970540951979769,0.998832886640093,1.005260301742816
2025-06-11 09:05:00,1.0095172713879517,1.0196419051117616,1.0262032246957913
2025-06-11 09:05:00,1.0134606982293108,1.0145436955862028,1.0302118310422592
2025-06-11 09:05:00,1.0174195290817691,1.0094709771082717,1.034236096007268
2025-06-11 09:05:00,1.0301372731952911,1.030501622464694,1.0557826813407527
2025-06-11 09:05:00,1.0358602580463763,1.0362266314783868,1.0616481406815348
2025-06-11 09:05:00,1.0488085112719558,1.057814686300853,1.0837658102790666
2025-06-11 09:05:00,1.0619186176628552,1.079852492265454,1.1063442646598804
2025-06-11 09:05:00,1.0660667372631007,1.0744532298041267,1.110665921943708
2025-06-11 09:05:00,1.0793925714788895,1.0968376720917126,1.1338047953175352
2025-06-11 09:05:00,1.0928849786223755,1.1196884569269565,1.1574257285533172
2025-06-11 09:05:00,1.0974387528876657,1.1196884569269565,1.1622484277392044
2025-06-11 09:05:00,1.0919515591232274,1.1140900146423218,1.1564371856005085
2025-06-11 09:10:00,1.0983212765514463,1.1085195645691102,1.150654999672506
2025-06-11 09:10:00,1.092829670168689,1.1029769667462646,1.1449017246741433
2025-06-11 09:10:00,1.0873655218178455,1.0974620819125331,1.1391772160507725
2025-06-11 09:10:00,1.093708487361783,1.0919747715029704,1.1334813299705186
2025-06-11 09:10:00,1.1000884535380602,1.0865148976454555,1.127813923320666
2025-06-11 09:10:00,1.106505636183699,1.0810823231572282,1.1221748537040628
2025-06-11 09:10:00,1.1009731080027805,1.075676911541442,1.1165639794355424
2025-06-11 09:10:00,1.1073954511327968,1.0702985269837348,1.1109811595383647
2025-06-11 09:10:00,1.1081436913024811,1.064947034348816,1.105426253740673
2025-06-11 09:10:00,1.1135305009129794,1.0716029533134963,1.1107998535852457
2025-06-11 09:10:00,1.1079628484084145,1.0662449385469288,1.1052458543173194
2025-06-11 09:10:00,1.112224243979216,1.0609137138541942,1.0997196250457328
2025-06-11 09:10:00,1.1165020295329822,1.0556091452849232,1.1039493159112934
2025-06-11 09:10:00,1.1230149580385913,1.0503310995584987,1.098429569331737
2025-06-11 09:10:00,1.1173998832483985,1.045079444060706,1.0929374214850782
2025-06-11 09:10:00,1.1118128838321564,1.0398540468404025,1.087472734377653
2025-06-11 09:10:00,1.1062538194129956,1.0346547766062004,1.0820353707057646
2025-06-11 09:10:00,1.1007225503159306,1.0294815027231694,1.0766251938522358
2025-06-11 09:10:00,1.0952189375643508,1.0243340952095537,1.0712420678829746
2025-06-11 09:10:00,1.089742842876529,1.019212424733506,1.0658858575435597
2025-06-11 09:10:00,1.0960996761266422,1.0141163626098384,1.060556428255842
2025-06-11 09:10:00,1.1024935909040476,1.0090457807967892,1.0552536461145627
2025-06-11 09:10:00,1.0969811229495274,1.0040005518928052,1.0499773778839898
2025-06-11 09:10:00,1.1033801795000664,0.9989805491333412,1.0447274909945699
2025-06-11 09:10:00,1.107977684603094,1.003143047479602,1.049080605234212
2025-06-11 09:10:00,1.1024377961800784,0.998127332242204,1.043835202208041
2025-06-11 09:10:00,1.096925607199178,0.9931366955809929,1.0386160261970008
2025-06-11 09:15:00,1.0979803433599464,0.988171012103088,1.0334229460660158
2025-06-11 09:20:00,1.0924904416431467,0.9832301570425726,1.0282558313356858
2025-06-11 09:20:00,1.0870279894349308,0.9783140062573596,1.0231145521790073
2025-06-11 09:20:00,1.0881150174243657,0.9841838902949038,1.0292532394920813
2025-06-11 09:20:00,1.08920313244179,0.9900889936366732,1.0354287589290339
2025-06-11 09:20:00,1.0902923355742316,0.9960295275984933,1.041641331482608
2025-06-11 09:25:00,1.0943304553356175,0.9960295275984933,1.0454992623399508
