edge_index,n_nodes,pred_reach,actual_reach,gap_reach,pred_loss,actual_loss,gap_loss,pred_censor,actual_censor,gap_censor,brier_reach,brier_loss,brier_censor
0,24954,0.4776686569900136,0.4888995752184019,-0.011230918228388287,0.4834345804624054,0.4719483850284524,0.011486195433953017,0.03889676254732909,0.03915203975314579,-0.0002552772058166952,0.203031302191128,0.220131899866379,0.035886328021069516
1,24748,0.27409276389404735,0.28386132212704057,-0.009768558232993219,0.6436814764372563,0.6252626474866656,0.01841882895059066,0.08222575966838643,0.09087603038629384,-0.008650270717907416,0.17814564973177777,0.2247373655391769,0.07950893407845647
2,24477,0.17396999851429645,0.18159905217142625,-0.007629053657129792,0.6993538122422182,0.6804346937941741,0.01891911844804406,0.1266761892431967,0.13796625403439963,-0.011290064791202925,0.1341516191824637,0.21463214655984064,0.11616917085313161
3,24311,0.1103805058346933,0.1165316112048044,-0.0061511053701110985,0.7193704986057559,0.7056065155690839,0.013763983036671923,0.17024899555928422,0.17786187322611163,-0.007612877666827417,0.0952916565411968,0.20685098422571913,0.14511199235824665
4,24104,0.07204930519657614,0.07359774311317624,-0.001548437916600101,0.7290712843892357,0.7152754729505476,0.013795811438688133,0.19887941041392307,0.21112678393627612,-0.012247373522353056,0.0647647172832623,0.20393777147112754,0.16705668941691182
