signal_gid,selected_edge_index,selected_edge_train_count,selected_edge_unseen,selected_edge_gt_train_p95,selected_edge_gt_train_p99,selected_edge_gt_train_max,selected_graph_ev,selected_p_reach,selected_rr_ref
335,0,21135,False,False,False,False,-0.1782137001072085,0.20461405751991787,2.759589523565546
337,0,21135,False,False,False,False,-0.35548305189558754,0.1283844244900371,3.514492753623142
338,0,21135,False,False,False,False,0.03916705113681185,0.35639157400422716,1.7968749999999745
339,0,21135,False,False,False,False,-0.19930248617090535,0.5979909099467247,0.29914529914530374
767,0,21135,False,False,False,False,-0.8821160437605335,0.00011936487303918668,13.437500000000764
768,0,21135,False,False,False,False,-0.12121366701966485,0.23755723306426552,2.357142857142857
769,0,21135,False,False,False,False,-0.07677627475890358,0.32358655142458875,1.6406250000000933
770,0,21135,False,False,False,False,-0.08083386570379636,0.5802139398741613,0.5434782608695222
771,0,21135,False,False,False,False,-0.2259679640508837,0.6905289185521375,0.10638297872340838
772,0,21135,False,False,False,False,-0.20379986782336623,0.5767572518603086,0.3125
773,0,21135,False,False,False,False,-0.09698898940049233,0.542915315405158,0.6122448979592291
774,0,21135,False,False,False,False,-0.08557840160263352,0.5409645089963039,0.6422018348624067
775,0,21135,False,False,False,False,-0.14194380518357874,0.634482513081234,0.3333333333333333
776,1,9229,False,False,False,False,-0.72725177438814,3.189742327784209e-08,25.35714285714121
777,0,21135,False,False,False,False,-0.3435446488391075,0.13271032017394424,3.461538461538381
778,0,21135,False,False,False,False,-0.6677404480005363,0.03987497617232312,5.416666666667488
779,0,21135,False,False,False,False,-0.6966100493645807,0.03729513956114621,5.416666666667488
780,0,21135,False,False,False,False,-0.8106621621707695,0.012560695740179558,7.05882352941252
781,0,21135,False,False,False,False,-0.007713159749582865,0.34163299656940144,1.805555555555373
782,0,21135,False,False,False,False,-0.3714714545595519,0.11531163477576625,3.563218390804672
783,0,21135,False,False,False,False,-0.014377943240147906,0.6123703679990454,0.58823529411771
784,0,21135,False,False,False,False,-0.8677113392404704,0.001247500328782817,10.25
785,0,21135,False,False,False,False,0.019164347524811776,0.32730166942456285,1.9767441860464279
786,0,21135,False,False,False,False,-0.031450930570300795,0.6204521988627998,0.540540540540567
787,2,4896,False,False,False,False,0.11300469396522306,0.26232532104482037,2.976190476190605
788,0,21135,False,False,False,False,-0.07697636931740581,0.5780992380371253,0.5555555555555556
