selector,n,win_rate,avg_win_R,avg_loss_R,payoff_ratio,profit_factor,EV_per_signal,total_R,max_DD_R,max_DD_pct_0p5risk,totalR_over_maxDD,signals_per_100_days,R_per_100_days,positive_month_ratio,best_month_R,worst_month_R
T0_Nearest,24954,0.46076781277550694,1.0319229896577309,-1.0610111007330365,0.9725845365282144,0.9644482105218981,-0.0175271771225042,-437.3731779149698,879.814489056308,-99.2630134251589,-0.4971197716737965,16975.51,-297.533,0.3333333333333333,28.687299012604683,-294.61776114346554
T1_IndependentEV,24954,0.2579546365312174,2.453288434538942,-1.0716444338957625,2.289274648327591,0.9166497207815812,-0.05754341052260602,-1435.9382661811105,1570.856489794579,-99.98545854793079,-0.914111680799618,16975.51,-976.829,0.16666666666666666,40.60537437672983,-860.2643660867841
T2_GraphEV,24954,0.3569768373807806,1.5543239555253743,-1.064312284310404,1.4604021568091377,0.9309619588418349,-0.04114699307259559,-1026.7820651335503,1269.8254043695767,-99.92680672204439,-0.8086009790009763,16975.51,-698.491,0.16666666666666666,23.744160598425466,-558.0344197042308
