population,n,mean_rr_ref,pred_reach,actual_reach,reach_error,pred_gain,actual_gain,gain_error,pred_loss,actual_loss,loss_error,pred_censor,actual_censor,pred_graph_ev,actual_u_label,ev_error
ALL_EDGES0_4,122594,5.293572967409279,0.22335018003180104,0.23065566014649982,-0.0073054801146987805,0.4630971158737425,0.4588141560886479,0.004282959785094701,0.6539772696257853,0.6387017309166844,0.015275538709100981,0.12267255034213716,0.13064260893681584,-0.19088015375204279,-0.17988757482803652,-0.010992578924006279
T0_SELECTED,24954,1.7119662880842754,0.4776686569900136,0.4888995752184019,-0.011230918228388263,0.4515354079041515,0.45339862234677725,-0.0018632144426257618,0.4834345804624054,0.4719483850284524,0.011486195433953085,0.03889676254732909,0.03915203975314579,-0.03189917255825394,-0.0185497626816751,-0.013349409876578837
T2_SELECTED,24954,2.5904562100913484,0.3751538168282413,0.3693596217039352,0.00579419512430605,0.5678763745834109,0.5299914860336394,0.03788488854977161,0.5633833819112642,0.5657209265047688,-0.0023375445935045133,0.061462801260210455,0.06491945179129599,0.004492992672146745,-0.03572944047112938,0.04022243314327612
SAME_SELECTION,14778,1.675119541053684,0.4626821824165814,0.46833130328867234,-0.005649120872090962,0.46233712542483085,0.45737520693256106,0.004961918492269781,0.49487548166297307,0.49127080795777506,0.0036046737051980255,0.04244233592019695,0.04039788875355258,-0.03253835623814224,-0.033895601025213995,0.0013572447870717633
SWITCHED,10176,3.9197452524497023,0.2480415736418724,0.22562893081761007,0.022412642824262318,0.7211447535206651,0.6354477922989435,0.08569696122172149,0.6628733337458993,0.6738404088050315,-0.010967075059132081,0.08908509261189279,0.10053066037735849,0.05827141977476572,-0.03839261650608785,0.09666403628085357
