model,ev_ece_edges0_4,top_decile_pred_ev,top_decile_actual_u,top_decile_gap
C0_RAW,0.05341897434752013,0.047390523528782064,-0.11065406999766841,0.15804459352645048
C1_GLOBAL,0.04695686123450438,-0.031183455163774174,-0.14377623503815312,0.11259277987437893
C2_RR_EDGE,0.02694806564012854,-0.074736474736471,-0.03559229802560986,-0.03914417671086116
