model,n,switch_rate,mean_selected_edge,pred_reach,actual_reach,reach_error,gain_error,loss_error,ev_error
C0_RAW,24954,0.40779033421495553,0.6609761962010099,0.37515381682807897,0.3693596217039352,0.005794195124143721,0.03788488854964011,-0.0023375445935271376,0.04022243314316725
C1_GLOBAL,24954,0.14354412118297669,0.23070449627314257,0.4699780521404362,0.4596056744409714,0.010372377699464851,0.02025853103832886,-0.003315297481411534,0.02357382851974039
C2_RR_EDGE,24954,0.26244289492666506,0.3641500360663621,0.43162781178633736,0.4364831289572814,-0.004855317170943998,-0.011630701641769837,0.0077271466627724114,-0.01935784830454225
