population,n,edge_mean,edge_p50,edge_p90,edge_p95,edge_p99,edge_max,share_gt_train_p95,share_gt_train_p99,share_gt_train_max,share_unseen_exact_category,share_train_count_le_5,share_train_count_le_20,share_train_count_le_100,median_train_count_for_used_edge
TB1_train_riskset_purged,42771,1.2937036777255617,1,4,5,9,26,0.041967688386991185,0.009843118000514368,0.0,0.0,4.676065558439129e-05,0.0020574688457132167,0.007294662271165041,9229.0
TB2_transition_riskset,55945,1.4573956564482975,1,4,6,9,22,0.05110376262400572,0.00784699258200018,0.0,0.0,0.0,0.0004826168558405577,0.004754669764947717,9229.0
TB2_full_nodes,812027,22.3633425982141,18,48,58,90,138,0.8196032890531965,0.7061107574009239,0.33156163526582244,0.33156163526582244,0.36611590501301067,0.5293296897763252,0.6790155992350008,12.0
TB2_T0_selected,24954,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21135.0
TB2_T2_selected,24954,0.6609761962010099,0,2,3,4,32,0.00048088482808367395,0.0003606636210627555,4.0073735673639494e-05,4.0073735673639494e-05,4.0073735673639494e-05,4.0073735673639494e-05,0.0003606636210627555,21135.0
