model,n_train_edges,n_test_edges,joint_nll_per_signal,joint_nll_per_edge,brier_signal_equal,brier_path_sum
F0,42771,55945,2.0223032527819726,0.9020387053341915,0.28043503221477567,0.7821255120866555
F1,42771,55945,1.7096245103181464,0.7625698459286625,0.22182064316107272,0.6812313742836219
F2,42771,55945,1.8205321132667236,0.812039652416799,0.24070614934223575,0.7285055961825304
G0,42771,55945,1.6809162943727887,0.7497646833457604,0.22865629046744193,0.683453783666779
