contrast,d_joint_nll,d_brier
F1-F0 (+delta_R),0.3126787424638262,0.05861438905370295
F2-F0 (+edge_index),0.20177113951524905,0.03972888287253992
G0-F1 (edge_index|spacing),0.028708215945357773,-0.006835647306369208
G0-F2 (delta_R|chain),0.13961581889393493,0.012049858874793817
