n_test_signals,n_test_nodes,n_reached_nodes,rate_max_batch_ge_2,rate_max_batch_ge_3,rate_max_batch_ge_4,batch_size_1,batch_size_2,batch_size_3,batch_size_ge4,fraction_reached_nodes_in_multinode_batch,ambiguous_with_stop_node_rate
24954,812027,31153,0.17488178247976277,0.06011060351045924,0.020477678929229783,17865,3710,1100,518,0.4265399800982249,0.0008177068003896422
