group,n,EV_reassess,EV_oracle,headroom,share_headroom_positive,oracle_contains_SKIP_share,oracle_contains_MARKET_share,oracle_contains_LIMIT_RR3_share,oracle_contains_REASSESS_RR3_share
R1,1258,-0.0006526599445072428,0.7047194868555938,0.705372146800101,0.6558028616852146,0.739268680445151,0.2821939586645469,0.3195548489666137,0.3441971383147854
R2,2919,0.0591064309894913,0.43476389847661917,0.3756574674871278,0.5005138746145941,0.5892428914011648,0.6235011990407674,0.4405618362452895,0.499486125385406
R3,2164,0.047828096118301876,0.47119823260009897,0.42337013648179717,0.5526802218114603,0.539279112754159,0.6335489833641405,0.39833641404805914,0.44731977818853974
R4,2674,0.10190725504861543,0.48808998444014157,0.38618272939152615,0.5291697830964847,0.5486163051608077,0.5987284966342558,0.43268511593118925,0.47083021690351534
