wf,mean,median_bootstrap,ci_2p5,ci_97p5
WF1,0.4245220468640251,0.42449396198860273,0.4071220898573121,0.4415327447252466
WF2,0.4543308952789882,0.45465829376401756,0.4345687896557705,0.4740387901401771
WF3,0.4314355635170893,0.4313545851582946,0.4140509421075286,0.4482712270656816
